Px Code,Procedure Name,Total Price
30000921,HC MANGANESE,74.00
30000922,HC B FAB MS-MASS SPEC,144.00
30000923,"HC BILE ACID,FRAC/TOTAL",569.00
30000924,"HC CORTISONE, URINE 24HR",538.00
30000925,"HC MS, MS/MS QUANT",198.00
30000926,HC FAM AMYLOID(TTR GENE)MASS SPEC,264.00
30000928,HC NEWBORN SCREEN,324.00
30000929,HC SULFONYLUREA PANEL,213.00
30000930,HC THIOPURINE MET,656.00
30000931,HC URINE IODINE,149.00
30000932,HC MERCURY,576.00
30000933,HC DRUG ASSAY OF METANEPHRINES,576.00
30000935,"HC MYELIN BASIC PROTEIN, CSF",483.00
30000936,HC MYOGLOBIN,343.00
30000937,HC MYELOPEROXIDASE,117.00
30000938,HC B-TYPE NATRIURETIC PEPTIDE,1277.00
30000939,HC A2-MACROGLOBULIN,107.00
30000941,HC NASH FIBROSURE,446.00
30000942,"HC NEPHELOMETRY, EACH ANALYTE",149.00
30000943,HC RETINOL BINDING PROTEIN,90.00
30000944,HC URINE FREE KAPPA,145.00
30000945,HC URINE FREE LAMBDA,145.00
30000946,HC NICKEL,162.00
30000947,HC 5 NUCLEOTIDASE,311.00
30000948,HC CSF IGG INDEX,160.00
30000949,HC OLIGOCLONAL BANDS,160.00
30000950,HC ORGANIC ACIDS TOTAL QUANT,614.00
30000951,HC METHYLMALONIC ACID QUAN,616.00
30000952,HC OSMOLALITY,139.00
30000953,HC OSMOLALITY - URINE,202.00
30000954,HC OSTEOCALCIN,331.00
30000955,HC OXALATE,394.00
30000956,HC INTACT PARATHYROID HORMONE,952.00
30000957,HC FLUID PH,105.00
30000958,HC DRUG ASSAY OF PHENCYCLIDINE,608.00
30000961,"HC CALPROTECTIN, FECAL",458.00
30000963,HC ACID PHOSPHATASE,796.00
30000964,HC PROSTATIC ACID PHOSPHATASE,155.00
30000965,HC ALKALINE PHOSPHATASE,119.00
30000966,HC ALKALINE PHOSPHATASE ISOENZYMES,479.00
30000968,HC ASSAY OF PHOSPHORUS,119.00
30000969,"HC PHOSPHORUS, URINE",149.00
30000970,HC ASSAY OF URINE PHOSPHORUS,40.00
30000972,"HC PORPHOBILINOGEN, URINE",139.00
30000974,"HC PORPHYRINS, URINE, QUANTITATIVE",517.00
30000975,"HC PORPHYRINS, FECAL",373.00
30000976,"HC POTASSIUM, POC",119.00
30000977,"HC POTASSIUM, SERUM",126.00
30000978,"HC POTASSIUM, URINE",126.00
30000980,HC PREALBUMIN,272.00
30000983,HC PREGNENOLONE,161.00
30000984,HC 17-HYDROXYPREGNENOLN,177.00
30000985,HC PROGESTERONE,603.00
30000986,HC PROCALCITONIN,460.00
30000987,HC MACROPROLACTIN,228.00
30000988,HC PROLACTIN,603.00
30000989,HC PROSTAGLANDIN D2,413.00
30000990,"HC PROSTAGLANDIN E2, URINE",906.00
30000991,HC PSA TOTAL; DIAGNOSTIC,391.00
30000992,HC PSA TOTAL; SCREENING,391.00
30000993,HC PSA ULTRA SENSITIVE,866.00
30000994,"HC PSA, FREE",138.00
30000995,HC TOTAL PROTEIN,119.00
30000996,"HC PROTEIN, URINE",119.00
30000998,"HC TOTAL PROTEIN, CSF",169.00
30000999,HC S. PROTEIN REFRACT,43.00
30001000,HC MOTOR NEUROPATHY ELECTROPHORESIS,86.00
30001001,HC SERUM PROTEIN ELECTROPHORESIS,542.00
30001003,HC URINE PROTEIN ELETROPOHORESIS,542.00
30001004,HC PARANEOPLASTIC PROFILE,9521.00
30001005,"HC 14-3-3 PROTEIN TAU/THETA, CSF",123.00
30001006,HC 68KD (HSP-70) ABS,307.00
30001007,"HC B WESTERN BLOT,IMMU PROBE",141.00
30001008,HC CV2 AUTOAB,792.00
30001009,HC FREE RBC PROTOPORPHYRIN,338.00
30001010,HC ZINC PROTOPORPHYRIN,112.00
30001011,HC PROINSULIN,139.00
30001012,HC VITAMIN B-6,832.00
30001013,HC PYRUVATE,394.00
30001014,HC PYRUVATE KINASE,106.00
30001018,HC ACETYLCHOLINE RECEPTOR AB,464.00
30001019,HC SOLUBLE TRANSFERRIN RECEPTOR,307.00
30001020,HC RENIN ACTIVITY,709.00
30001021,HC VITAMIN B2,488.00
30001022,HC SELENIUM,439.00
30001023,HC SEROTONIN,1017.00
30001024,HC SEX HORMONE BINDING GLOB,587.00
30001025,HC SIALIC ACID CONTENT,106.00
30001026,HC SILICON,277.00
30001027,"HC SODIUM, SERUM POC",119.00
30001028,HC ASSAY OF SERUM SODIUM,119.00
30001029,"HC SODIUM, URINE",119.00
30001030,"HC SODIUM, URINE, 24 HR",40.00
30001031,"HC SODIUM,OTHER SOURCE",147.00
30001032,HC SOMATOMEDIN C,832.00
30001033,HC SOMATOSTATIN QUANT,494.00
30001035,"HC ADENOSINE DEAMINASE, FLUID",84.00
30001036,"HC ARYLSULFATASE A,URINE",55.00
30001037,"HC CHOLESTEROL, FLUID",119.00
30001039,"HC CHYMOTRYPSIN,FECES",366.00
30001041,HC PORPHYRINS PROFILE,925.00
30001042,HC PORPHYRINS TOTAL,57.00
30001046,"HC REDUCING SUBSTANCES, FECAL",44.00
30001047,"HC 1,5 ANHYDROGLUCITOL(GLYCOMARK)",90.00
30001048,"HC SULFATE, URINE",55.00
30001049,HC FREE TESTOSTERONE,517.00
30001050,"HC FREE TESTOSTERONE, FEMALE",323.00
30001051,HC TOTAL TESTOSTERONE,560.00
30001052,"HC TOTAL TESTOSTERONE, FEMALE",204.00
30001053,HC VITAMIN B1 THIAMINE,609.00
30001054,HC THIOCYANATE,387.00
30001055,HC THYROGLOBULIN,126.00
30001056,"HC THYROXINE, TOTAL",169.00
30001058,HC FREE THYROXINE (T4),274.00
30001059,HC THYROXINE BINDING GLOBULIN,387.00
30001060,HC THYROID STIMULATING HORMONE (TSH),420.00
30001061,HC THYROID STIMULATING (TSI),1434.00
30001062,HC VITAMIN E,443.00
30001063,HC CORTISOL BINDING GLOBULIN,273.00
30001064,HC ASPARTAMINE TRANSFERASE (AST),119.00
30001065,HC ALANINE TRANSFERASE (ALT),119.00
30001066,HC TRANSFERRIN,324.00
30001067,HC TRIGLYCERIDES,119.00
30001069,HC T3 UPTAKE,169.00
30001070,HC TRIIODOTHYRONINE (T3),371.00
30001071,HC FREE T3,67.00
30001072,HC REVERSE T3,500.00
30001073,HC TROPONIN,540.00
30001075,HC UREA NITROGEN,119.00
30001076,"HC UREA NITROGEN, URINE",119.00
30001077,HC URIC ACID,119.00
30001078,"HC URIC ACID, URINE",149.00
30001080,HC VANILLYL MANDELIC ACID,557.00
30001081,HC VASOACTIVE INT POLYPEPTIDE,851.00
30001082,HC VASOPRESSIN (ADH),906.00
30001083,HC VITAMIN A,517.00
30001084,HC VITAMIN B3,223.00
30001085,HC VITAMIN K1,614.00
30001086,HC ISOPROPYL ALCOHOL,361.00
30001087,HC METHANOL,333.00
30001088,HC VOLATILES,333.00
30001089,HC D-XYLOSE,487.00
30001090,HC XYLOSE 2HR TOLERANCE,92.00
30001091,HC ZINC,443.00
30001092,HC C-PEPTIDE,237.00
30001093,HC HCG TUMOR MARKER,482.00
30001094,HC HCG;QUANTITATIVE,126.00
30001097,HC CHITOTRIOSIDASE,1370.00
30001098,HC FECAL POTASSIUM,147.00
30001099,HC MISC CHEM TEST,163.00
30001101,"HC OSMOLALITY, STOOL",167.00
30001102,HC OVA1,100.00
30001106,HC BL SMEAR W/DIFF WBC COUNT,123.00
30001107,HC PLATELET SCREEN,84.00
30001108,HC RBC MORPHOLOGY             T/F,84.00
30001111,HC MANUAL DIFF WBC COUNT B-COAT,108.00
30001112,HC HEMATOCRIT,100.00
30001113,HC HEMOGLOBIN,91.00
30001114,HC COMPLETE CBC W/AUTO DIFF WBC,192.00
30001115,HC COMPLETE CBC AUTOMATED,172.00
30001116,HC MANUAL RETICULOCYTE COUNT,156.00
30001117,HC AUTOMATED RETICULOCYTE COUNT,156.00
30001118,HC RETICYTE/HGB CONCENTRATE,156.00
30001119,HC AUTOMATED LEUKOCYTE COUNT,106.00
30001120,HC AUTOMATED PLATELET COUNT,86.00
30001122,HC BONE MARROW INTERPRETATION,417.00
30001124,HC FACTOR II ASSAY,296.00
30001125,HC FACTOR V ASSAY             T/F,397.00
30001126,HC FACTOR VII ASSAY,397.00
30001127,HC FACTOR VIII ASSAY          T/F,296.00
30001128,HC RISTOCETIN/VWF:RCO,390.00
30001129,HC FACTOR VIII ANTIGEN,287.00
30001130,HC FACTOR VIII MULTIMERS,792.00
30001131,HC FACTOR IX ASSAY            T/F,372.00
30001132,HC FACTOR X ASSAY,327.00
30001133,HC FACTOR XA ASSAY,371.00
30001134,HC FACTOR XI ASSAY,506.00
30001135,HC FACTOR XII ASSAY,432.00
30001136,HC FACTOR XIII ASSAY,213.00
30001138,HC PREKALLIKREIN,468.00
30001139,HC HIGH MOLEC WI KININOGEN,468.00
30001140,HC ANTITHROMBIN III ACTIVITY,432.00
30001141,HC ANTITHROMBIN III ANTIGEN,256.00
30001142,HC PROTEIN C ANTIGEN,486.00
30001143,HC PROTEIN C ACTIVITY,377.00
30001145,HC PROTEIN S FREE,387.00
30001146,"HC PROTEIN S FUNCTION, TOTAL",362.00
30001147,HC ACTIVATED PROTEIN C RESISTANCE,551.00
30001148,HC FACTOR VIII INHIB ASSAY,267.00
30001149,HC INHIBITOR SCREEN,267.00
30001150,HC INHIBITOR SCREEN PT,84.00
30001151,HC ACTIVATED CLOTTING TIME-POC,526.00
30001156,"HC D DIMER, QUANTITATIVE",258.00
30001157,HC D-DIMER,258.00
30001158,HC FIBRINOGEN,198.00
30001159,HC IMMUNOLOGIC FIBRINOGEN,251.00
30001161,HC ADAMTS13 ACTIVITY,456.00
30001162,HC ALPHA 2 ANTI PLASMIN,469.00
30001163,HC PLASMINOGEN ACTIVATOR INHIBITOR,594.00
30001164,HC PLASMINOGEN,469.00
30001169,HC HEPARIN ASSAY,139.00
30001170,HC HEPARSORB PTT              T/F,179.00
30001174,HC LYSOZYME (MURAMIDASE),607.00
30001175,HC RBC OSMOTIC FRAGILITY,457.00
30001179,HC ATP ADP RATIO,162.00
30001183,HC PLATELET SECRETIONS,684.00
30001184,HC RISTOCETIN AGGREGATI,432.00
30001185,HC HEX PHASE L.A.,345.00
30001188,HC PROTHROMBIN TIME,106.00
30001190,HC RUSSELL VIPER VENOM DILUTED RATIO,433.00
30001191,HC RUSSELL VIPER VENOM DILUTED,412.00
30001192,HC REPTILASE TIME,198.00
30001193,"HC SEDIMENTATION RATE, NONAUTOMATED",128.00
30001195,HC SICKLE CELL PREPARATION,146.00
30001196,HC THROMBIN TIME,190.00
30001197,HC TISSUE THROMBOPLASTIN INHIBITION,563.00
30001198,HC PARTIAL THROMBOPLASTIN TIME,154.00
30001200,HC BLOOD VISCOSITY EXAMINATION,55.00
30001203,HC HYPERSENSITIVITY,820.00
30001207,"HC ALLER, AEROBASIDIUM PULLULANS",41.00
30001211,"HC ALLER,FNGI/MLD,CURVULARIA LUNA",41.00
30001212,"HC ALLER,FNGI/MLD,HELMINTHOSPORIU",41.00
30001213,"HC ALLER,FNGI/MOLD,CEPHALOSPORIUM",41.00
30001214,"HC ALLER,FNGI/MOLD,MUCO RACEMOSUS",41.00
30001215,"HC ALLER,FUNGI/MOLD,A.FUMIGATUS",41.00
30001216,"HC ALLER,GRASS,ORCH GRASS/COCKSFT",41.00
30001217,"HC ALLER,GRASS,PERENNIAL RYE GRAS",41.00
30001218,"HC ALLER,GRASS,SWEET VERNAL GRASS",41.00
30001219,"HC ALLER,INSECT,COCKROACH,GERMAN",41.00
30001220,"HC ALLERG, FUNGI/MOLD, EPICOCCUM",41.00
30001221,"HC ALLERG,AMERICAN BEECH TREE",41.00
30001224,"HC ALLERG,FUNGI/MOLD,A.ALTERNATAS",41.00
30001226,"HC ALLERG,FUNGI/MOLD,P.NOTATUM",41.00
30001227,"HC ALLERG,FUNGI/MOLD,PHOMA BETAE",41.00
30001228,"HC ALLERG,FUNGI/MOLD,R.NIGRICAN",41.00
30001229,"HC ALLERG,MITES,D.PTERONYSSINUS",41.00
30001231,"HC ALLERGEN SPECIFIC IGE, EACH",43.00
30001232,"HC ALLERGEN, ANIMAL, CAT DANDER",41.00
30001233,"HC ALLERGEN, ANIMAL, DOG DANDER",41.00
30001235,"HC ALLERGEN, DOG EPITHELIUM",41.00
30001237,"HC ALLERGEN,BOX ELDER/MAPLE TREE",41.00
30001238,"HC ALLERGEN,FUNGI & MOLDS,A IGE",16.00
30001239,"HC ALLERGEN,GRASS,JOHNSON GRASS",41.00
30001240,"HC ALLERGEN,GRASS,TIMOTHY GRASS",41.00
30001241,"HC ALLERGEN,MITES,D.FARINAE",41.00
30001242,"HC ALLERGEN,TREE,ALDER TREE",41.00
30001243,"HC ALLERGEN,TREE,BIRCH TREE",41.00
30001244,"HC ALLERGEN,TREE,COTTONWOOD TREE",41.00
30001245,"HC ALLERGEN,TREE,ELM TREE",41.00
30001246,"HC ALLERGEN,TREE,OAK TREE",41.00
30001247,"HC ALLERGEN,TREE,PECAN TREE",41.00
30001248,"HC ALLERGEN,TREE,SWEET GUM TREE",41.00
30001249,"HC ALLERGEN,TREE,SYCAMORE TREE",41.00
30001250,"HC ALLERGEN,TREE,WALNUT TREE",41.00
30001251,"HC ALLERGEN,TREE,WHITE ASH TREE",41.00
30001252,"HC ALLERGEN,TREE,WILLOW TREE",41.00
30001253,"HC ALLERGEN,WEED,COCKLEBUR",41.00
30001254,"HC ALLERGEN,WEED,ENGLISH PLANTAIN",41.00
30001255,"HC ALLERGEN,WEED,GIANT RAGWEED",41.00
30001256,"HC ALLERGEN,WEED,LAMB'S QUARTERS",41.00
30001257,"HC ALLERGEN, FUSARIUM MONLIFORME",41.00
30001258,"HC ALLERGEN, HORMODENDRUM HORDEI",41.00
30001261,HC HYPER PNEUMO IGE,43.00
30001262,"HC LATEX ALLERGEN,IGE",221.00
30001263,"HC ALLERGEN, PASSION FRUIT,IGE",41.00
30001264,HC RAST 1 ALLERGEN,181.00
30001265,"HC VENOM, RAST 1GE",181.00
30001266,HC LEUKOCYTE ANTIBODY IDENTIFICATION,390.00
30001267,"HC CU INDEX,LEUKO AN",70.00
30001268,HC NEUTROPHIL AB,305.00
30001269,HC HEPARIN ASSOCIATED ANTIBODIES,1222.00
30001270,HC HEPARIN INDUCED PLATELET AB,320.00
30001271,HC INDIRECT PLATELET ANTIBODY,465.00
30001273,HC PLATELET ANTIBODIES,2041.00
30001275,HC SEROTONIN RELEASE,1222.00
30001276,HC PLATELET ASSOC. IMM. ASSAY,484.00
30001277,HC ANTINUCLEAR ANTIBODIES,339.00
30001278,HC ANA TITER,172.00
30001279,"HC ANTI-NUCLEAR AB,IGG IFA",88.00
30001280,HC ANTISTREPTOLYSIN O TITER,419.00
30001281,HC BLOOD BANK CONSULT FEE,183.00
30001282,HC TRXN BB CONSULT FEE,487.00
30001283,HC PLCY DEVIATION CONSULT FEE,509.00
30001284,HC C-REACTIVE PROTEIN,348.00
30001285,"HC C-REACTIVE PROTEIN, HIGH SENSITIVITY",103.00
30001286,HC BETA-2 GLYCOPROTEIN ANTIBODY,195.00
30001287,HC CARDIOLIPID ANTIBODY,184.00
30001288,HC PHOSPHATIDYLS IGA,125.00
30001289,HC PHOSPHATIDYLS IGG,125.00
30001290,HC PHOSPHATIDYLS IGM,125.00
30001291,HC CIRCULATING TUMOR CELL COUNT,1902.00
30001292,HC COLD AGGLUTININ SCREEN,119.00
30001293,HC COLD AGGLUTININ TITER,175.00
30001294,HC C1 ESTERASE INHIBITOR,579.00
30001295,HC C10 COMPLEMENT,436.00
30001296,HC C2 COMPLEMENT,436.00
30001297,HC C3 COMPLEMENT,280.00
30001300,HC C5 COMPLEMENT,436.00
30001301,HC C6 COMPLEMENT,436.00
30001302,HC C7 COMPLEMENT,436.00
30001303,HC C8 COMPLEMENT,436.00
30001304,HC C9 COMPLEMENT,436.00
30001307,HC C4 COMPLEMENT,280.00
30001312,HC SC5B-9 LVL TERM CMPLMNT CMPLX,184.00
30001313,HC C1EST FUNCTION,122.00
30001314,HC C3 NEPHRITIC FACTOR,291.00
30001316,HC COMPLEMENT TOTAL (CH50),350.00
30001317,HC SEROLOGICAL TITERS,506.00
30001319,HC CYC CITRUL PEP IGG,151.00
30001320,HC DEOXYRIBONUCLEASE ANTIBODY,92.00
30001321,HC ANTI DNA,610.00
30001323,HC SINGLE STRANDED DNA,296.00
30001324,HC ANTI RNP,141.00
30001325,HC ANTI SM/RNP,332.00
30001326,HC ANTI-JO-1,366.00
30001327,HC ANTI-SCL-70,466.00
30001332,"HC JO-1 AB, IGG",122.00
30001333,HC MI-2 ABS,141.00
30001334,HC MYOSITIS  PANEL,47.00
30001335,HC PM SCL 100,175.00
30001336,HC SJGR SSA,366.00
30001337,HC SJOGREN ANTIBODY SSAB,366.00
30001338,HC ADRENAL AB SCREEN,125.00
30001339,HC AMPAR(GLU2),188.00
30001340,HC AMPAR(GLUR1),188.00
30001342,HC ANNA SCREEN,122.00
30001343,HC ANTI PARIETAL CELL ANTIBODY,210.00
30001344,HC ANTI RECTICULIN,210.00
30001345,HC ANTI STRIATED MUSCLE AB.,339.00
30001347,HC ATYPICAL ANCA,69.00
30001349,HC B FLUORESCENT ABS,93.00
30001350,HC CASPR2,188.00
30001351,HC CSF NMO IGG,142.00
30001352,HC EPIDERMAL AB,122.00
30001353,HC FLUOR NONINFECT AB SCREEN EA,339.00
30001355,"HC FLURESNT AB (IE. ANA, AMA) T/F",339.00
30001356,HC GABA-B-R,188.00
30001357,HC GAD-65,188.00
30001359,HC FLUORESCENT ANTIBODY SCREEN,397.00
30001361,HC LGI1,188.00
30001364,HC NMDAR CSF,188.00
30001365,HC NMDAR SERUM,188.00
30001366,HC NMO AB SCREEN,811.00
30001367,"HC PARANEOPLASTIC ABS W/RFLX, CSF",93.00
30001368,HC PARANEOPLASTIC SYNDRME AB PANL,96.00
30001371,HC PURKINJE CELL SCREEN,96.00
30001373,HC ANCA SCREEN (TITER)        T/F,768.00
30001375,HC ENDOMYSIAL ANTIBODY,237.00
30001377,HC NEURONAL NUCL AB TITER,272.00
30001379,"HC PARANEOPLSTIC AUTOAB EVAL,SER",2933.00
30001380,HC PCCA TITER,176.00
30001382,"HC PHOSPHOLIP A2 RECPTR,IGG TITER",608.00
30001383,HC PNEOE,2229.00
30001384,HC PURKINJE CELL (SIB),272.00
30001388,HC CANCER ANTIGEN 15-3,175.00
30001389,HC CANCER ANTIGEN 27-29,350.00
30001390,HC CANCER ANTIGEN 19-9,175.00
30001391,HC CANCER ANTIGEN 125,440.00
30001392,HC HUMAN EPIDIDYMIS PROTEIN 4,501.00
30001393,HC HETEROPHILE ANTIBODY SCREEN,310.00
30001395,HC CHROMOGRANIN A,353.00
30001396,HC CYFRA,213.00
30001398,HC NEOPTERIN,318.00
30001399,HC NEURON SPECIFIC ENOLASE,368.00
30001400,HC SOLUB MESOTHELIN RELAT PEPTIDE,250.00
30001401,HC HI8 ANTIBODIES,168.00
30001402,HC PNEUMOCOCCAL ANTIBODIES,7.00
30001403,"HC PROTEIN 14-3-3, CSF WITH REFLE",123.00
30001404,HC TETANUS AB IGG,105.00
30001405,HC PHERESIS CMV NEG,208.00
30001408,HC TEICHOIC ACID AB,110.00
30001409,HC HYPER PNEUMO GEL DIFFUSION,96.00
30001410,HC IMMUNE COMPLEX C1Q,921.00
30001411,HC RAJI CELL ASSAY,580.00
30001412,HC IMMUNOFIX E-PHORESIS SERUM,809.00
30001413,HC BETA 2 TRANSFERRIN,185.00
30001414,HC IMMUNFIX E-PHORSIS/URINE/CSF,809.00
30001416,HC INHIBIN A,332.00
30001417,HC INSULIN ANTIBODIES,1017.00
30001418,HC INTRINSIC FACTOR ANTIBODY,710.00
30001419,HC ISLET CELL ANTIBODY,564.00
30001420,HC IA-2 ANTIBODY,515.00
30001421,HC LEUKOCYTE HISTAMINE RELEASE,100.00
30001422,HC CELL FUNCTION ASSAY W/STIM,510.00
30001423,HC INFLIXIMAB ACTIV&NEUTRALIZ AB,510.00
30001424,HC NEUTROPHIL OXIDATIVE BURST,1062.00
30001427,HC LYMPHOCYTE AG & MYTOGEN PROLIF,355.00
30001428,HC LYMPHOCYTE TRANSFORMATION,356.00
30001429,HC METAL ALLERGY TESTING,326.00
30001431,HC TOLL-LIKE RECEPTOR FNCTN ASSAY,356.00
30001432,HC ABSOLUTE CD 19,273.00
30001433,"HC B CELLS, TOTAL",477.00
30001434,HC ABSOLUTE CD2,210.00
30001435,HC ABSOLUTE CD3,210.00
30001436,HC ABSOLUTE CD4,210.00
30001437,HC ABSOLUTE CD45RA,210.00
30001438,HC ABSOLUTE CD45RA,210.00
30001439,HC ABSOLUTE CD8,210.00
30001440,HC ABSOLUTE HLA-DR,210.00
30001441,HC NEUTROPHIL RECEPT PROFIL(LADP),233.00
30001443,HC ABSOLUTE NATURAL KILLER CELLS,273.00
30001444,HC TOTAL NK CELLS,477.00
30001445,HC MN3 (CD4 MON BILLING),301.00
30001447,HC LYMPHOCYTE SUBSET PANEL 7 INFO,273.00
30001449,HC MN4 (CD4 MON BILLING),809.00
30001450,HC CD4:CD8 RATIO,340.00
30001452,HC CD34 STEM CELLS,477.00
30001453,HC ANTI THYROID MICROSOMAL,611.00
30001455,"HC LIVER,KIDNEY MICROSOMAL ANTIBO",542.00
30001458,"HC NEUTRALIZATION, VIRAL",186.00
30001459,HC RABIES TITER,746.00
30001460,HC NITROBLUE TETRAZOLIUM DYE,125.00
30001463,"HC CRYPTOCOCCAL ANTIGEN, TITER",267.00
30001465,HC RHEUMATOID FACTOR QUANT,271.00
30001466,HC QUANTIFERON TB TEST,605.00
30001467,HC TSPOT,497.00
30001469,HC RPR-TEST FOR SYPHILIS,188.00
30001470,"HC VDRL, CSF",77.00
30001471,"HC VDRL-SYPHILIS TEST,CSF",188.00
30001472,HC RPR QUANTITATIVE,188.00
30001476,HC ASPERGILLUS ANTIBODY,100.00
30001477,HC ASPERGILLUS AB IGE,236.00
30001478,HC ASPERGILLUS AB IGG,236.00
30001479,"HC ASPERGILLUS FUMIGATUS AB,IGG",176.00
30001480,HC S PNEUMO AB TYPING,138.00
30001481,"HC BARTONELLA HENSELAE ANTIBODY, IGG",576.00
30001482,"HC BARTONELLA HENSELAE ANTIBODY, IGM",884.00
30001483,"HC BARTONELLA QUINTANA ANTIBODY, IGG",222.00
30001484,"HC BARTONELLA QUINTANA ANTIBODY, IGM",222.00
30001485,HC BLASTOMYCES ANTIBODY,138.00
30001486,HC B.PERTUSSIS IGG ANTIBODY,53.00
30001487,HC B.PERTUSSIS IGG W/REF,53.00
30001488,HC B. PERTUSSIS IGM ANTIBODY,135.00
30001489,"HC BORRELIA AB, CONFIRM",856.00
30001490,HC LYME CSF IGG,123.00
30001491,HC LYME CSF IGM,123.00
30001492,HC BOR BURG C6 PEPTIDE AB,163.00
30001493,HC INFECTIOUS ANTIGEN ELISA,282.00
30001494,HC LYME AB,321.00
30001495,HC BRUCELLA ANTIBODIES IGG,124.00
30001496,HC BRUCELLA ANTIBODIES IGM,124.00
30001497,HC CANDIDA ANTIBODY,179.00
30001498,HC CHLAMYDIA IGG ANTIBODY,564.00
30001499,HC LGV PER SPECIES,148.00
30001500,HC CHLAMYDIA IGM ANTIBODY,632.00
30001501,HC LGV PER ISOTYPE,192.00
30001502,HC COCCIDIOIDES ANTIBODY (CF),192.00
30001503,HC COCCIDIOIDES ANTIBODY (ID),192.00
30001504,HC COCCIDIOIDES ANTIBODY IGG,192.00
30001505,HC COCCIDIOIDES ANTIBODY IGM,192.00
30001506,HC Q FEVER ANTIBODY PHASE I,144.00
30001507,HC Q FEVER ANTIBODY PHASE II,144.00
30001509,HC CMV ANTIBODY,393.00
30001510,HC CMV ANTIBODY IGM,824.00
30001511,HC DIPHTHERIA ANTIBODY IGG,260.00
30001512,HC ENCEPHALITIS CALIFORN ANTBDY,185.00
30001513,HC ENCEPHALTIS EAST EQNE ANBDY,185.00
30001515,HC ENCEPHALTIS WEST EQNE ANTBDY,185.00
30001517,HC COXSACKIE TITER,645.00
30001519,HC ECHOVIRUS TITER,645.00
30001520,HC POLIOVIRUS 1,645.00
30001521,HC POLIOVIRUS 2,645.00
30001522,HC POLIOVIRUS 3,645.00
30001523,HC EPSTEIN-BARR ANTIBODY,265.00
30001524,HC EPSTEIN-BARR ANTI-NUCLEAR AB,265.00
30001525,HC EPSTEIN-BARR IGG CAPSID VCA,265.00
30001526,HC EPSTEIN-BARR IGM CAPSID VCA,265.00
30001527,HC EBV PANEL,142.00
30001528,"HC EBV, VIRAL (APSII)",265.00
30001529,HC EHRLICHIA IGM ANTIBODY,462.00
30001530,HC EHRLICHIA IGG ANTIBODY,462.00
30001531,HC HGE AGENT,164.00
30001533,"HC FRANCISELLA TULARENSIS AB, IGG",71.00
30001534,"HC FRANCISELLA TULARENSIS AB, IGM",71.00
30001535,HC B - ASAC IGG,96.00
30001537,"HC S.CEREVISIAE ANTIBODY,IGG",125.00
30001540,HC HELICOBACTER PYLORI IGG ANTIBODY,290.00
30001541,"HC HELICOBACTER PYLORI AB,IGA",113.00
30001542,HC HELICOBACTER PYLORI ANTIBODY,113.00
30001543,"HC CYSTICERCOSIS IGG,ELISA",55.00
30001544,HC ECHINOCOCCUS ABS,884.00
30001545,HC FILARIA IGG4 ANTIBODY,257.00
30001548,HC STRONGYLOIDES AB,102.00
30001549,HC TOXOCARA AB IGG,102.00
30001554,HC HTLV/HIV CONFIRM ANTIBODY,674.00
30001555,HC HEPATITIS DELTA ANTIBODY,805.00
30001556,HC HEPATITUS D VIRAL LOAD,122.00
30001558,HC HERPES I/II IGM AB,245.00
30001560,HC HSV 1 IGG AB,147.00
30001561,HC HSV 2 IGG AB,213.00
30001563,HC HISTOPLASMA ID,148.00
30001564,HC HISTOPLASMA MYCELIA,148.00
30001565,"HC HISTOPLASMA MYCELIA, CF",83.00
30001566,HC HISTOPLASMA YEAST,148.00
30001567,"HC HISTOPLASMA YEAST, CF",83.00
30001568,HC HIV-1ANTIBODY,120.00
30001570,HC HIV-1/HIV-2 1 RESULT ANTBDY,354.00
30001571,HC HEP B CORE ANTIBODY TOTAL,412.00
30001572,HC HEP B CORE ANTIBODY IGM,100.00
30001573,HC HEP B SURFACE ANTIBODY,201.00
30001574,HC HEPATITIS BE ANTIBODY,144.00
30001575,HC HEPATITIS A TOTAL ANTIBODY,105.00
30001576,HC HEPATITIS A IGM ANTIBODY,488.00
30001577,HC INFLU A IGG,160.00
30001578,HC INFLU A IGM,168.00
30001579,HC INFLU B IGG,168.00
30001580,HC INFLU B IGM,168.00
30001582,HC LEGIONELLA ANTIBODY,777.00
30001583,HC LEPTOSPIRA IGG ANTIBODY,200.00
30001584,HC LYMPH CHORIOMENINGITIS AB,193.00
30001585,HC MUMPS ANTIBODIES,726.00
30001588,HC MYCOPLASMA PNEUMONIAE TITER,645.00
30001589,HC PARVOVIRUS IGG ANTIBODY,144.00
30001590,HC PARVOVIRUS IGM ANTIBODY,805.00
30001591,"HC B.MICROTI AB,IGG",107.00
30001592,"HC B.MICROTI AB,IGM",107.00
30001593,HC ENTAMOEBA HISTOLYTICA AB,884.00
30001594,HC TRYPANA CRUZI IGG,98.00
30001595,HC TRYPANA CRUZI IGM,98.00
30001597,HC ROCKY MT SPOT FEV IGG,233.00
30001598,HC ROCKY MT SPOT FEV IGM,233.00
30001599,HC RICKETTSIA TYPHI IGG,233.00
30001600,HC RICKETTSIA TYPHI IGM,233.00
30001602,HC RUBELLA ANTIBODY IGM,371.00
30001603,HC RUBELLA-IMMUNE STATUS,419.00
30001605,HC RUBEOLA AB IGG,916.00
30001608,"HC RUBEOLA TITER, IGM",805.00
30001611,HC TOXOPLASMA ANTIBODY,557.00
