Generic Name,National Drug Code,Unit Price
carBAMazepine ER 400 mg tablet extended release 12 hr,51672412501,20
carBAMazepine ER 400 mg tablet extended release 12 hr,68084056211,20
carBAMazepine ER 400 mg tablet extended release 12 hr,68084056221,20
carbamide peroxide 10 % oral rinse,42037010475,102
carbamide peroxide 10 % oral rinse,42037010476,183.6
carbamide peroxide 6.5 % ear drops,536112494,20
carbamide peroxide 6.5 % ear drops,904322035,20
carbidopa 10 mg-levodopa 100 mg tablet,63739004610,20
carbidopa 25 mg tablet,43975022010,210
carbidopa 25 mg-levodopa 100 mg tablet,6391668,20
carbidopa 25 mg-levodopa 100 mg tablet,904623761,20
carbidopa 25 mg-levodopa 100 mg tablet,63739004710,20
carbidopa 25 mg-levodopa 100 mg tablet,68084009301,20
carbidopa 25 mg-levodopa 100 mg tablet,68084009311,20
carbidopa 25 mg-levodopa 250 mg tablet,63739004810,20
carbidopa 25 mg-levodopa 250 mg tablet,68084009401,20
carbidopa 25 mg-levodopa 250 mg tablet,68084009411,20
carbidopa ER 25 mg-levodopa 100 mg tablet extended release,68084028111,20
carbidopa ER 50 mg-levodopa 200 mg tablet extended release,51079092301,20
carbidopa ER 50 mg-levodopa 200 mg tablet extended release,51079092320,20
carbidopa ER 50 mg-levodopa 200 mg tablet extended release,62756045788,20
carbidopa ER 50 mg-levodopa 200 mg tablet extended release,68084028201,20
carbidopa ER 50 mg-levodopa 200 mg tablet extended release,68084028211,20
CARBOplatin 10 mg/mL intravenous solution,703424401,594
CARBOplatin 10 mg/mL intravenous solution,25021020205,720
CARBOplatin 10 mg/mL intravenous solution,25021020215,1800
CARBOplatin 10 mg/mL intravenous solution,47335028440,3840
CARBOplatin 10 mg/mL intravenous solution,47335030040,1800
CARBOplatin 10 mg/mL intravenous solution,61703033956,5162.4
carboprost tromethamine 250 mcg/mL intramuscular solution,9085605,6805.12
carboprost tromethamine 250 mcg/mL intramuscular solution,9085608,6805.12
carboxymethylcellulose sodium 0.5 % eye drops,23079815,189.32
carboxymethylcellulose sodium 1 % eye liquid gel drops,23920515,189.32
cardioplegic solution no.16 26 mEq/1 052.8 mL(potassium) for perfusion,66647012002,1280
carfilzomib 30 mg intravenous solution,76075010201,13524.2
carfilzomib 60 mg intravenous solution,76075010101,27048.52
cariprazine 1.5 mg capsule,61874011520,960.68
carisoprodol 350 mg tablet,591551301,20
carisoprodol 350 mg tablet,63739004910,20
carisoprodol 350 mg tablet,68084038011,20
carmustine 100 mg intravenous solution,23155026131,94338.8
carmustine 100 mg intravenous solution,23155026141,94338.8
carmustine 100 mg intravenous solution,23155058931,47169.4
carteolol 1 % eye drops,24208036705,392.8
carteolol 1 % eye drops,61314023805,425.6
carvedilol 12.5 mg tablet,904630261,20
carvedilol 12.5 mg tablet,51079093101,20
carvedilol 12.5 mg tablet,51079093120,20
carvedilol 12.5 mg tablet,68084086501,20
carvedilol 12.5 mg tablet,68084086511,20
carvedilol 25 mg tablet,904630361,20
carvedilol 25 mg tablet,51079093201,20
carvedilol 25 mg tablet,51079093220,20
carvedilol 25 mg tablet,68084087611,20
carvedilol 25 mg tablet,68462016505,20
carvedilol 3.125 mg tablet,904630061,20
carvedilol 3.125 mg tablet,51079077101,20
carvedilol 3.125 mg tablet,51079077120,20
carvedilol 3.125 mg tablet,68001015300,20
carvedilol 3.125 mg tablet,68084084311,20
carvedilol 6.25 mg tablet,904630161,20
carvedilol 6.25 mg tablet,51079093001,20
carvedilol 6.25 mg tablet,51079093020,20
carvedilol 6.25 mg tablet,68001015400,20
carvedilol 6.25 mg tablet,68084026211,20
carvedilol 6.25 mg tablet,68084085411,20
cefadroxil 500 mg capsule,16714038801,20
cefadroxil 500 mg capsule,68180018008,74.4
ceFAZolin 1 gram solution for injection,143992490,20
ceFAZolin 1 gram solution for injection,409080501,40
ceFAZolin 1 gram solution for injection,409080511,20
ceFAZolin 1 gram solution for injection,25021010110,20
ceFAZolin 1 gram solution for injection,60505074905,104.4
ceFAZolin 1 gram/50 mL in dextrose (iso-osmotic) intravenous piggyback,338350341,216
ceFAZolin 10 gram solution for injection,143998303,204
ceFAZolin 10 gram solution for injection,143998391,204
ceFAZolin 10 gram solution for injection,409080601,202
ceFAZolin 10 gram solution for injection,25021010269,144
ceFAZolin 10 gram solution for injection,60505076900,524
ceFAZolin 2 gram/100 mL in dextrose(iso-osmotic) intravenous piggyback,338350841,222
ceFAZolin 2 gram/20 mL in sterile water intravenous syringe,61553001473,104
ceFAZolin 2 gram/20 mL in sterile water intravenous syringe,71019003102,104
ceFAZolin 3 gram/20 mL in sterile water intravenous syringe,71019003401,147
ceFAZolin 500 mg solution for injection,143992390,20
ceFAZolin 500 mg solution for injection,25021010010,20
cefdinir 250 mg/5 mL oral suspension,68180072320,1989.6
cefdinir 300 mg capsule,781217660,102.28
cefdinir 300 mg capsule,68001015006,102.28
cefepime 1 gram solution for injection,409021901,123.8
cefepime 1 gram solution for injection,25021012120,144
cefepime 1 gram solution for injection,60505083404,406.6
cefepime 1 gram/50 mL in dextrose (iso-osmotic) intravenous piggyback,338130141,531
cefepime 2 gram solution for injection,25021012250,240
cefepime 2 gram solution for injection,44567024110,235.2
cefepime 2 gram solution for injection,60505068100,807.2
cefepime 2 gram/100 mL in dextrose (iso-osmotic) intravenous piggyback,338130148,1022
cefepime 2 gram/100 mL in dextrose (iso-osmotic) intravenous piggyback,99999001115,20
cefixime 200 mg/5 mL oral suspension,27437020602,9799.2
cefixime 200 mg/5 mL oral suspension,27437020603,6532.8
cefixime 200 mg/5 mL oral suspension,65862075250,7127.2
cefixime 200 mg/5 mL oral suspension,68180040703,7126.4
cefixime 400 mg capsule,27437020811,553.52
cefotaxime 1 gram solution for injection,143993101,52.8
cefotaxime 1 gram solution for injection,143993125,52.8
cefotaxime 2 gram solution for injection,143993301,120
cefotaxime 2 gram solution for injection,143993325,120
cefotaxime 500 mg solution for injection,143993001,40
cefotaxime 500 mg solution for injection,143993010,40
cefOXitin 1 gram intravenous solution,25021010910,144
cefOXitin 1 gram intravenous solution,60505075905,224.6
cefOXitin 1 gram intravenous solution,63323034125,153.2
cefOXitin 2 gram intravenous solution,25021011020,240
cefOXitin 2 gram intravenous solution,44567024625,288
cefOXitin 2 gram intravenous solution,60505076005,450
cefOXitin 2 gram intravenous solution,63323034225,306
cefpodoxime 100 mg tablet,781543820,134.76
cefpodoxime 100 mg tablet,65862009520,134.76
cefpodoxime 100 mg/5 mL oral suspension,781616946,2624
cefpodoxime 100 mg/5 mL oral suspension,781616952,1723
cefpodoxime 200 mg tablet,781543901,84.56
cefpodoxime 200 mg tablet,781543920,84.56
cefpodoxime 200 mg tablet,65862009620,84.56
ceftaroline fosamil 600 mg intravenous solution,456060001,3368.64
ceftaroline fosamil 600 mg intravenous solution,456060010,3368.64
cefTAZidime 1 gram solution for injection,409508216,201.6
cefTAZidime 1 gram solution for injection,781317780,418.4
cefTAZidime 1 gram solution for injection,781317796,418.4
cefTAZidime 1 gram solution for injection,25021012720,124.8
cefTAZidime 1 gram solution for injection,44567023525,216
cefTAZidime 2 gram solution for injection,409508411,225.8
cefTAZidime 2 gram solution for injection,25021012850,264
cefTAZidime-avibactam 2.5 gram intravenous solution,456270001,6291.52
ceftolozane-tazobactam 1.5 gram intravenous solution,67919003001,2024.48
cefTRIAXone 1 gram solution for injection,409733201,20
cefTRIAXone 1 gram solution for injection,781320885,920
cefTRIAXone 1 gram solution for injection,781320895,920
cefTRIAXone 1 gram solution for injection,25021010610,57.6
cefTRIAXone 1 gram solution for injection,44567070125,72
cefTRIAXone 1 gram solution for injection,60505075204,919
cefTRIAXone 1 gram solution for injection,63323034610,93.6
cefTRIAXone 1 gram/50 mL in dextrose (iso-osmot) intravenous piggyback,338500241,378
cefTRIAXone 1 gram/50 mL in dextrose (iso-osmot) intravenous piggyback,99999001415,20
cefTRIAXone 2 gram solution for injection,409733503,68.4
cefTRIAXone 2 gram solution for injection,781320990,1828.2
cefTRIAXone 2 gram solution for injection,781320995,1828.2
cefTRIAXone 2 gram solution for injection,25021010720,105.6
cefTRIAXone 2 gram solution for injection,60505075304,1826.2
cefTRIAXone 2 gram/50 mL in dextrose (iso-osm) intravenous piggyback,338500341,807
cefTRIAXone 2 gram/50 mL in dextrose (iso-osm) intravenous piggyback,99999001515,68.4
cefTRIAXone 250 mg solution for injection,409733701,20
cefTRIAXone 250 mg solution for injection,409733711,20
cefTRIAXone 250 mg solution for injection,781320685,296.6
cefTRIAXone 250 mg solution for injection,60505075004,296.4
cefTRIAXone 500 mg solution for injection,409733801,20
cefTRIAXone 500 mg solution for injection,60505075100,559.8
cefTRIAXone 500 mg solution for injection,64679070202,531.8
cefuroxime axetil 125 mg/5 mL oral suspension,173074000,2788.8
cefuroxime axetil 250 mg tablet,68180030220,88
cefuroxime axetil 250 mg tablet,68180030260,88
cefuroxime axetil 500 mg tablet,68180030320,80.16
celecoxib 100 mg capsule,25152034,176.44
celecoxib 100 mg capsule,93716501,92.44
celecoxib 100 mg capsule,904650261,20
celecoxib 100 mg capsule,68084096911,92.4
celecoxib 200 mg capsule,25152534,144.68
celecoxib 200 mg capsule,93716601,75.8
celecoxib 200 mg capsule,378406701,75.72
celecoxib 200 mg capsule,13811066010,58.56
celecoxib 200 mg capsule,33342015711,75.72
celecoxib 200 mg capsule,51079021501,75.72
celecoxib 200 mg capsule,51079021520,75.72
celecoxib 200 mg capsule,68084097601,20
cephalexin 125 mg/5 mL oral suspension,93417573,476
cephalexin 250 mg capsule,93314501,20
cephalexin 250 mg capsule,50268015111,20
cephalexin 250 mg capsule,60687015211,20
cephalexin 250 mg capsule,68180012101,20
cephalexin 250 mg/5 mL oral suspension,93417773,576
cephalexin 250 mg/5 mL oral suspension,93417774,1024
cephalexin 250 mg/5 mL oral suspension,68180012401,576
cephalexin 500 mg capsule,93314701,20
cephalexin 500 mg capsule,50268015211,20
cephalexin 500 mg capsule,50268015215,20
cephalexin 500 mg capsule,68180012201,20
cephalexin 500 mg capsule,68180012202,20
certolizumab pegol 400 mg/2 mL (200 mg/mL x2) subcutaneous syringe kit,50474071081,24265.92
cetirizine 1 mg/mL oral solution,51672210208,20
cetirizine 10 mg tablet,378363701,20
cetirizine 10 mg tablet,904585261,20
cetuximab 100 mg/50 mL intravenous solution,66733094823,8733.6
cetuximab 200 mg/100 mL intravenous solution,66733095823,14557
cherry flavor (bulk) syrup,395266216,321.64
cherry flavor (bulk) syrup,55555006205,20
chlordiazePOXIDE 25 mg capsule,51079014101,20
chlordiazePOXIDE 5 mg capsule,51079037401,20
chlordiazePOXIDE 5 mg capsule,51079037420,20
chlorhexidine gluconate 0.12 % mouthwash,116200116,20
chlorhexidine gluconate 0.12 % mouthwash,50383072015,20
chlorhexidine gluconate 0.12 % mouthwash,50383072017,20
chlorhexidine gluconate 0.12 % mouthwash,50383072019,20
chlorhexidine gluconate 0.12 % mouthwash,55555004505,20
chloroform (bulk) liquid,38779058608,3040
chloroprocaine (PF) 20 mg/mL (2 %) injection solution,63323047727,511.6
chloroprocaine (PF) 30 mg/mL (3 %) injection solution,63323047827,537.2
chloroquine 250 mg tablet,63304046050,20
chlorothiazide 250 mg/5 mL oral suspension,65649031112,1635.32
chlorothiazide sodium 500 mg intravenous solution,25021030520,2880
chlorothiazide sodium 500 mg intravenous solution,63323065820,11431.68
chlorpheniramine 4 mg tablet,904001261,20
chlorpheniramine 4 mg tablet,49348002510,20
chlorproMAZINE 10 mg tablet,781591301,86
chlorproMAZINE 10 mg tablet,832030000,84.04
chlorproMAZINE 10 mg tablet,51079051801,132.6
chlorproMAZINE 100 mg tablet,832030300,20
chlorproMAZINE 100 mg tablet,51079051601,20
chlorproMAZINE 100 mg tablet,51079051620,20
chlorproMAZINE 25 mg tablet,832030100,61.12
chlorproMAZINE 25 mg tablet,51079051901,76.48
chlorproMAZINE 25 mg tablet,51079051920,76.48
chlorproMAZINE 25 mg/mL injection solution,641139731,601.4
chlorproMAZINE 25 mg/mL injection solution,641139735,601.4
chlorproMAZINE 25 mg/mL injection solution,641139831,689
chlorproMAZINE 25 mg/mL injection solution,641139835,689
chlorproMAZINE 50 mg tablet,781591501,20
chlorproMAZINE 50 mg tablet,832030200,20
chlorproPAMIDE 100 mg tablet,378019701,20
chlorproPAMIDE 250 mg tablet,378021001,20
chlorthalidone 25 mg tablet,51079005801,20
chlorthalidone 25 mg tablet,51079005820,20
chlorthalidone 50 mg tablet,378021301,20
cholecalciferol (vitamin D3) 1 000 unit tablet,904582460,20
cholecalciferol (vitamin D3) 1 000 unit tablet,904582461,20
cholecalciferol (vitamin D3) 400 unit tablet,904582360,20
cholecalciferol (vitamin D3) 400 unit tablet,43292055881,20
cholestyramine-aspartame 4 gram oral powder for susp in a packet,185093998,67.04
cholestyramine-aspartame 4 gram oral powder for susp in a packet,245003689,102.28
choline and magnesium salicylate 500 mg/5 mL oral liquid,54838052270,20
chromium chloride 4 mcg/mL intravenous solution,409409301,117.24
ciclopirox 0.77 % topical cream,45802013835,632.12
cidofovir 75 mg/mL intravenous solution,23155021631,10656
cidofovir 75 mg/mL intravenous solution,67457021005,11864.6
cilostazol 100 mg tablet,54004421,20
cilostazol 100 mg tablet,93206406,20
cilostazol 100 mg tablet,185022360,20
cilostazol 100 mg tablet,60505252201,20
cilostazol 50 mg tablet,54002821,20
cinacalcet 30 mg tablet,55513007330,645.36
cinacalcet 60 mg tablet,55513007430,645.36
cinacalcet 90 mg tablet,55513007530,645.36
ciprofloxacin 0.3 % eye drops,16571012050,945.8
ciprofloxacin 0.3 % eye drops,17478071425,172
ciprofloxacin 0.3 % eye drops,50383028202,498
ciprofloxacin 0.3 % eye drops,61314065605,946.2
ciprofloxacin 0.3 % eye drops,61314065625,500.6
ciprofloxacin 0.3 % eye ointment,65065435,3601.24
ciprofloxacin 0.3 %-dexamethasone 0.1 % ear drops suspension,65853302,4197.24
ciprofloxacin 200 mg/100 mL in 5 % dextrose intravenous piggyback,409477723,58
ciprofloxacin 200 mg/100 mL in 5 % dextrose intravenous piggyback,781323946,292
ciprofloxacin 200 mg/100 mL in 5 % dextrose intravenous piggyback,36000000824,72
ciprofloxacin 250 mg tablet,16252051401,90.72
ciprofloxacin 250 mg tablet,68084006901,109.2
ciprofloxacin 250 mg tablet,68084006911,109.2
ciprofloxacin 400 mg/200 mL in 5 % dextrose intravenous piggyback,409477702,72
ciprofloxacin 400 mg/200 mL in 5 % dextrose intravenous piggyback,781324009,564
ciprofloxacin 400 mg/200 mL in 5 % dextrose intravenous piggyback,781324048,564
ciprofloxacin 400 mg/200 mL in 5 % dextrose intravenous piggyback,36000000924,96
ciprofloxacin 500 mg tablet,16714065202,20
ciprofloxacin 500 mg tablet,51079018201,51
ciprofloxacin 500 mg tablet,51079018220,51
ciprofloxacin 750 mg tablet,16571041305,20
ciprofloxacin 750 mg tablet,68084007111,51.08
cisatracurium 2 mg/mL intravenous solution,74438010,660
cisatracurium 2 mg/mL intravenous solution,781315270,632.6
cisatracurium concentrate 10 mg/mL (ICU USE ONLY) intravenous solution,74438220,5702.4
CISplatin 1 mg/mL intravenous solution,63323010351,433
CISplatin 1 mg/mL intravenous solution,63323010364,1732
CISplatin 1 mg/mL intravenous solution,63323010365,866
citalopram 10 mg tablet,904608461,20
citalopram 10 mg tablet,68084073711,20
citalopram 20 mg tablet,904608561,20
citalopram 40 mg tablet,904608661,20
citalopram 40 mg tablet,65162005410,20
cladribine 10 mg/10 mL intravenous solution,63323014010,6264
clarithromycin 125 mg/5 mL oral suspension,781602246,1980.8
clarithromycin 125 mg/5 mL oral suspension,781602252,1340
clarithromycin 250 mg tablet,54003621,120.32
clarithromycin 250 mg tablet,93715706,90.44
clarithromycin 250 mg tablet,781196160,120.32
clarithromycin 250 mg tablet,59746074260,90.44
clarithromycin 500 mg tablet,54003721,60.16
clarithromycin 500 mg tablet,68084065195,61.36
clevidipine 25 mg/50 mL intravenous emulsion,65293000550,1592
clevidipine 25 mg/50 mL intravenous emulsion,65293000555,1592
clindamycin 1 % topical gel,168020230,1658.4
clindamycin 1 % topical gel,59762374301,1727.4
clindamycin 150 mg/mL injection solution,9077520,20
clindamycin 150 mg/mL injection solution,9077526,20
clindamycin 150 mg/mL injection solution,9087021,58.8
clindamycin 150 mg/mL injection solution,9090211,20
clindamycin 150 mg/mL injection solution,409405101,20
clindamycin 150 mg/mL injection solution,409405201,20
clindamycin 150 mg/mL injection solution,47781046168,20
clindamycin 150 mg/mL injection solution,63323028202,74.2
clindamycin 2 % vaginal cream,168027740,2085.12
clindamycin 300 mg/50 mL in 5 % dextrose intravenous piggyback,9338101,273
clindamycin 300 mg/50 mL in 5 % dextrose intravenous piggyback,9338102,273
clindamycin 300 mg/50 mL in 5 % dextrose intravenous piggyback,781328809,197
clindamycin 300 mg/50 mL in 5 % dextrose intravenous piggyback,781328891,197
clindamycin 300 mg/50 mL in 5 % dextrose intravenous piggyback,17478012050,110
clindamycin 600 mg/50 mL in 5 % dextrose intravenous piggyback,9337501,419
clindamycin 600 mg/50 mL in 5 % dextrose intravenous piggyback,9337502,419
clindamycin 600 mg/50 mL in 5 % dextrose intravenous piggyback,781328909,297
clindamycin 600 mg/50 mL in 5 % dextrose intravenous piggyback,781328991,297
clindamycin 600 mg/50 mL in 5 % dextrose intravenous piggyback,17478012150,165
clindamycin 75 mg/5 mL oral solution,574012901,1240
clindamycin 75 mg/5 mL oral solution,64980051110,1240
clindamycin 75 mg/5 mL oral solution,65862059601,1240
clindamycin 900 mg/50 mL in 5 % dextrose intravenous piggyback,9338201,511
clindamycin 900 mg/50 mL in 5 % dextrose intravenous piggyback,9338202,511
clindamycin 900 mg/50 mL in 5 % dextrose intravenous piggyback,781329009,362
clindamycin 900 mg/50 mL in 5 % dextrose intravenous piggyback,781329091,362
clindamycin 900 mg/50 mL in 5 % dextrose intravenous piggyback,17478012250,192
clindamycin HCl 150 mg capsule,63739005910,20
clindamycin HCl 150 mg capsule,68084024301,20
clindamycin HCl 150 mg capsule,68084024311,20
clindamycin HCl 300 mg capsule,591293201,20
clindamycin HCl 300 mg capsule,63304069301,20
clindamycin HCl 300 mg capsule,68084024401,20
clindamycin HCl 300 mg capsule,68084024411,20
clindamycin phosphate 1 % topical solution,51672408103,816
clindamycin phosphate 1 % topical solution,59762372801,783.6
cloBAZam 10 mg tablet,67386031401,219.68
cloBAZam 20 mg tablet,67386031501,219.68
clobetasol 0.05 % topical cream,51672125801,2051.76
clobetasol 0.05 % topical cream,51672125802,4103.52
clobetasol 0.05 % topical ointment,50383026815,2487.12
clobetasol 0.05 % topical ointment,51672125901,2487.12
clobetasol 0.05 % topical ointment,51672125902,4155.84
clofarabine 20 mg/20 mL intravenous solution,24586001,35217
clomiPHENE citrate 50 mg tablet,49884070152,137.12
clomiPHENE citrate 50 mg tablet,49884070155,138.4
clomiPRAMINE 50 mg capsule,51672401206,224.84
clonazePAM 0.5 mg tablet,63739026310,20
clonazePAM 1 mg tablet,904610261,20
clonazePAM 1 mg tablet,51079088201,20
clonazePAM 1 mg tablet,63739026410,20
clonazePAM 2 mg tablet,51079088301,20
clonazePAM 2 mg tablet,51079088320,20
cloNIDine (PF) 1 000 mcg/10 mL (100 mcg/mL) epidural solution,517073001,840
cloNIDine 0.1 mg/24 hr weekly transdermal patch,555100916,663.16
cloNIDine 0.2 mg/24 hr weekly transdermal patch,378087216,1115.32
cloNIDine 0.2 mg/24 hr weekly transdermal patch,378087299,1115.32
cloNIDine 0.2 mg/24 hr weekly transdermal patch,555101001,1116.56
cloNIDine 0.2 mg/24 hr weekly transdermal patch,555101016,1116.56
cloNIDine 0.3 mg/24 hr weekly transdermal patch,555101101,1548.96
cloNIDine 0.3 mg/24 hr weekly transdermal patch,555101116,1548.96
cloNIDine HCl 0.1 mg tablet,228212710,20
cloNIDine HCl 0.1 mg tablet,904565661,20
cloNIDine HCl 0.1 mg tablet,51079029901,20
cloNIDine HCl 0.1 mg tablet,51079029920,20
cloNIDine HCl 0.1 mg tablet,62584065701,20
cloNIDine HCl 0.1 mg tablet,62584065711,20
cloNIDine HCl 0.1 mg tablet,63739006010,20
cloNIDine HCl 0.2 mg tablet,51079030001,20
cloNIDine HCl 0.2 mg tablet,62584033911,20
cloNIDine HCl 0.3 mg tablet,904565861,20
cloNIDine HCl 0.3 mg tablet,51079030101,20
cloNIDine HCl 0.3 mg tablet,62584065901,20
cloNIDine HCl 0.3 mg tablet,62584065911,20
clopidogrel 75 mg tablet,93731498,139.24
clopidogrel 75 mg tablet,904629461,20
clopidogrel 75 mg tablet,51079055701,20
clopidogrel 75 mg tablet,68084053601,136.28
clopidogrel 75 mg tablet,68084053611,136.28
clorazepate dipotassium 3.75 mg tablet,378003001,20
clorazepate dipotassium 3.75 mg tablet,51672404201,80.68
clorazepate dipotassium 7.5 mg tablet,378004001,20
clorazepate dipotassium 7.5 mg tablet,51672404301,50.2
clotrimazole 1 % topical cream,904782236,20
clotrimazole 1 % topical cream,45802043401,119.72
clotrimazole 1 % vaginal cream,472022041,240.32
clotrimazole 1 % vaginal cream,472022063,240.32
clotrimazole 1 % vaginal cream,51672200306,160.2
clotrimazole 10 mg troche,54414622,64.32
clotrimazole 10 mg troche,574010770,20
clotrimazole 10 mg troche,574010777,20
clotrimazole-betamethasone 1 %-0.05 % topical cream,168025815,404.72
clotrimazole-betamethasone 1 %-0.05 % topical cream,51672404801,614.4
cloZAPine 100 mg tablet,93777219,20
cloZAPine 100 mg tablet,93777293,20
cloZAPine 25 mg tablet,93435919,20
cloZAPine 25 mg tablet,93435993,20
coagulation factor IX (recomb) 1 000 unit intravenous solution,944303002,20
coagulation factor IX (recomb) 1 000 unit intravenous solution,58394063503,20
coagulation factor IX (recomb) 2 000 unit intravenous solution,944303202,20
coagulation factor IX (recomb) 250 unit intravenous solution,944302602,20
coagulation factor IX (recomb) 3 000 unit intravenous solution,944303402,20
coagulation factor IX (recomb) 500 unit intravenous solution,944302802,20
coagulation factor IX (recomb) 500 unit intravenous solution,58394063403,20
coagulation factor IX 1 000 (+/-) unit intravenous solution,53623302,20
coagulation factor IX 1 000 (+/-) unit intravenous solution,68516360202,20
coagulation factor IX 1 500 (+/-) unit intravenous solution,68516360302,20
coagulation factor IX 500 (+/-) unit intravenous solution,68516360102,20
coagulation factor VIIa recomb 1 mg (1 000 mcg) intravenous solution,169720101,51.8
coagulation factor VIIa recomb 1 mg (1 000 mcg) intravenous solution,169721111,51.8
coagulation factor VIIa recomb 2 mg (2 000 mcg) intravenous solution,169720201,51.8
coagulation factor VIIa recomb 2 mg (2 000 mcg) intravenous solution,169721211,51.8
coagulation factor VIIa recomb 5 mg (5 000 mcg) intravenous solution,169720501,51.8
coagulation factor VIIa recomb 5 mg (5 000 mcg) intravenous solution,169721511,51.8
coagulation factor X 250 (+/-) unit range intravenous solution,64208775201,170.8
cobicistat 150 mg tablet,61958140101,175.92
cocaine 4 % topical solution,527172874,557.8
cocaine 4 % topical solution,55555007305,557.8
codeine 10 mg-guaifenesin 100 mg/5 mL oral liquid,121177510,20
codeine 10 mg-guaifenesin 100 mg/5 mL oral liquid,50383008710,20
codeine 10 mg-guaifenesin 100 mg/5 mL oral liquid,50383008712,20
codeine sulfate 15 mg tablet,54024324,20
codeine sulfate 30 mg tablet,54024424,20
coenzyme Q10 100 mg capsule,904588246,20
coenzyme Q10 30 mg capsule,904501546,20
coenzyme Q10 30 mg capsule,47469000280,20
coenzyme Q10 50 mg capsule,35046000431,20
coenzyme Q10 50 mg capsule,47469000284,20
colchicine 0.6 mg tablet,64764011901,162.68
colchicine 0.6 mg tablet,64764011907,162.68
colchicine 0.6 mg tablet,66993016502,134.72
colesevelam 625 mg tablet,65597070118,83.28
colestipol 1 gram tablet,59762045001,20
colistin (colistimethate sodium) 150 mg solution for injection,39822061501,672
colistin (colistimethate sodium) 150 mg solution for injection,42023010701,672
colistin (colistimethate sodium) 150 mg solution for injection,63323039306,671.8
collagenase clostridium histolyticum 250 unit/gram topical ointment,64501030,3932.16
collagenase clostridium histolyticum 250 unit/gram topical ointment,50484001030,4334.4
compounding vehicle no.8 oral liquid,574030416,397.32
compounding vehicle no.8 oral liquid compounding vehicle sugar-free no.9 oral liquid,574030216,397.32
compounding vehicle no.8 oral liquid compounding vehicle sugar-free no.9 oral liquid,574030416,397.32
compounding vehicle sugar-free no.9 oral liquid,574030216,397.32
compounding vehicle suspension sugar-free no.20 oral,574030316,397.32
conjugated estrogens 0.3 mg tablet,46110081,128.52
conjugated estrogens 0.625 mg tablet,46110281,61.68
conjugated estrogens 1.25 mg tablet,46110481,20
conjugated estrogens 25 mg solution for injection,46074905,5698.56
copper 380 square mm intrauterine device,59365512801,9702
corticorelin ovine triflutate 100 mcg intravenous solution,55566030201,10617.4
cortisone 25 mg tablet,143970001,62.52
cosyntropin 0.25 mg solution for injection,548590000,4112.8
cosyntropin 0.25 mg solution for injection,781344071,3869.6
cromolyn 20 mg/2 mL solution for nebulization,172640605,136
cupric chloride 0.4 mg/mL intravenous solution,409409201,117.24
cyanocobalamin (vit B-12) 1 000 mcg tablet,536355601,20
cyanocobalamin (vit B-12) 1 000 mcg tablet,30768060693,20
cyanocobalamin (vit B-12) 1 000 mcg tablet,50268085511,20
cyanocobalamin (vit B-12) 1 000 mcg/mL injection solution,517003125,335.6
cyanocobalamin (vit B-12) 1 000 mcg/mL injection solution,63323004401,331.6
cyanocobalamin (vit B-12) 100 mcg tablet,536354201,20
cyanocobalamin (vit B-12) 100 mcg tablet,50268085211,20
cyanocobalamin (vit B-12) 100 mcg tablet,50268085215,20
cyanocobalamin (vit B-12) 500 mcg tablet,87701040731,20
cyclobenzaprine 10 mg tablet,603307921,20
cyclobenzaprine 10 mg tablet,904780961,20
cyclobenzaprine 10 mg tablet,31722028310,20
cyclobenzaprine 10 mg tablet,51079064401,20
cyclobenzaprine 10 mg tablet,68084039701,20
cyclobenzaprine 10 mg tablet,68084039711,20
cyclobenzaprine 5 mg tablet,603307821,20
cyclobenzaprine 5 mg tablet,10702000601,20
cyclobenzaprine 5 mg tablet,68084075311,20
cyclobenzaprine 5 mg tablet,68084075395,20
cyclopentolate 0.5 % eye drops,65039515,1826.12
cyclopentolate 1 % eye drops,17478010002,295.4
cyclopentolate 1 % eye drops,24208073501,326.6
cyclopentolate 2 % eye drops,17478009702,590.2
cyclopentolate-phenylephrine 0.2 %-1 % eye drops,65035902,668
cyclopentolate-phenylephrine 0.2 %-1 % eye drops,65035905,1172.8
cyclophosphamide 1 gram intravenous solution,781324494,9888.72
cyclophosphamide 1 gram intravenous solution,10019095601,10548
cyclophosphamide 1 gram intravenous solution,10019095616,10548
cyclophosphamide 25 mg capsule,54038225,187.24
cyclophosphamide 50 mg capsule,54038325,171.8
cyclophosphamide 500 mg intravenous solution,781323394,13184.96
cycloSPORINE 0.05 % eye drops in a dropperette,23916330,20
cycloSPORINE 250 mg/5 mL intravenous solution,78010901,1316.6
cycloSPORINE 250 mg/5 mL intravenous solution,78010961,1316.6
cycloSPORINE 250 mg/5 mL intravenous solution,574086610,938.6
cycloSPORINE modified 100 mg capsule,93574219,20
cycloSPORINE modified 100 mg capsule,93574265,20
cycloSPORINE modified 100 mg capsule,172731200,20
cycloSPORINE modified 100 mg capsule,172731246,20
cycloSPORINE modified 100 mg capsule,185093386,20
cycloSPORINE modified 100 mg capsule,591222315,20
cycloSPORINE modified 100 mg capsule,591222354,20
cycloSPORINE modified 100 mg/mL oral solution,172731320,4792.8
cycloSPORINE modified 25 mg capsule,74646332,20
cycloSPORINE modified 25 mg capsule,93574019,20
cycloSPORINE modified 25 mg capsule,93574065,20
cycloSPORINE modified 25 mg capsule,172731000,20
cycloSPORINE modified 25 mg capsule,172731046,20
