Charge,Unit Price
DECADRON SDV  4MG/1ML,$9.00 
DECADRON TAB  0.5MG,$2.00 
DECADRON TAB  0.75MG,$3.00 
DECADRON TAB  4MG,$4.00 
DECLOMYCIN TAB  150MG,$60.00 
DECLOTTING BY THROMBOLYTIC AGENT,$655.00 
DEEP TISSUE SPECIMEN,$227.00 
DEFIB PAD,$20.39 
DEFINITY SDV 2ML,$400.00 
DEFLECTABLE BRUSH BIOPSY SET,$292.95 
DEFOGGER - STOCK,$8.00 
DEHISCENCE WITH PACKING,$306.00 
DEHYDROEPIANDROSTERONE ASSOC CHG. 82626,$70.00 
DELEE SUCTION CATH - NONSTOCK,$8.00 
DELIVERY FEE,$535.00 
DELSYM LIQ  5ML,$3.00 
DELUXE CHINSTRAP,$46.00 
DEMADEX SDV 20MG/2ML,$65.00 
DEMADEX TAB  20MG,$7.00 
DEMADEX TAB 10MG,$4.00 
DEMEROL AMP  25MG/0.5ML,$12.00 
DEMEROL AMP  50MG/1 ML,$13.00 
DEMEROL PCA 300MG/30ML,$97.00 
DEMEROL TAB  50MG,$6.00 
"DEMEROL, SERUM",$210.00 
"DENGUE VIRUS ANTIBODIES, IgG,IgM",$196.00 
DENNIS BROWN SPLINT STRAP,$137.00 
DENVER PERINEAL SHUNT,"$2,685.00 "
DEODORANT 1.5 OZ - STOCK,$3.00 
DEOXYCORTISOL ASSOC. CHG,$202.00 
DEPACON SDV  : 500MG/5ML,$81.00 
DEPAKENE SYRUP 250MG/5ML UD,$14.00 
DEPAKOTE SPRINKLE  125MG,$6.00 
DEPAKOTE-DR TAB  125MG (12HR),$6.00 
DEPAKOTE-DR TAB  250MG (12HR),$12.00 
DEPAKOTE-ER TAB 250MG (24HR),$11.00 
DEPO-MEDROL SDV 40MG/1ML,$43.00 
DEPO-MEDROL SDV 80MG/1ML,$80.00 
DEPO-TESTOST. MDV 100MG/1ML,$32.00 
DERMA CARRIER 1 1/2 - 1,$97.00 
DERMABOND APPLICATION,$81.00 
DERMABOND SKIN ADHESIVE - NONSTOCK,$53.39 
DERMAGRAF PER SQ CM,$903.00 
DESFERAL: SDV 500MG,$131.90 
DESITIN OINT 4OZ,$18.00 
"DESMOGLEIN 1 & 3, SERUM",$85.00 
DESTRUCTION OF BENIGN LESIONS UP TO 14,$394.00 
DESYREL TAB  50MG,$3.00 
DETROL LA CAP 2 MG,$23.00 
DETROL TAB  1MG,$14.00 
DEVELOP COGNITIVE SKILLS 1-1 EA 15MIN OT,$29.00 
DEVELOP COGNITIVE SKILLS 1-1 EA 15MIN PT,$29.00 
DEVICE INFLATION SINUS,$212.46 
DEXAMETHASONE,$250.00 
DEXEDRINE TAB  5MG,$6.00 
DEXILANT CAP 30MG,$25.95 
DEXTROSE AMP 10% : 5ML,$18.00 
DEXTROSE SYRG  50% : 50ML,$109.00 
DEXTROSE SYRG 25% : (PED) 10ML,$80.00 
DHE-45 AMP 1MG/1ML,$194.00 
"DHEA SULFATE, SERUM",$152.00 
DIAB EDU GROUP,$44.00 
DIABEta TAB 1.25MG,$2.00 
DIABEta TAB 5MG,$5.00 
DIABETIC EDUCATION INDIVIDUAL 30 MIN,$74.00 
DIAGNOSTIC LAPAROSCOPY,"$5,940.00 "
DIAGNOSTIC LAPAROSCOPY LASER,"$5,322.00 "
DIALYSIS CATH SCHON XL 15CM,$431.00 
"DIALYSIS CATH, TEMPORARY",$634.00 
DIAMOX SDV : 500MG,$149.00 
DIAMOX SEQUEL 500MG,$14.10 
DIAMOX TAB  250MG,$3.00 
DIANEAL 137-D1.5% 2000,$77.00 
DIANEAL 137-D2.5% 2000,$55.00 
DIANEAL 2LT,$56.00 
DIANNEAL LOCK CAP,$33.25 
DIASTAT RECTAL GEL: 10MG,$266.00 
"DIBUCAINE NUMBER, ASSOC CHG.",$85.00 
"DIFFERENTIAL, WBC",$26.00 
DIFFUSION STUDIES,$70.00 
DIFICID TAB 200MG,$268.65 
DIFLUcan SUSP : 10MG/ML 35ML,$178.00 
DIFLUcan TAB  100MG,$50.00 
DIFLUNISAL TAB  500MG,$7.00 
DIGIBIND VIAL : 40MG,"$4,427.40 "
DIGITAL NERVE BLOCK,$861.00 
DIGOXIN,$91.00 
"DIHYDROTESTOSTERONE, SERUM",$177.00 
DIL RUSSELL VIPER VENOM ASSOC-85613,$141.00 
DILANTIN (PHENYTOIN),$91.00 
DILANTin CAP  30MG,$3.00 
DILANTin CAP 100MG,$3.00 
DILANTin SUSP 100MG/4ML UD,$10.00 
DILANTin TAB  50MG,$4.00 
DILANTin: SDV 100MG/2ML,$20.00 
DILANTin: SDV 250MG/5ML,$24.00 
DILATION OF URETHRAL STRICTURE;MALE INIT,"$2,583.00 "
"DILATOR 10,12,",$59.00 
"DILATOR 5,6,7,8",$50.00 
DILATOR URET- STOCK-DR. HINSON,$497.00 
DILAUDID  SDV : 2MG/1ML,$12.00 
DILAUDID AMP: 1MG/1ML (ER ONLY),$12.00 
DILAUDID TAB  2MG,$6.00 
DILAUDID-PCA: 6 MG/30ML (0.2MG/ML),$102.00 
DILTIAZEM SDV 50MG/10ML,$16.38 
DILUENT 30ML,$45.00 
DIMETANE-DX SYRUP 10ML UD,$6.00 
DIOVAN TAB  80MG,$13.00 
DIOVAN TAB 160MG,$14.00 
"DIPHTHERIA/TETANUS ANTB PANEL, SERUM",$64.00 
DIPYRIDAMOLE: IV 50MG/10ML SDV,$1.07 
DIRECT COOMBS,$220.00 
DISCECTOMY CERVICAL POSTERIOR,"$7,500.00 "
DISMEMBORING PYLOPLASTY,"$3,687.00 "
DISP DRY NEBULIZER,$16.00 
DISP INCENTIVE SPIRO-STOCK,$38.00 
DISP PULSE OX PROBE - STOCK,$42.00 
DISPOHOOD LARGE INFANT (OXYHOOD),$22.00 
DISPOSABLE DRILL FOR CURVED ANCHOR,$427.50 
DISSECTORS   5 - NONSTOCK,$7.00 
DITROPAN TAB  5MG,$4.00 
DITROPAN-XL TAB  5MG,$18.00 
"DIURETIC SCREEN, URINE",$255.00 
DJS 6 X 20,$355.00 
"D-LACTATE, PLASMA",$145.00 
"D-LACTATE, URINE",$155.00 
"DNA DOUBLE-STRANDED ANTB, SERUM",$94.00 
"DNA PROBE  PRENATAL FISH, ASSOC CHG.",$224.00 
DNA/RNA AMPLIFIED PROBE ASSOC. CHG,$100.00 
DOBUTamine SDV : 250MG/20ML,$162.00 
DOMEBORO TAB,$5.00 
DOMEBORO-OTIC 2% 15ML,$51.00 
DOME-PASTE BANDAGE,$84.00 
DONNATAL ELIX 5ML,$2.00 
DONNATAL TAB,$2.00 
DOPamine SDV : 400MG/10ML,$21.00 
DORIBAX VIAL : 500MG,$159.00 
DORNHOFFER ADJUST PARTIAL W/WINDOW,"$1,046.43 "
DORNHOFFER ALTO TOTAL W/WINDOWS,"$1,074.34 "
DORNHOFFER FIXED LENGTH PARTIAL WIND,"$1,074.34 "
DORNHOFFER FOOTPLATE SHOE,$348.81 
DOUBLE BASIN SET - STOCK,$23.00 
DOUBLE J STENT 6X24- DR. SAHU,$663.00 
DOUBLE J STENT 7X20,$370.00 
DOUBLE J STENT 7X22,$490.00 
DOUBLE J STENT 7X24,$475.00 
"DOXEPIN & NORDOXEPIN, SERUM",$106.00 
DOXYCYCLINE SDV : 100MG,$76.00 
DOXYCYCLINE TAB 100MG,$7.00 
DOYLE NASAL I  MERCEL - NONSTOCK,$78.00 
DOYLE NASAL II,$162.93 
DRAGER VENTILATOR CIRCUIT - NONSTOCK,$11.00 
DRAIN 1/8  ROUND HUBLESS FITS 100C SUCTI,$88.00 
DRAIN 10MM FLAT - STOCK,$30.00 
DRAIN 7MM FLAT - STOCK,$30.00 
DRAIN BLAKE ROUND TROCAR 15FR- STOCK,$66.19 
DRAIN J RND 15,$57.78 
DRAIN SPONGE 7086 - STOCK,$3.00 
DRAIN TRU CLOSE DILATOR 20F,$99.40 
DRAIN/INJECT JOINT/BURSA INTERMEDIATE,$735.00 
DRAIN/INJECT JOINT/BURSA SMALL,$735.00 
DRAIN/INJECT JOINT/BURSA: INTERMED,$322.00 
DRAIN/INJECT MAJOR JOINT/BURSA,$287.00 
DRAINAGE ABSCESS CYST HEMATOMA,$211.00 
DRAINAGE ABSCESS NASAL,$384.00 
DRAINAGE ABSCESS OR HEMATOMA,$211.00 
DRAINAGE ABSCESS PALATE,$430.00 
DRAINAGE BAG,$74.00 
DRAINAGE BOTTLE 1000ML,$200.00 
DRAINAGE BOTTLE 500ML,$173.00 
DRAINAGE CATHETER 14 FR,$255.50 
"DRAINAGE CATHETER 6FR,8FR,10FR,12FR",$362.25 
DRAINAGE CATHETER MULTIPURPOSE,$689.00 
DRAINAGE LINE SET,$105.00 
DRAINAGE OF BARTHOLIN'S GLAND ABSCESS,$210.00 
"DRAINAGE OF FINGER ABSCESS, COMPLICATED","$2,079.00 "
"DRAINAGE OF FINGER ABSCESS, SIMPLE",$129.00 
"DRAINAGE OF HEART SAC, INITIAL","$1,103.00 "
DRAINAGE OF HEMATOMA/FLUID,$898.00 
DRAINAGE OF SKIN ABSCESS: COMPLICATED,$273.00 
DRAINAGE OF SKIN ABSCESS: SIMPLE,$288.00 
DRAINAGE POUCH,$140.00 
DRAMAMINE TAB  50MG,$0.50 
DRAPE - U BLUE,$33.99 
DRAPE 60X76 FOR MINOR PACK,$9.00 
DRAPE BEACH SHOULDER - NONSTOCK,$66.05 
DRAPE C-ARMOR,$140.00 
DRAPE FULL  - NONSTOCK,$16.07 
DRAPE LAV DRAPE - STOCK,$65.00 
DRAPE MICROGARD MICROSCOPE,$88.00 
DRAPE MICROSCOPE,$83.00 
DRAPE SHEET - STOCK,$6.00 
DRAPE SHT ANGIO,$10.82 
DRAPE U BLUE - STOCK,$9.63 
DRAWTEX 4X4,$45.71 
DRESSING CHANGE TRAY STOCK,$52.76 
DRESSING POLYSKIN II,$2.00 
DRESSING SILVERLON 411,$104.83 
DRESSING SILVERLON 413,$120.47 
DRESSING SILVERLON 48,$98.21 
DRESSING SILVERLON PAD,$90.36 
DRESSING SPONGE 4X4 7084-STOCK,$3.00 
DRESSING TEGADERM 2X2 3/4 - NONSTOCK,$2.00 
DRESSING TEGADERM 3 1/2 X 10 - NONSTOCK,$8.90 
DRESSING TEGADERM 3 1/2 X 8 - NONSTOCK,$7.40 
DRESSING TEGADERM 3.5X13 3/4 -STOCK,$5.97 
DRILL 4.2MM,$795.00 
DRILL BIT COUPLING,$272.00 
DRILL BIT/SYNTHES,$346.00 
DRSG ABTHERA OPEN ABDOMEN,"$1,919.00 "
DRSG HYDROFERA BLUE 4X4,$32.40 
DRSG KIT NPWT INCISION,$304.50 
DRSG MEPILEX 4X4,$16.33 
DRSG MEPILEX AG 4X47,$327.18 
DRSG MEPILEX AG 8X20,$239.16 
DRSG MEPITEL 4X7,$100.68 
DRSG MEPITEL NONADHERENT 4X7,$44.00 
DRSG QCK CLOT COMBAT,$315.07 
DRSG WOUND VAC ATS MD,$287.14 
"DRSG,FOAM LARGE WHITE V.A.C.",$313.98 
"DRUG ABUSE 9 PANEL SCREEN, SERUM",$315.00 
"DRUG ABUSE SURVEY W/CONF, URINE",$315.00 
DRUG COLLECTION FEE/CHAIN OF CUSTODY,$72.00 
DRUG QUANTIFICATION ASSOC CHG.,$120.00 
"DRUG SCREEN, MECONIUM",$315.00 
"DRUG SCREEN, PRESCRIPTION/OTC, SERUM",$168.00 
"DRUG SCREEN, PRESCRIPTION/OTC, URINE",$168.00 
"DRUG SCREEN, URINE (ALH)",$315.00 
"DRUG SCREEN, URINE (ALH) BACKUP",$315.00 
"DRUG SCREEN, URINE (HUNTSVILLE)",$315.00 
DRY DRESSING KIT 4X4 NON-STERILE,$2.00 
DUAL LUMEN CATH W/SIDE PORTTH,$185.00 
DUAL LUMEN URETERAL ACCESS CATHETER,$240.20 
DUAL SPIKE FLUID SET,$73.00 
DULCOLAX SUPP  10MG,$4.00 
DULCOLAX TAB  5MG,$1.00 
DULERA MDI INHALER 100MCG,$308.50 
DULERA MDI INHALER 200MCG,$308.50 
DUO DERM 4X4,$17.00 
DUONEB (ATRO/VENT) 0.5/3MG/3ML RT UD NEB,$13.00 
DUOVISC OPHTH KIT (BIOLON),$412.00 
DURAGEN 2X2,"$1,361.05 "
DURAGESIC PTCH   12MCG/HR,$69.00 
DURAGESIC PTCH   25MCG/HR,$84.00 
DURAGESIC PTCH   50MCG/HR,$153.00 
DURAMORPH-PF AMP  : 5MG/10ML,$84.00 
DURASEAL,"$2,705.62 "
DURASHPERE NEEDLE SHORT,$100.00 
DUREZOL OPH 0.05% 5ML,$261.90 
DURICEF CAP  500MG,$20.00 
DYAZIDE TAB 37.5-25,$5.00 
DYMISTA NASAL SPRAY 23GM,$277.60 
DYNACIRC-CR TAB 5MG,$16.00 
DYNAPEN CAP 250MG,$4.00 
DYPHYLLIN-GG TAB 200-200MG,$3.00 
DYRENIUM CAP 50MG,$14.95 
E.T. TUBE BITE BLOCK,$29.00 
EAR PROTECTOR EXTERNAL,$106.00 
EAR TRAY,$14.00 
EAR WRAP - NONSTOCK,$4.00 
EASTERN EQUINE ENCEP IgM ASSOC CHG.,$94.00 
"EASTERN EQUINE ENCEPH AB IgG,IgM, SERUM",$94.00 
EASY CAP II DETECTOR,$49.00 
EASY CORE BIOPSY SYSTEM 15 GA,$175.00 
EASY CORE BIOPSY SYSTEM 18GA,$178.00 
EASY CORE GUIDING INTRO NEEDLE 14 GA,$77.00 
EASY CORE INTRO GUIDING NEEDLE 17GA,$78.00 
ECHINOCOCCUS (HYDATID) ANTB IgG,$119.00 
ECHOCARDIOGRAM,"$1,757.00 "
ECHOCARDIOGRAM (LIMITED STUDY),$999.00 
ECHOCARDIOGRAM WITH DEFINITY,"$1,757.00 "
ECHOSTIM 21G X 1 1/2,$47.00 
ECHOSTIM 21G X 3 1/8,$47.00 
ED-A-HIST PSE TABLET,$8.00 
EDARBI TAB 40MG,$17.50 
EDECRIN SDV : 50MG,$136.00 
EEG AWAKE/ASLEEP,$880.00 
EEG AWAKE/DROWSY,$880.00 
EENT PACK - NONSTOCK,$51.00 
EES-400 TAB  400MG,$2.00 
EFFEXOR TAB  37.5MG,$10.00 
EFFEXOR TAB 25MG,$10.00 
EFFEXOR-XR CAP  75MG,$25.00 
EFFEXOR-XR TAB  37.5MG,$23.00 
EFFIENT TAB  10MG,$34.00 
EFUDEX CRM 5PC : 25GM,$289.00 
EGD,"$1,388.00 "
EGD W/DILATATION,"$1,736.00 "
"EHRLICHIA ANTIB PANEL, SERUM",$103.00 
"EHRLICHIA/ANAPLASMA, PCR, BLOOD",$63.00 
EKG 12 LD W/RHY STRIP,$139.00 
ELASTIKON TAPE 3  - NONSTOCK,$14.00 
ELAVIL TAB  10MG,$2.00 
ELAVIL TAB  25MG,$3.00 
ELAVIL TAB 100MG,$6.00 
ELBOW LEFT,$288.00 
ELBOW RIGHT,$288.00 
ELBOW/WRIST STRAPPING,$132.00 
ELBOW: PORTABLE LEFT,$288.00 
ELBOW: PORTABLE RIGHT,$288.00 
ELEC STIMULATION ONE ON ONE,$47.00 
ELEC STIMULATION ONE ON ONE OT,$47.00 
ELECSURG.COAX SX TB5,$38.00 
ELECTRICAL STIMULATION(UNATTENDED),$82.00 
ELECTRICAL STIMULATION(UNATTENDED) OT,$82.00 
ELECTRODE ATTACHMENT PHILIPS - NONSTOCK,$3.00 
ELECTRODE BARREL COAG 24FR,$517.58 
ELECTRODE BIOTAC  (SLEEP LAB),$7.00 
ELECTRODE EKG 3/PK,$3.00 
ELECTRODE PENCIL TIP,$329.56 
ELECTRODE QUIC-PACE - NONSTOCK,$155.00 
ELECTRODE QUIK-COMBO - STOCK,$131.00 
ELECTRODE RESECTION 90DEG NDL,$345.03 
ELECTRODES NEUTRAL,$90.36 
ELECTRODE-WIRE FM,$20.00 
ELECTROHYDRAULIC LITHOTRIPTOR ACMI,"$2,013.00 "
"ELECTROLYTE & OSMOLALITY PANEL, FECES",$36.00 
ELECTROLYTE PANEL,$47.00 
ELECTROPHORETIC TECHNIQUE ASSOC CHG.,$239.00 
ELECTROSURGICAL SNARE,$72.00 
ELECTROSURGICAL SUCTION IRRIG. INST,$156.00 
ELEVATE,"$5,843.00 "
ELEVATOR ARM,$71.68 
ELIDEL CREAM 1% 30GM,$194.00 
ELIMITE CREAM 5% 60GM,$149.00 
ELIQUIS TAB 2.5MG,$15.20 
ELIQUIS TAB 5MG,$15.20 
ELMIRON CAP 100MG,$21.00 
ELOCON CRM 0.1% : 15GM,$178.00 
ELVIS,$65.00 
EMERGENCY 1ST HOUR,$107.00 
EMERGENCY ADD 1/2 HR,$45.00 
EMETROL SOLN : 15ML,$4.00 
EMLA CRM,$43.00 
"EMP. DRUG SCREEN, RAPID",$5.00 
EMP. GLUCOSE (HEALTHY HABITS),$8.00 
EMP. HEALTH HEP. B ANTIBODY,$10.00 
EMP. HEALTH HEP. B ANTIGEN (HBsAg),$19.00 
EMP. HEALTH HEP. C ANTIBODY,$26.00 
EMP. HEALTH HIV 1&2 AB SCREEN,$17.00 
EMP. HEALTH MUMPS ANTB IgG,$15.00 
EMP. HEALTH RUBELLA IgG,$13.00 
EMP. HEALTH RUBEOLA IgG,$20.00 
EMP. HEALTH VARICELLA IMMUNE STATUS,$13.00 
EMP. HGB A1C (HEALTHY HABITS),$8.00 
EMP. LIPID PANEL (HEALTHY HABITS),$22.00 
EMP. PPD SKIN TEST,$8.00 
"EMP. PREGNANCY TEST, URINE",$9.00 
EMP. T-SPOT TB TEST,$61.00 
"EMPLOYEE HEALTH VARICELLA ANTB, IgG",$29.00 
EMSAM PTCH  9MG/24H,$97.00 
ENABLEX ER TAB 7.5MG,$22.00 
ENCAINIDE (ENKAID),$202.00 
ENCOR BIOPSY PROBE - 12G,"$1,126.00 "
ENCOR VACUUM PKG,$154.00 
END CAP 0MM,$599.00 
ENDO BABCOCK,$237.90 
ENDO BAG,$88.00 
ENDO CATCH - STOCK,$243.01 
ENDO CLINCH,$407.00 
ENDO CLIP II (MD/LG) - STOCK,$340.00 
ENDO CLIP III 5MM -STOCK,$451.58 
ENDO CLIP LG.,$329.00 
ENDO CLOSE - STOCK,$108.00 
ENDO GIA 30 RELOADER,$311.00 
ENDO GIA RADIAL RELOAD,"$1,081.95 "
ENDO GIA UNIVERSAL-STOCK,$313.98 
ENDO GIAII REFILL 30-3.5,$441.00 
ENDO GIAII REFILL 60-TRI - SM NONSTOCK,$722.00 
ENDO GIAII REFILL 60-TRI -STOCK,$722.00 
ENDO GIAII ROTICULAR 45 -3.5 - STOCK,$505.00 
ENDO GRSP,$429.00 
ENDO GUAGE,$68.00 
ENDO RETRACT - NONSTOCK,$299.00 
ENDO RETRACT II,$299.00 
ENDO RETRACT MAXI - NONSTOCK,$270.00 
ENDO STAT 0.6 MM X 12FT,"$1,182.75 "
ENDO STI,$324.00 
ENDO STITCH - STOCK,$347.00 
ENDO STITCH 0 POLYSORB,$81.02 
ENDO STITCH 0 SURGIDAC - STOCK,$90.00 
ENDO STITCH 2-0 SURGIDAC,$80.00 
ENDO TA30,$915.00 
ENDO TA30 RELOADER,$439.00 
ENDOLOOP PDS II,$233.73 
"ENDOMYSIAL ANTIBODY IgA, SERUM",$103.00 
ENDOSCOPIC CAPREL TUNNEL KIT,$495.00 
ENDOSCOPY IN ROOM: 1ST HOUR,$452.00 
ENDOSCOPY IN ROOM: ADD 1/2 HOUR,$105.00 
ENDOSCRUB SHEATH,$106.00 
ENDOSHEATH SLIDE-ON,$74.00 
ENDOTRACHEAL INTUBATION,$490.00 
ENDOTRACHEAL SUCTION,$65.00 
ENDURON TAB 5MG,$4.00 
ENEMA ADMINISTRATION,$71.00 
ENEMA BUCKET - STOCK,$7.00 
ENGERIX-B  VACCINE SDV : 10MCG/0.5ML,$133.00 
ENT BLADE SPEAR - NONSTOCK,$85.05 
ENT DOWNCUTTING BLADE - STOCK,$79.00 
ENT LASER INSTRUMENTS,$69.00 
ENT RONGUER SET,$236.00 
ENTEREG CAP 12MG,$172.00 
ENTERIC PATHOGEN ASSOC CHG.,$67.00 
ENTEROCLYSIS,"$1,192.00 "
"ENTEROVIRUS, MOLECULAR DETECTION, PCR",$216.00 
ENTIRE SPINE AP/LAT 2-3 VIEWS,$448.00 
ENTOCORT EC CAP 3MG,$63.00 
ENTRAC URET STENT FIRM 7X22,$364.00 
ENTRAC URET STENT SOFT,$364.00 
ENTRAC URET STENT SOFT 7X22,$364.00 
ENTRESTO TAB 24MG-26MG,$30.35 
ENTROPIAN REPAIR,"$2,407.00 "
ENUCLEATION OF EYE,"$5,192.00 "
ENVIRONMENTAL CULTURE ALH PHARMACY,$6.00 
ENVIRONMENTAL CULTURE NASH PHARMACY,$6.00 
ENZYME ACTIVITY ASSOC CHG.,$233.00 
EOSINOPHIL COUNT (ABSOLUTE),$21.00 
EOSINOPHIL CT. URINE,$26.00 
EOSINOPHIL SMEAR,$36.00 
EOVIST 10ML VIAL - NONSTOCK,$419.00 
EPDURAL ANES. TRAY,$80.00 
ePHEDrine SDV : 50MG/1ML,$31.50 
"EPIDERMAL AUTOGRAFT, FACE/HANDS/FEET","$5,909.00 "
"EPIDERMAL AUTOGRAFT, TRUNK/ARMS/LEGS","$1,806.00 "
EPIDIDYMECTOMY,"$2,106.00 "
EPIDURAL,$449.00 
"EPIDURAL STEROID INJECTION, LUMBAR","$1,355.00 "
"EPIDURAL STEROID INJECTION, THORACIC","$1,355.00 "
EPIDURAL TRAY - STOCK,$86.00 
EPIFIX,"$7,400.00 "
EPIFIX,"$2,775.00 "
EPIFIX 18 mm DISC,"$1,952.00 "
EPIFIX 2x2 cm,"$2,747.00 "
EPIFIX 2x3 cm,"$3,260.00 "
EPIFIX 2x4 cm,"$3,403.00 "
EPIFIX 3.5x3.5 CM,"$3,403.00 "
EPIFIX 4x10 cm,"$10,245.75 "
EPIFIX PARTICULATE 160.0MG,"$8,265.00 "
EPINEPHrine (ADRENALIN): 1mg/1ml AMP,$23.00 
EPINEPHrine MDV 1:1000 30ML (AMBU ONLY),$40.00 
EPINEPHrine SYRN : 1MG/10ML,$77.00 
EPISTAXIS,"$1,933.00 "
EPIVIR TAB 150MG,$32.22 
EPLEREN TAB 25MG,$7.65 
"EPOGEN SDV :  4,000U/1ML",$176.00 
"EPOGEN SDV : 10,000U/1ML",$317.00 
EPSOM-SALT : 1 LB,$6.00 
"EPSTEIN-BARR ANTIBODY, ASSOC CHG.",$124.00 
EPSTEIN-BARR EARLY ANTIGEN,$91.00 
EPSTEIN-BARR NUCLEAR ANTIGEN(ASSOC CHG),$168.00 
EPSTEIN-BARR VIRUS DNA QUANT.,$289.00 
ER HAND HELD NEBULIZER TX,$37.00 
ER SUCTION,$65.00 
ER VISIT: COMPREHENSIVE,$650.00 
ER VISIT: COMPREHENSIVE- MOD 25,$650.00 
ER VISIT: DETAILED,$400.00 
ER VISIT: DETAILED- MOD 25,$400.00 
ER VISIT: PROBLEM FOCUSED,$150.00 
ER VISIT: PROBLEM FOCUSED-MOD 25,$150.00 
ER VISIT:EXP PROB FOCUSED-LOW DEC MAKING,$200.00 
ER VISIT:EXP PROB FOCUSED-LOW DEC-MOD 25,$200.00 
ER VISIT:EXP PROB FOCUSED-MOD DEC MAKING,$300.00 
ER VISIT:EXP PROB FOCUSED-MOD DEC-MOD 25,$300.00 
ER: EKG 12 LD W/RHY STRIP,$139.00 
ERYTHROMYCIN BASE TAB 250MG,$2.00 
ERYTHROMYCIN BASE TAB 500MG,$14.00 
ERYTHROMYCIN OPH OINT : 1 GM,$30.00 
ERYTHROMYCIN VIAL :  500MG,$65.00 
ERYTHROMYCIN VIAL : 1GM,$118.00 
ERYTHROPOIETIN,$129.00 
ESCAPE STONE RETRIEVAL BASKET,$718.20 
ESCHAROTOMY,$818.00 
ESGIC (FIORICET) TAB,$8.00 
ESI / C-ARM / JOINT INJECTION,"$1,023.00 "
ESMARK BANDAGE 3,$59.00 
ESMARK BANDAGE 4 - STOCK,$17.00 
ESMARK BANDAGE 6  - STOCK,$20.51 
ESOPHAGEAL DILATATION WITHOUT EGD,$579.00 
ESOPHAGEAL DILATOR SET,$314.00 
ESOPHAGEAL TTS 18F,$307.00 
ESOPHAGEAL TTS 24F,$307.00 
ESOPHAGEAL TTS 30F,$307.00 
ESOPHAGEAL TTS 45F,$307.00 
ESOPHAGEAL TTS 54F,$307.00 
ESOPHAGOSCOPY,"$2,106.00 "
ESPOHAGEAL STETH 18,$59.00 
ESR (SED RATE),$26.00 
ESTABLISHED PATIENT LEVEL 1,$205.00 
ESTABLISHED PATIENT LEVEL 2,$263.00 
ESTABLISHED PATIENT LEVEL 3,$267.00 
ESTABLISHED PATIENT LEVEL 4,$347.00 
ESTABLISHED PATIENT LEVEL 5,$457.00 
ESTRACE TAB  1MG,$3.00 
ESTRACE VAG CREAM 42.5GM,$288.00 
"ESTRADIOL, SERUM",$189.00 
ESTRATAB TAB  0.625MG,$5.00 
ESTRATEST-HS TAB,$8.00 
"ESTRIOL UNCONJUGATED, SERUM",$165.00 
"ESTRONE, SERUM",$120.00 
ESWL SUPPLIES,"$4,132.50 "
E-TANK OXYGEN,$42.00 
ETHAMOLIN AMP 5% : 100MG/2ML,$226.00 
ETHMOIDECTOMY,"$1,600.00 "
"ETHOSUXIMIDE, SERUM (ZARONTIN)",$112.00 
ETHRANE SOLN : 5ML,$13.00 
ETHYL ALCOHOL (ETHANOL),$76.00 
ETHYL CHLORIDE SPRY 105ML,$135.00 
"ETHYLENE GLYCOL, SERUM",$141.00 
ETROL 150CC PED,$28.00 
EVAC EXTENDED PEN WITH COATED BLADE,$108.00 
EVAL INITIAL HIGH COMPLEXITY,$231.00 
EVAL INITIAL LOW COMPLEXITY,$231.00 
EVAL INITIAL MODERATE COMPLEXITY,$231.00 
"EVEROLIMUS, BLOOD",$462.00 
EVERSHEARS,$476.00 
EVERSHEARS 45CM,$355.00 
EVICEL 5CC KIT,"$1,160.39 "
EVISTA TAB 60MG,$21.00 
EVOXAC CAP  30MG,$13.00 
EXAM UNDER ANESTHESIA,"$1,765.00 "
"EXC CYST, NODE, LIPOMA, LESION ALL","$3,240.00 "
EXC OLECRANON BURSA,"$2,768.00 "
EXCESION OF NAIL AND NAIL MATRIX,"$1,569.00 "
EXCISION BENIGN LESION TRUNK ARM LEG <.5,$662.00 
"EXCISION FACE, EARS, EYELIDS, NOSE, LIPS","$1,340.00 "
EXCISION LESION,"$1,236.00 "
EXCISION OF EXTERN THROMBOTIC HEMORRHOID,"$1,995.00 "
EXCISION OF NAILFOLD,$562.00 
EXELON CAP 1.5MG,$22.00 
EXELON CAP 3 MG,$22.00 
EXELON PATCH 4.6MG/24HR,$39.00 
EXEMESTANE TAB 25MG,$38.20 
EXJADE TAB 250MG,$204.00 
EXPAREL SDV: 266MG/20ML,$570.00 
EXPLORATION OF PENETRATING WOUND,$850.00 
EXPLORATION OF PENETRATING WOUND ABDOME,"$1,521.00 "
EXPLORATION OF PENETRATING WOUND CHEST,"$1,521.00 "
EXPLORATION OF PENETRATING WOUND EXTREM,$850.00 
EXPLORATION WOUND BACK,"$2,566.00 "
EXPLORATORY LAPAROTOMY,"$4,320.00 "
EXPRESS MINI 500 DRY SEAL,$217.00 
EXT FIXATOR,"$12,691.69 "
EXT. KIT,"$5,450.00 "
EXTENDED BLADE - STOCK,$20.00 
EXTRA SHEETS,$20.00 
EXTRA SUTURES,$10.00 
EXTRA TOWELS,$30.00 
EXUDERM SATIN 2X2,$5.00 
EXUDRY 6X9 - NONSTOCK,$13.02 
EXXCELL STANDARD WALL ePTFE VAS GRAFT,"$1,417.50 "
EYE DRAPE,$76.00 
EYE DRAPE WITH POUCH,$6.00 
EYE PACK- NONSTOCK,$747.00 
EYE PAD - STOCK,$3.00 
