Charge,Unit Price
CETUXIMAB 200 MG/100 ML SDV,"$6,065.20 "
CHARCOAL/SORBITOL SOLUTION 50 GM/240 ML BOT,$149.95 
CHEM CAUTERY TISS,$178.00 
CHEMICAL BURN KIT (CALCIUM GLUCONATE KIT) FOR ER,$425.00 
CHEMO ADM EA ADDL HR 9641,$131.00 
CHEMO ADM IV INF EA HR 96,$97.00 
CHEMO ADM IV INF UP TO 1H,$396.00 
CHEMO ADM IV PUSH 59,$263.00 
CHEMO EA ADDL SEQ INFUS 5,$136.00 
CHEMO EA ADDL SQT INF 964,$172.00 
CHEMO IV INF UP TO 1 HR 9,$310.00 
CHEMO IV PUSH EA ADDL 964,$253.00 
CHEMO IVP EA ADDL 96411,$138.00 
"CHEMO IVP, INITIAL 96409",$193.00 
"CHEMO SQ/IM, NONHORM 9640",$125.00 
CHEST DRAIN UNIT,$275.00 
CHG GASTROSTOMY TUB,$315.00 
CHIA PERCPASSER,$158.00 
CHIN PLATE,$443.00 
CHLORAMBUCIL 2 MG TAB,$101.35 
chlordiazePOXIDE HCl 10 MG CAP,$4.00 
chlordiazePOXIDE HCl 25 MG CAP,$4.00 
chlordiazePOXIDE HCl 5 MG CAP,$4.00 
ChlordiazePOXIDE/CLIDINIUM 1 CAP,$21.45 
CHLORHEXIDINE GLUCONATE MOUTHWASH 0.12% 480 ML BOT,$12.93 
CHLOROPROCAINE HCL 3% SDV 20 ML VIAL,$111.90 
CHLORPHENIRAMINE MALEATE 4 MG TAB,$4.00 
ChlorproMAZINE HCL 10 MG TAB,$13.25 
ChlorproMAZINE HCL 25 MG TAB,$31.85 
ChlorproMAZINE HCL 25 MG/ML AMP,$125.30 
ChlorproMAZINE HCL 50 MG/2 ML AMP,$143.55 
CHLORTHALIDONE 25 MG TAB,$9.55 
CHLORZOXAZONE 500 MG TAB,$4.00 
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TABLET",$2.00 
"CHOLECALCIFEROL (VITAMIN D3) 10,000 UNIT CAPSULE",$4.00 
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT TABLET,$4.00 
"CHOLECALCIFEROL (VITAMIN D3) 5,000 UNIT CAPSULE",$4.00 
CHOLESTYRAMINE/ASPARTAME 4 GM/PKT,$10.25 
CHOLESTYRAMINE/SUCROSE 4 GM/PKT,$10.25 
CHONDR SULF A SOD/HYALURONATE 1 KIT COMB.PKG,$998.80 
CHORAPREP 10.5ML TINTED,$13.00 
CHS PLATE,$687.00 
CILOSTAZOL 100 MG TAB,$4.00 
CILOSTAZOL 50 MG TAB,$4.00 
CIMETIDINE 200 MG TABLET,$4.00 
CIMETIDINE 300 MG TAB,$4.00 
CINACALCET HCL 30 MG TAB,$134.45 
CIPROFLOX/DEXAMETH 7.5 ML DROPBTL OTIC,$546.53 
CIPROFLOXACIN HCL 250 MG TAB,$4.00 
CIPROFLOXACIN HCL 500 MG TAB,$2.00 
CIPROFLOXACIN HCL/HC OTIC SUSP 0.2% 10 ML DROPBTL,$744.98 
CIPROFLOXACIN OPTH DROPS 0.3% 2.5 ML BOT,$22.50 
CIPROFLOXACIN OPTH OINT 3.5 GM TUBE,$535.90 
CIPROFLOXACIN ORAL SUSP 500 MG/5 ML,$362.68 
CIPROFLOXACIN/D5W 200 MG/100 ML PIGGYBACK,$76.00 
CIPROFLOXACIN/D5W 400 MG/200 ML PIGGYBACK,$76.00 
CIRCUIT VENT,$49.00 
CISplatin 1 MG/ML VIAL 50 ML,$100.75 
CITALOPRAM 20 MG TAB,$2.00 
CITALOPRAM HYDROBROMIDE 10 MG/5 ML UDC,$8.35 
CITRIC ACID/SODIUM CITRATE 30 ML UDC,$12.40 
CL FX PHALANAX.W/RE,$659.00 
CL INTERPHA JOINT,$362.00 
CL TX ANKLE W MANIP,$469.00 
CL TX FIBFX W/MANIP,$269.00 
"CL TX FX W MANIP,EA",$352.00 
"CL TX HUMFX,W MANIP",$427.00 
CL TX TM DISL,$330.00 
"CL TX TRI ANKLE FX,",$418.00 
"CL TX, NMAID ELBOW",$407.00 
"CL TX,POST HIP REPA",$427.00 
CL TXTALUSFX W/MA,$193.00 
CL. TX. SHLDR,$330.00 
CLARIFICATION ORDER 1 EA MISC,$0.00 
CLARITHROMYCIN 125 MG/5 ML BOT 50 ML,$133.95 
CLARITHROMYCIN 250 MG TAB,$18.10 
CLARITHROMYCIN XL 500 MG TAB,$35.80 
CLAVICLE PLATE,"$1,478.00 "
CLAVICLE PLATE 6 HOLE,"$1,187.00 "
CLAVICLE STRAP FIG-8,$62.00 
CLINDAMYCIN HCL 150 MG CAP,$2.00 
CLINDAMYCIN PALMITATE HCL 75 MG/5 ML BOT,$117.60 
CLINDAMYCIN PHOSPHATE 1% 60 ML BOT,$523.28 
CLINDAMYCIN PHOSPHATE 300 MG/2 ML VIAL,$76.00 
CLINDAMYCIN PHOSPHATE/D5W 300 MG/50 ML PIGGYBACK,$76.00 
CLINDAMYCIN PHOSPHATE/D5W 600 MG/50 ML PIGGYBACK,$87.20 
CLINDAMYCIN PHOSPHATE/D5W 900 MG/50 ML PIGGYBACK,$106.55 
CLO METACARPAL. W/,$830.00 
CLOBETASOL PROPIONATE 15 GM TUBE,$256.45 
ClomiPRAMINE HCL 25 MG CAP,$33.75 
clonazePAM 0.5 MG TAB,$2.00 
CloNIDine HCL 0.1 MG PATCH WEEKLY,$132.50 
cloNIDine HCl 0.1 MG TAB,$2.00 
CloNIDine HCL 0.2 MG PATCH WEEKLY,$223.05 
cloNIDine HCl 0.2 MG TAB,$2.00 
CloNIDine HCL 0.3 MG PATCH WEEKLY,$309.45 
CLOPIDOGREL BISULFATE 75 MG TAB,$2.00 
CLORAZEPATE 3.75 MG TAB,$5.00 
CLOSED INTERPHALANG,$434.00 
CLOTRIMAZOLE 1% CREAM 30 GM,$18.73 
CLOTRIMAZOLE/BETAMET DIPROP 1%/0.05% CREAM 45 GM TUBE,$90.75 
CLOTRIMAZOLE/BETAMET DIPROP CR 15 GM TUBE,$54.78 
CLOTRIMAZOLE/BETAMETHASONE DIP 30 ML BOT,$588.05 
CLTX SHLDR DSLFX W,"$2,193.00 "
COAGULATING SHEAR 14CM,$954.00 
COBAN BANDAGE,$18.00 
COCAINE 4% SOLN 4 ML BOT,$892.45 
CODEINE/BUTALBITAL/ASA/CAFFEINE (30/50/325/40),$11.40 
COLCHICINE 0.6 MG TAB,$28.05 
COLESEVELAM HCL 3.75 GM POWD.PACKET,$104.10 
COLESEVELAM HCL 625 MG TAB,$17.35 
COLESTIPOL HCL 1 GM TAB,$5.25 
COLISTIN (COLISTIMETHATE NA) 150 MG VIAL,$139.95 
COLLAGEN IMPLANT,$951.00 
COLLAGENASE CLOSTRIDIUM HIST. 30 GM TUBE,$564.38 
COLONOSCOPY,"$2,287.00 "
COLONOSCOPY (PAV),"$2,287.00 "
COLOSTOMY CLAMP,$10.00 
COMP RP/EYEL/2.5,"$1,117.00 "
COMP RP/FOREH/2.5,"$1,025.00 "
COMP RP/FOREH/7.5,"$2,122.00 "
COMPLETE SE STENT,"$1,634.00 "
COMPRESSION TREATMENT,$269.00 
COMPRESSION TREATMENT KX,$269.00 
CONNECTING TUBE R/DRAINAG,$42.00 
CONNECTOR CLC200 IV,$10.00 
"CONTAINER,EVACUATED 1000 ML",$0.00 
"CONTAINER,EVACUATED 500 ML",$0.00 
CONTINOUS PULSE OXIMETRY,$76.00 
COR PRECISION TARGETING S,"$1,255.00 "
CORD CLAMP,$6.00 
CORD MONOPOLAR DISP,$19.00 
CORNEAL MARKING PAD,$9.00 
CORONARY BYPASS CATH HYB,$102.00 
CORONARY CARE UNIT,$938.00 
CORONARY CATHETER BYPASS,$90.00 
CORTEX SCREW,$39.00 
COSYNTROPIN 0.25 MG/VIAL VIAL,$532.90 
COVERED STENT I CAST 16/1,"$3,248.00 "
COVERED STENT I CAST 22/1,"$3,317.00 "
COVERED STENT I CAST 38/8,"$3,465.00 "
COYOTE 3X150X150,$488.00 
CPAP MASK EQ MAINT,$41.00 
CPM INITIAL,$717.00 
CPR,$400.00 
CRANIOMAXILLO FACIAL SCRE,$117.00 
CRESCENT LORDOTIC SPACER,"$12,375.00 "
CRESCENTIC BLADE 33,$317.00 
CRITICAL CARE,"$1,386.00 "
CRITICAL CARE 1ST HOUR,$882.00 
CROMOLYN SODIUM NASAL SOLN 26 ML BOT,$17.48 
CRRT,"$1,243.00 "
C-SECTION,"$1,058.00 "
CTRL NASAL HEMO AN,$515.00 
CTRL NASAL HEMOR SI,$277.00 
CUFF 4.0CM AMS,"$8,317.50 "
CUFF BP GE LG ADULT LONG,$8.00 
CURVED CHISEL PROBE,$280.00 
CURVED NEEDLE DELIVERY,$418.00 
CUSTOM C-SECTION PACK,$335.00 
CUTTER CAST TAPE 3IN,$32.00 
CUTTER CAST TAPE 4IN,$42.00 
CVC NONTUNNEL >5YO,$731.00 
"CYANOCOBALAMIN (VITAMIN B-12) 1,000 MCG/ML VIAL",$76.00 
CYANOCOBALAMIN (VITAMIN B-12) 100 MCG TABLET,$4.00 
CYANOCOBALAMIN (VITAMIN B-12) 500 MCG TABLET,$2.00 
CYCLOBENZAPRINE HCL 10 MG TAB,$2.00 
CYCLOPENTOLATE 1% OPTH DROPS 2 ML,$59.10 
CYCLOPENTOLATE 2% OPTH DROPS,$144.00 
CYCLOPENTOLATE 2% OPTH DROPS 2 ML,$118.05 
CYCLOPHOSPHAMIDE 1 GM/SDV,"$3,662.50 "
CYCLOPHOSPHAMIDE 500 MG/SDV,"$1,648.15 "
CYCLOSPORINE (RESTASIS)  1 EA DROPERETTE,$42.45 
CYCLOSPORINE 25 MG CAP,$13.30 
"CYCLOSPORINE, MODIFIED 100 MG CAP",$22.00 
"CYCLOSPORINE, MODIFIED 100 MG/ML BOT",$589.48 
"CYCLOSPORINE, MODIFIED 25 MG CAP",$5.50 
CYPROHEPTADINE HCL 4 MG TAB,$4.00 
CYTOLOGY BRUSH BRUSHMASTE,$473.00 
D5W AND ELECTROLYTE-48 SOLUTION 500 ML,$76.00 
DABIGATRAN 150 MG CAPSULE,$33.40 
DABIGATRAN 75 MG CAPSULE,$33.40 
DACARBAZINE 200 MG/VIAL,$60.00 
DAKIN'S 0.125% SOLN ( 1/4 STRENGTH),$23.63 
DAKIN'S 0.25% SOLN (HALF STRENGTH),$23.98 
DAKIN'S FULL STRENGTH 0.5%,$23.98 
DAPSONE 25 MG TAB,$11.40 
Daratumumab 100 MG/5 ML VIAL,"$2,549.20 "
Daratumumab 400 MG/20 ML VIAL,"$10,196.80 "
DARBEPOETIN ALFA IN ALBUMN SOL 60 MCG/0.3 ML PFS,"$2,322.00 "
DARIFENACIN HYDROBROMIDE ER 7.5 MG TABLET,$44.25 
DAUHERTY'S MIXTURE * 120 ML BOT,$37.50 
DAUHERTY'S MIXTURE * 240 ML BOT,$62.50 
DCS PLATE,"$1,579.00 "
DEB WND 1ST 20 SQ C,$660.00 
DEBRIDEMENT EACH ADDL 20,$174.00 
"DEBRIDEMENT I,UP TO 20CM",$136.00 
DECLOT BY THROMBOLYTIC AG,$218.00 
DEGARELIX ACETATE 120 MG SUV,"$3,810.45 "
DEGARELIX ACETATE 80 MG SUV,"$2,442.25 "
DELIVERY,$905.00 
DEMECLOCYCLINE HCL 150 MG TAB,$31.70 
DENOSUMAB 60 MG/ML PFS,"$5,917.75 "
DEPAKOTE SPRINKLE CAP 125 MG,$9.00 
DERMACARRIERS,$55.00 
DESFLURANE PER ML 240 ML BOTTLE,$4.00 
DESMOPRESSIN ACETATE 4 MCG/ML AMP,$397.10 
DESMOPRESSIN ACETATE 40 MCG/10 ML VIAL,$965.00 
DESONIDE 0.05% CREAM 15 GM,$160.58 
DESOXIMETASONE 0.25% CREAM 15 GM,$102.65 
DESVENLAFAXINE ER 50 MG TAB,$63.60 
DEXAMETHASONE 0.5 MG TAB,$4.00 
DEXAMETHASONE 0.75 MG TAB,$4.00 
DEXAMETHASONE 10 MG/ML 10ML MDV,$76.00 
DEXAMETHASONE 4 MG TAB,$5.00 
DEXAMETHASONE 4 MG/ML SDV,$76.00 
DEXAMETHASONE ELIXIR 0.5 MG/5 ML UDC,$4.00 
DEXAMETHASONE OPTH SOLN 0.1% 5 ML BOT,$134.75 
DEXAMETHASONE SOD PHOSPHATE 20 MG/5 ML VIAL,$76.00 
DEXAMETHASONE SOD PHOSPHATE SDV 10 MG/ML,$76.00 
DEXMEDETOMIDINE HCL 200 MCG/2 ML VIAL,$84.20 
DEXTROMETHORPHAN POLISTIREX 30 MG/5 ML UDC,$4.00 
DEXTROSE 10% IN WATER 1000 ML,$76.00 
DEXTROSE 10% IN WATER 250 ML,$76.00 
DEXTROSE 15 GM TUBE,$6.30 
DEXTROSE 25% IN WATER 10 ML SYR,$76.00 
DEXTROSE 5 %-0.2 % SOD CHLORID 500 ML BAG,$76.00 
DEXTROSE 5% IN 0.2% SODIUM CHLORIDE 1000 ML,$76.00 
DEXTROSE 5% IN 0.45% SOD CHLORIDE 1000 ML,$76.00 
DEXTROSE 5% IN 0.45% SOD CHLORIDE 500 ML,$76.00 
DEXTROSE 5% IN 0.9% SODIUM CHLORIDE 1000 ML,$76.00 
DEXTROSE 5% IN LACTATED RINGERS 1000 ML,$76.00 
DEXTROSE 5% IN WATER 100 ML,$76.00 
DEXTROSE 5% IN WATER 1000 ML,$76.00 
DEXTROSE 5% IN WATER 250 ML,$76.00 
DEXTROSE 5% IN WATER 50 ML,$76.00 
DEXTROSE 5% IN WATER 500 ML,$76.00 
DEXTROSE 50% IN WATER 50 ML SYR,$76.00 
DIAL-A-FLOW,$16.00 
diazePAM 10 MG VIAL,$76.00 
diazePAM 10 MG/SYR RECDELSYST,$910.15 
diazePAM 2 MG TAB,$4.00 
diazePAM 5 MG TAB,$2.00 
DIBUCAINE 1% TOP OINT,$33.10 
DICLOFENAC EPOLAMINE 1.3% PATCH,$37.20 
DICLOFENAC OPTH SOLN 0.1% 2.5 ML BOT,$26.25 
DICLOFENAC POTASSIUM 50 MG TAB,$5.25 
DICLOFENAC SODIUM 1% GEL,$135.05 
DICLOFENAC SODIUM 25 MG DR TAB,$5.35 
DICLOFENAC SODIUM 50 MG TAB,$4.00 
DICLOFENAC SODIUM 75 MG TAB.EC,$4.00 
DICYCLOMINE HCL 10 MG CAP,$2.00 
DICYCLOMINE HCL 10 MG/5 ML UDC,$6.00 
DICYCLOMINE HCL 10 MG/ML VIAL,$400.65 
DICYCLOMINE HCL 20 MG TAB,$4.00 
DIFLUNISAL 500 MG TAB,$8.25 
DIFLUPREDNATE 0.05% OPTH DROPS,$431.80 
DIGIFLEX HIGH FLOW CATH,$69.00 
DIGOXIN 125 MCG TAB,$5.95 
DIGOXIN 250 MCG TAB,$5.95 
DIGOXIN 500 MCG/2 ML AMP,$76.00 
DIGOXIN ELIXIR 50 MCG/ML BOT 60 ML,$350.00 
DIGOXIN IMMUNE FAB 40 MG VIAL,"$18,195.00 "
DILTIAZEM 100 MG/100 ML NS Minibag,$76.00 
DILTIAZEM ER 120 MG 24 H CAP,$6.00 
DILTIAZEM ER 180 MG 24 H CAP,$5.15 
DILTIAZEM ER 240 MG 24 H CAP,$7.55 
DILTIAZEM ER 300 MG 24 H CAP,$7.30 
DILTIAZEM ER 360 MG 24 H CAP,$8.35 
dilTIAZem HCl 120 MG TAB,$4.00 
dilTIAZem HCl 25 MG/5 ML VIAL,$76.00 
dilTIAZem HCl 30 MG TAB,$4.00 
dilTIAZem HCl 50 MG/10 ML VIAL,$76.00 
dilTIAZem HCl 60 MG TAB,$4.00 
DILTIAZEM INJ 125 MG/25 ML VIAL,$76.00 
DILTIAZEM SR 120 MG 12H CAP,$18.90 
DILTIAZEM SR 90 MG 12H CAP,$14.50 
DIMETHYL SULFOXIDE 50 ML BOT,"$1,421.40 "
DiphenhydrAMINE 1% CREAM 28 GM TUBE,$10.00 
DiphenhydrAMINE ELIXIR 12.5 MG/5 ML UDC,$7.15 
diphenhydrAMINE HCl 25 MG CAP,$2.00 
diphenhydrAMINE HCl 50 MG/ML VIAL,$76.00 
DIPHENOXYLATE HCL/ATROP SULF 1 TAB,$4.00 
DIPYRIDAMOLE 25 MG TAB,$4.00 
DIRECT ADM TO OBS,$113.00 
DISPERSIVE ELECTRODE,$26.00 
DISPLACEMENT CATH,$116.00 
DISPOSABLE BLADE 4.5MM,$926.00 
DISPOSABLE FILTER VCIO PU,$13.00 
DISPOSABLE SKIN TEMP PROB,$19.00 
DISSECTING HOOK 5MM,$674.00 
DISSECTING TROCAR SMALL,$339.00 
DISTAL BICEPS REPAIR KIT,"$1,403.00 "
DISTAL PHALANG W/MA,$790.00 
DISTAL RADIAL W/MAN,"$1,443.00 "
DIVALPROEX DELAYED RELEASE 250 MG,$4.00 
DIVALPROEX SODIUM DELAYED RELEASE 125 MG,$4.00 
DIVALPROEX SODIUM DELAYED RELEASE 500 MG,$4.00 
DIVALPROEX SODIUM EXTENDED RELEASE 250 MG,$7.35 
DIVALPROEX SODIUM EXTENDED RELEASE 500 MG,$16.30 
DLCO - INTERPRETATION,$91.00 
DOBUTamine 500 MG/D5W 250 ML BAG,$76.00 
DOCEtaxel 20 MG/1 ML SUV,$545.00 
DOCEtaxel 80 MG/4 ML SUV,$425.00 
DOCOSANOL 10% CREAM 2 GM TUBE,$38.65 
DOCUSATE SODIUM 100 MG CAP,$2.00 
DOCUSATE SODIUM 100 MG/10 ML UDC,$4.00 
DOME PASTE,$52.00 
DONEPEZIL HCL 23 MG TABLET,$75.40 
DONEPEZIL HCL 5 MG TAB,$4.00 
DOPamine HCL/D5W 400 MG/250 ML BAG,$76.00 
DORNASE ALFA 2.5 MG/2.5 ML NEB,$574.60 
DORZOLAMIDE OPTH DROPS 2% 10 ML BOT,$189.50 
DORZOLAMIDE/TIMOLOL OPTH DROPS 10 ML BULK,$124.98 
DOUBLE D LUMEN KIT,$246.90 
DOXAZOSIN MESYLATE 2 MG TAB,$15.65 
DOXAZOSIN MESYLATE 4 MG TAB,$16.45 
DOXEPIN HCL 10 MG CAP,$4.00 
DOXEPIN HCL 25 MG CAP,$4.00 
DOXERCALCIFEROL 0.5 MCG CAP,$72.65 
DOXERCALCIFEROL INJ 4 MCG/2 ML SDV,$76.00 
DOXOrubicin 10 MG/5 ML,$76.00 
DOXOrubicin HCL 50 MG/25 ML VIAL,$121.05 
DOXYCYCLINE HYCLATE 100 MG/VIAL,$93.45 
DOXYCYCLINE HYCLATE 50 MG CAP,$4.05 
DOXYCYCLINE MONOHYDRATE 100 MG,$10.00 
DOXYCYCLINE MONOHYDRATE SUSP 25 MG/5 ML BOT,$102.85 
DOYLE NASAL HEOSTAT,$76.00 
DPC PROCEDURAL CHG,$545.00 
DR. MELVIN DIAPER CREAM 1 JAR,$57.50 
"DRAIN ABCESS,EYELID",$539.00 
DRAIN ABSC OF PALAT,$277.00 
DRAIN BAG FOR CYCLER,$23.00 
DRAIN FINGER ABCESS,$306.00 
DRAIN FINGER ABS CO,$544.00 
"DRAIN MOUTH LESION,",$394.00 
DRAIN W/TROCAR,$82.00 
DRAINAGE OF GUM LES,$330.00 
DRAPE HYSTEROSCOPE & D&C,$33.00 
DRAPE PACEMAKER,$32.00 
DRAPE SHEET,$28.00 
DRAPE ZEISS MICROSCOPE,$33.00 
DRESSING HEEL MEPILEX,$73.50 
DRESSING SACRUM 7.2 MEPIL,$46.20 
DRESSING SILVERLON 4 X 10,$132.00 
DRILL,$235.00 
DRILL BIT,$208.00 
DRILL BIT 2.5 DEPUY,$131.00 
DRILL BIT 2.8MM,$139.00 
DRILL BIT 3.8,$339.00 
DRILL BIT 4.3MM,$172.00 
DRILL BIT LEI,$278.00 
DRILL BIT MATRIX,$387.00 
DRILL GUIDE UNIVERSAL,$482.00 
DRILL TIP GUIDE WIRE,$74.00 
DRIP BOX KEY 1 EA,$0.00 
DRONABINOL 2.5 MG CAP,$23.60 
DRONEDARONE HCL 400 MG TABLET,$52.55 
DRUG ELUTING BALLOON,"$6,875.00 "
DST WASHER,$46.00 
DULoxetine HCL 20 MG CAP,$4.00 
DULoxetine HCL 30 MG CAP,$8.00 
DULoxetine HCL 60 MG CAP,$8.00 
DUO THERM PAD,$84.00 
DURASEAL SEALANT,"$1,397.00 "
DUTASTERIDE 0.5 MG CAP,$4.00 
DVT THROMBECTOMY SET,"$4,800.00 "
DYSPHAGIA EVALUATION,$361.00 
DYSPHAGIA THERAPY X30 MIN,$178.00 
EA ADDL IV PUSH,$143.00 
EEG INTERPRETATION,$310.00 
EEG RECORDING,"$1,176.00 "
EEG-CSS INTERPRETATION,$236.00 
EEG-CSS RECORDING,$687.00 
EEG-SD RECORDING,$687.00 
EEG-SD-INTERPRETATION,$310.00 
EENT PACK,$145.00 
EKG - ER - TRACING,$381.00 
EKG - FLIGHT - TRACING,$87.00 
EKG - INTERPRETATION,$50.00 
EKG - TRACING,$477.00 
ELASTIC RETRACTOR MOBIUS,$186.00 
ELASTIC STAYS,$17.00 
ELASTIKON 4 IN,$28.00 
ELASTOPLAST 3,$24.00 
ELECTR0LUBE,$64.00 
ELECTRICAL STIMULATION,$336.00 
ELECTRICAL STIMULATION KX,$336.00 
ELECTRODE LOOP,"$2,099.00 "
ELECTRODE ROLLER BALL,$217.00 
ELETRIPTAN HBR 40 MG TABLET,$311.40 
EM FACILITY W PROC,"$1,434.00 "
EM-FACILITY BRIEF W PROC,$362.00 
EM-FACILITY COMP W PROC,$814.00 
EM-FACILITY EXTENDED W PR,$700.00 
EM-FACILITY INTERMEDIATE,$616.00 
EM-FACILITY LIMITED W PRO,$450.00 
EMPTY STERILE VIAL 10 ML,$4.95 
ENALAPRIL MALEATE 10 MG TAB,$4.00 
ENALAPRIL MALEATE 2.5 MG TAB,$4.00 
ENALAPRIL MALEATE 5 MG TAB,$4.00 
ENALAPRILAT DIHYDRATE 1.25 MG/ML VIAL,$76.00 
ENALAPRILAT DIHYDRATE 2.5 MG/2 ML VIAL,$76.00 
ENDO CATCH GOLD,$264.00 
ENDO CLIP 5MM,$297.00 
ENDO GIA ROTICULATOR 30-2,$295.00 
ENDO GIA ROTICULATOR 45-2,$327.00 
ENDO GIA STAPLER 30-2.0 1,$371.00 
ENDO STAPLER TA45-3.5,$247.00 
ENDO TUBE HI-LO/REG,$22.00 
ENDOBUTTON ULTRA,$359.00 
ENDOCATCH 15,$215.00 
ENDO-FLO PROBE,$402.00 
ENDOLOOP,$280.00 
ENDOPATH TROCAR,$589.00 
ENDORETRACT,$263.00 
ENDOSCOPIC APPLICATOR,$275.00 
ENDOTRACHIAL TUBE HOLDER,$13.00 
ENOXAPARIN SODIUM 100 MG/ML SYR,$372.15 
ENOXAPARIN SODIUM 120 MG/0.8 ML SYR,$446.70 
ENOXAPARIN SODIUM 150 MG/ML SYR,$558.40 
ENOXAPARIN SODIUM 30 MG/0.3 ML SYR,$111.50 
ENOXAPARIN SODIUM 40 MG/0.4 ML SYR,$148.70 
ENOXAPARIN SODIUM 60 MG/0.6 ML SYR,$223.30 
ENOXAPARIN SODIUM 80 MG/0.8 ML SYR,$297.70 
ENTACAPONE 200 MG TAB,$15.80 
EPHEDRINE PF/0.9% NS 50 MG/5 ML SYR,$321.00 
ePHEDrine sulfate 50 MG/ML VIAL,$175.00 
EPIDURAL BLOCK TRAY,$106.00 
EPINEPHrine 1 MG/10 ML SYR,$76.00 
Epinephrine HCl 1 MG/ML AMP,$87.50 
EPINEPHrine PF 1 MG/ML VIAL,$76.00 
EPINEPHRINE RACEMIC RESP NEBS 2.25%,$6.00 
EPI-SHUGARCAINE OPTHALMIC SOLN 2 ML,$125.00 
EPLERENONE 25 MG TABLET,$57.00 
"EPOETIN ALFA 10,000 UNIT/ML SDV",$829.00 
"EPOETIN ALFA 2,000 UNIT/ML SDV",$165.80 
"EPOETIN ALFA 20,000 UNIT/ML MDV","$2,572.15 "
"EPOETIN ALFA 3,000 UNIT/ML SDV",$248.70 
"EPOETIN ALFA 4,000 UNIT/ML SDV",$331.60 
"EPOETIN ALFA 40,000 UNITS/ML SDV","$5,144.30 "
EPOGEN 3000 UNIT VIAL,$156.00 
EPTIFIBATIDE 0.75 MG/ML INFUS.BOT 100 ML,"$2,375.00 "
EPTIFIBATIDE 20 MG/10 ML SUV,$869.20 
ERCP,"$2,287.00 "
"ERGOCALCIFEROL (VITAMIN D2) 50,000 UNIT CAPSULE",$4.00 
ERIBULIN MESYLATE 1 MG/2 ML SUV,"$5,580.00 "
ER-SPEC MEDIUM,$19.00 
ERTAPENEM SODIUM 1 GM/100 ML PIGGYBACK,$675.40 
ERTAPENEM SODIUM 1 GM/VIAL,$643.30 
ERYTHROMYCIN 500 MG/100 ML IVPB,$380.65 
ERYTHROMYCIN BASE 250 MG TAB,$47.00 
ERYTHROMYCIN OPTH OINT 0.5% 1 GM TUBE,$49.65 
ESCITALOPRAM ORAL SOLN 5 MG/5 ML,$15.85 
ESCITALOPRAM OXALATE 10 MG TAB,$2.00 
ESMOLOL HCL 100 MG/10 ML VIAL,$76.00 
ESMOLOL HCL/NS 2500 MG/250 ML IV.SOLN.,"$2,338.40 "
ESOPHAGEAL BALLOON LG,$363.00 
ESTRADIOL 0.05 MG 1 PATCH.BWK,$70.60 
ESTRADIOL 0.075 MG 1 PATCH.BWK,$83.45 
ESTRADIOL 0.1 MG PATCH,$75.95 
ESTRADIOL 0.5 MG TAB,$4.00 
ESTRADIOL 1 MG TAB,$4.00 
ESTRADIOL VAG CREAM 42.5 GM,$787.18 
"ESTROGENS, CONJUGATED 30 GM TUBEKIT",$889.43 
"ESTROGENS,CONJUGATED INJ 25 MG/SUV","$1,484.00 "
ESWL,"$9,278.00 "
ESWL BILATERAL,"$16,080.00 "
ESWL MULTIPLE STONES,"$14,321.00 "
ESZOPICLONE 1 MG TABLET,$4.00 
ETHAMBUTOL HCL 100 MG TAB,$4.00 
ETHAMBUTOL HCL 400 MG TABLET,$4.00 
ETHYL CHLORIDE 100 SPRAYS/100 ML SPRAY,$4.00 
ETODOLAC 400 MG TAB,$5.30 
ETOMIDATE 2 MG/ML AMP,$76.00 
ETOPOSIDE 20 MG/ML VIAL,$76.00 
EVAC OF SUB HEMATOM,$219.00 
EVAL OF SPEECH FLUENCY,$361.00 
EVAL OF SPEECH SOUND PROD,$361.00 
EVAL SP SND PRD COMP EXP,$361.00 
EXCHANGE WIRE,$87.00 
EXEMESTANE 25 MG TABLET,$54.30 
EXENATIDE 10 MCG/0.04 ML PEN.INJCTR 600 MCG/2.4 ML,"$1,770.95 "
EXENATIDE 5 MCG/0.02 ML PEN.INJCTR 300 MCG/1.2 ML,"$1,770.95 "
EXERCISE I 15 MIN,$336.00 
EXERCISE I 15 MIN KX,$336.00 
EXPRESSEW III NEEDLE,$340.00 
EXT EAR PROTECTOR,$53.00 
EXTERNAL PACING PADS,$207.00 
EYE PACK HK PAVILION,$413.00 
"EYE WASH,WATER FOR IRRIGATION,STERILE 118 ML BOT",$15.10 
EZ10 NEEDLE SET,$252.00 
EZETIMIBE 10 MG TABLET,$55.05 
EZETIMIBE/SIMVASTATIN 10/20 MG TABLET,$56.95 
EZETIMIBE/SIMVASTATIN 10/40 TAB,$56.95 
EZETIMIBE/SIMVASTATIN 10/80 MG TAB,$56.95 
FACIAL NERVE MONITOR KIT,$157.00 
FACILITY BRIEF,$362.00 
FACILITY COMPREHENSIVE,$814.00 
FACILITY EXTENDED,$700.00 
FACILITY INTERMEDIATE,$616.00 
FACILITY LIMITED,$450.00 
"FACTOR 7, COAGULATION VIIA,RECOMB 2 MG SDV","$21,427.20 "
FAMOTIDINE 10 MG TABLET,$4.00 
FAMOTIDINE 20 MG TAB,$2.00 
FAMOTIDINE 40 MG/5 ML BOT,$364.53 
