Charge,Unit Price
"CATH,URETERAL,TIGERTAIL 70CM 13900X",$86.00 
"CATH,VENTRICULAR SNAP 10CM","$1,356.00 "
"CATH,VENTRICULAR SNAP 11CM","$1,530.00 "
"CATH,VENTRICULAR SNAP 6CM","$1,356.00 "
"CATH,VENTRICULAR SNAP 7CM","$1,356.00 "
"CATH,VENTRICULAR SNAP 9CM","$1,356.00 "
"CATH,VOLCANO EAGLE EYE 85900P","$5,698.50 "
"CATH,VOLCANO VISIONS PV8.2 IVUS 88901","$7,663.50 "
CATHETER IMMOBILIZER,$12.50 
CATHETER TIP SYRINGE,$19.50 
CATHETER URETERAL SPIRAL TIP 4-6 FR,$61.50 
"CATHETER, 20 GA JELCO IV",$20.00 
"CATHETER, ENDOPLEGE CORONARY SINUS","$15,122.50 "
"CATHETER,REBOA 7FR ER723A","$13,845.50 "
"CATHETER,VENTRICULAR STANDARD",$962.00 
CAUTERY BLADE EXTENDED COATED 6608E14506,$42.00 
CAUTERY LOOP EXTENDER DLP-X10,$90.50 
"CAUTERY, DISP ROCKER SWITCH PEN",$26.50 
"CAUTERY, ENT VALLEY LAB",$48.00 
"CAUTERY, GYN LOOP UTAH DLP-X11",$116.00 
"CAUTERY, OPTHAL DISP",$65.50 
"CAUTERY, OPTHALMIC WECK",$57.50 
"CAUTERY,GYN (LOOP OR BALL)",$103.50 
"CAUTERY,PEN ACCU-TEMP FINE TIP",$84.00 
"CAUTERY,PEN FOOT CONTROL",$26.50 
CCD-BASIC SPIROMETRY W/DILATOR,$852.50 
CCD-BASIC SPIROMETRY W/O DILAT,$493.50 
"CCD-DIFFUSING CAPACITY(CO2,MEMBRANE)",$409.50 
CCD-DISABILITY BASIC SPIROMETRY DILATOR,$852.50 
CCD-DISABILITY DIFFUSING CAPACITY,$409.50 
CCD-DISABILITY PULM FUNCT TEST,$493.50 
CCD-FLUTTER/MUCUS CLEARANCE TRTMT DEMO,$272.00 
CCD-INIT SMOKING CESS CLS ATTEN (SELFPAY,$75.00 
CCD-LUNG VOLUME BY PLETHSMOGRAPHY,$404.50 
CCD-OVERNIGHT PULSE OXIMETRY,$238.50 
CCD-OXYGEN PER HOUR,$11.00 
CCD-PEAK FLOWMETER EVAL/DEMO,$43.50 
CCD-PFT W/METHACHOLINE CHALLEN,$859.50 
CCD-PULM EXER ONE ON ONE EVAL,$167.50 
CCD-PULM MAINT PREPAY DISCOUNT,$45.00 
CCD-PULM MAINTENANCE DAILY CHARGE,$7.00 
CCD-PULMONARY SIMPLE STRESS TEST,$240.50 
CCL-MEDTRONIC CATH GUIDE 7F LAUNCHER LA7,$353.50 
CCL-P-ABDOMINAL AORTAGRAM S&I,"$4,990.00 "
CCL-P-ABDOMINAL AORTAGRAM W/RUNOFFS S&I,"$4,990.00 "
"CCL-P-AORTA, CATHETER (FEMORAL, ARM)","$2,406.50 "
CCL-P-AORTAGRAM DURING CARDIAC CATH,$134.00 
CCL-P-BRACHIOCEPHALIC(RIGHT CAROTID/SUBC,"$2,406.50 "
CCL-P-CARDIAC FLOUROSCOPY/C-ARM <1HR,$876.00 
"CCL-P-CARDIOVERSION, ELECTIVE",$956.00 
CCL-P-CATH PL.SUPERIOR/INFERIOR VENA CAV,"$2,789.50 "
CCL-P-CORONARY THROMBECTOMY,$412.00 
CCL-P-EA ADD'L NON-DESCRIBED VESSEL S&I,"$2,449.50 "
CCL-P-EVENT RECORDER EXPLANT,"$1,577.00 "
CCL-P-EVENT RECORDER IMPLANT,"$1,850.00 "
"CCL-P-EXTREMITY,BILATERAL S&I","$4,990.00 "
"CCL-P-EXTREMITY,UNILATERAL S&I","$4,990.00 "
"CCL-P-FEMORAL,IPSILATERAL---1ST ORDER","$2,850.50 "
CCL-P-FLOUROSCOPY CHEST <1HR (UNIT),$876.00 
CCL-P-FLOW DIRECTED CATH INSERTION,"$2,874.00 "
CCL-P-IABP INSERTION IN UNIT,"$3,520.50 "
CCL-P-IABP INSERTION W/CATH,"$3,520.50 "
CCL-P-IABP INSERTION W/O CATH,"$3,520.50 "
"CCL-P-ILIAC,CONTRALATERAL---1ST ORDER","$2,406.50 "
CCL-P-INTERNAL MAMMARY S&I,"$4,990.00 "
CCL-P-INTRACARDIAC ECHO,"$2,506.00 "
CCL-P-INTRAVASCULAR ULTRASOUND 1ST VESSE,"$1,859.50 "
CCL-P-INTRAVASCULAR ULTRASOUND EA ADD'L,$490.50 
"CCL-P-LEAD REMOVE, DUAL","$2,970.50 "
CCL-P-MANUAL RESUSCITATION (CPR),$616.00 
CCL-P-OTHER THORACIC AORTA VASCULAR FAMI,"$2,406.50 "
CCL-P-OTHER VENOUS VASCULAR FAMILY---1ST,"$2,718.00 "
CCL-P-PERC CLOSURE ASD/PFO /W IMPLANT,"$26,817.00 "
CCL-P-PERICARDIOCENTESIS,$892.50 
CCL-P-PERIPHERAL IVUS 2ND OR > VESSEL,"$2,130.50 "
CCL-P-PERIPHERAL IVUS INITAL VESSEL,"$2,893.00 "
CCL-P-PRESSURE FLOW (DOPPLER),$488.50 
CCL-P-PRESSURE FLOW EACH ADD'L VESSEL,$138.50 
"CCL-P-PULMONARY ARTERY,LEFT---2ND ORDER","$1,576.50 "
"CCL-P-PULMONARY ARTERY,RIGHT---2ND ORDER","$1,576.50 "
"CCL-P-PULMONARY,BILATERAL S&I SELECTIVE","$4,990.00 "
CCL-P-REMOVAL OF PACEMAKER GENERATOR,"$2,841.50 "
"CCL-P-RENAL,LEFT(VENOUS)---1ST ORDER","$2,718.00 "
"CCL-P-RENAL,RIGHT(VENOUS)---1ST ORDER","$2,718.00 "
CCL-P-S&I PERICARDIOCENTESIS,$311.00 
"CCL-P-S&I VENOGRAM, EXTREMITY BILATERAL","$2,159.00 "
CCL-P-S&I VENOGRAPHY IVC,"$4,990.00 "
"CCL-P-SUBCLAVIAN,LEFT---1ST ORDER","$2,406.50 "
CCL-P-TEMPORARY PACEMAKER INSERT/REPLACE,"$6,325.00 "
CCL-P-THORACIC AORTAGRAM S&I,"$4,990.00 "
CCL-P-THROMBOLYSIS-IV INFUSION,$367.00 
CCL-S-AMPLATZER 14F DEL SYS (AMULET),$1.00 
CCL-S-AMULET LAA OCCLUDER,$1.00 
CCL-S-CS-PERMANENET PACEMAKER TRAY,$40.50 
CCPD-DAILY/INPT,"$1,388.50 "
CEFADROXIL MONOHYDRATE 500 MG,$4.62 
CEFAZOLIN SOD INJ 500MG (2G IVP),$11.41 
CEFDINIR 300MG CAPS,$28.93 
"CEFOTAXIME SODIUM, PER G",$81.74 
CEFOXITIN 1 G INJ (1G IVPB),$73.90 
CEFOXITIN 1 G INJ (2G IVPB),$67.82 
CEFPODOXIME PROXETIL 200MG TAB,$28.85 
CEFTAZIDIME-AVIBACTAM.625G(0.5-0.125)INJ,$530.01 
CEFTOLOZANE-TAZOBACTAM 75 MG(50-25MG)INJ,$24.89 
CEFUROXIME 250MG,$4.62 
CEFUROXIME 500MG,$17.54 
CELECOXIB 100MG,$10.87 
CELECOXIB 200MG,$18.21 
CELEXA 10MG TABLET,$4.62 
CELEXA 10MG/5ML 5ML UD SOLUTION (TECH),$23.37 
CELEXA 40MG TABLET,$4.62 
CELLCEPT 200MG/ML SUSPENSION,$15.13 
CELLCEPT 500MG/20ML VIAL,$255.06 
CELLUVISC 30 ML OPHTH,$8.28 
CEMENT BONE PLUG LG,$837.00 
CEMENT BONE PLUG XLG,$837.00 
CEMENT BOWL PLASTIC,$81.00 
CEMENT FULL DOSE,$566.50 
CEMENT SIMPLEX W TOBRA 6197-9-010,"$2,033.00 "
"CEMENT,BONE PALACOS",$550.00 
CEPHALEXIN 125MG/5ML ---MG,$4.62 
CEPHALEXIN MONOHYDRATE 250 MG/5 ML,$10.46 
CEPHALEXIN MONOHYDRATE 250MG CAP,$4.62 
CEPHALEXIN MONOHYDRATE 500 MG,$4.62 
CEPHALEXIN MONOHYDRATE 500MG CAP,$4.62 
CEREZYME 10 UNITS INJECTION,$277.57 
CERVICAL COLLAR (SOFT/FOAM),$70.00 
"CERVICAL COLLAR, ALL SIZES",$34.50 
"CERVICAL COLLAR-FOAM, LG 0703-05",$70.00 
"CERVICAL COLLAR-FOAM, MD 0703-04",$70.00 
"CERVICAL COLLAR-FOAM, SM 0703-03",$70.00 
"CERVICAL COLLAR-FOAM, XLG020205",$70.00 
CETACAINE SPRAY 50ML,$375.09 
CETACAINE TOPICAL SPRAY 5G CAN,$342.44 
CETIRIZINE HCL 10MG,$12.85 
CETIRIZINE HCL 5MG,$12.85 
CHANTIX 0.5MG TABLET,$11.70 
CHANTIX 1MG TABLET,$11.70 
CHARCOAL LIQUID 25GM 4 OZ.,$57.12 
CHEMO PREP SUPPLIES (HIGH),$317.50 
CHEMO PREP SUPPLIES (LOW),$141.50 
CHEMO PREP SUPPLIES (SYRINGE),$100.50 
"CHEST TUBE, ANGLED, SZ 24 (THORACIC CATH",$58.00 
"CHF-CLINIC VISIT LEVEL 1, ESTABLISHED",$187.50 
"CHF-CLINIC VISIT LEVEL 2, ESTABLISHED",$192.50 
"CHF-CLINIC VISIT LEVEL 3, ESTABLISHED",$250.00 
"CHF-CLINIC VISIT LEVEL 4, ESTABLISHED",$297.00 
"CHF-CLINIC VISIT LEVEL 5, ESTABLISHED",$376.00 
"CHF-HYDRAT INFUSION, EA ADD'L HR",$210.50 
"CHF-HYDRATION INFUSION, 1ST HR., INITIAL",$323.50 
"CHF-INJECTION, IV, EA ADD'L DRUG",$127.00 
"CHF-INJECTION, IV, INITIAL",$197.50 
"CHF-INJECTION, IV, MULTIPLE SAME DRUG",$149.00 
"CHF-INJECTION,SQ/IM",$147.50 
CHF-OXYGEN PER HOUR,$21.00 
CHF-ROUTINE VENIPUNCTURE,$18.00 
"CHF-THERAP INFUS,1ST HR,INITIAL(2ND SITE",$333.00 
"CHF-THERAP INFUSION, EA ADD'L HR",$222.50 
"CHF-THERAP SEQUENTIAL INFUSION, 1ST HR",$214.50 
CHF-THERAPEUTIC CONCURRENT INFUSION,$246.00 
"CHF-THERAPEUTIC INFUSION, 1ST HR, INITIA",$333.00 
CHF-ULTRAFILTRATION(SELECTIVE APHERESIS),"$8,219.50 "
"CHF-VACCINE ADMINISTRATION, INFLUENZA",$89.00 
CHIA SUTURE PASSER 214101,$880.50 
CHISEL LIGAMENT CURVED VULCAN 923003,"$1,014.00 "
CHLORAMBUCIL 2 MG,$12.02 
CHLORAPREP APPL 10.5ML CLEAR 260700,$31.00 
CHLORAPREP APPL 10.5ML ORANGE,$31.50 
CHLORAPREP APPL 26ML MULTI 2608XX,$64.50 
CHLORAPREP APPL 3ML ORANGE 260415,$28.00 
CHLORASEPTIC SPRAY CHERRY 6OZ.,$38.33 
CHLORASEPTIC TAB,$4.62 
CHLORDIAZEPOXIDE 10 MG.,$4.62 
CHLORDIAZEPOXIDE 25 MG.,$4.62 
CHLORDIAZEPOXIDE 5 MG.,$4.62 
CHLORHEXIDINE GLUCONATE 0.12% 473ML LIQU,$14.60 
CHLOROPROCAINE CE 3%,$144.50 
CHLOROTHIAZIDE 500MG,$629.83 
CHLOROTHIAZIDE SUSP 250MG/5ML,$4.62 
CHLORPHENIRAMINE 4MG,$4.62 
CHLORPHENIRAMINE SYRUP 2MG/5ML,$4.62 
CHLORPROMAZINE 10 MG.,$4.62 
CHLORPROMAZINE 100 MG.,$4.62 
CHLORPROMAZINE 25 MG.,$4.62 
CHLORPROMAZINE 50 MG.,$4.62 
CHLORPROMAZINE 50MG./2ML,$45.03 
CHLORTHALIDONE 12.5 MG TAB(1/2 OF 25 MG),$4.62 
CHLORTHALIDONE 25 MG TAB,$4.62 
CHLORTHALIDONE 25MG,$4.19 
CHLORTHALIDONE 50 MG,$4.62 
CHLOR-TRIMETON ALLERGY D 12HR TABLET,$4.62 
CHOLECALCIFEROL 400UNITS/1ML ORAL DROPS,$4.62 
"CHOLECALCIFEROL 50,000 UNIT CAPSULE",$4.62 
CHOLESTYRAMINE POWDER,$19.15 
CHROMAGEN,$5.22 
CHROMIUM 4MCG/ML 10ML VIAL,$19.64 
CHRONOS BONE FILLER STRIPS 07.801.101.99,$857.00 
CHRONOS BONE FILLER STRIPS 07.801.200.99,"$8,418.50 "
CIMETIDINE 200MG,$4.62 
CIMETIDINE 300 MG,$4.62 
CIMETIDINE 400MG UD,$4.62 
CINACALCET (SENSIPAR) 60MG TAB,$168.06 
CINVANTI 1MG INJECTION,$14.14 
CIPRO 500MG/5ML ORAL SUSP,$42.39 
CIPRO HC OTIC SUSP 10ML,$573.64 
CIPRO XR 500MG TABLET,$52.65 
CIPROFLOXACIN 0.3% 3.5GM,$283.06 
CIPROFLOXACIN 0.3% OPHTH SOLUTION 5ML,$80.35 
CIPROFLOXACIN 200 MG IV,$197.49 
CIPROFLOXACIN 250MG,$4.62 
CIPROFLOXACIN 500MG TAB,$4.62 
CIPROFLOXACIN750MG,$4.62 
CIPROFLOXACIN-DEXAMETHASONE OTIC,"$1,200.78 "
CIRCUIT L F ADULT,$68.00 
CIRCUIT SMOKE EVAC ROBOT 87-300-00,$356.00 
CIRCUMCISION /W PLASTIBELL,"$3,442.00 "
CIRCUMCISION W/O PLASTIBELL,"$3,442.00 "
CISATRACURIUM 2MG/ML 10ML,$157.04 
"CISPLATIN, POWDER/SOLUTION, PER 10MG",$35.48 
CITALOPRAM HYDROBROMIDE,$4.62 
CITRACAL PLUS D TABLET,$4.62 
CITRATE OF MAGNESIA,$8.28 
CITRATE OF MAGNESIA SOLN,$8.28 
"CLACIUM CARBONATE 1,250 MG/5 ML ORAL LIQ",$4.62 
CLADRIBINE 1 MG INJECTION,$287.88 
CLAMP 1.25 395.125,"$6,156.00 "
CLAMP ADJUSTABLE 4.0MM 395.597,"$6,730.00 "
CLAMP COMBINATION 390.005,"$5,720.00 "
CLAMP CONN MINI EX FIX 3.0/3.0,"$5,720.00 "
CLAMP HOLD MINI EX FIX 1.6MM,"$6,156.00 "
CLAMP MULTI PIN ROD ATTACHMENT(393.753),"$3,638.00 "
CLAMP MULTI TRIAX 20 BL 5150-3-070,"$7,241.00 "
CLAMP MULTI TRIAX 25 RED 5150-3-075,"$8,556.00 "
CLAMP OPEN LG EXT FIX 393.978,"$4,710.50 "
CLAMP ROD MD MONO 4920-1-100,"$5,205.50 "
CLAMP TRIAX 25 RED 5150-3-175,"$6,857.50 "
CLAMP TUBE/TUBE MD-LG/LG BR/RR 5150-3-4X,"$6,776.00 "
CLAMP UNIVERSAL 4 POSITION,"$6,073.00 "
"CLAMP, AORTIC CROSS FLEXILBE INSERTS",$174.00 
"CLAMP, DRAINAGE POUCH",$10.50 
"CLAMP, MED COMB MR SAFE 390.031","$4,613.50 "
"CLAMP, MED OPEN MR SAFE 390.035","$3,804.00 "
"CLAMP, MUSCLE BIOPSY",$176.00 
"CLAMP, ROLLER CONVERTIBLE EXT 6""",$154.00 
"CLAMP,PLASTIBELL CIRC",$18.50 
"CLAMP,UNIVERSAL POSITION MULTIPIN","$6,502.00 "
CLARITHROMYCIN 250MG TAB,$28.26 
CLARITIN SYRUP 10MG/10ML 10ML,$14.61 
CLARITIN-D TAB,$7.32 
"CLAVICLE STRAP,VELCRO,ALL SZ",$53.50 
CL-CERVICAL CAROTID STENT /W DIST PROTEC,"$11,151.00 "
CLEANER-THROMBECTOMY 135CM,"$5,934.50 "
CLEANER-THROMBECTOMY 65CM,"$7,821.00 "
CLEANER-THROMBECTOMY XT 65CM,"$4,677.00 "
CLEOCIN PEDIATRIC SUSP 75MG/ML 5ML,$14.61 
CLHC-ABBOTT SWAN GANZ CATHETER,$214.50 
CLHC-ABDOMINAL AORTAGRAM S&I,"$4,990.00 "
CLHC-ABDOMINAL AORTAGRAM W/RUNOFF S&IU,"$4,990.00 "
CLHC-ADD'L SELECTIVE VESSEL AFTER BASIC,"$2,449.50 "
CLHC-ARTHERECTOMY FEMORAL/POPLITEAL,"$28,751.00 "
"CLHC-BLLN,FORTREX .035 A35HPVXX","$1,375.50 "
CLHC-CARDIAC FLUOROSCOPY,$876.00 
CLHC-CATH PLACEMENT SVC OR IVC,"$2,789.50 "
"CLHC-CATH, INFINITI INF 5F MULTIPAC 5345",$203.50 
CLHC-CORNS ONLY W/GRAFT(S),"$6,304.00 "
CLHC-CORNS ONLY W/RHC,"$7,184.50 "
CLHC-CORNS ONLY W/RHC & GRAFT(S),"$7,561.00 "
CLHC-CORNS W/LV,"$6,679.50 "
CLHC-CORNS W/LV & GRAFT(S),"$7,055.50 "
CLHC-CORNS W/LV & RHC,"$7,128.00 "
"CLHC-CORNS W/LV,RHC&GRAFT(S)","$7,504.50 "
CLHC-CORONARIES ONLY,"$4,678.50 "
CLHC-ELECTIVE CARDIOVERSION,$956.00 
CLHC-EVENT RECORDER IMPLANT,"$1,850.00 "
CLHC-EVERCROSS PTA BAL CATHAB35WXXXX0080,$707.50 
"CLHC-EXTREM ARTERY,NDL/INTRACATH,LEFT","$2,850.50 "
"CLHC-EXTREM ARTERY,NDL/INTRACATH,RT","$2,850.50 "
"CLHC-EXTREMITY,BILATERAL S&I","$4,990.00 "
"CLHC-EXTREMITY,UNILATERAL S&I","$4,990.00 "
"CLHC-FEMORAL,CONTRALATERAL---2ND ORDER","$2,695.50 "
"CLHC-FEMORAL,IPSILATERAL---1ST ORDER","$2,850.50 "
CLHC-GLIDEWIRE 150CM,$165.00 
CLHC-GUIDEWIRE .025-.035 (ALL LENGTHS),$44.50 
"CLHC-ILIAC,CONTRALATERAL---1ST ORDER","$2,406.50 "
"CLHC-ILIAC,IPSILATERAL---1ST ORDER","$2,406.50 "
"CLHC-ILIAC,IPSILATERAL---2ND ORDER","$2,695.50 "
CLHC-IMPLANT PRESSURE SENSOR W/ANGIO/RHC,"$4,698.00 "
CLHC-INFERIOR VENA CAVA VENOGRAM S&I,"$4,990.00 "
CLHC-INJECT AO ROOT W/ LHC,$134.00 
CLHC-INJECT PUL ART W/RHC,"$2,204.50 "
CLHC-O&M THERMOJECT KIT,$86.50 
CLHC-PERIPHERAL IVUS INITAL VESSEL,"$2,893.00 "
"CLHC-PERIPHERAL STENT, EACH ADD'L VESSEL","$17,976.50 "
"CLHC-PERIPHERAL STENT, INITIAL VESSEL","$17,946.50 "
CLHC-PRESTO INFLATION DEVICE,$189.00 
CLHC-PTA FEMORAL/POPLITEAL,"$15,605.50 "
"CLHC-PTA ILIAC, INITIAL","$8,598.00 "
"CLHC-PTA TIB AND/OR PERONEAL, EACH ADD'L","$7,964.00 "
"CLHC-PTA TIB AND/OR PERONEAL, INIT","$17,555.50 "
"CLHC-PTA,VENOUS,1ST VESSEL INC S+I","$13,717.00 "
"CLHC-PTA,VENOUS,EACH ADD'L VESSEL + S&I","$13,717.00 "
"CLHC-RENAL,1ST ORDER SELECT-BILATERAL","$8,614.50 "
"CLHC-RENAL,1ST ORDER SELECT-UNILATERAL","$5,486.00 "
CLHC-RIGHT HEART CATH,"$4,678.50 "
CLHC-RIGHT W/LV ONLY (NO CORNS),"$4,933.50 "
"CLHC-S&I VENOGRAM,BILATERAL","$2,159.00 "
"CLHC-S&I VENOGRAM,UNILATERAL,LEFT","$1,509.00 "
"CLHC-SHEATH,SUPER INTRODUCER 15-71XB",$71.00 
"CLHC-STENT & ARTHERECTOMY, FEMORAL/POPLI","$49,212.50 "
"CLHC-STENT, FEMORAL/POPLITEAL","$36,067.00 "
"CLHC-STENT, ILIAC, EA ADD'L IPSILATERAL","$18,654.50 "
"CLHC-STENT, ILIAC, INITIAL","$18,451.00 "
"CLHC-STENT,EVERFLEX ENTRUST 100MM EVD35","$7,074.00 "
"CLHC-STENT,EVERFLEX ENTRUST 120MM EVD35","$7,663.50 "
"CLHC-STENT,EVERFLEX ENTRUST 150MM EVD35","$7,860.00 "
"CLHC-STENT,EVERFLEX ENTRUST 20-80M EVD35","$6,681.00 "
"CLHC-SUBCLAVIAN,LEFT---1ST ORDER","$2,406.50 "
CLHC-TERUMO 10CM SHEATH 16035-10,$40.00 
CLHC-TYRX ABSORB ENVELOPE CMRM6132X,"$7,035.00 "
"CLHC-VENOGRAM, UNILATERAL, LEFT","$2,144.00 "
"CLHC-VENOGRAM,BILATERAL","$5,296.00 "
"CLHC-VENOUS STENTING, ADDITIONAL VESSEL","$7,964.00 "
"CLHC-VENOUS STENTING, INITIAL VESSEL","$17,946.50 "
CLIMARA 0.05MG/24HOUR PATCH,$38.33 
CLIMARA 0.1MG/24HOUR PATCH,$38.33 
CLIMARA 0.25MG/DAY 7 DAY PATCH,$59.26 
CLINDAMYCIN (CLEOCIN) 1% GEL 30 G,$315.80 
CLINDAMYCIN 150 MG,$4.62 
CLINDESSE 2% VAGINAL CREAM 5.8 G,$756.43 
CLIP ANEURT2 17-002-XX,"$2,873.00 "
CLIP ANEURYSM SUGITA #6607-940-66,"$2,067.00 "
CLIP ANEURYSM SUGITA #69 07-940-69,"$2,067.00 "
CLIP FOR LAPRA-TY XC200,$815.00 
CLIP GUN RELOAD,$102.50 
"CLIP GUN, DISPOSABLE",$487.50 
CLIP IMAGE GUID TISSUE MARKER 871017,$619.50 
CLIP SYN LOCKING 352.XXXX,$479.50 
"CLIP, ANEURT2 17-001-XX","$3,380.00 "
"CLIP, ANEURYS SUGITA #81,84,86,88","$1,878.50 "
"CLIP, ANEURYSM SUGITA # 1 AND 2","$2,004.50 "
"CLIP, ANEURYSM SUGITA #36 07-940-36","$2,122.00 "
"CLIP, ANEURYSM SUGITA #51,52","$2,067.00 "
"CLIP, ANEURYSM SUGITA #53,54","$2,067.00 "
"CLIP, ANEURYSM SUGITA #8 07-940-08","$2,004.50 "
"CLIP, AVM #4","$2,945.50 "
"CLIP, FILSHIE AVM-851",$631.50 
"CLIP, FOGARTY SPRING 6MM",$90.00 
"CLIP, HULKA",$293.00 
"CLIP,ALLIGATOR LARGE S-201-97-12",$101.00 
"CLIP,AVM #3","$2,945.50 "
"CLIP,LAPRO HEMOLOCK ABSORBABLE 88868488X",$453.00 
"CLIPS, RANEY",$54.00 
"CLIPS,MAMMOTOME MICROMARK",$616.50 
CLOBAZAM(ONFI)2.5MG/ML ORAL SUSPENSION,$27.96 
CLOBETASOL PROPIONATE 0.05% 15GM CREAM,$148.71 
CLOMIPRAMINE 75 MG,$4.62 
CLONAZEPAM .5 MG,$4.62 
CLONAZEPAM 1 MG,$4.62 
CLONAZEPAM 1 MG ODT,$5.84 
CLONIDINE 0.1MG TAB,$4.62 
CLONIDINE 0.1MG TAB(VEIN CENTER),$4.62 
CLONIDINE 0.2MG TAB,$4.62 
"CLONIDINE ORAL SUSPENSION, 1ML",$4.62 
CLONIDINE TTS 1,$8.85 
CLONIDINE TTS 2,$8.85 
CLONIDINE TTS 3,$8.85 
CLORAZAM (ONFI) 10MG TABLET,$43.79 
CLORAZEPAM 2 MG,$4.62 
CLORAZEPATE DIPOTASSIUM 7.5MG,$4.62 
CLORPACTIN WCS-90 2 GM,$38.33 
CLOSURE CARTER THOMASON CTI-512N,$936.50 
CLOSURE DEVICE MYNX 5/8F MXXX00,"$1,579.50 "
"CLOSURE, LAPAROSCOPIC",$29.50 
CLOSURE-PADLOCK CLIP,"$3,380.00 "
CLOTRIMAZOLE 10MG 1OZ,$7.12 
CLOTRIMAZOLE CREAM 1%,$38.33 
CLOTRIMAZOLE SOL. 1% 30 ML,$39.82 
CLOTRIMAZOLE TROCHE,$6.43 
CLOTRIMAZOLE VAG CR,$38.33 
CLOZAPINE 100MG TAB,$26.39 
CLOZAPINE 25MG U.D.,$9.98 
CL-P-ACUTE REVAS(DES+DCA+PTCA) LC,"$17,512.50 "
CL-P-ACUTE REVAS(DES+DCA+PTCA) LD,"$17,512.50 "
CL-P-ACUTE REVAS(DES+DCA+PTCA) LM,"$17,512.50 "
CL-P-ACUTE REVAS(DES+DCA+PTCA) RC,"$17,512.50 "
CL-P-ACUTE REVAS(STENT+DCA+PTCA) LC,"$17,512.50 "
CL-P-ACUTE REVAS(STENT+DCA+PTCA) LD,"$17,512.50 "
CL-P-ACUTE REVAS(STENT+DCA+PTCA) LM,"$17,512.50 "
CL-P-ACUTE REVAS(STENT+DCA+PTCA) RC,"$17,512.50 "
CL-P-ACUTE REVAS(STENT+DCA+PTCA) RI,"$17,512.50 "
CL-P-AORTIC VALVULOPLASTY,"$8,428.00 "
CL-P-ARTHERECTOMY FEMORAL/POPLITEAL,"$28,751.00 "
CL-P-BILATERAL EXTREMITY VENOGRAM,"$5,296.00 "
"CL-P-CAROTID/INNOMINATE ARTERY,BILATERAL","$14,260.00 "
"CL-P-CAROTID/INNOMINATE ARTERY,LEFT","$11,473.50 "
CL-P-CHRNIC REVAS(DES+DCA+PTCA)1VSL LC,"$17,512.50 "
CL-P-CHRNIC REVAS(DES+DCA+PTCA)1VSL RC,"$17,512.50 "
"CL-P-CHRNIC REVAS(DES+DCA+PTCA)1VSL,LD","$17,512.50 "
"CL-P-CHRNIC REVAS(DES+DCA+PTCA)1VSL,LM","$17,512.50 "
CL-P-CHRNIC REVAS(DES+DCA+PTCA)ADDL LC,"$14,089.00 "
"CL-P-CHRNIC REVAS(STENT+DCA+PTCA)1VSL,LD","$17,512.50 "
CL-P-CORNS ONLY W/GRAFT(S),"$6,304.00 "
CL-P-CORNS ONLY W/RHC,"$7,184.50 "
CL-P-CORNS ONLY W/RHC & GRAFT(S),"$7,561.00 "
CL-P-CORNS W/LV,"$6,679.50 "
CL-P-CORNS W/LV & GRAFT(S),"$7,055.50 "
CL-P-CORNS W/LV & RHC,"$7,128.00 "
"CL-P-CORNS W/LV,RHC&GRAFT(S)","$7,504.50 "
CL-P-CORONARIES ONLY,"$4,678.50 "
CLP-IMPLANT PRESSURE SENSOR W/ANGIO/RHC,"$4,698.00 "
CL-P-INJECT PUL ART W/RHC,"$2,204.50 "
CL-P-INSERT OR REPLACE PPM + A & V LEAD,"$3,386.00 "
CL-P-INSERT OR REPLACE PPM + A & V(KX),"$3,386.00 "
CL-P-INSERT OR REPLACE PPM+VENTRICULAR,"$3,256.00 "
CL-P-INSERT PPM W/EXISTING DUAL LEADS,"$5,918.00 "
CL-P-INSERT PPM W/EXSISTING SINGLE LEAD,"$6,015.50 "
CL-P-INSERT VAD ARTERY ACCESS,"$3,209.00 "
"CLP-INTRAVAS OPTIC COHERENCE TOMO,ADD'L","$1,552.00 "
CLP-INTRAVAS OPTICAL COHERENCE TOMOGRAPH,"$1,552.00 "
CL-P-LV ONLY,"$4,678.50 "
"CL-P-PERIPHERAL STENT, EACH ADD'L VESSEL","$17,976.50 "
"CL-P-PERIPHERAL STENT, INITIAL VESSEL","$17,946.50 "
CL-P-PRIMARY MECH ARTERIAL THROMBECTOMY,"$6,965.50 "
CL-P-PTA FEMORAL/POPLITEAL,"$15,605.50 "
"CL-P-PTA ILIAC, INITIAL","$8,598.00 "
"CLP-PTA,ARTERIAL,1ST VESSEL INCLUDE S&I","$16,267.00 "
"CLP-PTA,VENOUS,1ST VESSEL INC S&I","$13,717.00 "
CL-P-REMOVE & REPLACE PPM-DUAL LEAD SYS,"$8,759.50 "
CL-P-REMOVE VAD SEPARATE PROCEDURE,"$2,718.00 "
"CL-P-RENAL,1ST ORDER(ART)-BILATERAL+S&I","$8,614.50 "
"CL-P-RENAL,1ST ORDER(ART)UNILATERAL+S&I","$5,486.00 "
"CL-P-RENAL,1ST ORDER/BILATERAL W/LHC","$8,614.50 "
"CL-P-REVAS (PTCA) 1VSL, LC","$8,428.00 "
"CL-P-REVAS (PTCA) 1VSL, LD","$8,428.00 "
"CL-P-REVAS (PTCA) 1VSL, LM","$8,428.00 "
"CL-P-REVAS (PTCA) 1VSL, RC","$8,428.00 "
"CL-P-REVAS (PTCA) 1VSL, RI","$8,428.00 "
