Service Area|Px Code|Procedure Description|Default Rev Code|CPT(R)/HCPCS Code|Default Mod|Fee Schedule Group Name|Unit Price
WS SERVICE AREA|40010012|HC DRAIN ABSCESS MOUTH VESTIBULE|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|40801||WS HB DEFAULT|4,364.00
WS SERVICE AREA|40010013|HC FB REMOVE MOUTH SIMP|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|40804||WS HB DEFAULT|381.00
WS SERVICE AREA|40010014|HC FB REMOVE MOUTH COMP|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|40805||WS HB DEFAULT|4,364.00
WS SERVICE AREA|40010015|HC LAC FL MOUTH/TONGUE <2.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|41250||WS HB DEFAULT|647.00
WS SERVICE AREA|40010016|HC LAC POST MOUTH/TONGUE <2.5|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|41251||WS HB DEFAULT|1,922.00
WS SERVICE AREA|40010017|HC LAC COMP FL MOUTH/TONGUE > 2.6|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|41252||WS HB DEFAULT|2,482.00
WS SERVICE AREA|40010018|HC TONGUE/MOUTH SURGERY UNLISTED|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|41599||WS HB DEFAULT|1,957.00
WS SERVICE AREA|40010019|HC I&D DENTAL|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|41800||WS HB DEFAULT|822.00
WS SERVICE AREA|40010020|HC I&D PALATE/UVULA|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|42000||WS HB DEFAULT|1,922.00
WS SERVICE AREA|40010022|HC BIOPSY SALIVARY GLAND|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|42400||WS HB DEFAULT|3,258.00
WS SERVICE AREA|40010023|HC SIALOGRAM INJ|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|42550||WS HB DEFAULT|627.00
WS SERVICE AREA|40010024|HC I&D PERITONSILAR|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|42700||WS HB DEFAULT|1,922.00
WS SERVICE AREA|40010025|HC FB REMOVE PHARYNX|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|42809||WS HB DEFAULT|381.00
WS SERVICE AREA|40010026|HC VL GASTRO TUBE PLACEMENT PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|43246||WS HB DEFAULT|4,553.00
WS SERVICE AREA|40010027|HC DR NASO/ORO TUBE PLACEMENT FL GUIDED|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|43752||WS HB DEFAULT|1,223.00
WS SERVICE AREA|40010028|HC GASTRO INTUBATION WITH ASPIRATION|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|43753||WS HB DEFAULT|789.00
WS SERVICE AREA|40010029|HC CHANGE GASTROSTOMY TUBE PERCUTANEOUS NO GUIDANCE|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|43760||WS HB DEFAULT|2,665.00
WS SERVICE AREA|40010031|HC REPOSITION GASTROSTOMY TUBE|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|43761||WS HB DEFAULT|5,015.00
WS SERVICE AREA|40010032|HC VL GI TUBE REPOSITION|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|43761||WS HB DEFAULT|9,828.00
WS SERVICE AREA|40010033|HC RF ABLATE TX PULMONARY TUMOR PERC W IMAGING|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|32998||WS HB DEFAULT|13,564.00
WS SERVICE AREA|40010034|HC APPENDICEAL ABSCESS DRAINAGE PERC|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|44901||WS HB DEFAULT|3,625.00
WS SERVICE AREA|40010035|HC I&D RECTUM|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|45005||WS HB DEFAULT|7,075.00
WS SERVICE AREA|40010036|HC SIGMOID FB REMOVAL|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|45307||WS HB DEFAULT|8,649.00
WS SERVICE AREA|40010037|HC FLEX SIGMOID W/FB REMOVAL|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|45332||WS HB DEFAULT|2,052.00
WS SERVICE AREA|40010038|HC I&D ABSCESS PERIRECTAL|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|46040||WS HB DEFAULT|13,429.00
WS SERVICE AREA|40010039|HC I&D ABSCESS PERIANAL|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|46050||WS HB DEFAULT|7,075.00
WS SERVICE AREA|40010040|HC I&D HEMORRHOID|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|46083||WS HB DEFAULT|1,090.00
WS SERVICE AREA|40010042|HC LIVER NEEDLE BIOPSY PERC|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|47000||WS HB DEFAULT|3,662.00
WS SERVICE AREA|40010043|HC LIVER DRAINAGE PERC|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|47011||WS HB DEFAULT|2,820.00
WS SERVICE AREA|40010044|HC INPT INJECT/ASPIRATE LIVER CYST|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|47015||WS HB DEFAULT|7,665.00
WS SERVICE AREA|40010046|HC LIVER RADIOFREQ ABLATION MULTI SITES|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|47382||WS HB DEFAULT|3,658.00
WS SERVICE AREA|40010047|HC PERCUTANEOUS CHOLECYSTOSTOMY W S&I|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47490||WS HB DEFAULT|5,462.00
WS SERVICE AREA|40010048|HC VL CHOLANGIOGRAPHY INJ PTC PERC TRANSHEPATIC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47500||WS HB DEFAULT|2,023.00
WS SERVICE AREA|40010050|HC INJ TRANSHEPATIC CHOLANGIOGRAPHY T TUBE PERCUTANEOUS|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|47505||WS HB DEFAULT|1,031.00
WS SERVICE AREA|40010051|HC BILIARY INTRO PTC FOR DRAINAGE|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47510||WS HB DEFAULT|3,573.00
WS SERVICE AREA|40010052|HC VBILIARY DUCT INTRO STENT PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47511||WS HB DEFAULT|4,874.00
WS SERVICE AREA|40010053|HC BILIARY CHANGE DRAINAGE CATH|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47525||WS HB DEFAULT|3,222.00
WS SERVICE AREA|40010054|HC BILIARY TUBE REVISION REINSERT|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47530||WS HB DEFAULT|4,018.00
WS SERVICE AREA|40010055|HC BILIARY ENDOSCOPY WASH PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47552||WS HB DEFAULT|4,379.00
WS SERVICE AREA|40010056|HC BILIARY ENDOSCOPY BIOPSY SINGLE/MULTI|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47553||WS HB DEFAULT|4,011.00
WS SERVICE AREA|40010057|HC BILIARY ENDOSCOPY REMOVAL CALCUL|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47554||WS HB DEFAULT|5,039.00
WS SERVICE AREA|40010058|HC BILIARY ENDOSCOPY DILITATION W/O STENT|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47555||WS HB DEFAULT|4,379.00
WS SERVICE AREA|40010059|HC BILIARY ENDOSCOPY DILITATION WITH STENT|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47556||WS HB DEFAULT|4,643.00
WS SERVICE AREA|40010060|HC BILIARY STONE REMOVAL PROC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|47630||WS HB DEFAULT|4,006.00
WS SERVICE AREA|40010061|HC INPATIENT PANCREATITIS DRAIN|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|48000||WS HB DEFAULT|7,654.00
WS SERVICE AREA|40010062|HC PANCREAS NEEDLE BIOPSY PERC|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|48102||WS HB DEFAULT|2,864.00
WS SERVICE AREA|40010063|HC PANCREAS DRAIN PSEUDOCYST PERC|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|48511||WS HB DEFAULT|3,499.00
WS SERVICE AREA|40010064|HC PERITONEAL ABSCESS DRAIN|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|49021||WS HB DEFAULT|4,032.00
WS SERVICE AREA|40010065|HC RADIOFREQ ABLATION LIVER 1 OR MORE TUMORS|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|47382||WS HB DEFAULT|2,545.00
WS SERVICE AREA|40010066|HC SUBPHRENIC/SUBDIAPPHRAGM ABSCESS DRAIN PERC|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|49041||WS HB DEFAULT|2,464.00
WS SERVICE AREA|40010067|HC RETROPERITONEAL ABSCESS DRAIN|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49061||WS HB DEFAULT|3,401.00
WS SERVICE AREA|40010070|HC PARACENTESIS ABDOMINAL W/O IMAGE GUIDANCE|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|49082||WS HB DEFAULT|1,441.00
WS SERVICE AREA|40010072|HC PARACENTESIS ABDOMINAL WITH IMAGE GUIDANCE|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49083||WS HB DEFAULT|3,054.00
WS SERVICE AREA|40010074|HC PERITONEAL LAVAGE WITH GUIDANCE|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49084||WS HB DEFAULT|3,861.00
WS SERVICE AREA|40010075|HC ABDOMINAL/RETROPERITONEAL BIOPSY PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49180||WS HB DEFAULT|3,693.00
WS SERVICE AREA|40010076|HC ABDOMINAL/RETROPERITONEAL BIOPSY PERC|EMERGENCY ROOM - GENERAL CLASSIFICATION [0450]|49084||WS HB DEFAULT|1,200.00
WS SERVICE AREA|40010077|HC INJ AIR/CST PERITONEAL CAVITY|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49400||WS HB DEFAULT|2,540.00
WS SERVICE AREA|40010078|HC FIDUCIAL MRKR INTRA ABD/PELVIC AND OR RETRO PERITONEUM|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49411||WS HB DEFAULT|3,673.00
WS SERVICE AREA|40010079|HC TUNNEL IP CATH INSERT COMPLETE|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49418||WS HB DEFAULT|16,028.00
WS SERVICE AREA|40010080|HC TUNNEL IP CATH INSERT W/PORT IMPLANT|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49419||WS HB DEFAULT|6,718.00
WS SERVICE AREA|40010081|HC TUNNEL IP CATH INSERT DIALYSIS OPEN|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49421||WS HB DEFAULT|3,370.00
WS SERVICE AREA|40010082|HC TUNNEL IP CATH REMOVAL|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49422||WS HB DEFAULT|4,443.00
WS SERVICE AREA|40010083|HC EXCHANGE DRAINAGE CATH|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49423||WS HB DEFAULT|1,670.00
WS SERVICE AREA|40010085|HC ASSESS CYST CONTRAST INJ|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49424||WS HB DEFAULT|921.00
WS SERVICE AREA|40010087|HC INJ ABDOMINAL SHUNT|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|49427||WS HB DEFAULT|734.00
WS SERVICE AREA|40010088|HC GASTRIC TUBE PLACEMENT W GUIDANCE PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49440||WS HB DEFAULT|11,920.00
WS SERVICE AREA|40010089|HC DUODEN/JEJUN TUBE PLACEMENT W GUIDANCE PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49441||WS HB DEFAULT|11,920.00
WS SERVICE AREA|40010090|HC GASTRO CONVERSION TO G-J TUBE PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49446||WS HB DEFAULT|11,637.00
WS SERVICE AREA|40010091|HC GASTRO/CECOSTOMY TUBE REPLACEMENT PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49450||WS HB DEFAULT|4,736.00
WS SERVICE AREA|40010092|HC DUODENOS/JEJUNOS TUBE REPLACEMENT|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49451||WS HB DEFAULT|7,973.00
WS SERVICE AREA|40010093|HC GASTRO/JEJUNOSTOMY TUBE REPLACEMENT|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49452||WS HB DEFAULT|11,057.00
WS SERVICE AREA|40010094|HC G COLON TUBE FIX W DEVICE FL GUIDE|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49460||WS HB DEFAULT|2,167.00
WS SERVICE AREA|40010095|HC G COLON TUBE CST INJ EVAL PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|49465||WS HB DEFAULT|2,796.00
WS SERVICE AREA|40010096|HC ESOPHAGOSCOPY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43200||WS HB DEFAULT|2,622.00
WS SERVICE AREA|40010097|HC GASTRO/ESOPHAGEAL PROSTHESIS|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43219||WS HB DEFAULT|7,833.00
WS SERVICE AREA|40010098|HC ESOPHAG GUIDE WIRE INSERT|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43226||WS HB DEFAULT|371.00
WS SERVICE AREA|40010099|HC ESOPHAGOSCOPY ABLATION|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43228||WS HB DEFAULT|2,242.00
WS SERVICE AREA|40010100|HC ESOPHAGOGASTODUODENOSCOPY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43235||WS HB DEFAULT|3,587.00
WS SERVICE AREA|40010101|HC GASTRO DIRECT SUBMUCOSAL INJ|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43236||WS HB DEFAULT|413.00
WS SERVICE AREA|40010102|HC GASTRO BIOPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43239||WS HB DEFAULT|371.00
WS SERVICE AREA|40010103|HC GASTRO TRANSMURAL DRAIN PSEUDOCYS|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43240||WS HB DEFAULT|372.00
WS SERVICE AREA|40010104|HC GASTRO/FEEDING TUBE INSERTION|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43241||WS HB DEFAULT|113.00
WS SERVICE AREA|40010105|HC EUS UPPER ENDO/NEEDLE BX|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43242||WS HB DEFAULT|5,245.00
WS SERVICE AREA|40010106|HC GASTRO/SCLEROTHERAPY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43243||WS HB DEFAULT|413.00
WS SERVICE AREA|40010107|HC GASTRO/ESOPHAGEAL BAND LIGATION|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43244||WS HB DEFAULT|525.00
WS SERVICE AREA|40010108|HC GASTRO/THRU THE SCOPE DILATION|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43245||WS HB DEFAULT|926.00
WS SERVICE AREA|40010109|HC GASTROSTOMY TUBE PLACEMENT PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|43246||WS HB DEFAULT|1,098.00
WS SERVICE AREA|40010110|HC GASTRO FB REMOVAL|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43247||WS HB DEFAULT|500.00
WS SERVICE AREA|40010111|HC EGD W/INSERT GUIDEWIRE|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43248||WS HB DEFAULT|328.00
WS SERVICE AREA|40010112|HC GASTRO HOT BX|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43250||WS HB DEFAULT|478.00
WS SERVICE AREA|40010113|HC GASTRO POLYPECTOMY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43251||WS HB DEFAULT|424.00
WS SERVICE AREA|40010114|HC GASTRO CONTROL BLEEDING|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43255||WS HB DEFAULT|391.00
WS SERVICE AREA|40010115|HC EGD W/ STENT|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43256||WS HB DEFAULT|1,556.00
WS SERVICE AREA|40010116|HC GASTRO LASER|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43258||WS HB DEFAULT|2,242.00
WS SERVICE AREA|40010117|HC ENDOSCOPIC ULTRASOUND UPPER|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43259||WS HB DEFAULT|4,160.00
WS SERVICE AREA|40010118|HC ERCP PROCEDURE|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43260||WS HB DEFAULT|5,008.00
WS SERVICE AREA|40010119|HC ERCP BIOPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43261||WS HB DEFAULT|371.00
WS SERVICE AREA|40010120|HC ERCP PAP|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43262||WS HB DEFAULT|2,816.00
WS SERVICE AREA|40010121|HC ERCP MOTILITY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43263||WS HB DEFAULT|850.00
WS SERVICE AREA|40010122|HC ERCP STONE REMOVAL|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43264||WS HB DEFAULT|444.00
WS SERVICE AREA|40010123|HC ERCP LITHOTRIPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43265||WS HB DEFAULT|2,720.00
WS SERVICE AREA|40010124|HC ERCP NB DRAIN|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43267||WS HB DEFAULT|289.00
WS SERVICE AREA|40010125|HC ERCP STENT PLACEMENT|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43268||WS HB DEFAULT|344.00
WS SERVICE AREA|40010126|HC ERCP STENT CHANGE|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43269||WS HB DEFAULT|344.00
WS SERVICE AREA|40010127|HC ERCP DUCT DILATION|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43271||WS HB DEFAULT|926.00
WS SERVICE AREA|40010128|HC ERCP ABLATION|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43272||WS HB DEFAULT|1,786.00
WS SERVICE AREA|40010129|HC ESOPHAGEAL DIL BY UNGUIDED SOUND OR BOUGIE|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43450||WS HB DEFAULT|2,287.00
WS SERVICE AREA|40010130|HC ESOPHAGUS DILATION OVER GUIDE WIRE|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43453||WS HB DEFAULT|2,352.00
WS SERVICE AREA|40010131|HC DIL OF ESOPHAGUS W BALLOON FOR ACHALASIA|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43458||WS HB DEFAULT|892.00
WS SERVICE AREA|40010132|HC GASTRIC LAVAGE|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43753||WS HB DEFAULT|516.00
WS SERVICE AREA|40010133|HC GASTRIC ANALYSIS|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|43755||WS HB DEFAULT|1,696.00
WS SERVICE AREA|40010134|HC ENTEROSCOPY SM BOWEL/PEJ|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|44372||WS HB DEFAULT|740.00
WS SERVICE AREA|40010135|HC ENTEROSCOPY-SMALL BOWEL|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|44376||WS HB DEFAULT|4,590.00
WS SERVICE AREA|40010136|HC ENTEROSCOPY-W/BIOPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|44377||WS HB DEFAULT|445.00
WS SERVICE AREA|40010137|HC ENTEROSCOPY-W/CONTROL OF BLEEDING|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|44378||WS HB DEFAULT|415.00
WS SERVICE AREA|40010138|HC INTRO GASTROINTESTINAL TUBE|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|44500||WS HB DEFAULT|1,356.00
WS SERVICE AREA|40010139|HC SIGMOIDOSCOPY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45300||WS HB DEFAULT|613.00
WS SERVICE AREA|40010140|HC SIGMOIDOSCOPY BIOPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45305||WS HB DEFAULT|935.00
WS SERVICE AREA|40010141|HC SIGMOID FB REMOVAL|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45307||WS HB DEFAULT|935.00
WS SERVICE AREA|40010142|HC SIGMOID HOT BIOPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45308||WS HB DEFAULT|841.00
WS SERVICE AREA|40010143|HC SIGMOID POLYPECTOMY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45309||WS HB DEFAULT|935.00
WS SERVICE AREA|40010144|HC SIGMOID COAGULATION|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45317||WS HB DEFAULT|935.00
WS SERVICE AREA|40010145|HC FLEX SIGMOIDOSCOPY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45330||WS HB DEFAULT|2,344.00
WS SERVICE AREA|40010146|HC FLEX SIGMOID BIOPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45331||WS HB DEFAULT|371.00
WS SERVICE AREA|40010147|HC FLEX SIGMOID W/FB REMOVAL|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45332||WS HB DEFAULT|395.00
WS SERVICE AREA|40010148|HC FLEX SIGMOID HOT BIOPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45333||WS HB DEFAULT|478.00
WS SERVICE AREA|40010149|HC FLEX SIGMOID CONTROL BLEEDING|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45334||WS HB DEFAULT|346.00
WS SERVICE AREA|40010150|HC FLEX SIGMOID W/ INJ|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45335||WS HB DEFAULT|328.00
WS SERVICE AREA|40010151|HC FLEX SIGMOID DECOMPRESSION|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45337||WS HB DEFAULT|375.00
WS SERVICE AREA|40010152|HC FLEX SIGMOID POLYP|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45338||WS HB DEFAULT|378.00
WS SERVICE AREA|40010153|HC FLEX SIGMOID LASER|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45339||WS HB DEFAULT|2,430.00
WS SERVICE AREA|40010154|HC FLEX SIGMOID W/ DIL|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45340||WS HB DEFAULT|990.00
WS SERVICE AREA|40010155|HC ENDOSCOPIC ULTRASOUND LOWER|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45341||WS HB DEFAULT|3,881.00
WS SERVICE AREA|40010156|HC EUS LOWER ENDO/NEEDLE BX|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45342||WS HB DEFAULT|4,104.00
WS SERVICE AREA|40010157|HC FLEX SIGMOID W/ STENT|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45345||WS HB DEFAULT|1,038.00
WS SERVICE AREA|34010046|HC TC 99M EXAMETAZIME AUTO WBC STUDY DOSE|NUCLEAR MEDICINE - DIAGNOSTIC RADIOPHARMACEUTICALS [0343]|A9569||WS HB DEFAULT|3,033.50
WS SERVICE AREA|40010158|HC COLONOSCOPY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45378||WS HB DEFAULT|4,141.00
WS SERVICE AREA|40010159|HC COLONOSCOPY FB REMOVAL|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45379||WS HB DEFAULT|395.00
WS SERVICE AREA|34010047|HC IN-111 OXYQUINOLINE AUTO WBC DX  STUDY DOSE|NUCLEAR MEDICINE - DIAGNOSTIC RADIOPHARMACEUTICALS [0343]|A9570||WS HB DEFAULT|4,069.00
WS SERVICE AREA|40010160|HC COLONOSCOPY BIOPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45380||WS HB DEFAULT|371.00
WS SERVICE AREA|40010161|HC COLONOSCOPY W/ INJ|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45381||WS HB DEFAULT|413.00
WS SERVICE AREA|40010162|HC COLONOSCOPY CONTROL BLEEDING|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45382||WS HB DEFAULT|391.00
WS SERVICE AREA|40010163|HC COLONOSCOPY LASER|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45383||WS HB DEFAULT|2,242.00
WS SERVICE AREA|40010164|HC COLONOSCOPY HOT BIOPSY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45384||WS HB DEFAULT|478.00
WS SERVICE AREA|40010165|HC COLONOSCOPY POLYP|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45385||WS HB DEFAULT|476.00
WS SERVICE AREA|40010166|HC COLONOSCOPY DIL|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45386||WS HB DEFAULT|825.00
WS SERVICE AREA|40010167|HC COLONOSCOPY W/ STENT|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|45387||WS HB DEFAULT|1,028.00
WS SERVICE AREA|40010168|HC HEMORRHOIDAL BANDING|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|46221||WS HB DEFAULT|1,187.00
WS SERVICE AREA|40010169|HC ANOSCOPY|OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]|46600||WS HB DEFAULT|271.00
WS SERVICE AREA|50010010|HC RENAL/PERIRENAL ABSCESS DRAIN PERC|SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761]|50021||WS HB DEFAULT|2,315.00
WS SERVICE AREA|50010011|HC NEPHROSTOLITHOTOMY UP TO 2CM PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|50080||WS HB DEFAULT|11,023.00
WS SERVICE AREA|50010012|HC RENAL NEEDLE BIOPSY PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|50200||WS HB DEFAULT|4,448.00
WS SERVICE AREA|50010015|HC URETERAL STENT EXCHANGE PERC|OPERATING ROOM SERVICES - MINOR SURGERY [0361]|50382||WS HB DEFAULT|20,012.00
