Service Area,Description,Revenue Code,Charge Patient Pay
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GOLD PROBE ELECTROHEMOSTASIS 10FRX300CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],492
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUID VASCULAR  5FR LFT 1.5 CORONARY 100CM W/O HY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE 5F EBU 4.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE 5FR JL 4.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE 5FR JR EBU 4.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE 6FR RBU 4.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE 6FR SAL 3.5 LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE 7FR JL 4.0A LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 5FR JL3,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 6FR 90CM  AL1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 6FR AL2 90CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 6FR CHAMP1,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 6FR EBU4.5W/SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 6FR EBU5.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 6FR JL3.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 6FR LCB 90CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 7FR AR1.0 W/SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 7FR HIS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 7FR JL3.5 W/SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 7FR JR3.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 7FR LCB W/SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDE LAUNCHER 7FR RCB W/SH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 5.0MM MEDTRONIC EBU,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 5F 100 CM JL5.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 5F 100CM AL30 CORONARY LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 5F JR 3.5 100CM CORONARY LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 5FR 100CM CORONARY LAUNCHER LCB,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 5FR ERAD RIGHT SHORT TIP 100CM CORONARY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 5FR LARA 100CM CORONARY LAUNCHER .058IN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 5FR MRESS 100CM CORONARY LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 5FR PAPA 100CM CORONARY LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 6FR 100CM JR3.0 CORONARY LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 6FR 100CM MAC 3.0 30 DEGREE CORONARY LAU,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH GUIDING 6FR SAL1 100CM CORONARY LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH HEMOSTASIS GOLDPROBE 7FR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,150.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH IABP 7.5FR 34CCINSERTION KIT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,598.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH INFUS 5FR 40CM 135CMRIPHERAL UNI-FUSE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],479
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH INFUSION,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],479
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH INFUSION 4F 90CM X 10CM  UNIFUSE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],479
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH INFUSION 90X10X5FR FOUNTA,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],58
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH INJECTION GOLD PROBE BIPOLAR 10FRX25GA D-123549,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,150.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH INTRO SALINE/CONTR FOR HY,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],89
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH JETSTREAM 1.6MM ATHRECTOMY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"5,088.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH LAB SHEATHINTRO SE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],157
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH LASER TURBO ELITE 2.3MM X 120CM OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"4,452.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH MACH 1 8F HOCKEY STICK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],141
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH MAPPING ACHIEVE 15MM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"2,886.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH MICROSHEATH XL VERTEBRAL 110CM PERIPHERAL SUPPOR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],914
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH MULTIPURP LONG 10FX45CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],328
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH MULTIPURP SHORT 10FX25CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],247
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH MULTIPURP SHORT 8FX25CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],247
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH PENTARAY NAV MAPPING,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"3,150.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH PERFORMA ULTIMATE RADIAL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,010.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH PIGTAIL ACCU VU,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH PIGTAIL FLUSH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],43
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH PLEURX ONE CODE PERITONEAL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"2,720.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH PORT CLEARVUE LOW PROF,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,235.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH PROXI ANGIOJE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"4,476.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH PULM 110CM 8FR PENTALUMEN 5 LUMEN THERMODILUTION,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],741
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH RADIAL PAQUE TIP KUMPE 5F,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],34
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH SAFIRE TX LRG CURL 8MM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,270.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH SOFT-VU  BERENSTEIN  5FR 65CM  5/BX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],42
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH THERMODILUTION 7FR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],747
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH THROMB 60ML 3MM 135CM ANGIOJET SPIROFLEX VG D- 3,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"2,775.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH TIP ANGIOGRAPHY 5FR 65CM 0.038IN DIAGNOSTIC C2 T,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],42
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH TRIALYSIS STRAIGHT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],734
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH TRIALYSIS STRAIGHT 15CM PWR TL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"2,781.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH TRIALYSIS STRAIGHT 20CM POWER TL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],734
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH TRIALYSIS STRAIGHT 24CM POWER TL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],734
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH ULTRASOUND 8FR 90 CM REPROCESSED ACUNAV,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"2,226.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH UMBILICAL ARTERY FOR DX OR THERAPY NEWBORN,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],626
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH UMBILICAL VEIN FOR DX OR THERAPY NEWBORN,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],626
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH URINE SAMPLE,LABORATORY - GENERAL CLASSIFICATION [0300],11
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH URINE SAMPLE,LABORATORY - GENERAL CLASSIFICATION [0300],11
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH USHER FLOWCARDIA 123CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],914
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH VANSCHIE 5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],213
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH VAS BEACON TIP CEREBRAL 5FR 65CM HYDROPHILIC COA,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],157
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH VAS OMNI FLUSH 5FR 70CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],690
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH VASCULAR ATHERECTOMY XC 2.4MM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"5,088.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH VASCULAR GS SET PERC MALL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],592
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH VASCULAR KUMPE 5FR 40CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],126
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH VASCULAR MULTIPURPOSE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],377
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH VASCULAR SIZING OMNIFLUSH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],68
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH/RESIDUAL URINE,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],147
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATH/RESIDUAL URINE,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],167
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"Cathartic Laxatives Profile, Stool - Magnesium(Beaker)",LABORATORY - CHEMISTRY [0301],58
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATHETER 0.9 LASER VITESSE X-8,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],"5,417.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATHETER 5F MRADIAL LAUNCHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATHETER 8F ACUNAV,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"5,747.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATHETER ANGIOGRAPHY DIAGNOSTIC BERN IMPRESS 0.038 IN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],39
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATHETER DIAGNOSTIC MPA  HNB5.0-38-65-P-NS-MPA,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],42
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CATHETER QUICKCAT EXTRACTION,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,869.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - INDUSTRIAL SERVICES 30 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - INDUSTRIAL SERVICES 60 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],90
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - PWS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - PWS CX/NS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],21
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WORKFIT NS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],36
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WORKFIT SCREEN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],90
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WORKWELL FCE 1 DAY,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],315
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WS PWS NO-SHOW/100,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],60
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WS PWS NO-SHOW/140,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],84
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WS PWS NO-SHOW/160,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],96
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WS PWS NO-SHOW/75,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WS PWS/130,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],78
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WS PWS/140,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],84
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WS PWS/150,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],90
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WS PWS/160,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],96
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB - WS PWS/175,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],105
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"CBC, PLATELET AND DIFF",LABORATORY - HEMATOLOGY [0305],191
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CBC/DIFF,LABORATORY - HEMATOLOGY [0305],67
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CBC/DIFF (Beaker),LABORATORY - HEMATOLOGY [0305],191
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CBC/PLATELET (Beaker),LABORATORY - HEMATOLOGY [0305],142
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-FCE 1 DAY (16UNITS OF 97750),PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],395
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-FCE 2 DAY (24UNITS OF 97750),PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],658
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-IND SVC 1H,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],109
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-IND SVC 30 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],55
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-PWS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-PWS CX/NS/FAIL,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],23
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-PWS WORKWELL,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-PWS/160,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],106
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-PWS/WS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],99
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-PWS/WS(140),PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],92
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-PWS/WSTEPS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],99
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-WORKFIT SCREEN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],90
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CB-WS PWS NO-SHOW/75,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],50
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"CD19 B CELL, TOTAL COUNT",LABORATORY - IMMUNOLOGY [0302],85
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CD24 Antigen by Flow Cytometry(Beaker),LABORATORY PATHOLOGICAL - CYTOLOGY [0311],92
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CD26 Antigen by Flow Cytometry(Beaker),LABORATORY PATHOLOGICAL - CYTOLOGY [0311],92
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CD34 DIFFERNTATN ANTIGEN-BY FL,LABORATORY - IMMUNOLOGY [0302],177
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CD45 DIFFRNTATN ANTIGEN-BY FLO,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],151
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CD7 T CELL ANTIGEN-BY FLOW CYT,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],92
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CD8 T CELL ANTIGEN-BY FLOW CYT,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],92
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CELL BLOCK,LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],376
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CEMENT CARTRIDGE CC02A CDS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],236
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CEMENT GUN AND BONE FILLER CDS3A SIZE 3,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,171.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CENTROMERE B AB,LABORATORY - IMMUNOLOGY [0302],224
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Cephalometric Analysis,SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444],143
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CERULOPLASMIN ASSAY (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],352
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CERVICAL MYELOGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],540
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CERVICAL SPINE 2-3 VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],212
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CERVICAL SPINE INFUSION ONLY,CT SCAN - GENERAL CLASSIFICATION [0350],"1,814.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CERVICAL SPINE MIN 4 VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],291
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CERVICAL SPINE SINGLE VIEW,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],211
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CERVICAL SPINE W&W/O INFUSION,CT SCAN - GENERAL CLASSIFICATION [0350],"1,790.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CERVICAL SPINE W/O INF,CT SCAN - GENERAL CLASSIFICATION [0350],"1,218.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CERVIX EXCISION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],"1,585.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CESSJ THERAPY CATH REMOVAL,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],"2,795.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CESSJ THERAPY CATH REMOVAL,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],"10,450.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,C-FMT-8.0-120 FEEDING TUBE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],186
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CHANGE GASTROSTOMY TUBE,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],433
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CHANGE OF WINDPIPE AIRWAY,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],193
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CHANGE OF WINDPIPE AIRWAY,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],266
WAKE FOREST BAPTIST MEDICAL CENTER High Point,CHARGE PHYS BLD BANK CONSULT,LABORATORY - GENERAL CLASSIFICATION [0300],562
