Service Area,Description,Revenue Code,Charge Patient Pay
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7MM/15CM SOFT 2DSR COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,104.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7MM/21CM ORBIT COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,493.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7MM/21CM ORBIT COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,602.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7MM/40MM VORTEX COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],107
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7MM/5CM VIABAHN STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"3,828.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7MM/7MM HYPERFORM OCC. BAL.,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,696.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7x20x80 cm Armada Balloon,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],323.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7X2X80 STERLING BALLOON CATHET,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],479.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7x40x80 cm Armada Balloon,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],323.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,7X4X80 STERLING BALLOON CATHET,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],479.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 FR Pinnacle Precision Sheath,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],56
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 FR Securment Device,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],156
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8 FR X 45CM AXCESS INTRODUCER, MULTIPURPOSE CURVE",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],106
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8 Fr x 63cm Fast-Cath Guiding Introducer, Swartz Transseptal SL1 curve",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],352.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 Fr/5mm tip Std Curve 7 Fr Std shaft 110cm Quad 2.5mm spacing Blazer II Temp Ablat Cath,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,043.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 GA SPINE WAND,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"2,705.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 1.50 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 1.50 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 1.50 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 X 15 GALAXY FILL COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,705.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 2.0 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 2.0 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],222
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 2.25 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],222
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 2.50 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],222
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 2.75 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],222
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 X 24 GALAXY FILL COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,705.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 X 25 CLASSIC SPLITTABLE SHEATH CLS-2508,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],114
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 3.0 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 3.0 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],222
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 3.25 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 3.25 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],222
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 3.50 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 3.50 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],222
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 3.75 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 3.75 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],222
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 X 30 GALAXY FRAME COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,705.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 X 38 X 135 OMNILINK STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,478.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 4.0 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x 4.00 Emerge Balloon OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],222
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 X 40 X 135 ABSOL. PRO STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,380.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 X 59 GENESIS STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,395.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 X 60 X 135 ABSOL. PRO STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,380.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x2.25 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x2.50 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8 x2.75 Emerge Balloon Monorail,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.0 X 100 X 75 MUSTANG BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],286
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.0 X 2.5 GLIDER BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"3,303.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.0 X 20 X 75 MUSTANG BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],286
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.0 X 40 X 75 MUSTANG BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],286
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.0 X 80 X 75 MUSTANG BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],286
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.0/3.0 GLIDER BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],332.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.0FR DENNY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],144
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.0MM X 19MM, 135CM OTW DELIVERY, VASC BALL-EXPAND STNT SYS",MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,196.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.0MM X 29MM, 135CM OTW DELIVERY, VASC BALL-EXPAND STNT SYS",MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,196.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.0MMX2CMX135CM PERIPH CUTTING,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,147.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.0mmX60mm, 135cm deliv, Absolute Pro .035 Biliary Self-Expand Stent Sys",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,380.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.3F MALECOT W/ 5F STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],529.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5 BILIARY CATHETER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],369.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5 DAWSON MUELLER CATHETER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],179
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5 F GUIDING SHEATH 406849,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],332.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5 F GUIDING SHEATH SR1 406854,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],294
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.5 Fr x 60cm Fast-Cath Guiding Introducer, RAMP Fixed-Curve",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],328.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5 MACLOC BILIARY CATHETER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],176
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5 X 10CM AMPLATZ URETERAL ST,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],302
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5 X 12 AMPLATZ URETERAL STEN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],302
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5 X 12 FAST CATH 406123,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],16
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5/81 SWARTZ SLO,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],410.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5F TIPS CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],204
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5F X 15CM DRAINAGE CATHETER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],134
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5F X 25CM DRAINAGE CATHETER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],134
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.5Fr x 15cm Ultrathane Dawson-Mueller Drainage Catheter, Mac-Loc Lock",MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],179
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.5Fr x 60cm HeartSpan Fixed Curved Braided Transseptal Sheath, 55-Deg curved",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],323.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.5Fr x 60cm x 0.038"" Fast-Cath Guiding Introducer",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],308
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.5Fr x 63cm TorFlex Transseptal Guiding Sheath, 135-deg curve, 0.032in x 180cm max guidewire",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],323.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.5Fr x 63cm TorFlex Transseptal Guiding Sheath, 45-deg curve, 0.032in x 180cm max guidewire",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],323.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.5Fr x 63cm TorFlex Transseptal Guiding Sheath, 55-deg curve, 0.032in x 180cm max guidewire",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],322.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"8.5Fr x 81cm TorFlex Transseptal Guiding Sheath, 135-deg curve, 0.032in x 180cm max guidewire",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],323.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8.5MM/11.5MM OCCLUSION BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],416.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/1.20 Mini-Trek Rx,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/1.5 APEX FLEX RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/1.5 APEX FLOW OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/1.5 APEX PUSH OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],381.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/1.5 APEX PUSH RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],381.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/1.5 Glider Balloon Rx,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],332.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/1.5 NCTREK OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/10 URETERAL STENT SYSTEM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],199
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2 STERLING BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],479.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.0 APEX OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.0 APEX RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],381.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.0 Glider Balloon Rx,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],332.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.0 NCTREK OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.25 NC TREK OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.25 PROMUS ELEMENT MR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,168.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.25 QUANTUM APEX OTW BALLOO,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.25 RESOLUTE INTEGRITY STEN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],685.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.25 Xience Xpedition SV Rx,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,003.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.5 APEX OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.5 APEX RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.5 INTEGRITY STENT RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,137.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.5 NC TREK OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.5 PROMUS ELEMENT MR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,168.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.5 QUANTUM APEX OTW BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.5 QUANTUM APEX RX BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.5 Xience Xpedition Rx,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,003.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.75 APEX RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.75 INTEGRITY STENT RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,137.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.75 NC TREK OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.75 PROMUS ELEMENT MR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,168.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.75 QUANTUM APEX OTW BALLOO,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.75 QUANTUM APEX RX BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.75 RESOLUTE INTEGRITY STEN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,777.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/2.75 Xience Xpedition Rx,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,003.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/20 URETERAL STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],199
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/20/135 FOXCROSS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/20/135 PRECISE RX STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,401.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/20-3D AXIUM MICRO PGLA COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,542.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/20-3D AXIUM PLATINUM COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,085.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/22 NEPHROURETERAL STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],183
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/24 NEPHROURETERAL STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],183
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/26 NEPHROURETERAL STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],183
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/28 NEPHROURETERAL STENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],183
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/29/80 GENESIS STENT (IMPLANT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,255.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.0 APEX OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.0 APEX RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.0 NC TREK OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.0 PROMUS ELEMENT MR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,168.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.0 QUANTUM APEX OTW BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.0 QUANTUM APEX RX BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.0 QUANTUM APEX RX BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.0 Xience Xpedition Rx,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,003.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.25 APEX RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.25 NC TREK OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.25 QUANTUM APEX OTW BALLOO,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.25 Xience Xpedition Rx,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,003.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.5 APEX OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],381.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.5 APEX RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.5 NC TREK OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.5 PROMUS ELEMENT MR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,168.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.5 QUANTUM APEX OTW BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.5 QUANTUM APEX RX BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.5 Xience Xpedition Rx,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,003.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.75 APEX RX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.75 NC TREK OTW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],296
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.75 QUANTUM APEX OTW BALLOO,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,8/3.75 QUANTUM APEX RX BALLOON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],347.00
