"The University of Texas MD Anderson Cancer Center
Pharmacy Charge List",,,,
The pharmacy list below reflects the average charge per date of service from May 2018 to October 2018 is are subject to change.,,,,
280,,J2185,MEROPENEM 1 MG/ML INJ (DESENSITIZATION),$201
281,,J2185,MEROPENEM 50 MG/ML INJ CONTAINER,$430
282,,J2185,MEROPENEM 500 MG INTRAVENOUS SOLUTION,$153
283,,J2212,METHYLNALTREXONE 12 MG/0.6 ML SUBCUTANEOUS SOLUTION,$260
284,,J2248,MICAFUNGIN 100 MG INTRAVENOUS SOLUTION,"$1,189"
285,,J2250,MIDAZOLAM (PF) 2 MG/2 ML (1 MG/ML) INJECTION SYRINGE,$11
286,,J2250,MIDAZOLAM 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,$147
287,,J2250,MIDAZOLAM 1 MG/ML INJECTION SOLUTION,$9
288,,J2250,MIDAZOLAM 5 MG/ML INJECTION SOLUTION,$85
289,,J2260,MILRINONE 1 MG/ML INTRAVENOUS SOLUTION,$167
290,,J2260,MILRINONE 20 MG/100 ML(200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS PIGGYBK,$182
291,,J2265,MINOCYCLINE 100 MG INTRAVENOUS SOLUTION,$911
292,,J2265,MINOCYCLINE 20 MG/ML INJECTION,$807
293,,J2270,MORPHINE (BULK) 100 % POWDER,$8
294,,J2270,MORPHINE (PF) 1 MG/ML INJECTION SOLUTION,$29
295,,J2270,MORPHINE 10 MG/ML INJECTION SOLUTION,$24
296,,J2270,MORPHINE 10 MG/ML INTRAVENOUS SOLUTION,$143
297,,J2270,MORPHINE 2 MG/ML (1 ML) IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SYRINGE,$20
298,,J2270,MORPHINE 2 MG/ML INJ CONTAINER,$32
299,,J2270,MORPHINE 2 MG/ML INJECTION SOLUTION,$23
300,,J2270,MORPHINE 2 MG/ML INJECTION SYRINGE,$21
301,,J2270,MORPHINE 2 MG/ML INTRAVENOUS CARTRIDGE,$14
302,,J2270,MORPHINE 30 MG/30 ML (1 MG/ML) INTRAVENOUS PCA SYRINGE,$47
303,,J2270,MORPHINE 30 MG/30 ML (1 MG/ML) INTRAVENOUS SOLUTION,$46
304,,J2270,MORPHINE 30 MG/30 ML PCA SYRINGE (PREMIX) (PALLIATIVE),$52
305,,J2270,MORPHINE 30 MG/30 ML PCA SYRINGE (PREMIX) (PEDI),$46
306,,J2270,MORPHINE 5 MG/ML IN NS PCA SYRINGE (PREMIX) (PALLIATIVE),$256
307,,J2270,MORPHINE 5 MG/ML PCA SYRINGE CONTAINER,$256
308,,J2270,MORPHINE INFUSION SYRINGE 125 MG/25 ML (PREMIX),$256
309,,J2274,MORPHINE 125 MG/25 ML IN 0.9 % SODIUM CHLORIDE PCA SYRINGE,$296
310,,J2278,ZICONOTIDE 100 MCG/ML INTRATHECAL SOLUTION,$985
311,,J2278,ZICONOTIDE 25 MCG/ML INTRATHECAL SOLUTION,"$11,845"
312,,J2278,ZICONOTIDE INJECTION 5 MCG/ML STOCK SYRINGE (IP-CMPD),$121
313,,J2280,MOXIFLOXACIN 400 MG/250 ML-SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,$111
314,,J2300,NALBUPHINE 10 MG/ML INJECTION SOLUTION,$14
315,,J2310,NALOXONE 0.4 MG/ML INJECTION SOLUTION,$209
316,,J2353,"OCTREOTIDE,MICROSPHERES ER 10 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE","$9,158"
317,,J2353,"OCTREOTIDE,MICROSPHERES ER 20 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE","$11,998"
318,,J2353,"OCTREOTIDE,MICROSPHERES ER 30 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE","$17,967"
319,,J2354,OCTREOTIDE ACETATE 100 MCG/ML INJECTION SOLUTION,$107
320,,J2354,OCTREOTIDE ACETATE 50 MCG/ML INJECTION SOLUTION,$40
321,,J2354,OCTREOTIDE ACETATE 500 MCG/ML INJECTION SOLUTION,$407
322,,J2370,PHENYLEPHRINE 1 MG/10 ML (100 MCG/ML) IN 0.9 % SOD.CHLORIDE IV SYRINGE,$23
323,,J2370,PHENYLEPHRINE 10 MG/ML INJECTION SOLUTION,$319
324,,J2370,PHENYLEPHRINE 100 MCG/ML INJ CONTAINER,$22
325,,J2400,CHLOROPROCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,$64
326,,J2405,ONDANSETRON 2 MG/ML INJ CONTAINER,$30
327,,J2405,ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION SOLUTION,$10
328,,J2405,ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION SYRINGE,$32
329,,J2405,ONDANSETRON INFUSION 24 MG IN 250 ML NS (IP-CMPD),$80
330,,J2405,ONDANSETRON IVPB 16 MG IN 50 ML NS (IP-CMPD),$76
331,,J2407,ORITAVANCIN INJ 10 MG/ML,"$9,565"
332,,J2425,PALIFERMIN INJ 5 MG/ML,"$6,364"
333,,J2430,PAMIDRONATE 30 MG/10 ML (3 MG/ML) INTRAVENOUS SOLUTION,$197
334,,J2430,PAMIDRONATE 90 MG/10 ML (9 MG/ML) INTRAVENOUS SOLUTION,$146
335,,J2440,PAPAVERINE 30 MG/ML INJECTION SOLUTION,$198
336,,J2469,PALONOSETRON 0.25 MG/5 ML INTRAVENOUS SOLUTION,$997
337,,J2505,PEGFILGRASTIM 6 MG/0.6 ML (DELIVERABLE) WEARABLE SUBCUTANEOUS INJECTOR,"$18,368"
338,,J2505,PEGFILGRASTIM 6 MG/0.6 ML SUBCUTANEOUS SYRINGE,"$18,340"
339,,J2543,PIPERACILLIN-TAZOBACTAM 2.25 GRAM INTRAVENOUS SOLUTION,$258
340,,J2543,PIPERACILLIN-TAZOBACTAM 225 MG/ML INJ CONTAINER,$355
341,,J2543,PIPERACILLIN-TAZOBACTAM 3.375 GRAM INTRAVENOUS SOLUTION,$307
342,,J2543,PIPERACILLIN-TAZOBACTAM 4.5 GRAM INTRAVENOUS SOLUTION,$363
343,,J2550,PROMETHAZINE 25 MG/ML INJECTION SOLUTION,$7
344,,J2550,PROMETHAZINE IVPB 12.5 MG IN 25 ML NS (IP-CMPD),$106
345,,J2550,PROMETHAZINE IVPB 25 MG IN 25 ML NS (IP-CMPD),$105
346,,J2550,PROMETHAZINE IVPB 25 MG/ML (MAX CONC),$7
347,,J2550,PROMETHAZINE IVPB 25 MG/ML (MAX CONC) (PEDI < 20.5 KG),$9
348,,J2550,PROMETHAZINE IVPB 6.25 MG IN 25 ML NS (IP-CMPD),$89
349,,J2560,PHENOBARBITAL SODIUM 130 MG/ML INJECTION SOLUTION,$385
350,,J2560,PHENOBARBITAL SODIUM 65 MG/ML INJECTION SOLUTION,$223
351,,J2562,PLERIXAFOR 24 MG/1.2 ML (20 MG/ML) SUBCUTANEOUS SOLUTION,"$18,541"
352,,J2597,DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION,$262
353,,J2700,OXACILLIN 2 GRAM SOLUTION FOR INJECTION,$317
354,,J2704,PROPOFOL 10 MG/ML INFUSION,$210
355,,J2704,PROPOFOL 10 MG/ML INTRAVENOUS EMULSION,$49
356,,J2710,NEOSTIGMINE METHYLSULFATE 1 MG/ML INTRAVENOUS SOLUTION,$194
357,,J2710,NEOSTIGMINE METHYLSULFATE 5 MG/5 ML (1 MG/ML) INTRAVENOUS SYRINGE,$98
358,,J2720,PROTAMINE 10 MG/ML INTRAVENOUS SOLUTION,$66
359,,J2765,METOCLOPRAMIDE 5 MG/ML INJECTION SOLUTION,$25
360,,J2770,QUINUPRISTIN-DALFOPRISTIN 100 MG/ML INJ,"$4,971"
361,,J2783,RASBURICASE 1.5 MG/ML INJ,"$5,414"
362,,J2785,REGADENOSON 0.4 MG/5 ML INTRAVENOUS SYRINGE,$704
363,,J2792,"RHO(D) IMMUNE GLOBULIN-MALTOSE 1,500 UNIT/1.3 ML INJECTION SOLUTION","$12,981"
364,,J2795,ROPIVACAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION,$71
365,,J2795,ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJECTION SOLUTION,$401
366,,J2795,ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,$82
367,,J2796,ROMIPLOSTIM SUBCUTANEOUS 500 MCG/ML INJ CONTAINER,"$6,005"
368,,J2800,METHOCARBAMOL 100 MG/ML INJECTION SOLUTION,$239
369,,J2820,SARGRAMOSTIM 250 MCG/ML INJECTION,"$1,547"
370,,J2860,SILTUXIMAB 20 MG/ML INJ CONTAINER,"$21,321"
371,,J2916,SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE 62.5 MG/5 ML INTRAVENOUS,$278
372,,J2920,METHYLPREDNISOLONE SOD SUCC (PF) 40 MG/ML SOLUTION FOR INJECTION,$45
373,,J2930,METHYLPREDNISOLONE 62.5 MG/ML INJ CONTAINER,$165
374,,J2930,METHYLPREDNISOLONE SOD SUCC (PF) 125 MG/2 ML SOLUTION FOR INJECTION,$43
375,,J2930,METHYLPREDNISOLONE SOD SUCC (PF) 500 MG/4 ML INTRAVENOUS SOLUTION,$201
376,,J2930,METHYLPREDNISOLONE SODIUM SUCCINATE 125 MG SOLUTION FOR INJECTION,$40
377,,J2930,METHYLPREDNISOLONE SODIUM SUCCINATE 500 MG INTRAVENOUS SOLUTION,$180
378,,J2997,ALTEPLASE 2 MG INTRA-CATHETER SOLUTION,$646
379,,J2997,ALTEPLASE 50 MG INTRAVENOUS SOLUTION,"$12,032"
380,,J3010,"FENTANYL (PF) 2,750 MCG/55 ML (50 MCG/ML) INTRAVENOUS PCA SYRINGE (PREMIX)",$219
381,,J3010,"FENTANYL (PF) 2,750 MCG/55 ML (50 MCG/ML) PCA SYRINGE (PREMIX) (PALLIATIVE)",$211
382,,J3010,"FENTANYL (PF) 2,750 MCG/55 ML (50 MCG/ML) PCA SYRINGE (PREMIX) (PEDI)",$209
383,,J3010,"FENTANYL (PF) 2,750 MCG/55 ML INFUSION (PEDI)",$209
384,,J3010,FENTANYL (PF) 50 MCG/ML INJ CONTAINER,$9
385,,J3010,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,$15
386,,J3010,"FENTANYL INFUSION 2,000 MCG IN 100 ML NS (IP-CMPD)",$175
387,,J3030,SUMATRIPTAN 6 MG/0.5 ML SUBCUTANEOUS SOLUTION,$151
388,,J3095,TELAVANCIN 15 MG/ML INJ CONTAINER,"$1,406"
389,,J3230,CHLORPROMAZINE 25 MG/ML INJECTION SOLUTION,$472
390,,J3230,CHLORPROMAZINE IVPB 25 MG IN 25 ML NS (IP-CMPD),$355
391,,J3240,THYROTROPIN ALFA 1.1 MG INTRAMUSCULAR SOLUTION,"$4,922"
392,,J3243,TIGECYCLINE 10 MG/ML INJ,"$1,012"
393,,J3243,TIGECYCLINE 50 MG INTRAVENOUS SOLUTION,$983
394,,J3260,TOBRAMYCIN 40 MG/ML INJECTION SOLUTION,$117
395,,J3262,TOCILIZUMAB 20 MG/ML INJ CONTAINER,"$10,843"
396,,J3300,TRIAMCINOLONE ACETONIDE (PF) 40 MG/ML INTRAOCULAR SUSPENSION,$517
397,,J3301,TRIAMCINOLONE ACETONIDE 10 MG/ML SUSPENSION FOR INJECTION,$21
398,,J3301,TRIAMCINOLONE ACETONIDE 40 MG/ML SUSPENSION FOR INJECTION,$54
399,,J3370,"VANCOMYCIN 1,000 MG INTRAVENOUS INJECTION",$198
400,,J3370,VANCOMYCIN 10 GRAM INTRAVENOUS SOLUTION,$71
401,,J3370,VANCOMYCIN 10 MG/ML IN NS 500 ML STOCK BAG (IP-CMPD),$210
402,,J3370,VANCOMYCIN 50 MG/ML INJ CONTAINER,$220
403,,J3370,VANCOMYCIN 500 MG INTRAVENOUS SOLUTION,$166
404,,J3370,VANCOMYCIN 750 MG INTRAVENOUS SOLUTION,$158
405,,J3370,VANCOMYCIN INTRAVITREAL INJECTION 1 MG/0.1 ML,$7
406,,J3370,"VANCOMYCIN IVPB 1,000 MG IN 250 ML NS (IP-CMPD)",$98
407,,J3370,"VANCOMYCIN IVPB 1,250 MG IN 250 ML NS (IP-CMPD)",$136
408,,J3370,"VANCOMYCIN IVPB 1,500 MG IN 250 ML NS (IP-CMPD)",$138
409,,J3380,VEDOLIZUMAB 60 MG/ML INTRAVENOUS SOLUTION,"$19,208"
410,,J3415,PYRIDOXINE (VITAMIN B6) 100 MG/ML INJECTION SOLUTION,$298
411,,J3420,"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",$30
412,,J3465,VORICONAZOLE 10 MG/ML INJ,"$1,245"
413,,J3465,VORICONAZOLE 200 MG INTRAVENOUS SOLUTION,$7
414,,J3471,HYALURONIDASE (OVINE) 200 UNIT/ML INJECTION SOLUTION,$207
415,,J3475,MAGNESIUM SULFATE 2 GRAM/50 ML (4 %) IN WATER INTRAVENOUS PIGGYBACK,$77
416,,J3475,MAGNESIUM SULFATE 4 GRAM/100 ML (4 %) IN WATER INTRAVENOUS PIGGYBACK,$65
417,,J3475,MAGNESIUM SULFATE 4 MEQ/ML (50 %) INJECTION SOLUTION,$20
418,,J3480,POTASSIUM CHLORIDE 20 MEQ/50 ML IN STERILE WATER INTRAVENOUS PIGGYBACK,$106
419,,J3480,POTASSIUM CHLORIDE 20 MEQ/L IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,$95
420,,J3480,POTASSIUM CHLORIDE 20 MEQ/L IN D5-0.9 % SODIUM CHLORIDE INTRAVENOUS,$100
421,,J3480,POTASSIUM CHLORIDE 20 MEQ/L IN DEXTROSE 5 %-0.45 % SODIUM CHLORIDE IV,$96
422,,J3480,POTASSIUM CHLORIDE 40 MEQ/100ML IN STERILE WATER INTRAVENOUS PIGGYBACK,$83
423,,J3480,POTASSIUM CHLORIDE 40 MEQ/L IN DEXTROSE 5 %-0.45 % SODIUM CHLORIDE IV,$91
424,,J3480,POTASSIUM CHLORIDE IVPB 20 MEQ IN 400 ML NS (IP-CMPD),$84
425,,J3486,ZIPRASIDONE 20 MG/ML (FINAL CONCENTRATION) INTRAMUSCULAR SOLUTION,$83
426,,J3489,ZOLEDRONIC ACID 4 MG/5 ML INTRAVENOUS SOLUTION,$590
427,,J3489,ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL 5 %-WATER INTRAVENOUS PIGGYBCK,$506
428,,J3490,ALLOPURINOL 500 MG/25 ML INJ,"$16,394"
429,,J3490,AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION,$211
430,,J3490,AZTREONAM 1 GRAM SOLUTION FOR INJECTION,$349
431,,J3490,AZTREONAM 2 GRAM SOLUTION FOR INJECTION,$637
432,,J3490,BUMETANIDE 0.25 MG/ML INJECTION SOLUTION,$58
433,,J3490,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLUTION,$17
434,,J3490,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) INJECTION SOLUTION,$23
435,,J3490,BUPIVACAINE 0.5 % (5 MG/ML) INJECTION SOLUTION,$14
436,,J3490,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION,$128
437,,J3490,CLINDAMYCIN 600 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$159
438,,J3490,CLINDAMYCIN 900 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$156
439,,J3490,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,$107
440,,J3490,ESMOLOL 10 MG/ML INJ CONTAINER,$13
441,,J3490,ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION,$28
442,,J3490,"ESMOLOL 2,500 MG/250 ML (10 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV","$1,755"
443,,J3490,FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION,$6
444,,J3490,FAMOTIDINE 10 MG/ML INJ CONTAINER,$9
445,,J3490,FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION,$35
446,,J3490,FOLIC ACID 5 MG/ML INJECTION SOLUTION,$46
447,,J3490,GLYCOPYRROLATE 0.2 MG/ML INJ CONTAINER,$67
448,,J3490,GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION,$49
449,,J3490,LABETALOL 20 MG/4 ML (5 MG/ML) INTRAVENOUS SYRINGE,$21
450,,J3490,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION,$20
451,,J3490,MEROPENEM-VABORBACTAM 0.1 G/ML INTRAVENOUS SOLUTION,"$1,714"
452,,J3490,MEROPENEM-VABORBACTAM 2 GRAM INTRAVENOUS SOLUTION,"$2,099"
453,,J3490,METOPROLOL TARTRATE 5 MG/5 ML INTRAVENOUS SOLUTION,$23
454,,J3490,METRONIDAZOLE 500 MG/100 ML-SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,$152
455,,J3490,METRONIDAZOLE IVPB 5 MG/ML,$145
456,,J3490,METRONIDAZOLE IVPB 5 MG/ML (MAX CONC) (PEDI < 20.5 KG),$184
457,,J3490,NITROGLYCERIN 25 MG/250 ML (100 MCG/ML) IN 5 % DEXTROSE  INTRAVENOUS,$87
458,,J3490,NITROGLYCERIN 25 MG/250 ML (100 MCG/ML) IN 5 % DEXTROSE BOLUS (IR OSM),$75
459,,J3490,RIFAMPIN 60 MG/ML INJ,$546
460,,J7030,SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION,$97
461,,J7030,SODIUM CHLORIDE 0.9% (NON-PVC) INTRAVENOUS SOLUTION,$70
462,,J7040,BLINATUMOMAB IV STABILIZER IN 270 ML SODIUM CHLORIDE 0.9% NS (NON-PVC) (IP-CMPD),$66
463,,J7040,SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION,$74
464,,J7040,SODIUM CHLORIDE 0.9% (NON-PVC) (BLINATUMOMAB) IV SOLN,$66
465,,J7040,SODIUM CHLORIDE 0.9% (NON-PVC) INTRAVENOUS SOLUTION,$66
466,,J7042,DEXTROSE 5 % AND 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,$102
467,,J7050,BLINATUMOMAB IV STABILIZER IN 270 ML SODIUM CHLORIDE 0.9% NS (NON-PVC) (IP-CMPD),$66
468,,J7050,SODIUM CHLORIDE 0.9 % INTRAVENOUS PIGGYBACK,$78
469,,J7050,SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION,$82
470,,J7050,SODIUM CHLORIDE 0.9% (NON-PVC) (BLINATUMOMAB) IV SOLN,$68
471,,J7050,SODIUM CHLORIDE 0.9% (NON-PVC) INTRAVENOUS SOLUTION,$68
472,,J7050,SODIUM CHLORIDE 0.9% INJ FOR TOPICAL USE,$66
473,,J7050,SODIUM CHLORIDE 0.9% PRICK TEST SOLUTION (IP-CMPD),$7
474,,J7060,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS PIGGYBACK,$77
475,,J7060,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,$75
476,,J7060,DEXTROSE 5 % IV BOLUS,$70
477,,J7060,DEXTROSE 5% (NON-PVC) INTRAVENOUS SOLUTION,$66
478,,J7060,DEXTROSE 5% IV FLUSH,$78
479,,J7060,DEXTROSE 5% IV FLUSH (2017-0855),$120
480,,J7070,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,$93
481,,J7070,DEXTROSE 5 % IV BOLUS,$70
482,,J7070,DEXTROSE 5% IV FLUSH,$70
483,,J7120,LACTATED RINGERS FLUSH,$70
484,,J7120,LACTATED RINGERS INTRAVENOUS SOLUTION,$100
485,,J7120,LACTATED RINGERS IV BOLUS,$78
486,,J7120,LACTATED RINGERS IV REPLENISHMENT,$141
487,,J7121,DEXTROSE 5 % AND LACTATED RINGERS INTRAVENOUS SOLUTION,$99
488,,J7131,SODIUM CHLORIDE 3 % INTRAVENOUS INJECTION SOLUTION,$93
489,,J7131,SODIUM CHLORIDE 3% IV BOLUS,$96
490,,J7131,SODIUM CHLORIDE 4 MEQ/ML INTRAVENOUS SOLUTION,$31
491,,J7186,ANTIHEMOPHILIC FACTOR VIII/VWF (ALPHANATE) INJ CONTAINER,"$10,001"
492,,J7187,ANTIHEMOPHILIC FACTOR VIII/VWF (HUMATE-P) INJ CONTAINER,"$12,697"
493,,J7189,COAGULATION FACTOR VIIA 1 MG/ML INJ CONTAINER,"$67,543"
494,,J7198,ANTI-INHIBITOR COAGULANT COMPLEX 400 UNIT-650 UNIT INTRAVENOUS SOLN,"$34,344"
495,,J7325,HYLAN G-F 20 48 MG/6 ML INTRA-ARTICULAR SYRINGE,"$3,775"
496,,J7500,AZATHIOPRINE 50 MG TABLET,$5
497,,J7502,CYCLOSPORINE 100 MG CAPSULE,$119
498,,J7502,CYCLOSPORINE 100 MG/ML ORAL SOLUTION,$91
499,,J7502,CYCLOSPORINE MODIFIED 100 MG CAPSULE (NEORAL),$55
500,,J7504,LYMPHOCYTE IMMUNE GLOBULIN SKIN TEST 1:1000,$133
501,,J7504,"LYMPHOCYTE,ANTI-THYMO IMMUNE GLOBULIN 50 MG/ML INTRAVENOUS SOLUTION","$64,589"
502,,J7507,TACROLIMUS 0.5 MG CAPSULE,$10
503,,J7507,TACROLIMUS 1 MG CAPSULE,$18
504,,J7507,TACROLIMUS 5 MG CAPSULE,$64
505,,J7507,TACROLIMUS ORAL SUSPENSION 0.5 MG/ML (IP-CMPD),$79
506,,J7509,METHYLPREDNISOLONE 16 MG TABLET,$22
507,,J7509,METHYLPREDNISOLONE 4 MG TABLET,$8
508,,J7510,PREDNISOLONE 5 MG TABLET,$215
509,,J7511,ANTI-THYMOCYTE GLOBULIN (RABBIT) 5 MG/ML INJECTION,"$11,270"
510,,J7512,PREDNISONE 1 MG TABLET,$3
511,,J7512,PREDNISONE 10 MG TABLET,$2
512,,J7512,PREDNISONE 2.5 MG TABLET,$2
513,,J7512,PREDNISONE 20 MG TABLET,$2
514,,J7512,PREDNISONE 5 MG TABLET,$2
515,,J7512,PREDNISONE 5 MG/5 ML ORAL SOLUTION,$62
516,,J7512,PREDNISONE 50 MG TABLET,$3
517,,J7515,CYCLOSPORINE 25 MG CAPSULE,$47
518,,J7515,CYCLOSPORINE MODIFIED 25 MG CAPSULE (NEORAL),$27
519,,J7516,CYCLOSPORINE 250 MG/5 ML INTRAVENOUS SOLUTION,$175
520,,J7517,MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION,$241
521,,J7517,MYCOPHENOLATE MOFETIL 250 MG CAPSULE,$270
522,,J7517,MYCOPHENOLATE MOFETIL 500 MG TABLET,$60
523,,J7518,"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE",$55
524,,J7520,SIROLIMUS 0.5 MG TABLET,$36
525,,J7520,SIROLIMUS 1 MG TABLET,$69
526,,J7520,SIROLIMUS 1 MG/ML ORAL SOLUTION,$66
527,,J7525,TACROLIMUS 5 MG/ML INTRAVENOUS SOLUTION,$203
528,,J7525,TACROLIMUS INFUSION 1 MG IN 250 ML NS (IP-CMPD),$191
529,,J7525,TACROLIMUS INJ 1 MG/ML,$98
530,,J7699,HC NITRIC OXIDE/HOUR INOMAX,$598
531,,J8501,APREPITANT 125 MG (25 MG/ML FINAL CONCENTRATION) ORAL SUSPENSION,$388
532,,J8501,APREPITANT 125 MG CAPSULE,$810
533,,J8501,APREPITANT 40 MG CAPSULE,$311
534,,J8501,APREPITANT 80 MG CAPSULE,$551
535,,J8515,CABERGOLINE 0.5 MG TABLET,$82
536,,J8530,CYCLOPHOSPHAMIDE 25 MG CAPSULE,$34
537,,J8530,CYCLOPHOSPHAMIDE 50 MG CAPSULE,$103
538,,J8540,DEXAMETHASONE 0.5 MG TABLET,$2
539,,J8540,DEXAMETHASONE 0.5 MG/5 ML ORAL ELIXIR,$34
540,,J8540,DEXAMETHASONE 0.75 MG TABLET,$2
541,,J8540,DEXAMETHASONE 1 MG TABLET,$2
542,,J8540,DEXAMETHASONE 1 MG/ML DROPS (CONCENTRATE),$26
543,,J8540,DEXAMETHASONE 2 MG TABLET,$5
544,,J8540,DEXAMETHASONE 4 MG TABLET,$14
545,,J8560,ETOPOSIDE 50 MG CAPSULE,$250
546,,J8610,METHOTREXATE SODIUM 2.5 MG TABLET,$67
547,,J8700,TEMOZOLOMIDE 100 MG CAPSULE,$470
548,,J8700,TEMOZOLOMIDE 140 MG CAPSULE,$493
549,,J8700,TEMOZOLOMIDE 180 MG CAPSULE,$657
550,,J8700,TEMOZOLOMIDE 20 MG CAPSULE,$120
551,,J8700,TEMOZOLOMIDE 250 MG CAPSULE,$711
552,,J8700,TEMOZOLOMIDE 5 MG CAPSULE,$58
553,,J8700,TEMOZOLOMIDE ORAL SUSPENSION 10 MG/ML (IP-CMPD),$744
554,,J8999,LOMUSTINE 40 MG CAPSULE,"$2,831"
555,,J8999,MERCAPTOPURINE 25 MG HALF TABLET,$9
556,,J8999,MITOTANE 500 MG TABLET,$49
557,,J9000,DOXORUBICIN 2 MG/ML INJ CONTAINER,$153
558,,J9000,DOXORUBICIN 50 MG/2 ML INJ (LC BEADS),"$1,673"
559,,J9000,DOXORUBICIN 50 MG/2.5 ML INJ (ONCOZENE BEADS),"$2,509"
560,,J9015,ALDESLEUKIN INJ 18 MILLION UNITS/ML,"$44,956"
561,,J9015,ALDESLEUKIN INTRATHECAL INJ 4.58 MILLION UNITS/ML,$481
562,,J9015,ALDESLEUKIN SUBCUTANEOUS INJ 3.6 MILLION UNITS/ML,$191
563,,J9017,ARSENIC TRIOXIDE 1 MG/ML INTRAVENOUS SOLUTION,"$2,570"
564,,J9017,ARSENIC TRIOXIDE 2 MG/ML INTRAVENOUS SOLUTION,"$3,440"
565,,J9019,"ASPARAGINASE ERWINIA INJ 10,000 UNITS/ML","$45,738"
566,,J9022,"ATEZOLIZUMAB 1,200 MG/20 ML (60 MG/ML) INTRAVENOUS SOLUTION","$28,306"
567,,J9025,AZACITIDINE INJECTION 10 MG/ML,"$1,754"
568,,J9025,AZACITIDINE SUBCUTANEOUS SOLUTION 25 MG/ML,"$1,626"
569,,J9027,CLOFARABINE 20 MG/20 ML INTRAVENOUS SOLUTION,"$23,789"
570,,J9031,BCG LIVE INTRAVESICAL SOLN 50 MG/ML,$197
571,,J9034,BENDAMUSTINE 25 MG/ML INTRAVENOUS SOLUTION,"$12,851"
572,,J9035,BEVACIZUMAB 25 MG/ML INTRAVENOUS SOLUTION,"$18,178"
573,,J9039,BLINATUMOMAB 12.5 MCG/ML CONTAINER,"$11,682"
574,,J9040,BLEOMYCIN 15 UNIT SOLUTION FOR INJECTION,$291
575,,J9040,BLEOMYCIN 3 UNITS/ML INJ CONTAINER,$292
576,,J9040,BLEOMYCIN 30 UNIT SOLUTION FOR INJECTION,$274
577,,J9041,BORTEZOMIB IV INJ 1 MG/ML INJECTION,"$3,963"
578,,J9041,BORTEZOMIB SUBCUTANEOUS INJ 2.5 MG/ML,"$3,460"
579,,J9042,BRENTUXIMAB VEDOTIN INJ 5 MG/ML,"$49,684"
580,,J9043,CABAZITAXEL 10 MG/ML (FIRST DILUTION) INTRAVENOUS SOLUTION,"$12,061"
581,,J9045,CARBOPLATIN 10 MG/ML INTRAVENOUS SOLUTION,$350
582,,J9047,CARFILZOMIB 2 MG/ML INJ CONTAINER,"$6,383"
583,,J9050,CARMUSTINE 3.3 MG/ML INJ,"$71,770"
584,,J9055,CETUXIMAB 2 MG/ML INJ CONTAINER,"$16,638"
585,,J9060,CISPLATIN 1 MG/ML INTRAVENOUS SOLUTION,$154
586,,J9065,CLADRIBINE 10 MG/10 ML INTRAVENOUS SOLUTION,"$1,580"
