Entity,Service Description,Price
BHM,Cannula venous singl 32f 66 2,$277.00 
BHM,Cannula vessel acorn tip 30 5,$50.00 
BHM,Cap adapt endo Smart oly100 5,$113.00 
BHM,Capecitabine 500mg tab,$48.00 
BHM,Capillary blood specimen (MCI),$6.00 
BHM,Capsaicin 0.025% 60g cream,$0.00 
BHM,Captopril 12.5mg tab,$2.00 
BHM,Captopril 25mg tab,$1.00 
BHM,Captopril 50mg tab,$3.00 
BHM,Captopril PO 1mg/1ml 1ml,$1.00 
BHM,Caputo's eye drops 5 ml neo,$45.00 
BHM,Carbamazepine 100mg tab,$1.00 
BHM,Carbamazepine 100mg/5ml elx,$1.00 
BHM,Carbamazepine 200mg tab,$1.00 
BHM,Carbamazepine-total (tegretol),$182.00 
BHM,Carbamazepine-xr 100mg tab,$2.00 
BHM,Carbamazepine-xr 200mg tab,$5.00 
BHM,Carbamide peroxide 10% liq60ml,$0.00 
BHM,Carbamide peroxide ear drop,$0.00 
BHM,Carbamide peroxide ear drop UC,$0.00 
BHM,carbon dioxid exp gas anal,$420.00 
BHM,Carboplatin 10mg/ml 5ml vial,$21.00 
BHM,Cardi reh op II tele 37up,$200.00 
BHM,Cardi reh opII init visit 37up,$209.00 
BHM,Cardiac MRI morp func wo con,"$1,708.00 "
BHM,Cardiac MRI morp func wwo con,"$2,613.00 "
BHM,Cardiac MRI veloc flow mapping,$823.00 
BHM,Cardiac MRI w stress wwo con,"$2,613.00 "
BHM,Cardiac output,$591.00 
BHM,Cardiac rehab OP II init visit,$209.00 
BHM,Cardiac rehab OP II telemetry,$200.00 
BHM,Cardiac wall motion single,"$2,649.00 "
BHM,Cardio perf multi set 14 0,$191.00 
BHM,Cardioassist internal,"$12,617.00 "
BHM,Cardiolipin antibody screen,$95.00 
BHM,Cardiolipin IgA,$95.00 
BHM,Cardiolipin IgG,$95.00 
BHM,Cardiolipin IgM,$95.00 
BHM,Cardioplegia mang inf mis 4,$706.00 
BHM,Cardioplegia mang sys 13 3,$239.00 
BHM,Cardioversion external,"$2,313.00 "
BHM,Carfilzomib 1 mg inj,$181.00 
BHM,Carisoprodol 350mg tab,$1.00 
BHM,Carmustine 100 mg inj,"$12,638.00 "
BHM,Carnitine free and total,$22.00 
BHM,Carotene,$34.00 
BHM,Carotid duplex complete bil,"$2,652.00 "
BHM,Carotid duplex complete bil UC,"$2,652.00 "
BHM,Carotid duplex limited uni,"$1,273.00 "
BHM,Carotid duplex limited uni UC,"$1,273.00 "
BHM,Carotid stent w protect,"$7,519.00 "
BHM,Carotid stent wo protect,"$7,519.00 "
BHM,Carpal tunnel release 81 0,"$2,364.00 "
BHM,Carpal tunnel release kit 4 6,"$3,608.00 "
BHM,Carvedilol 12.5mg tab,$1.00 
BHM,Carvedilol 25mg tab,$1.00 
BHM,Carvedilol 3.125mg tab,$1.00 
BHM,Carvedilol 6.25mg tab,$1.00 
BHM,Catcher Stone bs,$720.00 
BHM,Catecholamine fractionated-bld,$48.00 
BHM,Catecholamine fract-ur 24 hr,$32.00 
BHM,Catecholamine fract-ur random,$36.00 
BHM,Cath 035 quick cross 135 sp t,$347.00 
BHM,Cath 15mm 120cm 6.0 sn e,"$3,071.00 "
BHM,Cath 4.0 035 10 100cm mti l,$914.00 
BHM,Cath 501J,$354.00 
BHM,Cath 5fr cardiac multi cp0 8,$239.00 
BHM,Cath 6.0 Jl 6.0 100 533 4,$81.00 
BHM,Cath abl Bi D irrig df a701 5,"$11,900.00 "
BHM,Cath abl tacticlth quartz 6 m,"$17,553.00 "
BHM,Cath abl vena cure 90 11403 4,"$6,327.00 "
BHM,Cath abl vena h787114030 0,"$6,327.00 "
BHM,Cath abla vena cure 65cm t,"$6,143.00 "
BHM,Cath abln Blaz 4 m0045031tm 0,"$7,774.00 "
BHM,Cath abln Blaz 8 m0044500th 0,"$12,934.00 "
BHM,Cath abln cryo 23mm adv 2af 4,"$26,031.00 "
BHM,Cath abln cryo 28mm adv 2af 4,"$26,031.00 "
BHM,Cath abln n nan cels bd7tcf l,"$10,932.00 "
BHM,Cath abln Safire 4mm lrg l,"$6,338.00 "
BHM,Cath abln Safire 8mm lrg v,"$8,695.00 "
BHM,Cath Achiev 15mm map 990063 5,"$9,400.00 "
BHM,Cath Achiev 20mm map 990063 0,"$9,400.00 "
BHM,CAth Agilis 8.5f nxt lg no l,"$8,930.00 "
BHM,CAth Agilis 8.5f nxt sm no l,"$8,930.00 "
BHM,Cath Alair bronch m005ats25 0,"$14,875.00 "
BHM,Cath apoll detach2.7f 10550 0,"$9,580.00 "
BHM,Cath atherec g3 3.0fr pv41 0,"$19,635.00 "
BHM,Cath atherec rot 1.5 bur 6 3,"$9,846.00 "
BHM,Cath attain del sys 6248v 0,"$2,954.00 "
BHM,Cath attain select ii 6248v p,"$2,954.00 "
BHM,Cath attain select ii 6248v s,"$2,659.00 "
BHM,Cath bal 1.5 9mm Maver w,"$1,379.00 "
BHM,Cath bal 1.5x40 OTW 3918615 1,"$2,315.00 "
BHM,Cath bal 10 4 80cm Opta o,$995.00 
BHM,Cath bal 10x40x135 3920610 1,"$1,152.00 "
BHM,Cath bal 12x2.5qtm mr391241 5,$914.00 
BHM,Cath bal 12x2.75qtm mr91241 7,$914.00 
BHM,Cath bal 12x2qtm mr 391241 0,"$1,379.00 "
BHM,Cath bal 12x3.25qtm mr91241 2,$914.00 
BHM,Cath bal 12x3.5qtm mr391241 5,$914.00 
BHM,Cath bal 12x3.75qtm mr91241 7,$914.00 
BHM,Cath bal 12x3qtm mr 391241 0,$914.00 
BHM,Cath bal 12x4.5qtm mr391241 5,"$1,379.00 "
BHM,Cath bal 12x40x75 3920612 7,"$1,152.00 "
BHM,Cath bal 12x4qtm mr 391241 0,$914.00 
BHM,Cath bal 12x5qtm mr 391241 0,$914.00 
BHM,Cath bal 15x2.5qtm mr391241 5,$914.00 
BHM,Cath bal 15x2qtm mr 391241 0,$914.00 
BHM,Cath bal 15x3.5qtm mr391241 5,$914.00 
BHM,Cath bal 15x3qtm mr 391241 0,$914.00 
BHM,Cath bal 15x4.5qtm mr391241 5,$914.00 
BHM,Cath bal 15x4qtm mr 391241 0,$914.00 
BHM,Cath bal 18mm 5cm z me x,"$5,972.00 "
BHM,Cath bal 2 h74939401102 0,"$7,783.00 "
BHM,Cath bal 2.0 10mm cutting f x,"$7,783.00 "
BHM,Cath bal 2.5 10mm cutting f x,"$7,783.00 "
BHM,Cath bal 2.5 h74939401062 0,"$7,783.00 "
BHM,Cath bal 2.5 h74939401102 0,"$7,783.00 "
BHM,Cath bal 2.50 6 cutting x,"$7,783.00 "
BHM,Cath bal 2.5x120 OTW3918625 1,"$2,486.00 "
BHM,Cath bal 2.5x60 OTW 3918625 1,"$2,315.00 "
BHM,Cath bal 2.75 10 cutting x,"$7,783.00 "
BHM,Cath bal 2.75 h74939401102 0,"$7,783.00 "
BHM,Cath bal 2.8 4x10mm 0,"$11,976.00 "
BHM,Cath bal 20mm 5cm z me x,"$7,166.00 "
BHM,Cath bal 20x2.5qtm mr391242 5,$914.00 
BHM,Cath bal 20x2qtm mr 391242 0,$914.00 
BHM,Cath bal 20x3.5qtm mr391242 5,$914.00 
BHM,Cath bal 20x3qtm mr 391242 0,"$1,379.00 "
BHM,Cath bal 20x4.5qtm mr391242 5,$914.00 
BHM,Cath bal 20x4qtm mr 391242 0,$914.00 
BHM,Cath bal 20x5qtm mr 391242 0,$914.00 
BHM,Cath bal 22mm 5cm z me x,"$7,166.00 "
BHM,Cath bal 25mm 5cm z me x,"$7,166.00 "
BHM,Cath bal 26x42 trilobe bcl2 5,"$5,850.00 "
BHM,Cath bal 28mm 5cm z me x,"$7,166.00 "
BHM,Cath bal 2x120 OTW 3918620 1,"$2,486.00 "
BHM,Cath bal 2x60 OTW 3918620 1,"$2,315.00 "
BHM,Cath bal 3 h74939401103 0,"$7,783.00 "
BHM,Cath bal 3.0 10mm cutting f x,"$7,264.00 "
BHM,Cath bal 3.5 10mm cutting f x,"$7,264.00 "
BHM,Cath bal 3.5 7mm 150 Hyperf m,"$8,990.00 "
BHM,Cath bal 3.5 h74939401103 0,"$7,783.00 "
BHM,Cath bal 3.5x120 OTW3918635 1,"$2,315.00 "
BHM,Cath bal 3.5x60 OTW 3918635 1,"$2,315.00 "
BHM,Cath bal 3.75 10 cutting x,"$7,264.00 "
BHM,Cath bal 3.75 h74939401103 0,"$7,783.00 "
BHM,Cath bal 30x2.5qtm mr391243 5,$914.00 
BHM,Cath bal 30x3.5qtm mr391243 5,$914.00 
BHM,Cath bal 30x3qtm mr 391243 0,$914.00 
BHM,Cath bal 30x4qtm mr 391243 0,"$1,379.00 "
BHM,Cath bal 3x120 OTW 3918630 1,"$2,486.00 "
BHM,Cath bal 3x60 OTW 3918630 1,"$2,315.00 "
BHM,Cath bal 4 10 80cm Opta o,$995.00 
BHM,Cath bal 4 20mm 150 Hypergl e,"$11,976.00 "
BHM,Cath bal 4 h74939401104 0,"$7,783.00 "
BHM,Cath bal 4.0 10mm cutting f x,"$7,783.00 "
BHM,Cath bal 4.5cm 20x110 204 1,"$6,386.00 "
BHM,Cath bal 4.5cm 22x110 224 2,"$6,386.00 "
BHM,Cath bal 4.5cm 24x110 244 2,"$6,386.00 "
BHM,Cath bal 4.5cm 26x110 264 3,"$6,386.00 "
BHM,Cath bal 4x100x135 3920604 1,"$1,152.00 "
BHM,Cath bal 4x120 OTW 3918640 1,"$2,486.00 "
BHM,Cath bal 4x16 120 Atlas1201 4,"$2,681.00 "
BHM,Cath bal 4x18 80 Atlas 801 4,"$2,681.00 "
BHM,Cath bal 4x20x135 3920604 1,"$1,152.00 "
BHM,Cath bal 4x20x75 3920604 7,"$1,152.00 "
BHM,Cath bal 4x40x135 3920604 1,"$1,152.00 "
BHM,Cath bal 4x40x75 3920604 7,"$1,152.00 "
BHM,Cath bal 4x60 OTW 3918640 1,"$2,315.00 "
BHM,Cath bal 5mm 15mm 142cm A a,"$2,147.00 "
BHM,Cath bal 5x100x135 3920605 1,"$1,152.00 "
BHM,Cath bal 5x20x135 3920605 1,"$1,152.00 "
BHM,Cath bal 5x20x75 3920605 7,"$1,152.00 "
BHM,Cath bal 5x40x135 3920605 1,"$1,152.00 "
BHM,Cath bal 5x40x75 3920605 7,"$1,152.00 "
BHM,Cath bal 6 10 80cm Opta o,$995.00 
BHM,Cath bal 6 4 75Cm Conqu t,"$2,019.00 "
BHM,Cath bal 6mm 15mm 142cm A a,"$2,147.00 "
BHM,Cath bal 6mm 2mm 135cm Avi r,"$2,147.00 "
BHM,Cath bal 6x100x135 3920606 1,"$1,152.00 "
BHM,Cath bal 6x20x135 3920606 1,"$1,152.00 "
BHM,Cath bal 6x20x75 3920606 7,"$1,152.00 "
BHM,Cath bal 6x40x135 3920606 1,"$1,152.00 "
BHM,Cath bal 6x40x75 3920606 7,"$1,152.00 "
BHM,Cath bal 7 6 80 Opta 41970 s,$995.00 
BHM,Cath bal 7x100x135 3920607 1,"$1,152.00 "
BHM,Cath bal 7x20x135 3920607 1,"$1,152.00 "
BHM,Cath bal 7x20x75 3920607 7,"$1,152.00 "
BHM,Cath bal 7x40x135 3920607 1,"$1,152.00 "
BHM,Cath bal 7x40x75 3920607 7,"$1,152.00 "
BHM,Cath bal 8 4 80cm Opta o,$995.00 
BHM,Cath bal 8 6 80cm Opta o,$995.00 
BHM,Cath bal 8 8 80cm Opta o,$995.00 
BHM,Cath bal 8x2.25qtm mr391240 2,"$1,478.00 "
BHM,Cath bal 8x2.50qtm mr391240 5,$914.00 
BHM,Cath bal 8x20x75 3920608 7,"$1,152.00 "
BHM,Cath bal 8x3.50qtm mr391240 5,"$1,379.00 "
BHM,Cath bal 8x3qtm mr 391240 0,$914.00 
BHM,Cath bal 8x40x135 3920608 1,"$1,152.00 "
BHM,Cath bal 8x40x75 3920608 7,"$1,152.00 "
BHM,Cath bal 8x4qtm mr 391240 0,$914.00 
BHM,Cath bal 9x40x135 3920609 1,"$1,152.00 "
BHM,Cath bal 9x40x75 3920609 7,"$1,152.00 "
BHM,Cath bal adv35lp 10x20 g35 6,$919.00 
BHM,Cath bal angios 10x3 22003 0,"$7,708.00 "
BHM,Cath bal angios 15x2 22002 5,"$7,708.00 "
BHM,Cath bal angios 15x3 22003 5,"$7,708.00 "
BHM,Cath bal angios10x2.5 22002 0,"$7,708.00 "
BHM,Cath bal angios15x2.5 22002 5,"$7,708.00 "
BHM,Cath bal angios15x3.5 22003 5,"$7,708.00 "
BHM,Cath bal aortc flx40 iab068 u,"$7,310.00 "
BHM,Cath bal bronchial 2x10mm b c,"$1,104.00 "
BHM,Cath bal coda 9f.032 g03 2,"$4,066.00 "
BHM,Cath bal cutting 7f 6mmx m,"$7,520.00 "
BHM,Cath bal Gateway 2.0x15mm w,"$9,385.00 "
BHM,Cath bal Gateway 2.25x9mm w,"$9,518.00 "
BHM,Cath bal Gateway 2.5x15mm w,"$9,518.00 "
BHM,Cath bal Gateway 2.5x9mm w,"$9,518.00 "
BHM,Cath bal Gateway 2.75x15mm w,"$9,518.00 "
BHM,Cath bal Gateway 3.0x15mm w,"$8,989.00 "
BHM,Cath bal Gateway 3.25x15mm w,"$9,385.00 "
BHM,Cath bal Gateway 3.5x15mm w,"$9,518.00 "
BHM,Cath bal Gateway 4.0x15mm w,"$9,385.00 "
BHM,Cath bal guid Cello 8F 1610 0,"$6,581.00 "
BHM,Cath bal guidewire cre 12 1 5,"$2,100.00 "
BHM,Cath bal guidewire cre 18 9,"$2,100.00 "
BHM,Cath bal guidewire cre 6 8,"$2,100.00 "
BHM,Cath bal guidwire 6-10 amp z,"$2,095.00 "
BHM,Cath bal ia 8fr 30ml A W,"$7,120.00 "
BHM,Cath bal ia 8fr 40ml A W,"$6,949.00 "
BHM,Cath bal Lutonix035 lx35758 23,"$9,223.00 "
BHM,Cath bal Lutonix035 lx35759 25,"$9,223.00 "
BHM,Cath bal Lutonx035 lx357510 29,"$9,223.00 "
BHM,Cath bal Lutonx035 lx357512 30,"$9,223.00 "
BHM,Cath bal Mustan5x10 3917105 1,"$1,694.00 "
BHM,Cath bal Mustan6x10 3917106 1,"$1,694.00 "
BHM,Cath bal Mustan7x10 3917107 1,"$2,413.00 "
BHM,Cath bal mustn7x100 3917107 7,"$2,413.00 "
BHM,Cath bal mustn7x120 3917107 1,"$2,876.00 "
BHM,Cath bal Mustng5x150 391710 5,"$2,876.00 "
BHM,Cath bal Mustng6x150 391710 5,"$2,876.00 "
BHM,Cath bal Nephro w/o leven i l,"$2,423.00 "
BHM,Cath bal occl bridg80mm 590 1,"$7,990.00 "
BHM,Cath bal occl cod120 9f g03 1,"$4,066.00 "
BHM,Cath bal occl Scepter bc041 c,"$9,609.00 "
BHM,Cath bal otw 1.5x6 1012402 a,$914.00 
BHM,Cath bal otw 1.5x8 1012402 a,$914.00 
BHM,Cath bal otw 2x6 1012403 a,$914.00 
BHM,Cath bal otw 2x8 1012403 a,$914.00 
BHM,Cath bal otw mini trek5f 2 2,$914.00 
BHM,Cath bal paci pta pcp050040 0,"$1,921.00 "
BHM,Cath bal refhusvsk hde060 2,$300.00 
BHM,Cath bal Reliant 8fr 46mm M T,"$4,339.00 "
BHM,Cath bal Scepter 4x10 bc04 c,"$12,502.00 "
BHM,Cath bal slee2.25x220 42625 x,"$2,915.00 "
BHM,Cath bal Sprinter 2.0x6mm w,"$1,970.00 "
BHM,Cath bal Strln 4.0fr 20mm x,"$2,730.00 "
BHM,Cath bal Strln 4.0fr 40mm x,"$3,718.00 "
BHM,Cath bal Strln 4.5fr 20mm x,"$2,730.00 "
BHM,Cath bal Structual omSt1 b,"$1,632.00 "
BHM,Cath bal thd mr h7493926912 0,"$3,900.00 "
BHM,Cath bal thd otw h749392701 2,"$3,900.00 "
BHM,Cath bal Trek 1.50x8 101226 8,$914.00 
BHM,Cath bal Trek 2.50x8 101227 8,$914.00 
BHM,Cath bal Trek 2x08 101227 8,$914.00 
BHM,Cath bal Trek 2x12 101227 2,$914.00 
BHM,Cath bal Trek 2x15 101227 5,$914.00 
BHM,Cath bal Trek 2x20 101227 0,$914.00 
BHM,Cath bal Trek 2x30 101227 0,$914.00 
BHM,Cath bal Trek 3x12 101227 2,$914.00 
BHM,Cath bal Trek 3x15 101227 5,$914.00 
BHM,Cath bal Trek 3x20 101227 0,$914.00 
BHM,Cath bal Trek 3x30 101227 0,$914.00 
BHM,Cath bal Trek 5x15 101228 5,$914.00 
BHM,Cath bal Trek1.50x12 101226 2,"$1,281.00 "
BHM,Cath bal Trek1.50x15 101226 5,$914.00 
BHM,Cath bal Trek1.50x20 101226 0,$914.00 
BHM,Cath bal Trek2.25x12 101227 2,$914.00 
BHM,Cath bal Trek2.50x12 101227 2,$914.00 
BHM,Cath bal Trek2.50x15 101227 5,$914.00 
BHM,Cath bal Trek2.50x20 101227 0,$914.00 
BHM,Cath bal Trek2.50x30 101227 0,$914.00 
BHM,Cath bal Trek3.50x12 101227 2,$914.00 
BHM,Cath bal Trek3.50x15 101227 5,"$1,281.00 "
BHM,Cath bal Trek3.50x20 101227 0,$914.00 
BHM,Cath bal ultr 2.5x20 u8150 2,"$2,019.00 "
BHM,Cath bal ultr 2.5x40 u8150 4,"$2,019.00 "
BHM,Cath bal ultr 2x100 u8150 0,"$2,019.00 "
BHM,Cath bal ultr 2x20 u815 2,"$2,019.00 "
BHM,Cath bal ultr 2x220 u8150 2,"$2,019.00 "
BHM,Cath bal ultr 2x40 u815 4,"$2,019.00 "
BHM,Cath bal ultr 3.5x20 u8150 2,"$2,019.00 "
BHM,Cath bal ultr 3.5x40 u8150 4,"$2,019.00 "
BHM,Cath bal ultr 3x100 u8150 0,"$2,019.00 "
BHM,Cath bal ultr 3x20 u815 2,"$2,019.00 "
BHM,Cath bal ultr 3x220 u8150 2,"$2,019.00 "
BHM,Cath bal ultr 3x40 u815 4,"$2,019.00 "
BHM,Cath bal ultr 4x100 u8150 0,"$2,019.00 "
BHM,Cath bal ultr 4x20 u815 2,"$2,019.00 "
BHM,Cath bal ultr 4x40 u815 4,"$2,019.00 "
BHM,Cath bal ultr 5x100 u8150 0,"$2,019.00 "
BHM,Cath bal ultr 5x20 u815 2,"$2,019.00 "
BHM,Cath bal ultr 5x40 u815 4,"$2,019.00 "
BHM,Cath bal ultr 6x100 u8130 0,"$2,019.00 "
BHM,Cath bal ultr 6x20 u813 2,"$2,019.00 "
BHM,Cath bal ultr 6x40 u813 4,"$2,019.00 "
BHM,Cath bal ultr2.5x100 u81502 0,"$2,019.00 "
BHM,Cath bal ultr2.5x220 u81502 2,"$2,019.00 "
BHM,Cath bal ultr3.5x100 u81503 0,"$2,019.00 "
BHM,Cath bal uret 15f m0062251 0,"$2,390.00 "
BHM,Cath bal uret dilat 10cm Ur x,"$2,613.00 "
BHM,Cath bal uret dilat 4cm Uro x,"$2,694.00 "
BHM,Cath bal uret Uromax 1 m,"$2,613.00 "
BHM,Cath bal uret Uromax dila 6 0,"$2,458.00 "
BHM,Cath bal Zmed 4cmx24mm 611 9,"$6,595.00 "
BHM,Cath ball adv 14lp 4x90x m,"$3,419.00 "
BHM,Cath ball deb Lut5X80 35130 0,"$13,160.00 "
BHM,Cath balln Strln 3.0x3x 5,"$2,730.00 "
BHM,Cath balln Strln 4.0x3x 5,"$3,718.00 "
BHM,Cath balln Strln 4.5x3x 5,"$2,730.00 "
BHM,Cath balln Strln 4.5x4x 5,"$3,718.00 "
BHM,Cath balln Strln 5.0x3x 5,"$2,730.00 "
BHM,Cath balln Strln 6.0x3x 5,"$3,718.00 "
BHM,Cath balln Strln 7.0x4x 5,"$2,730.00 "
BHM,Cath baln atlas 14x4 atg80 4,"$2,681.00 "
BHM,Cath baln drug l lx35130410 f,"$11,750.00 "
BHM,Cath baln drug l lx35130415 f,"$9,223.00 "
BHM,Cath baln drug l lx3513044 f,"$11,750.00 "
BHM,Cath baln drug l lx3513048 f,"$11,750.00 "
BHM,Cath baln drug l lx35130510 f,"$11,750.00 "
BHM,Cath baln drug l lx35130515 f,"$9,223.00 "
BHM,Cath baln drug l lx3513054 f,"$11,750.00 "
BHM,Cath baln drug l lx3513056 f,"$11,750.00 "
BHM,Cath baln drug l lx35130610 f,"$11,750.00 "
BHM,Cath baln drug l lx35130615 f,"$9,223.00 "
BHM,Cath baln drug l lx3513064 f,"$11,750.00 "
BHM,Cath baln drug l lx3513068 f,"$11,750.00 "
BHM,Cath baln drug l lx3513074 f,"$11,750.00 "
BHM,Cath baln drug l lx3513076 f,"$13,160.00 "
BHM,Cath baln sleek 2x220 42620 x,"$2,915.00 "
BHM,Cath baln sleek3x20 426230 2,"$2,915.00 "
BHM,Cath berenstein5f pv512538b n,$639.00 
BHM,Cath biliary 10 35cm reg o,$839.00 
BHM,Cath biliary 10 35cm soft o,"$1,005.00 "
BHM,Cath biliary 14 35cm reg o,$875.00 
BHM,Cath biliary 8 35cm firm o,$875.00 
BHM,Cath biliary 8 35cm reg o,$839.00 
BHM,Cath biliary balloon 6fr 2 m,$530.00 
BHM,Cath biliary pr e,$530.00 
BHM,Cath bronch aspir 10-12fr,$14.00 
BHM,Cath bronch aspir 18fr,$14.00 
BHM,Cath bronch left 35fr,$451.00 
BHM,Cath bronch left 37fr,$451.00 
BHM,Cath bronch left 39fr,$451.00 
BHM,Cath centesis 6frtray saf t,$570.00 
BHM,Cath cholangiogr 5f mix g09 1,$499.00 
BHM,Cath cholangiogram endoscop l,$741.00 
BHM,Cath cholango commonbil g09 8,"$4,880.00 "
BHM,Cath clamp shutoff scw fix r,$10.00 
BHM,Cath coil wire pushe 16 17 m,"$1,752.00 "
BHM,Cath cross peri trif 5f g56 4,"$3,461.00 "
BHM,Cath Crossboss .04x135cm m2 0,"$9,360.00 "
BHM,Cath cryoabla xtra5 7f 22 5,"$8,925.00 "
BHM,Cath CV 1 lum 2.7f Bro Vitc f,"$1,559.00 "
BHM,Cath CV 1 lum 5f 73 6,$330.00 
BHM,Cath CV 2 lum 4f 5cm nb 12 2,$341.00 
BHM,Cath CV 2 lum 4f newborn 14 2,$341.00 
BHM,Cath CV 2 lum 5f 501j g04 6,"$1,119.00 "
BHM,Cath CV 2 lum 5f 55cm 3275 5,$873.00 
BHM,Cath CV 2 lum 5fr 8cm nb 25 2,$570.00 
BHM,Cath CV 2 lum 6r 70cm 3276 5,$837.00 
BHM,Cath cv 2 lum 8fr 20cm g44 0,$941.00 
BHM,Cath CV 2l 8f 16 cdc42802 1,"$1,200.00 "
BHM,Cath CV 3 lum 12f 24cm 609 0,"$3,169.00 "
BHM,Cath CV 3f 8cm j gwg02 1,$333.00 
BHM,Cath CV 3fr line cpmsy3 j,$583.00 
BHM,Cath CV 3l 7f .025 gw15 g47 5,$941.00 
BHM,Cath CV 3l 7f .025 gw20 g47 9,$941.00 
BHM,Cath CV 3l 7f .032 gw15 g44 6,$941.00 
BHM,Cath CV 3l 7f .032 gw20 g44 8,$941.00 
BHM,Cath CV 3l maxbrr Biopatc45 3,"$1,141.00 "
BHM,Cath CV gradplus kit ask45 3,"$1,141.00 "
BHM,Cath CV Grosh 1l 8f 7711 0,"$2,438.00 "
BHM,Cath CV Grosh 2l 9.5f 7726 0,"$2,438.00 "
BHM,CatH CV Hick 1l pwr 8f 802 5,"$3,071.00 "
BHM,CatH CV Hick 2l 7f pedi 600 0,"$1,281.00 "
BHM,Cath cv swan-g 6f 110 c145 n,"$1,084.00 "
BHM,Cath CV Trifusion 23cm 609 0,"$3,169.00 "
BHM,Cath CV Trifusion 27cm 609 0,"$3,169.00 "
BHM,Cath CVP 2 lum kit 16g 04 0,$250.00 
BHM,Cath cxi angl 4f .35x90 g52 7,"$1,698.00 "
BHM,Cath cxi angl2.3f 14x90 g18 2,"$1,698.00 "
BHM,Cath cxi angl2.3f014x150g18 6,"$1,517.00 "
BHM,Cath cxi angl2.6f 18x90 g50 2,"$1,698.00 "
BHM,Cath cxi str 4f.035x135 g52 2,"$1,517.00 "
BHM,Cath cxi str2.3f 014x150g18 3,"$1,517.00 "
BHM,Cath cxi str2.6f.018x150g50 1,"$1,698.00 "
BHM,Cath deliv secur his c315hi 2,"$4,290.00 "
BHM,Cath delvry 25-45 pxslim 5,"$8,310.00 "
BHM,Cath delvry strg 025 pxslim r,"$8,310.00 "
BHM,Cath Denver pleural kit507 0,"$5,606.00 "
BHM,Cath Denver pleural line7 5,$19.00 
BHM,Cath dia bk 360 dbp125micro 5,"$20,200.00 "
BHM,Cath diag rcb 6fr .038 5346 t,$81.00 
BHM,Cath dial 15fr 22x5 m,"$3,101.00 "
BHM,Cath dial 15fr 27cm cs152 x,"$2,433.00 "
BHM,Cath dial 15fr23-28cm valv n,"$3,257.00 "
BHM,Cath dial 15fr27-32cm valv n,"$3,257.00 "
BHM,Cath dial 15fr50-55cm valv n,"$3,257.00 "
BHM,Cath dial 20cm duramax10302 1,"$2,681.00 "
BHM,Cath dial 24cm duramax10302 3,"$2,681.00 "
BHM,Cath dial 28cm duramax10302 4,"$2,681.00 "
BHM,Cath dial 32cm duramax10302 5,"$2,681.00 "
BHM,Cath dial 44.5l peritn 413 5,"$2,128.00 "
BHM,Cath dial Ash Split 14 0,"$3,003.00 "
BHM,Cath dial Ash Split 14f 2,"$3,003.00 "
BHM,Cath dial Ash Split 14f 8,"$3,003.00 "
BHM,Cath dial crv kt 20cm 5655 0,"$1,675.00 "
BHM,Cath dial Niagara 15c crv66 0,$914.00 
BHM,Cath dial Niagara 20c str75 0,"$1,587.00 "
BHM,Cath dial Quinton 62cm 411 2,$962.00 
BHM,Cath dial trflw 15cm cv5615 0,"$1,675.00 "
BHM,Cath dial trflw 20cm cv5615 0,"$1,675.00 "
BHM,Cath dial trflw 30cm cv5605 0,"$1,675.00 "
BHM,Cath dial trflw kt15cm 5603 0,"$1,281.00 "
BHM,Cath dial trflw kt20cm 5603 0,"$1,281.00 "
BHM,Cath dial trflw kt24cm 5603 0,"$1,281.00 "
BHM,Cath dial trflw kt30cm 5603 0,"$1,281.00 "
BHM,Cath dil PTA con 10x4 cqf75 4,"$2,019.00 "
BHM,Cath dil PTA con 12x4 cqf75 4,"$2,019.00 "
BHM,Cath dil PTA con40 6x4 cqf7 4,"$2,019.00 "
BHM,Cath dil PTA con40 7x4 cqf7 4,"$2,019.00 "
BHM,Cath dil PTA con40 8x4 cqf7 4,"$2,019.00 "
BHM,Cath drain 6.5fr abcsss n,$617.00 
BHM,Cath drain 8f 25cm h965101 1,$627.00 
BHM,Cath drain adp10 25 h965101 1,$627.00 
BHM,Cath drain apd 8 25reg 27 4,$767.00 
BHM,Cath drain apd10 25 reg 27 5,$767.00 
BHM,Cath drain reg 14-25cm apdl p,$767.00 
BHM,Cath drain std 12f h965100 1,$627.00 
BHM,Cath dx 4.0 038 65 Omni fl h,$94.00 
BHM,Cath dx 4.0 10 90cm uni f e,$868.00 
BHM,Cath dx 4.0 35 65 pig 45140 5,$135.00 
BHM,Cath dx 4.0 35 80 SOS Omn 1,$151.00 
BHM,Cath dx 4.0 5 90cm uni f e,$868.00 
BHM,Cath dx 4.0 sim 2 100 45143 o,$135.00 
BHM,Cath dx 4.0 ver 135 100 5 c,$135.00 
BHM,Cath dx 5 Jl 4.5 100 55551 o,$81.00 
BHM,Cath dx 5.0 035 65 str fl h,$134.00 
BHM,Cath dx 5.0 035 90 str fl h,$120.00 
BHM,Cath dx 5.0 38 65 2s c2 31 8,$116.00 
BHM,Cath dx 5.0 38 65 ns a,$144.00 
BHM,Cath dx 5.0 38 80 1 10712 5,$151.00 
BHM,Cath dx 5.0 38 80 ns c2 31 6,$116.00 
BHM,Cath dx 5.0 38 80 ns s 2,$151.00 
BHM,Cath dx 5.0 38 ns 100 a,$144.00 
