Facility,CC,CC Description,1/1/19 Fee
HARTFORD,10000805,BILIRUBIN DIRECT,87.00
HARTFORD,10000807,NEWBORN BIOTINIDASE,20.00
HARTFORD,10000808,OCCULT BLOOD FECAL SCREENING,32.00
HARTFORD,10000809,"OCCULT BLOOD, OTHER",32.00
HARTFORD,10000811,"OCCULT BLOOD, FECES",32.00
HARTFORD,10000813,OCCULT BLOOD FECAL IMMUNOASSAY,76.00
HARTFORD,10000814,CADMIUM,148.00
HARTFORD,10000815,CADMIUM URINE,148.00
HARTFORD,10000816,"VITAMIN D, 25-OH",246.00
HARTFORD,10000817,CALCITONIN,235.00
HARTFORD,10000818,CALCIUM SERUM,80.00
HARTFORD,10000819,CALCIUM IONIZED,98.00
HARTFORD,10000822,CALCIUM URINE,98.00
HARTFORD,10000823,SRD CALCIUM URINE,48.00
HARTFORD,10000824,CALCULI INFRARED SPECTROSCOPY,127.00
HARTFORD,10000825,BICARBONATE URINE,70.00
HARTFORD,10000826,CARBON DIOXIDE,79.00
HARTFORD,10000827,CARBON MONOXIDE,121.00
HARTFORD,10000829,CEA,245.00
HARTFORD,10000830,CARNITINE FREE & TOTAL,263.00
HARTFORD,10000831,CAROTENE,112.00
HARTFORD,10000832,CATECHOLAMINES FRACT BLOOD,281.00
HARTFORD,10000833,CATECHOLAMINES FRACT URINE,281.00
HARTFORD,10000834,CERULOPLASMIN,147.00
HARTFORD,10000835,"IGF BINDING PROTEIN, CHEMILUM",206.00
HARTFORD,10000837,CHLORIDE BLOOD,90.00
HARTFORD,10000839,CHLORIDE URINE,90.00
HARTFORD,10000840,"CHLORIDE, OTHER SOURCE",90.00
HARTFORD,10000842,CHOLESTEROL,95.00
HARTFORD,10000844,"CHOLINESTERASE, RBC",91.00
HARTFORD,10000846,HPLC QUANTITATIVE,252.00
HARTFORD,10000849,CHROMIUM,74.00
HARTFORD,10000850,CITRATE,216.00
HARTFORD,10000851,SRD CITRATE,216.00
HARTFORD,10000852,COLLAGEN CROSS LINKS,186.00
HARTFORD,10000853,COPPER,151.00
HARTFORD,10000854,COPPER TISSUE,151.00
HARTFORD,10000855,COPPER URINE,151.00
HARTFORD,10000856,"CORTISOL, FREE",185.00
HARTFORD,10000857,"CORTISOL, SALIVARY",201.00
HARTFORD,10000858,"CORTISOL, TOTAL",201.00
HARTFORD,10000860,CK TOTAL,98.00
HARTFORD,10000861,CK ISOENZYMES,70.00
HARTFORD,10000863,CK MB FRACTION,225.00
HARTFORD,10000865,CREATININE BLOOD,79.00
HARTFORD,10000866,POC CREATININE,79.00
HARTFORD,10000867,CREATININE OTHER SOURCE,79.00
HARTFORD,10000868,CREATININE URINE,79.00
HARTFORD,10000869,SRDP CREATININE URINE,79.00
HARTFORD,10000870,CREATININE CLEARANCE,133.00
HARTFORD,10000871,CRYOFIBRINOGEN,85.00
HARTFORD,10000872,CRYOGLOBULIN QUALITATIVE,64.00
HARTFORD,10000873,CYANIDE,126.00
HARTFORD,10000874,VITAMIN B-12,181.00
HARTFORD,10000875,VITAMIN B-12 BINDING CAPACITY,109.00
HARTFORD,10000876,DHEA,244.00
HARTFORD,10000877,DHEA SULFATE,229.00
HARTFORD,10000878,DEOXYCORTISOL 11,138.00
HARTFORD,10000879,"ANABOLIC STEROIDS, 1-2",101.00
HARTFORD,10000880,"VITAMIN D, 1, 25-DIHYDROXY",254.00
HARTFORD,10000881,DISACCHARIDASES ACT TISSUE,352.00
HARTFORD,10000883,LIPO ELECTROPHORETIC TEST,245.00
HARTFORD,10000884,ERYTHROPOIETIN,143.00
HARTFORD,10000885,ESTRADIOL,207.00
HARTFORD,10000886,"ESTROGENS, FRACTIONATED",151.00
HARTFORD,10000887,ESTRIOL,125.00
HARTFORD,10000888,ESTRONE,166.00
HARTFORD,10000889,ETHYLENE GLYCOL,185.00
HARTFORD,10000890,"FAT, FECAL QUANTITATIVE",222.00
HARTFORD,10000891,VERY LONG CHAIN FATTY ACIDS,389.00
HARTFORD,10000892,FERRITIN,151.00
HARTFORD,10000893,FETAL FIBRONECTIN,522.00
HARTFORD,10000894,"FOLIC ACID, SERUM",249.00
HARTFORD,10000895,"FOLIC ACID, RBC",208.00
HARTFORD,10000896,NEWBORN GALACTOSE TRANSERASE,20.00
HARTFORD,10000897,"GAMMAGLOBULIN, IGA",62.00
HARTFORD,10000898,"GAMMAGLOBULIN, IGD",62.00
HARTFORD,10000899,"GAMMAGLOBULIN, IGG",62.00
HARTFORD,10000900,"GAMMAGLOBULIN, IGM",62.00
HARTFORD,10000901,IMMUNOGLOBULIN IGE,183.00
HARTFORD,10000902,IMMUNOGLOBULIN SUBCLASSES EA,44.00
HARTFORD,10000903,PH BLOOD,84.00
HARTFORD,10000904,BLOOD GASES,143.00
HARTFORD,10000906,POC BLOOD GASES,143.00
HARTFORD,10000908,BLOOD GAS PROFILE,180.00
HARTFORD,10000911,"GASES, O2 SATURATION",128.00
HARTFORD,10000913,GASTRIN,138.00
HARTFORD,10000914,GLUCAGON,182.00
HARTFORD,10000915,"GLUCOSE, BODY FLUID",76.00
HARTFORD,10000916,"GLUCOSE, BLOOD",76.00
HARTFORD,10000917,POC GLUCOSE SERUM,76.00
HARTFORD,10000918,"GLUCOSE, POST GLUCOSE DOSE",82.00
HARTFORD,10000919,"GTT, 3 SPECIMENS",207.00
HARTFORD,10000920,"GTT, EACH ADDL SPECIMEN",69.00
HARTFORD,10000921,"G6PD, QUANTITATIVE",105.00
HARTFORD,10000923,POC GLUCOSE - METER METHOD,25.00
HARTFORD,10000924,GGT,127.00
HARTFORD,10000925,GLYCATED PROTEIN,106.00
HARTFORD,10000926,FSH,232.00
HARTFORD,10000927,LUTEINIZING HORMONE,234.00
HARTFORD,10000928,HUMAN GROWTH HORMONE,125.00
HARTFORD,10000929,HAPTOGLOBIN,112.00
HARTFORD,10000930,H PYLORI BREATH TEST,359.00
HARTFORD,10000931,H PYLORI BREATH DRUG ADMIN,75.00
HARTFORD,10000932,THALLIUM,139.00
HARTFORD,10000934,HEMOGLOBIN ELECTROPH QUANT,200.00
HARTFORD,10000935,HEMOGLOBIN ELECTROPHORESIS,200.00
HARTFORD,10000936,NEWBORN HEMOGLOBINOPATHY,20.00
HARTFORD,10000937,"HEMOGLOBIN F, QUALITATIVE",34.00
HARTFORD,10000938,HEMOGLOBIN A1C,143.00
HARTFORD,10000939,METHEMOGLOBIN QUANTITATIVE,55.00
HARTFORD,10000941,HEMOGLOBIN PLASMA,94.00
HARTFORD,10000942,HEMOSIDERIN QUALITATIVE,71.00
HARTFORD,10000944,HISTAMINE,190.00
HARTFORD,10000946,HOMOCYSTEINE,276.00
HARTFORD,10000947,"HYDROXYCORTICOSTEROIDS, 17",149.00
HARTFORD,10000948,"HYDROXYINDOLACETIC ACID, 5",138.00
HARTFORD,10000949,"HYDROXYPROGESTERONE, 17D",187.00
HARTFORD,10000950,"NEWBORN OH-PROGESTRONE, 17D",20.00
HARTFORD,10000952,ANNA BY IMMUNOBLOT,176.00
HARTFORD,10000953,ANTI-GLIADIN IGA,153.00
HARTFORD,10000954,ANTI-GLIADIN IGG,176.00
HARTFORD,10000958,"GLUTAMIC ACID DECARB, ELISA",224.00
HARTFORD,10000959,GM1 ANTIBODY PANEL,87.00
HARTFORD,10000962,HISTONE ANTIBODY IGG,147.00
HARTFORD,10000963,"MAG AB, IGM",87.00
HARTFORD,10000964,MYELOPEROXIDASE AB,87.00
HARTFORD,10000965,NEWBORN CYSTIC FIBROSIS,20.00
HARTFORD,10000967,SERINE PROTEASE 3,87.00
HARTFORD,10000968,TISSUE TRANGLUTINASE AB,132.00
HARTFORD,10000969,ANTI-SMOOTH MUSCLE ANTIBODY,176.00
HARTFORD,10000970,BASEMENT MEMBRANE EPIDERMAL AB,75.00
HARTFORD,10000971,POC PLACENTAL MICROGLOBULIN-1,308.00
HARTFORD,10000972,ALPHA SUBUNIT,244.00
HARTFORD,10000973,21-HYDROXYLASE AB,140.00
HARTFORD,10000974,ACETYLCHOLINE RECEPTOR,213.00
HARTFORD,10000976,PTH RELATED PEPTIDE,213.00
HARTFORD,10000978,TSH RECEPTOR ANTIBODY,138.00
HARTFORD,10000979,VOLTAGE-GATED CA CHANNEL,317.00
HARTFORD,10000980,AUTOANTIBODIES TO DETECT IBD,138.00
HARTFORD,10000981,INHIBIN B,138.00
HARTFORD,10000982,INTERLEUKIN 6,138.00
HARTFORD,10000983,PANCREATIC ELASTASE FECAL,244.00
HARTFORD,10000984,TRYPTASE,244.00
HARTFORD,10000985,"INSULIN, TOTAL",105.00
HARTFORD,10000986,"INSULIN, FREE",62.00
HARTFORD,10000987,IRON,111.00
HARTFORD,10000988,IRON QUANTITATIVE TISSUE,140.00
HARTFORD,10000990,IRON BINDING CAPACITY,119.00
HARTFORD,10000992,LACTIC ACID,128.00
HARTFORD,10000993,POC LACTIC ACID,128.00
HARTFORD,10000994,LDH,71.00
HARTFORD,10000996,"LACTOFERRIN, FECAL QUAL",116.00
HARTFORD,10000997,LEAD,125.00
HARTFORD,10000998,"LEAD, URINE",94.00
HARTFORD,10001001,LAMELLAR BODY COUNT,101.00
HARTFORD,10001003,LIPASE,176.00
HARTFORD,10001004,LIPOPROTEIN A,155.00
HARTFORD,10001007,"LIPOPROTEIN QUANT, NMR",229.00
HARTFORD,10001008,HDL CHOLESTEROL,98.00
HARTFORD,10001009,LDL CHOLESTEROL,114.00
HARTFORD,10001010,MAGNESIUM SERUM,103.00
HARTFORD,10001011,MAGNESIUM SRDP,99.00
HARTFORD,10001012,MAGNESIUM URINE,99.00
HARTFORD,10001013,MANGANESE BLOOD,172.00
HARTFORD,10001015,NEWBORN AMINO ACID SCREEN,20.00
HARTFORD,10001016,MERCURY,149.00
HARTFORD,10001017,MERCURY URINE,149.00
HARTFORD,10001018,"METANEPHRINES, PLASMA",288.00
HARTFORD,10001019,"METANEPHRINES, URINE",144.00
HARTFORD,10001023,"MYELIN BASIC PROTEIN, CSF",163.00
HARTFORD,10001024,MYOGLOBIN,143.00
HARTFORD,10001025,"MYOGLOBIN, URINE",109.00
HARTFORD,10001027,NATRIURETIC PEPTIDE,170.00
HARTFORD,10001029,NEPHELOMETRY EACH ANALYTE,91.00
HARTFORD,10001049,5 NUCLEOTIDASE,84.00
HARTFORD,10001050,OLIGOCLONAL BANDS,152.00
HARTFORD,10001051,ORGANIC ACIDS TOTAL QUANT,423.00
HARTFORD,10001052,"ORGANIC ACID, SINGLE QUANT",287.00
HARTFORD,10001053,"OPIATES, LC/MS",106.00
HARTFORD,10001054,OSMOLALITY BLOOD,80.00
HARTFORD,10001055,"OSMOLALITY, URINE",80.00
HARTFORD,10001057,OXALATE,84.00
HARTFORD,10001058,SRD OXALATE URINE,84.00
HARTFORD,10001060,PARATHYROID HORMONE,200.00
HARTFORD,10001061,PH BODY FLUID,60.00
HARTFORD,10001062,PH FECAL,32.00
HARTFORD,10001063,PH URINE SRDP,67.00
HARTFORD,10001064,"ANTIPSYCHOTIC, 1-2",216.00
HARTFORD,10001065,NEWBORN PHENYLALANINE,20.00
HARTFORD,10001067,PROSTATIC ACID PHOSPHATASE,115.00
HARTFORD,10001068,ALKALINE PHOSPHATASE,112.00
HARTFORD,10001069,ALKALINE PHOSPHATASE ISOENZYME,125.00
HARTFORD,10001071,PHOSPHORUS,110.00
HARTFORD,10001072,PHOSPHORUS URINE,82.00
HARTFORD,10001073,SRDP PHOSPHORUS URINE,82.00
HARTFORD,10001075,PORPHOBILINOGEN URINE QUANT,109.00
HARTFORD,10001076,PORPHYRINS URINE FRACTIONATED,188.00
HARTFORD,10001077,PORPHYRINS FECES QUANT,221.00
HARTFORD,10001078,POC POTASSIUM SERUM,90.00
HARTFORD,10001079,POTASSIUM SERUM,90.00
HARTFORD,10001080,POTASSIUM URINE,90.00
HARTFORD,10001081,SRDP POTASSIUM,90.00
HARTFORD,10001082,PREALBUMIN,192.00
HARTFORD,10001083,17 OH PREGNENOLONE,163.00
HARTFORD,10001084,PROGESTERONE,219.00
HARTFORD,10001085,PROCALCITONIN (PCT),266.00
HARTFORD,10001086,PROLACTIN,256.00
HARTFORD,10001087,"PSA, TOTAL",148.00
HARTFORD,10001088,"PSA, FREE",148.00
HARTFORD,10001089,"PROTEIN, TOTAL",75.00
HARTFORD,10001090,"PROTEIN, TOTAL, URINE",75.00
HARTFORD,10001091,"PROTEIN, TOTAL, OTHER FLUID",94.00
HARTFORD,10001093,"PROTEIN ELECTROPHORESIS, SERUM",170.00
HARTFORD,10001094,"PROTEIN ELECTROPHORESIS, URINE",191.00
HARTFORD,10001095,WESTERN BLOT IMMUNO PROBE EA,424.00
HARTFORD,10001096,"RBC PROTOPORPHYRIN, QUANT",81.00
HARTFORD,10001097,PROINSULIN,91.00
HARTFORD,10001098,VITAMIN B-6,279.00
HARTFORD,10001099,PYRUVATE,130.00
HARTFORD,10001100,PYRUVATE KINASE,107.00
HARTFORD,10001101,SOLUBLE TRANSFERRIN RECEPTOR,218.00
HARTFORD,10001102,RENIN,241.00
HARTFORD,10001103,SELENIUM,122.00
HARTFORD,10001104,SEROTONIN,261.00
HARTFORD,10001105,SEX HORMONE BINDING GLOBULIN,106.00
HARTFORD,10001108,SODIUM SERUM,47.00
HARTFORD,10001109,SODIUM URINE,47.00
HARTFORD,10001110,SODIUM URINE 24HR,47.00
HARTFORD,10001111,"SODIUM, OTHER SOURCE",47.00
HARTFORD,10001112,SOMATOMEDIN,268.00
HARTFORD,10001113,"PHENOLPHTHALEIN, FECAL",102.00
HARTFORD,10001114,REDUCING SUBSTANCES STOOL,42.00
HARTFORD,10001115,SRDP SULFATE URINE,61.00
HARTFORD,10001116,"TESTOSTERONE, FREE",199.00
HARTFORD,10001117,"TESTOSTERONE, TOTAL",199.00
HARTFORD,10001118,VITAMIN B1,234.00
HARTFORD,10001119,THIOCYANATE,111.00
HARTFORD,10001120,THYROGLOBULIN,133.00
HARTFORD,10001121,"T4, TOTAL",127.00
HARTFORD,10001122,"T4, FREE",158.00
HARTFORD,10001123,THYROXINE BINDING GLOBULIN,158.00
HARTFORD,10001124,NEWBORN TSH,20.00
HARTFORD,10001125,TSH,171.00
HARTFORD,10001127,THYROID STIM IMMUNOGLOB,367.00
HARTFORD,10001128,VITAMIN E,160.00
HARTFORD,10001129,SGOT,98.00
HARTFORD,10001130,SGPT,104.00
HARTFORD,10001131,TRANSFERRIN,229.00
HARTFORD,10001132,TRIGLYCERIDES,112.00
HARTFORD,10001133,T3 UPTAKE,96.00
HARTFORD,10001134,"T3, TOTAL",183.00
HARTFORD,10001135,"T3, FREE",160.00
HARTFORD,10001136,"T3, REVERSE",114.00
HARTFORD,10001137,POC TROPONIN,166.00
HARTFORD,10001138,"TROPONIN, QUANTITATIVE",166.00
HARTFORD,10001139,NEWBORN TYROSINE,20.00
HARTFORD,10001140,BUN,82.00
HARTFORD,10001142,UREA NITROGEN URINE,103.00
HARTFORD,10001143,UREA NITROGEN CLEARANCE,116.00
HARTFORD,10001144,URIC ACID SERUM,94.00
HARTFORD,10001145,SRDP URIC ACID URINE,103.00
HARTFORD,10001146,URIC ACID URINE,103.00
HARTFORD,10001147,VANILLYLMANDELIC ACID,173.00
HARTFORD,10001148,VASOACTIVE INTESTINAL PEPTIDE,259.00
HARTFORD,10001149,VASOPRESSIN,287.00
HARTFORD,10001150,VITAMIN A,168.00
HARTFORD,10001151,VITAMIN K,293.00
HARTFORD,10001153,VOLATILES SCREEN,194.00
HARTFORD,10001155,ZINC,125.00
HARTFORD,10001156,C-PEPTIDE,149.00
HARTFORD,10001157,HCG MATERNAL QUANT,268.00
HARTFORD,10001158,HCG TUMOR MARKER QUANT,186.00
HARTFORD,10001159,HCG QUALITATIVE,173.00
HARTFORD,10001160,CHOLESTEROL FLUID,18.00
HARTFORD,10001161,OSMOLALITY OTHER SOURCE,67.00
HARTFORD,10001162,POTASSIUM OTHER,74.00
HARTFORD,10001164,WBC AUTOMATED DIFFERENTIAL,34.00
HARTFORD,10001167,BUFFY COAT DIFFERENTIAL,65.00
HARTFORD,10001168,HEMATOCRIT SPUN,47.00
HARTFORD,10001169,HEMATOCRIT,47.00
HARTFORD,10001170,POC HEMATOCRIT,47.00
HARTFORD,10001171,HEMOGLOBIN,47.00
HARTFORD,10001172,POC HEMOGLOBIN,47.00
HARTFORD,10001173,CBC W/AUTO DIFF,112.00
HARTFORD,10001174,CBC WO DIFF,78.00
HARTFORD,10001176,"RETICULOCYTE, MANUAL",54.00
HARTFORD,10001177,"RETICULOCYTES, AUTOMATED W/IRF",74.00
HARTFORD,10001179,WBC AUTOMATED,54.00
HARTFORD,10001180,"PLATELET, AUTOMATED",54.00
HARTFORD,10001182,ANTI-XA CHROMOGENIC ASSAY,222.00
HARTFORD,10001183,FACTOR II ACTIVITY,281.00
HARTFORD,10001184,FACTOR V ACTIVITY,313.00
HARTFORD,10001185,FACTOR VII ACTIVITY,313.00
HARTFORD,10001186,FACTOR VIII ACTIVITY,313.00
HARTFORD,10001187,VWF RISTOCETIN COFACTOR,313.00
HARTFORD,10001188,FACTOR VIII VW FACTOR ANTIGEN,313.00
HARTFORD,10001189,FACTOR VIII MULTIMETRIC ANALYS,313.00
HARTFORD,10001190,FACTOR IX ACTIVITY,313.00
HARTFORD,10001191,FACTOR X ACTIVITY,313.00
HARTFORD,10001192,FACTOR XI ACTIVITY,313.00
HARTFORD,10001193,FACTOR XII ACTIVITY,313.00
HARTFORD,10001194,FACTOR XIII ACTIVITY,108.00
HARTFORD,10001195,ANTITHROMBIN III ACTIVITY,278.00
HARTFORD,10001196,ANTITHROMBIN III ANTIGEN,228.00
HARTFORD,10001197,PROTEIN C ANTIGEN,277.00
HARTFORD,10001198,PROTEIN C ACTIVITY,313.00
HARTFORD,10001199,PROTEIN S TOTAL,298.00
HARTFORD,10001200,PROTEIN S FREE,293.00
HARTFORD,10001201,ACTIVATED PROTEIN C RESISTANCE,249.00
HARTFORD,10001202,COAG FACTOR INHIBITOR,341.00
HARTFORD,10001204,FACTOR 9 INHIBITOR,341.00
HARTFORD,10001205,POC ACT BLOOD TEST,104.00
HARTFORD,10001207,D-DIMER QUANTITATIVE,95.00
HARTFORD,10001208,FIBRINOGEN,104.00
HARTFORD,10001209,FIBRINOLYSINS SCRN INTERP/RPT,52.00
HARTFORD,10001210,ADAMTS-13 ACTIVITY,347.00
HARTFORD,10001212,PLASMINOGEN ACTIVATOR INHIB,175.00
HARTFORD,10001213,PLASMINOGEN ACTIVITY,208.00
HARTFORD,10001216,KLEIHAUER-BETKE STAIN,204.00
HARTFORD,10001217,FETAL SCREEN ROSETTE,98.00
HARTFORD,10001218,HEPARIN LEVEL,286.00
HARTFORD,10001219,LOW MOLECULAR WEIGHT HEPARIN,286.00
HARTFORD,10001221,MURAMIDASE,163.00
HARTFORD,10001222,"PLATELET AGGREGATION, EACH",155.00
HARTFORD,10001224,"PLATELET AGGREGATION, EPI",155.00
HARTFORD,10001225,HEXAGONAL PHOSPHOLIPID,133.00
HARTFORD,10001227,PROTHROMBIN TIME,61.00
HARTFORD,10001228,"PT, SUBSTITUTION",40.00
HARTFORD,10001229,RVVT DILUTED,169.00
HARTFORD,10001230,SED RATE AUTOMATED,72.00
HARTFORD,10001231,SICKLE CELL SCREEN,76.00
HARTFORD,10001232,THROMBIN TIME,77.00
HARTFORD,10001233,PARTIAL THROMBOPLASTIN TIME,77.00
HARTFORD,10001234,PTT SUBSTITUTION EACH,80.00
HARTFORD,10001235,VISCOSITY,122.00
HARTFORD,10001236,RAST ALLERGEN IGG QUANT EA,82.00
HARTFORD,10001237,ALLERGEN SPECIFIC IGE QUANT EA,46.00
HARTFORD,10001238,ANTI-NEUTROPHIL ANTIBODY,268.00
HARTFORD,10001239,PLATELET ANTIBODIES IDENTIFY,417.00
HARTFORD,10001240,PLATELET ASSOC IMMUNOGLOB,244.00
HARTFORD,10001242,ANTINUCLEAR ANTIBODIES (ANA),167.00
HARTFORD,10001243,ANA TITER,167.00
HARTFORD,10001244,ANTISTREPTOLYSIN O TITER,122.00
HARTFORD,10001245,PATH TRANSFUSION INTERP & RPT,350.00
HARTFORD,10001246,C-REACTIVE PROTEIN,96.00
HARTFORD,10001247,"CRP, HIGH SENSITIVITY",130.00
HARTFORD,10001249,BETA 2 GLYCOPROTEIN I AB,106.00
HARTFORD,10001250,CARDIOLIPIN AB IGA,113.00
HARTFORD,10001251,CARDIOLIPIN AB IGG,113.00
HARTFORD,10001252,CARDIOLIPIN AB IGM,113.00
HARTFORD,10001253,ANTI-PHOSPHATIDYLSERINE AB,71.00
HARTFORD,10001254,COLD AGGLUTININ TITER,83.00
HARTFORD,10001255,"COMPLEMENT ANTIGEN, C1",118.00
HARTFORD,10001256,"COMPLEMENT ANTIGEN, C2",238.00
HARTFORD,10001257,"COMPLEMENT ANTIGEN, C3",118.00
HARTFORD,10001258,"COMPLEMENT ANTIGEN, C4",118.00
HARTFORD,10001259,"COMPLEMENT ANTIGEN, C5",118.00
HARTFORD,10001260,"COMPLEMENT ACTIVITIY, C1",131.00
HARTFORD,10001261,COMPLEMENT TOTAL (CH50),247.00
HARTFORD,10001262,CYCLIC CITRULLINTED PEPTIDE AB,98.00
HARTFORD,10001263,DEOXYRIBONUCLEASE AB,139.00
HARTFORD,10001264,"DNA ANTIBODY, DOUBLE STRANDED",176.00
HARTFORD,10001265,ANTI-CENTROMERE ANTIBODY,88.00
HARTFORD,10001266,CHROMATIN ANTIBODY,88.00
HARTFORD,10001267,JO1 ANTIBODY,88.00
HARTFORD,10001269,RIBOSOMAL P PROTEIN ANTIBODY,88.00
HARTFORD,10001270,RNP ANTIBODY,88.00
HARTFORD,10001271,SCLERODERMA ANTIBODY,88.00
HARTFORD,10001272,SM/RNP EPITOPE,88.00
HARTFORD,10001273,SMITH ANTIBODY,88.00
HARTFORD,10001274,SS-A ANTIBODY,88.00
HARTFORD,10001275,SS-B ANTIBODY,88.00
HARTFORD,10001277,"ANNA, IGG BY IFA WITH REFLEX",181.00
HARTFORD,10001278,ANTI-MITOCHONDRIAL ANTIBODY,176.00
HARTFORD,10001279,ENDOMYSIAL IGA AUTOANTIBODIES,106.00
HARTFORD,10001284,PARIETAL CELL ANTIBODY,165.00
HARTFORD,10001285,"RETICULIN ANTIBODY, IGA",165.00
HARTFORD,10001286,STRIATED MUSCLE ANTIBODY,165.00
HARTFORD,10001290,NEURONAL NUCLEAR AB IGG TITER,186.00
HARTFORD,10001291,NEUTROPHIL CYTOPLASMIC AB,186.00
HARTFORD,10001292,PARIETAL CELL AB TITER,103.00
HARTFORD,10001294,SMOOTH MUSCLE AB TITER,103.00
HARTFORD,10001295,STRIATED MUSCLE AB TITER,103.00
HARTFORD,10001297,CANCER ANTIGEN 27.29,180.00
HARTFORD,10001298,CANCER ANTIGEN 19-9,180.00
HARTFORD,10001299,CANCER ANTIGEN 125,197.00
HARTFORD,10001300,MONOTEST,104.00
HARTFORD,10001302,CHROMOGRANIN A,176.00
HARTFORD,10001303,NEURON SPECIFIC ENOLASE,188.00
HARTFORD,10001304,INFECTIOUS AGENT ANTIBODY,99.00
HARTFORD,10001306,"GEL DIFFUSION, CHLAMYDIA TOXIN",109.00
HARTFORD,10001308,"IMMUNOFIXATION ELECTRO, SERUM",248.00
HARTFORD,10001309,"B2 TRANSFERRIN, CSF",261.00
HARTFORD,10001310,"IMMUNOFIXATION ELECTRO, URINE",188.00
HARTFORD,10001311,INHIBIN A,190.00
HARTFORD,10001312,INSULIN ANTIBODIES,176.00
HARTFORD,10001313,INTRINSIC FACTOR ANTIBODIES,167.00
HARTFORD,10001316,ISLET CELL ANTIBODY,224.00
HARTFORD,10001318,"B CELLS, TOTAL COUNT",227.00
HARTFORD,10001319,"NK CELLS, TOTAL COUNT",227.00
HARTFORD,10001320,"T CELLS, TOTAL COUNT",227.00
HARTFORD,10001321,"T CELLS, CD4 & CD8 RATIO",294.00
HARTFORD,10001322,CD4 COUNT,160.00
HARTFORD,10001324,LIVER-KIDNEY MICROSOME AB,136.00
HARTFORD,10001325,MICROSOMAL AB,113.00
HARTFORD,10001326,CRYPTOCOCCAL AGGLUTINATION,76.00
HARTFORD,10001327,STREP GROUP AGGLUTINATION,76.00
HARTFORD,10001328,CRYPTOCOCCUS TITER EA ANTIBODY,88.00
HARTFORD,10001329,STREPTOZYME R TITER,88.00
HARTFORD,10001330,RHEUMATOID FACTOR QUANTITATIVE,90.00
HARTFORD,10001331,"TB, INTERFERON AG RESPONSE",291.00
HARTFORD,10001335,RPR QUALITATIVE,64.00
HARTFORD,10001336,VDRL CSF QUALITATIVE,64.00
HARTFORD,10001337,RPR QUANTITATIVE,32.00
HARTFORD,10001338,"AB, ADENOVIRUS",127.00
HARTFORD,10001339,"AB, ASPERGILLUS (CF)",79.00
HARTFORD,10001340,"AB, ASPERGILLUS (ID)",79.00
HARTFORD,10001341,"AB, PNEUMOCOCCAL",76.00
HARTFORD,10001342,"AB, BARTONELLA",64.00
HARTFORD,10001343,"AB, BLASTOMYCES (CF)",74.00
HARTFORD,10001345,"AB, BORDETELLA IGA",133.00
HARTFORD,10001347,"AB, BORDETELLA IGM",133.00
HARTFORD,10001348,"AB, LYME DISEASE CONFIRMATORY",151.00
HARTFORD,10001349,"AB, LYME DISEASE",151.00
HARTFORD,10001350,"AB, LYME DISEASE CSF",151.00
HARTFORD,10001351,"AB, BRUCELLA",52.00
HARTFORD,10001352,CANDIDA ANTIBODY,114.00
HARTFORD,10001359,"AB, COCCIDIOIDES",63.00
HARTFORD,10001360,"AB, CMV NEGATIVE BLOOD PRODUCT",85.00
HARTFORD,10001361,"AB, CYTOMEGALOVIRUS",169.00
HARTFORD,10001362,"AB, CYTOMEGALOVIRUS IGM",169.00
HARTFORD,10001363,"AB, DIPTHERIA",77.00
HARTFORD,10001364,"AB, COXSACKIE A9 VIRUS",93.00
HARTFORD,10001365,"AB, COXSACKIE B VIRUS",62.00
HARTFORD,10001371,"AB, ECHOVIRUS",62.00
HARTFORD,10001372,"AB, POLIOVIRUS",62.00
HARTFORD,10001373,"AB, EBV EARLY ANTIGEN",63.00
HARTFORD,10001374,"AB, EBV NUCLEAR ANTIGEN",72.00
HARTFORD,10001375,"AB, EBV VIRAL CAPSID IGG",134.00
HARTFORD,10001376,"AB, EBV VIRAL CAPSID IGM",134.00
HARTFORD,10001378,S CEREVISIAE IGG/IGA,128.00
HARTFORD,10001380,"AB, GIARDIA LAMBLIA",146.00
HARTFORD,10001381,"AB, HELICOBACTER PYLORI IGG",198.00
HARTFORD,10001382,ANKLE/FOOT PROCEDURES 1,"5,260.00"
HARTFORD,10001383,ANKLE/FOOT PROCEDURES 2,"9,870.00"
HARTFORD,10001384,"AB, HELICOBACTER PYLORI IGM",198.00
HARTFORD,10001385,"AB, TOXOCARA",160.00
HARTFORD,10001386,"AB, H INFLUENZA B IGG",118.00
HARTFORD,10001388,"AB, HTLV WESTERN BLOT",183.00
HARTFORD,10001390,"AB, HERPES SIMPLEX IGM",107.00
HARTFORD,10001391,"AB, HERPES SIMPLEX  TYPE 1 IGG",107.00
HARTFORD,10001392,"AB, HERPES SIMPLEX TYPE 1",107.00
HARTFORD,10001393,"AB, HERPES SIMPLEX TYPE 2",107.00
HARTFORD,10001394,"AB, HERPES SIMPLEX TYPE 2 IGG",107.00
HARTFORD,10001395,"AB, HISTOPLASMA",56.00
HARTFORD,10001398,CARDIAC SURGERY 1,"8,870.00"
HARTFORD,10001399,CARDIAC SURGERY 2,"11,100.00"
HARTFORD,10001401,CARDIAC SURGERY 3,"13,320.00"
HARTFORD,10001402,CARDIAC SURGERY 4,"14,800.00"
HARTFORD,10001403,"AB, HIV-1/HIV-2",91.00
HARTFORD,10001405,HEPATITIS B CORE AB TOTAL,128.00
