Facility,CC,CC Description,1/1/19 Fee
AURORA BAYCARE,10000614,US OB >/=14 WK ADDL FETUS,388.00
AURORA BAYCARE,10000615,US OB DETAILED SINGLE FETUS,940.00
AURORA BAYCARE,10000616,US OB DETAILED ADDL FETUS,470.00
AURORA BAYCARE,10000619,US OB LIMITED,505.00
AURORA BAYCARE,10000620,US OB FOLLOW UP EA FETUS,505.00
AURORA BAYCARE,10000621,US OB TRANSVAGINAL,606.00
AURORA BAYCARE,10000622,BPP W/NST,814.00
AURORA BAYCARE,10000623,BPP W/O NST,614.00
AURORA BAYCARE,10000624,ECHO UMBILICAL ARTERY,437.00
AURORA BAYCARE,10000625,ECHO MIDDLE CEREBRAL ARTERY,437.00
AURORA BAYCARE,10000626,ECHO FETAL HEART,"1,050.00"
AURORA BAYCARE,10000630,US TRANSVAGINAL,606.00
AURORA BAYCARE,10000631,US PELVIS COMPLETE,877.00
AURORA BAYCARE,10000632,US PELVIS LIMITED,570.00
AURORA BAYCARE,10000633,US TESTICLES,709.00
AURORA BAYCARE,10000634,US PROSTATE VOLUME STUDY,"1,010.00"
AURORA BAYCARE,10000636,ULTRASOUND FOR VASCULAR ACCESS,597.00
AURORA BAYCARE,10000637,US GUIDED ABLATION MONITORING,640.00
AURORA BAYCARE,10000638,US NEEDLE GUIDANCE S&I,"1,100.00"
AURORA BAYCARE,10000640,US GUIDANCE DX AMNIO S&I,567.00
AURORA BAYCARE,10000641,US GUIDANCE RADIOTHERAPY,786.00
AURORA BAYCARE,10000642,US GUIDANCE INTRAOPERATIVE,448.00
AURORA BAYCARE,10000643,US MISCELLANEOUS,125.00
AURORA BAYCARE,10000644,FLUORO GUIDANCE CVL,312.00
AURORA BAYCARE,10000645,FLUORO GUIDANCE NEEDLE PLACEMENT,312.00
AURORA BAYCARE,10000647,FLUORO GUIDANCE SPINE INJECTION,312.00
AURORA BAYCARE,10000648,CT GUIDED STEREO LOCALIZATION,"1,310.00"
AURORA BAYCARE,10000649,CT GUIDED NEEDLE PLACEMENT S&I,"2,110.00"
AURORA BAYCARE,10000650,CT GUIDED TISSUE ABLATION,"1,750.00"
AURORA BAYCARE,10000651,CT GUIDED FIELD PLACEMENT,"2,420.00"
AURORA BAYCARE,10000662,BONE AGE STUDY,568.00
AURORA BAYCARE,10000663,BONE LENGTH STUDY,673.00
AURORA BAYCARE,10000665,BONE SURVEY COMPLETE,"1,360.00"
AURORA BAYCARE,10000666,BONE SURVEY INFANT,799.00
AURORA BAYCARE,10000668,DXA AXIAL SKELETON,649.00
AURORA BAYCARE,10000669,DXA APPENDICULAR SKELETON,487.00
AURORA BAYCARE,10000671,MR BONE MARROW/BLOOD SUPPLY,"3,250.00"
AURORA BAYCARE,10000672,DOSIMETRY BASIC CALCULATION,409.00
AURORA BAYCARE,10000678,NM THYROID METS IMAGING WHOLE BODY,"2,390.00"
AURORA BAYCARE,10000679,NM THYROID METS UPTAKE,646.00
AURORA BAYCARE,10000680,NM PARATHYROID IMAGING,"1,370.00"
AURORA BAYCARE,10000683,NM BONE MARROW IMAGING/WB,"1,750.00"
AURORA BAYCARE,10000687,NM LYMPHOSCINTIGRAPHY,"1,880.00"
AURORA BAYCARE,10000688,NM LIVER IMAGING/PLANAR,"1,700.00"
AURORA BAYCARE,10000689,NM LIVER IMAGING/SPECT,"2,290.00"
AURORA BAYCARE,10000690,NM LIVER IMAGING W FLOW,"2,290.00"
AURORA BAYCARE,10000695,NM GASTRIC EMPTYING STUDY,"1,750.00"
AURORA BAYCARE,10000696,NM GI BLEED STUDY,"1,560.00"
AURORA BAYCARE,10000697,NM BOWEL IMAGING,"1,340.00"
AURORA BAYCARE,10000699,NM BONE IMAGING/LTD,893.00
AURORA BAYCARE,10000701,NM BONE IMAGING/WHOLE BODY,"1,320.00"
AURORA BAYCARE,10000702,NM BONE IMAGING W FLOW,"1,410.00"
AURORA BAYCARE,10000703,NM BONE IMAGING SPECT,"1,410.00"
AURORA BAYCARE,10000706,NM MYO PERF SPECT SINGLE,"2,440.00"
AURORA BAYCARE,10000707,NM MYO PERF SPECT MULTIPLE,"3,660.00"
AURORA BAYCARE,10000709,NM MYO PERF PLANAR MULTIPLE,"4,130.00"
AURORA BAYCARE,10000711,NM PET MYOCARDIAL METABOLIC EVAL,"6,260.00"
AURORA BAYCARE,10000712,NM GATED BLOOD POOL IMAGING REST,"1,810.00"
AURORA BAYCARE,10000714,NM PET MYOCARDIAL PERFUSION SINGLE,"6,260.00"
AURORA BAYCARE,10000716,NM PULMONARY PERFUSION,"1,490.00"
AURORA BAYCARE,10000721,NM BRAIN IMAGING W FLOW/LTD,"1,050.00"
AURORA BAYCARE,10000722,NM BRAIN IMAGING W FLOW,"1,570.00"
AURORA BAYCARE,10000723,NM BRAIN IMAGING/SPECT,"1,540.00"
AURORA BAYCARE,10000724,NM BRAIN METABOLIC EVAL,"6,260.00"
AURORA BAYCARE,10000725,NM PET BRAIN PERFUSION EVAL,"6,260.00"
AURORA BAYCARE,10000726,NM BRAIN IMAGING/FLOW ONLY,810.00
AURORA BAYCARE,10000727,NM CISTERNOGRAPHY/PLANAR,"1,570.00"
AURORA BAYCARE,10000728,NM CSF SHUNT IMAGING,"1,700.00"
AURORA BAYCARE,10000729,NM CISTERNOGRAPHY/SPECT,"1,610.00"
AURORA BAYCARE,10000731,NM RENAL FUNCTION WO DRUG,"2,260.00"
AURORA BAYCARE,10000732,NM RENAL FUNCTION W DRUG,"2,460.00"
AURORA BAYCARE,10000733,NM RENAL FUNCTION WWO DRUG,"3,590.00"
AURORA BAYCARE,10000734,NM TUMOR LOCALIZATION/LTD,"1,190.00"
AURORA BAYCARE,10000735,NM TUMOR LOCALIZATION/WB 1 DAY,"1,790.00"
AURORA BAYCARE,10000736,NM TUMOR LOCALIZATION/SPECT,"1,790.00"
AURORA BAYCARE,10000737,NM TUMOR LOCALIZATION/WB 2+ DAY,"2,390.00"
AURORA BAYCARE,10000738,NM INFLAMMATION IMAGING/LTD,"1,560.00"
AURORA BAYCARE,10000739,NM INFLAMMATION IMAGING/WB,"2,330.00"
AURORA BAYCARE,10000740,NM INFLAMMATION IMAGING/SPECT,"1,990.00"
AURORA BAYCARE,10000742,NM PET TUMOR IMAGING SKULL-THIGH,"6,260.00"
AURORA BAYCARE,10000743,NM THERAPY ORAL ADMINISTRATION,805.00
AURORA BAYCARE,10000744,NM RADIOPHARMACEUTICAL THERAPY IV,"1,020.00"
AURORA BAYCARE,10000745,NM TX MONOCLONAL ANTIBODY,"1,740.00"
AURORA BAYCARE,10000746,NM THERAPY INTRA-ARTERIAL,"1,030.00"
AURORA BAYCARE,10000747,POC URINE DIPSTICK W/O MICRO,36.00
AURORA BAYCARE,10000748,URINALYSIS SCREEN MANUAL,26.00
AURORA BAYCARE,10000750,URINALYSIS AUTO W/O MICRO,69.00
AURORA BAYCARE,10000751,URINE MICROSCOPIC,37.00
AURORA BAYCARE,10000752,URINE RBC MICROSCOPIC,37.00
AURORA BAYCARE,10000753,POC-URINE DIPSTICK PREGNANCY,88.00
AURORA BAYCARE,10000754,URINE DIPSTICK PREGNANCY,126.00
AURORA BAYCARE,10000756,"URINE TIMED VOLUME, EACH",21.00
AURORA BAYCARE,10000757,ACETAMINOPHIN,279.00
AURORA BAYCARE,10000759,ACETONE SERUM QUANTITATIVE,74.00
AURORA BAYCARE,10000761,ACYLCARNITINE QUANTITATIVE,378.00
AURORA BAYCARE,10000762,NEWBORN FATTY ACID OXIDATION,20.00
AURORA BAYCARE,10000763,ACTH,370.00
AURORA BAYCARE,10000764,"ALBUMIN, SERUM",74.00
AURORA BAYCARE,10000765,ALBUMIN OTHER SOURCE EACH SPECIMEN,74.00
AURORA BAYCARE,10000766,MICROALBUMIN URINE,121.00
AURORA BAYCARE,10000767,MICROALBUMIN URINE 24 HR,121.00
AURORA BAYCARE,10000768,MICROALBUMIN URINE TIMED,121.00
AURORA BAYCARE,10000769,ALCOHOL SCREEN (ETHANOL),193.00
AURORA BAYCARE,10000770,ALDOLASE,111.00
AURORA BAYCARE,10000771,ALDOSTERONE,232.00
AURORA BAYCARE,10000772,ALDOSTERONE URINE,232.00
AURORA BAYCARE,10000774,ALPHA-1 ANTITRYPSIN,174.00
AURORA BAYCARE,10000775,ALPHA-1 ANTITRYPSIN PHENOTYPE,174.00
AURORA BAYCARE,10000776,"AFP, MATERNAL SCREEN",92.00
AURORA BAYCARE,10000777,"AFP, TUMOR MARKER",184.00
AURORA BAYCARE,10000779,ALUMINUM,164.00
AURORA BAYCARE,10000781,AMINO ACIDS QUANTITATIVE SNGL,96.00
AURORA BAYCARE,10000782,AMINOLEVULINIC ACID,106.00
AURORA BAYCARE,10000783,AMINO ACIDS QUANTITATIVE 6/>,372.00
AURORA BAYCARE,10000784,AMMONIA,141.00
AURORA BAYCARE,10000785,SRDP AMMONIA URINE,118.00
AURORA BAYCARE,10000787,AMYLASE,112.00
AURORA BAYCARE,10000789,"AMYLASE, URINE",112.00
AURORA BAYCARE,10000791,ANDROSTENEDIONE,180.00
AURORA BAYCARE,10000792,"ACE, CSF",176.00
AURORA BAYCARE,10000793,ANGIOTENSIN CONVERTING ENZYME,149.00
AURORA BAYCARE,10000794,APOLIPOPROTEIN A,73.00
AURORA BAYCARE,10000795,APOLIPOPROTEIN B,73.00
AURORA BAYCARE,10000796,ARSENIC,112.00
AURORA BAYCARE,10000797,"ARSENIC, URINE",112.00
AURORA BAYCARE,10000798,VITAMIN C,111.00
AURORA BAYCARE,10000799,"BARBITURATES, GC/MS",160.00
AURORA BAYCARE,10000800,PENTOBARBITAL,160.00
AURORA BAYCARE,10000801,BETA-2 MICROGLOBULIN,125.00
AURORA BAYCARE,10000802,BETA-2 MICROGLOBULIN URINE,125.00
AURORA BAYCARE,10000803,"BILE ACIDS, TOTAL",88.00
AURORA BAYCARE,10000804,BILIRUBIN TOTAL,97.00
AURORA BAYCARE,10000805,BILIRUBIN DIRECT,87.00
AURORA BAYCARE,10000807,NEWBORN BIOTINIDASE,20.00
AURORA BAYCARE,10000808,OCCULT BLOOD FECAL SCREENING,32.00
AURORA BAYCARE,10000809,"OCCULT BLOOD, OTHER",32.00
AURORA BAYCARE,10000811,"OCCULT BLOOD, FECES",32.00
AURORA BAYCARE,10000813,OCCULT BLOOD FECAL IMMUNOASSAY,76.00
AURORA BAYCARE,10000814,CADMIUM,148.00
AURORA BAYCARE,10000815,CADMIUM URINE,148.00
AURORA BAYCARE,10000816,"VITAMIN D, 25-OH",246.00
AURORA BAYCARE,10000817,CALCITONIN,235.00
AURORA BAYCARE,10000818,CALCIUM SERUM,80.00
AURORA BAYCARE,10000819,CALCIUM IONIZED,98.00
AURORA BAYCARE,10000820,POC CALCIUM IONIZED,65.00
AURORA BAYCARE,10000822,CALCIUM URINE,98.00
AURORA BAYCARE,10000823,SRD CALCIUM URINE,48.00
AURORA BAYCARE,10000824,CALCULI INFRARED SPECTROSCOPY,127.00
AURORA BAYCARE,10000825,BICARBONATE URINE,70.00
AURORA BAYCARE,10000826,CARBON DIOXIDE,79.00
AURORA BAYCARE,10000827,CARBON MONOXIDE,121.00
AURORA BAYCARE,10000828,POC CARBON MONOXIDE,61.00
AURORA BAYCARE,10000829,CEA,245.00
AURORA BAYCARE,10000830,CARNITINE FREE & TOTAL,263.00
AURORA BAYCARE,10000831,CAROTENE,112.00
AURORA BAYCARE,10000832,CATECHOLAMINES FRACT BLOOD,281.00
AURORA BAYCARE,10000833,CATECHOLAMINES FRACT URINE,281.00
AURORA BAYCARE,10000834,CERULOPLASMIN,147.00
AURORA BAYCARE,10000835,"IGF BINDING PROTEIN, CHEMILUM",206.00
AURORA BAYCARE,10000837,CHLORIDE BLOOD,90.00
AURORA BAYCARE,10000838,POC CHLORIDE,90.00
AURORA BAYCARE,10000839,CHLORIDE URINE,90.00
AURORA BAYCARE,10000840,"CHLORIDE, OTHER SOURCE",90.00
AURORA BAYCARE,10000842,CHOLESTEROL,95.00
AURORA BAYCARE,10000844,"CHOLINESTERASE, RBC",91.00
AURORA BAYCARE,10000846,HPLC QUANTITATIVE,252.00
AURORA BAYCARE,10000849,CHROMIUM,74.00
AURORA BAYCARE,10000850,CITRATE,216.00
AURORA BAYCARE,10000851,SRD CITRATE,216.00
AURORA BAYCARE,10000852,COLLAGEN CROSS LINKS,186.00
AURORA BAYCARE,10000853,COPPER,151.00
AURORA BAYCARE,10000854,COPPER TISSUE,151.00
AURORA BAYCARE,10000855,COPPER URINE,151.00
AURORA BAYCARE,10000856,"CORTISOL, FREE",185.00
AURORA BAYCARE,10000857,"CORTISOL, SALIVARY",201.00
AURORA BAYCARE,10000858,"CORTISOL, TOTAL",201.00
AURORA BAYCARE,10000860,CK TOTAL,98.00
AURORA BAYCARE,10000861,CK ISOENZYMES,70.00
AURORA BAYCARE,10000863,CK MB FRACTION,225.00
AURORA BAYCARE,10000865,CREATININE BLOOD,79.00
AURORA BAYCARE,10000866,POC CREATININE,79.00
AURORA BAYCARE,10000867,CREATININE OTHER SOURCE,79.00
AURORA BAYCARE,10000868,CREATININE URINE,79.00
AURORA BAYCARE,10000869,SRDP CREATININE URINE,79.00
AURORA BAYCARE,10000870,CREATININE CLEARANCE,133.00
AURORA BAYCARE,10000871,CRYOFIBRINOGEN,85.00
AURORA BAYCARE,10000872,CRYOGLOBULIN QUALITATIVE,64.00
AURORA BAYCARE,10000873,CYANIDE,126.00
AURORA BAYCARE,10000874,VITAMIN B-12,181.00
AURORA BAYCARE,10000875,VITAMIN B-12 BINDING CAPACITY,109.00
AURORA BAYCARE,10000876,DHEA,244.00
AURORA BAYCARE,10000877,DHEA SULFATE,229.00
AURORA BAYCARE,10000878,DEOXYCORTISOL 11,138.00
AURORA BAYCARE,10000879,"ANABOLIC STEROIDS, 1-2",101.00
AURORA BAYCARE,10000880,"VITAMIN D, 1, 25-DIHYDROXY",254.00
AURORA BAYCARE,10000881,DISACCHARIDASES ACT TISSUE,352.00
AURORA BAYCARE,10000882,THIOPURINE METHYLTRANSFERASE,352.00
AURORA BAYCARE,10000883,LIPO ELECTROPHORETIC TEST,245.00
AURORA BAYCARE,10000884,ERYTHROPOIETIN,143.00
AURORA BAYCARE,10000885,ESTRADIOL,207.00
AURORA BAYCARE,10000886,"ESTROGENS, FRACTIONATED",151.00
AURORA BAYCARE,10000887,ESTRIOL,125.00
AURORA BAYCARE,10000888,ESTRONE,166.00
AURORA BAYCARE,10000889,ETHYLENE GLYCOL,185.00
AURORA BAYCARE,10000890,"FAT, FECAL QUANTITATIVE",222.00
AURORA BAYCARE,10000891,VERY LONG CHAIN FATTY ACIDS,389.00
AURORA BAYCARE,10000892,FERRITIN,151.00
AURORA BAYCARE,10000893,FETAL FIBRONECTIN,522.00
AURORA BAYCARE,10000894,"FOLIC ACID, SERUM",249.00
AURORA BAYCARE,10000895,"FOLIC ACID, RBC",208.00
AURORA BAYCARE,10000896,NEWBORN GALACTOSE TRANSERASE,20.00
AURORA BAYCARE,10000897,"GAMMAGLOBULIN, IGA",62.00
AURORA BAYCARE,10000898,"GAMMAGLOBULIN, IGD",62.00
AURORA BAYCARE,10000899,"GAMMAGLOBULIN, IGG",62.00
AURORA BAYCARE,10000900,"GAMMAGLOBULIN, IGM",62.00
AURORA BAYCARE,10000901,IMMUNOGLOBULIN IGE,183.00
AURORA BAYCARE,10000902,IMMUNOGLOBULIN SUBCLASSES EA,44.00
AURORA BAYCARE,10000903,PH BLOOD,84.00
AURORA BAYCARE,10000904,BLOOD GASES,143.00
AURORA BAYCARE,10000906,POC BLOOD GASES,143.00
AURORA BAYCARE,10000908,BLOOD GAS PROFILE,180.00
AURORA BAYCARE,10000910,POC OXYGEN SATURATION,128.00
AURORA BAYCARE,10000911,"GASES, O2 SATURATION",128.00
AURORA BAYCARE,10000913,GASTRIN,138.00
AURORA BAYCARE,10000914,GLUCAGON,182.00
AURORA BAYCARE,10000915,"GLUCOSE, BODY FLUID",76.00
AURORA BAYCARE,10000916,"GLUCOSE, BLOOD",76.00
AURORA BAYCARE,10000917,POC GLUCOSE SERUM,76.00
AURORA BAYCARE,10000918,"GLUCOSE, POST GLUCOSE DOSE",82.00
AURORA BAYCARE,10000919,"GTT, 3 SPECIMENS",207.00
AURORA BAYCARE,10000920,"GTT, EACH ADDL SPECIMEN",69.00
AURORA BAYCARE,10000921,"G6PD, QUANTITATIVE",105.00
AURORA BAYCARE,10000923,POC GLUCOSE - METER METHOD,25.00
AURORA BAYCARE,10000924,GGT,127.00
AURORA BAYCARE,10000925,GLYCATED PROTEIN,106.00
AURORA BAYCARE,10000926,FSH,232.00
AURORA BAYCARE,10000927,LUTEINIZING HORMONE,234.00
AURORA BAYCARE,10000928,HUMAN GROWTH HORMONE,125.00
AURORA BAYCARE,10000929,HAPTOGLOBIN,112.00
AURORA BAYCARE,10000930,H PYLORI BREATH TEST,359.00
AURORA BAYCARE,10000931,H PYLORI BREATH DRUG ADMIN,75.00
AURORA BAYCARE,10000932,THALLIUM,139.00
AURORA BAYCARE,10000933,"HEMOGLOBIN ELECTRO, ALKALINE",200.00
AURORA BAYCARE,10000934,HEMOGLOBIN ELECTROPH QUANT,200.00
AURORA BAYCARE,10000935,HEMOGLOBIN ELECTROPHORESIS,200.00
AURORA BAYCARE,10000936,NEWBORN HEMOGLOBINOPATHY,20.00
AURORA BAYCARE,10000937,"HEMOGLOBIN F, QUALITATIVE",34.00
AURORA BAYCARE,10000938,HEMOGLOBIN A1C,143.00
AURORA BAYCARE,10000939,METHEMOGLOBIN QUANTITATIVE,55.00
AURORA BAYCARE,10000940,POC METHEMOGLOBIN,70.00
AURORA BAYCARE,10000941,HEMOGLOBIN PLASMA,94.00
AURORA BAYCARE,10000942,HEMOSIDERIN QUALITATIVE,71.00
AURORA BAYCARE,10000944,HISTAMINE,190.00
AURORA BAYCARE,10000945,"HISTAMINE, URINE",190.00
AURORA BAYCARE,10000946,HOMOCYSTEINE,276.00
AURORA BAYCARE,10000947,"HYDROXYCORTICOSTEROIDS, 17",149.00
AURORA BAYCARE,10000948,"HYDROXYINDOLACETIC ACID, 5",138.00
AURORA BAYCARE,10000949,"HYDROXYPROGESTERONE, 17D",187.00
AURORA BAYCARE,10000950,"NEWBORN OH-PROGESTRONE, 17D",20.00
AURORA BAYCARE,10000952,ANNA BY IMMUNOBLOT,176.00
AURORA BAYCARE,10000953,ANTI-GLIADIN IGA,153.00
AURORA BAYCARE,10000954,ANTI-GLIADIN IGG,176.00
AURORA BAYCARE,10000958,"GLUTAMIC ACID DECARB, ELISA",224.00
AURORA BAYCARE,10000959,GM1 ANTIBODY PANEL,87.00
AURORA BAYCARE,10000960,"GM1, IGG ANTIBODY",87.00
AURORA BAYCARE,10000961,"GM1, IGM ANTIBODY",87.00
AURORA BAYCARE,10000962,HISTONE ANTIBODY IGG,147.00
AURORA BAYCARE,10000963,"MAG AB, IGM",87.00
AURORA BAYCARE,10000964,MYELOPEROXIDASE AB,87.00
AURORA BAYCARE,10000965,NEWBORN CYSTIC FIBROSIS,20.00
AURORA BAYCARE,10000967,SERINE PROTEASE 3,87.00
AURORA BAYCARE,10000968,TISSUE TRANGLUTINASE AB,132.00
AURORA BAYCARE,10000969,ANTI-SMOOTH MUSCLE ANTIBODY,176.00
AURORA BAYCARE,10000970,BASEMENT MEMBRANE EPIDERMAL AB,75.00
AURORA BAYCARE,10000971,POC PLACENTAL MICROGLOBULIN-1,308.00
AURORA BAYCARE,10000972,ALPHA SUBUNIT,244.00
AURORA BAYCARE,10000973,21-HYDROXYLASE AB,140.00
AURORA BAYCARE,10000974,ACETYLCHOLINE RECEPTOR,213.00
AURORA BAYCARE,10000976,PTH RELATED PEPTIDE,213.00
AURORA BAYCARE,10000978,TSH RECEPTOR ANTIBODY,138.00
AURORA BAYCARE,10000979,VOLTAGE-GATED CA CHANNEL,317.00
AURORA BAYCARE,10000980,AUTOANTIBODIES TO DETECT IBD,138.00
AURORA BAYCARE,10000981,INHIBIN B,138.00
AURORA BAYCARE,10000982,INTERLEUKIN 6,138.00
AURORA BAYCARE,10000983,PANCREATIC ELASTASE FECAL,244.00
AURORA BAYCARE,10000984,TRYPTASE,244.00
AURORA BAYCARE,10000985,"INSULIN, TOTAL",105.00
AURORA BAYCARE,10000986,"INSULIN, FREE",62.00
AURORA BAYCARE,10000987,IRON,111.00
AURORA BAYCARE,10000988,IRON QUANTITATIVE TISSUE,140.00
AURORA BAYCARE,10000990,IRON BINDING CAPACITY,119.00
AURORA BAYCARE,10000992,LACTIC ACID,128.00
AURORA BAYCARE,10000993,POC LACTIC ACID,128.00
AURORA BAYCARE,10000994,LDH,71.00
AURORA BAYCARE,10000996,"LACTOFERRIN, FECAL QUAL",116.00
AURORA BAYCARE,10000997,LEAD,125.00
AURORA BAYCARE,10000998,"LEAD, URINE",94.00
AURORA BAYCARE,10001001,LAMELLAR BODY COUNT,101.00
AURORA BAYCARE,10001003,LIPASE,176.00
AURORA BAYCARE,10001004,LIPOPROTEIN A,155.00
AURORA BAYCARE,10001007,"LIPOPROTEIN QUANT, NMR",229.00
AURORA BAYCARE,10001008,HDL CHOLESTEROL,98.00
AURORA BAYCARE,10001009,LDL CHOLESTEROL,114.00
AURORA BAYCARE,10001010,MAGNESIUM SERUM,103.00
AURORA BAYCARE,10001011,MAGNESIUM SRDP,99.00
AURORA BAYCARE,10001012,MAGNESIUM URINE,99.00
AURORA BAYCARE,10001013,MANGANESE BLOOD,172.00
AURORA BAYCARE,10001015,NEWBORN AMINO ACID SCREEN,20.00
AURORA BAYCARE,10001016,MERCURY,149.00
AURORA BAYCARE,10001017,MERCURY URINE,149.00
AURORA BAYCARE,10001018,"METANEPHRINES, PLASMA",288.00
AURORA BAYCARE,10001019,"METANEPHRINES, URINE",144.00
AURORA BAYCARE,10001023,"MYELIN BASIC PROTEIN, CSF",163.00
AURORA BAYCARE,10001024,MYOGLOBIN,143.00
AURORA BAYCARE,10001025,"MYOGLOBIN, URINE",109.00
AURORA BAYCARE,10001027,NATRIURETIC PEPTIDE,170.00
AURORA BAYCARE,10001029,NEPHELOMETRY EACH ANALYTE,91.00
AURORA BAYCARE,10001049,5 NUCLEOTIDASE,84.00
AURORA BAYCARE,10001050,OLIGOCLONAL BANDS,152.00
AURORA BAYCARE,10001051,ORGANIC ACIDS TOTAL QUANT,423.00
AURORA BAYCARE,10001052,"ORGANIC ACID, SINGLE QUANT",287.00
AURORA BAYCARE,10001053,"OPIATES, LC/MS",106.00
AURORA BAYCARE,10001054,OSMOLALITY BLOOD,80.00
AURORA BAYCARE,10001055,"OSMOLALITY, URINE",80.00
AURORA BAYCARE,10001057,OXALATE,84.00
AURORA BAYCARE,10001058,SRD OXALATE URINE,84.00
AURORA BAYCARE,10001060,PARATHYROID HORMONE,200.00
AURORA BAYCARE,10001061,PH BODY FLUID,60.00
AURORA BAYCARE,10001062,PH FECAL,32.00
AURORA BAYCARE,10001063,PH URINE SRDP,67.00
AURORA BAYCARE,10001064,"ANTIPSYCHOTIC, 1-2",216.00
AURORA BAYCARE,10001065,NEWBORN PHENYLALANINE,20.00
AURORA BAYCARE,10001067,PROSTATIC ACID PHOSPHATASE,115.00
AURORA BAYCARE,10001068,ALKALINE PHOSPHATASE,112.00
AURORA BAYCARE,10001069,ALKALINE PHOSPHATASE ISOENZYME,125.00
AURORA BAYCARE,10001071,PHOSPHORUS,110.00
AURORA BAYCARE,10001072,PHOSPHORUS URINE,82.00
AURORA BAYCARE,10001073,SRDP PHOSPHORUS URINE,82.00
AURORA BAYCARE,10001075,PORPHOBILINOGEN URINE QUANT,109.00
AURORA BAYCARE,10001076,PORPHYRINS URINE FRACTIONATED,188.00
AURORA BAYCARE,10001077,PORPHYRINS FECES QUANT,221.00
AURORA BAYCARE,10001078,POC POTASSIUM SERUM,90.00
AURORA BAYCARE,10001079,POTASSIUM SERUM,90.00
AURORA BAYCARE,10001080,POTASSIUM URINE,90.00
AURORA BAYCARE,10001081,SRDP POTASSIUM,90.00
AURORA BAYCARE,10001082,PREALBUMIN,192.00
AURORA BAYCARE,10001083,17 OH PREGNENOLONE,163.00
AURORA BAYCARE,10001084,PROGESTERONE,219.00
AURORA BAYCARE,10001085,PROCALCITONIN (PCT),266.00
AURORA BAYCARE,10001086,PROLACTIN,256.00
AURORA BAYCARE,10001087,"PSA, TOTAL",148.00
AURORA BAYCARE,10001088,"PSA, FREE",148.00
AURORA BAYCARE,10001089,"PROTEIN, TOTAL",75.00
AURORA BAYCARE,10001090,"PROTEIN, TOTAL, URINE",75.00
AURORA BAYCARE,10001091,"PROTEIN, TOTAL, OTHER FLUID",94.00
AURORA BAYCARE,10001093,"PROTEIN ELECTROPHORESIS, SERUM",170.00
AURORA BAYCARE,10001094,"PROTEIN ELECTROPHORESIS, URINE",191.00
AURORA BAYCARE,10001095,WESTERN BLOT IMMUNO PROBE EA,424.00
AURORA BAYCARE,10001096,"RBC PROTOPORPHYRIN, QUANT",81.00
AURORA BAYCARE,10001097,PROINSULIN,91.00
AURORA BAYCARE,10001098,VITAMIN B-6,279.00
AURORA BAYCARE,10001099,PYRUVATE,130.00
AURORA BAYCARE,10001100,PYRUVATE KINASE,107.00
AURORA BAYCARE,10001101,SOLUBLE TRANSFERRIN RECEPTOR,218.00
AURORA BAYCARE,10001102,RENIN,241.00
AURORA BAYCARE,10001103,SELENIUM,122.00
AURORA BAYCARE,10001104,SEROTONIN,261.00
AURORA BAYCARE,10001105,SEX HORMONE BINDING GLOBULIN,106.00
AURORA BAYCARE,10001107,POC SODIUM SERUM,47.00
AURORA BAYCARE,10001108,SODIUM SERUM,47.00
AURORA BAYCARE,10001109,SODIUM URINE,47.00
AURORA BAYCARE,10001110,SODIUM URINE 24HR,47.00
AURORA BAYCARE,10001111,"SODIUM, OTHER SOURCE",47.00
AURORA BAYCARE,10001112,SOMATOMEDIN,268.00
AURORA BAYCARE,10001113,"PHENOLPHTHALEIN, FECAL",102.00
AURORA BAYCARE,10001114,REDUCING SUBSTANCES STOOL,42.00
AURORA BAYCARE,10001115,SRDP SULFATE URINE,61.00
AURORA BAYCARE,10001116,"TESTOSTERONE, FREE",199.00
AURORA BAYCARE,10001117,"TESTOSTERONE, TOTAL",199.00
AURORA BAYCARE,10001118,VITAMIN B1,234.00
AURORA BAYCARE,10001119,THIOCYANATE,111.00
AURORA BAYCARE,10001120,THYROGLOBULIN,133.00
AURORA BAYCARE,10001121,"T4, TOTAL",127.00
AURORA BAYCARE,10001122,"T4, FREE",158.00
AURORA BAYCARE,10001123,THYROXINE BINDING GLOBULIN,158.00
AURORA BAYCARE,10001124,NEWBORN TSH,20.00
AURORA BAYCARE,10001125,TSH,171.00
AURORA BAYCARE,10001127,THYROID STIM IMMUNOGLOB,367.00
AURORA BAYCARE,10001128,VITAMIN E,160.00
AURORA BAYCARE,10001129,SGOT,98.00
AURORA BAYCARE,10001130,SGPT,104.00
AURORA BAYCARE,10001131,TRANSFERRIN,229.00
AURORA BAYCARE,10001132,TRIGLYCERIDES,112.00
AURORA BAYCARE,10001133,T3 UPTAKE,96.00
AURORA BAYCARE,10001134,"T3, TOTAL",183.00
AURORA BAYCARE,10001135,"T3, FREE",160.00
AURORA BAYCARE,10001136,"T3, REVERSE",114.00
AURORA BAYCARE,10001137,POC TROPONIN,166.00
AURORA BAYCARE,10001138,"TROPONIN, QUANTITATIVE",166.00
AURORA BAYCARE,10001139,NEWBORN TYROSINE,20.00
AURORA BAYCARE,10001140,BUN,82.00
AURORA BAYCARE,10001141,POC NITROGEN SERUM,82.00
AURORA BAYCARE,10001142,UREA NITROGEN URINE,103.00
AURORA BAYCARE,10001143,UREA NITROGEN CLEARANCE,116.00
AURORA BAYCARE,10001144,URIC ACID SERUM,94.00
