"Data:  10/17-9/18, excludes Rehab, excludes claims having LOS 3X CMS ALOS, excludes DRG's with less than 11 admissions",,,
Facility,DRG,DRG Description,Average Covered Charges
ST LUKES,740,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC","78,812"
ST LUKES,742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,"77,832"
ST LUKES,743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,"58,039"
ST LUKES,781,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,"21,373"
ST LUKES,809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,"40,493"
ST LUKES,811,RED BLOOD CELL DISORDERS W MCC,"49,057"
ST LUKES,812,RED BLOOD CELL DISORDERS W/O MCC,"31,912"
ST LUKES,813,COAGULATION DISORDERS,"35,846"
ST LUKES,821,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,"72,513"
ST LUKES,837,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,"90,184"
ST LUKES,838,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,"45,838"
ST LUKES,839,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,"42,104"
ST LUKES,840,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,"107,422"
ST LUKES,841,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,"68,977"
ST LUKES,844,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,"51,153"
ST LUKES,846,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,"56,583"
ST LUKES,847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,"32,940"
ST LUKES,853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,"220,218"
ST LUKES,854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,"82,937"
ST LUKES,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,"157,244"
ST LUKES,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,"72,109"
ST LUKES,862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,"61,276"
ST LUKES,863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,"41,917"
ST LUKES,864,FEVER,"36,988"
ST LUKES,866,VIRAL ILLNESS W/O MCC,"25,264"
ST LUKES,870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,"247,265"
ST LUKES,871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"61,773"
ST LUKES,872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"33,790"
ST LUKES,880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,"31,044"
ST LUKES,881,DEPRESSIVE NEUROSES,"17,228"
ST LUKES,884,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,"42,087"
ST LUKES,885,PSYCHOSES,"21,345"
ST LUKES,894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA","29,302"
ST LUKES,896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,"45,699"
ST LUKES,897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"23,897"
ST LUKES,902,WOUND DEBRIDEMENTS FOR INJURIES W CC,"83,277"
ST LUKES,907,OTHER O.R. PROCEDURES FOR INJURIES W MCC,"173,026"
ST LUKES,908,OTHER O.R. PROCEDURES FOR INJURIES W CC,"78,686"
ST LUKES,916,ALLERGIC REACTIONS W/O MCC,"17,363"
ST LUKES,917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"52,559"
ST LUKES,918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"25,889"
ST LUKES,919,COMPLICATIONS OF TREATMENT W MCC,"50,205"
ST LUKES,920,COMPLICATIONS OF TREATMENT W CC,"32,516"
ST LUKES,921,COMPLICATIONS OF TREATMENT W/O CC/MCC,"25,316"
ST LUKES,947,SIGNS & SYMPTOMS W MCC,"39,312"
ST LUKES,948,SIGNS & SYMPTOMS W/O MCC,"29,585"
ST LUKES,951,OTHER FACTORS INFLUENCING HEALTH STATUS,"8,007"
ST LUKES,974,HIV W MAJOR RELATED CONDITION W MCC,"168,028"
ST LUKES,977,HIV W OR W/O OTHER RELATED CONDITION,"47,699"
ST LUKES,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"152,997"
ST LUKES,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"105,635"
ST LUKES,987,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"164,833"
ST LUKES,988,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"69,933"
