Service Area,Description,Revenue Code, Charge Patient Pay 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASPIRATE/INJ GANGLION CYST PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 266 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASPIRATE/INJ GANGLION CYST PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 266 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Aspiration of Pneumoperitoneum,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 272 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Aspiration of tonsil cyst,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 65 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASPIRATION ORBITAL CONTENTS PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 542 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSAY BLOOD CHLORIDES,LABORATORY - CHEMISTRY [0301], 11 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSAY BLOOD CHLORIDES (Beaker),LABORATORY - CHEMISTRY [0301], 11 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSAY BLOOD CHLORIDES (BEAKER),LABORATORY - CHEMISTRY [0301], 11 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSAY OF SERUM ALBUMIN,LABORATORY - CHEMISTRY [0301], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSAY OF SERUM ALBUMIN (Beaker),LABORATORY - CHEMISTRY [0301], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSAY OF SERUM ALBUMIN (BEAKER),LABORATORY - CHEMISTRY [0301], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSAY QUANTITATIVE GLUCOSE,LABORATORY - GENERAL CLASSIFICATION [0300], 12 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSESS HLTH/BEHAVE EA 15 MINS,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914], 23 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"ASSESS HLTH/BEHAVE,INIT,EACH 1 PBC",BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914], 23 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"ASSISTIVE LISTENING DEVICE/FM BILATERAL, V5274",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]," 1,350 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"ASSISTIVE LISTENING DEVICE/FM UNILATERAL, V5274",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 917 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSISTIVE TECH ASSESSMENT INIT EA 15 MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430], 41 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSISTIVE TECH ASSESSMENT INIT EA 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420], 41 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSISTIVE TECH ASSMNT EA 15 MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSISTIVE TECH ASSMNT EA. ADD 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASSMT & CARE PLN PT COG IMP,BEHAVIORAL HEALTH TREATMENTS/SERVICES - GENERAL CLASSIFICATION [0900], 32 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AST/SGOT ASSAY,LABORATORY - CHEMISTRY [0301], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AST/SGOT ASSAY,LABORATORY - CHEMISTRY [0301], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AST/SGOT ASSAY (Beaker),LABORATORY - CHEMISTRY [0301], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AST/SGOT ASSAY (BEAKER),LABORATORY - CHEMISTRY [0301], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AST/SGOT ASSAY PBC,LABORATORY - CHEMISTRY [0301], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ASTATO WIRE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 288 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATEC Handpiece (standard or petite),MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 629 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATG16L1/ECM1/NKX2-3/STAT3 SNP-IBD(Beaker),LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310], 13 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"ATHER W/PTA,TIB/PER ARTERY, UNILAT, INTIAL VESSEL, OPEN OR PERCUTAN",CARDIOLOGY - CARDIAC CATH LAB [0481], 32 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATLANTIS SR PRO CVIS CATHETER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 873 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATLAS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 502 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATRIAL SEPTOSTOMY-TRANS VENOUS,CARDIOLOGY - CARDIAC CATH LAB [0481]," 1,342 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATRIAL STYLET J,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 77 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATS CHEST DRAIN BAG,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 45 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATS SUCKER,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 37 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATTAIN GUIDEWIRE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 234 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Attain Surevalve Guiding catheter,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 354 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATTRACTER 18 SNARE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]," 1,136 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,ATUO PHPLT:L,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]", 342 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUD EVOKED POTENTIALS - CLICK,AUDIOLOGY - DIAGNOSTIC [0471], 870 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUD EVOKED POTENTIALS-FREQ SPE,AUDIOLOGY - DIAGNOSTIC [0471], 870 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUD OSSEO DEV ABUTMENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274]," 7,810 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUD OSSEO DEV ABUTMENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274]," 9,818 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUDIOGRAM AIR,AUDIOLOGY - DIAGNOSTIC [0471], 36 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUDIOGRAM AIR AND BONE,AUDIOLOGY - DIAGNOSTIC [0471], 107 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUDIOMETRY SCREEN PBC,AUDIOLOGY - DIAGNOSTIC [0471], 12 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUDIOMETRY SCREEN PBC,AUDIOLOGY - DIAGNOSTIC [0471], 31 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"AUDITORY OSSEOINTEGRATED DEVICE, EXTERNAL SOUND PROCESSOR",MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278]," 2,165 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUDITORY OSSEOINTEGRATED SND PROC,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278]," 3,330 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUDITORY OSSEOINTEGRATED SND PROC,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278]," 3,330 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUDITORY REHAB POSTLINGUAL HEA,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 97 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUDITORY REHAB POSTLINGUAL HEA,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 97 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Auditory Rehab Postlingual Hearing,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 114 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Auditory Rehab Prelingual Hearing,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 227 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUG COMM EVAL ADD'L 30 MINS.,SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444], 173 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUG COMM EVAL ADD'L 30 MINS.,SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444], 173 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUG COMM EVAL ADD'L 30 MINS.,SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444], 173 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUG COMM TRAIN/MODIF 1 HOUR,SPEECH THERAPY - LANGUAGE PATHOLOGY - GENERAL CLASSIFICATION [0440], 73 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUG COMM TRAIN/MODIF 45 MINS.,SPEECH THERAPY - LANGUAGE PATHOLOGY - GENERAL CLASSIFICATION [0440], 73 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"AUGMENTATIVE COMM EVAL, 1ST HR",SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444], 433 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"AUGMENTATIVE COMM EVAL, 1ST HR",SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444], 433 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUGMENTATIVE COMM EVALUATION,SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444], 433 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUGMENTATIVE COMM TRAIN 15 MIN,SPEECH THERAPY - LANGUAGE PATHOLOGY - GENERAL CLASSIFICATION [0440], 73 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Augmentative Comm Train 15 Mins.,SPEECH THERAPY - LANGUAGE PATHOLOGY - GENERAL CLASSIFICATION [0440], 73 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUGMENTATIVE COMM TRAIN 15MIN,SPEECH THERAPY - LANGUAGE PATHOLOGY - GENERAL CLASSIFICATION [0440], 73 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Augmentative Comm Train/Modif 45 Mins.,SPEECH THERAPY - LANGUAGE PATHOLOGY - GENERAL CLASSIFICATION [0440], 73 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUGMENTATIVE COMMUN TRAIN 30MN,SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444], 73 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUGMENTATIVE COMMUN TRAIN 30MN,SPEECH THERAPY - LANGUAGE PATHOLOGY - GENERAL CLASSIFICATION [0440], 73 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUGMENTATIVE COMMUN TRAIN 30MN,SPEECH THERAPY - LANGUAGE PATHOLOGY - GENERAL CLASSIFICATION [0440], 73 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTO PLTPH,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]", 342 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Auto Power Cable (2230),RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333], 291 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTO PROC CHG,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]", 67 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTO PROCESS CHG,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]", 68 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTO URINALYSIS PBC,LABORATORY - UROLOGY [0307], 9 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTO URINALYSIS PBC,LABORATORY - UROLOGY [0307], 9 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"AUTO, WASHED APHPLT","ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]", 265 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"AUTO, WASHED APHPLT:L","ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]", 474 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTOCLAVE CHECK,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306], 31 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTOGENOUS VACCINE,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306], 35 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTOLOGOUS BLOOD UNITS,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]", 177 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTOM URINE DIP W MICRO,LABORATORY - UROLOGY [0307], 20 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTOM URINE DIP W MICRO PBC,LABORATORY - GENERAL CLASSIFICATION [0300], 20 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTOM URINE DIP W MICRO PBC,LABORATORY - GENERAL CLASSIFICATION [0300], 20 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTOMATED ABR TEST,AUDIOLOGY - DIAGNOSTIC [0471], 576 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTONOMIC NERV FUNCTION TEST SUDOMOTOR,OTHER DIAGNOSTIC SERVICES - GENERAL CLASSIFICATION [0920], 41 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AUTONOMIC NERV FUNCTION TEST VASOMOTOR,OTHER DIAGNOSTIC SERVICES - GENERAL CLASSIFICATION [0920], 241 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AVA CATHETER #M3L9FHK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 116 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AVANTI & INTRODUCER -4FR.,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 68 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AVAST METACARPAL PHALANGEAL JOINT IMPLANT,MEDICAL SURGICAL SUPPLIES - EXTENSION OF 027X - FDA INVESTIGATIONAL DEVICES [0624], 992 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AVP038,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]," 1,388 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AVP2 VASC PLUG,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]," 1,207 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,AXIUM 10 DETACHER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 95 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,B. Henselae IGG Titer(Beaker),LABORATORY - IMMUNOLOGY [0302], 15 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,B. Henselae IGM Titer(Beaker),LABORATORY - IMMUNOLOGY [0302], 33 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BACT. ANTIGENS CSF/BF,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306], 49 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Bacterium-Hypersensitivity Pneumo Screen(Beaker),LABORATORY - IMMUNOLOGY [0302], 9 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Bag Decanter,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 2 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"BAG, PD EMPTY STERILE 3000ML",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 33 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAHA DIVINO PROCESSOR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]," 4,141 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAHA FITTING FEE,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 149 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAHA FITTING FEE,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 118 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAHA SOFT BAND,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 24 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAK 2015 BONE MAR TRAY25003100,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 56 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAL CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 65 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAL CATH 10/4 PED TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAL CATH 8/3 PED TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 825 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAL CATH 8/5 PED TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]," 1,095 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAL CATH 9/5 PED TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BAL CATH BMX 12 4 PEDS MT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 443 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALANCE HEAVYWEIGHT GUIDE WIRE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 153 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALANCED SKEL.TRACTION,CAST ROOM - GENERAL CLASSIFICATION [0700], 255 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL 10/2 MINI TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 800 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL 10/4 MINI TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 800 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL 4/2 MINI TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 800 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL 5/2 MINI TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 610 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL 6/2 MINI TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 800 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL 7/2 MINI TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 800 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL 8/2 MINI TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 800 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL 9/2 MINI TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 800 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL 9/4 MINI TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 800 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CATH 4/2 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CATH 5/1 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CATH 6/1 TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CATH 8/2 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CRE 10-11-12 ESOP/PYL/COL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 409 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CRE 12-13.5-15 ESOP/PYL/C,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 409 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CRE 15-16.5-18 WIRE GUIDE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 409 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CRE 18-19-20 ESOP/PYL/COL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 409 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CRE 6-8MM 5.5F WIRE GUIDE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 409 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CRE 8-10MM 5.5F WIRE GUID,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 409 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 10/2 PED TYSHAK Z,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278], 425 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 10/2 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278], 825 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 12/2 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 825 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 12/3 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 617 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 12/3 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 825 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 12/4 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 12/4 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 825 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 14/3 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 15/2 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 15/3 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 15/4 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 15/4 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 694 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 16/4 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 834 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 18/3 PEDS TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 18/4 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 716 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 20/4 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 22/4 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 617 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 25/4 PED TYSHAKZ,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 525 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,BALL CTH 8/1.5 PED TYSHAK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278], 525 
