Service Area,Description,Revenue Code,Charge Patient Pay
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRAINAGE OF BREAST LESION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],153
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRAINAGE OF GLAND ABSCESS,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],145
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRAINAGE OF HEMATOMA PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],430
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRAINAGE OF HEMATOMA PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],430
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRAINAGE OF MOUTH LESION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],43
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRAINAGE OF PELVIC FLUID PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],203
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRAINAGE OF SKENE’S GLAND ABSCESS OR CYST,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],651
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRAINAGE OF TONSIL ABSCESS PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],106
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRAINAGE US/FLUORO/CT - IMG,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],195
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING ADAPTIC 3X3,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING ADAPTIC 3X8,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING ASSEMBLY PU MEDIUM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],172
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING ASSEMBLY PU SMALL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],141
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING CHANGE TRAY W/O HUBER NE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],33
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING DUODERM CGF 4X4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],11
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING STOCKINETTE 1X25,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],51
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING TRANSPARENT BIOCLU 4X5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING VERSIVA 3.5 X 3.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],15
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING VERSIVA 5.5 X 5.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],20
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSING VERSIVA 7.25 X 7.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],52
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DRESSING, AQUACEL 4X4",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],17
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DRESSING, AQUACEL ROPE",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],22
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DRESSING, HYDROFERA BLUE 2.5 X 2.5",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],18
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DRESSING, IODOFLEX 1.5X2",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],18
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DRESSING,DUODERM 4X4 EXTRA THIN",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DRESSING,DUODERM SIGNAL 4X4",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DRESSING,DUODERM SIGNAL 5X5",MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRESSNG CHG NOT FOR BURN,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],22
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRI AID KIT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DRUG ABUSE PANEL 9, SERUM MAIL",LABORATORY - CHEMISTRY [0301],37
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRUG ABUSE SCREEN (BEAKER),LABORATORY - CHEMISTRY [0301],68
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DRUG SCREEN 10 W/CONF, SERUM (SENDOUT)",LABORATORY - CHEMISTRY [0301],100
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DRUG-SCREEN ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],15
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DS-DNA AUTO AB(CRITHIDIA),LABORATORY - GENERAL CLASSIFICATION [0300],60
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DTAP VACCINE < 7 YRS IM,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],91
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DTAP-HEPB-IPV INACTIV IM,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],202
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DTAP-IPV VACC 4-6 YR IM,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],161
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DTPA AEROSOL,NUCLEAR MEDICINE - DIAGNOSTIC RADIOPHARMACEUTICALS [0343],123
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DUO THERM PAD 30 X 60 DISP,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],45
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DUODENOGRAPHY, HYPOTONIC",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],113
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DUODERM GEL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],15
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DUPLEX EXT VEINS; BILAT,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],322
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DUPLEX EXT VEINS; UNIL/LIMIT,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],196
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DUPLEX LE ART/BPG; UNIL/LIMIT,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DUPLEX SCAN LOWER EXTERMITY,OTHER DIAGNOSTIC SERVICES - GENERAL CLASSIFICATION [0920],324
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DUPLEX SCAN UPPER EXT UNLIMITE,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],90
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DXA BONE DENSITY AXIAL COMPLET PBC,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],134
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DXA BONE DENSITY VERT FX COMPL,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],20
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DYSPHAGIA TREATMENT,SPEECH THERAPY - LANGUAGE PATHOLOGY - HOURLY [0442],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DYSPHAGIA TREATMENT 15MIN,SPEECH THERAPY - LANGUAGE PATHOLOGY - HOURLY [0442],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,DYSPHAGIA TREATMENT 30 MIN,SPEECH THERAPY - LANGUAGE PATHOLOGY - HOURLY [0442],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DYSPHAGIA TREATMENT, 1 HOUR",SPEECH THERAPY - LANGUAGE PATHOLOGY - HOURLY [0442],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"DYSPHAGIA TREATMENT, 45 MINS.",SPEECH THERAPY - LANGUAGE PATHOLOGY - HOURLY [0442],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EA NS PGS; S/CPLX WO REPR PBC,OTHER DIAGNOSTIC SERVICES - GENERAL CLASSIFICATION [0920],37
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EAR CULTURE,LABORATORY - GENERAL CLASSIFICATION [0300],49
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EAR SYRINGES ALL SIZES,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EARMOLD,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],64
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EARWICK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],12
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ECG MONITOR/RECORD 24 HOURS PBC,EKG/ECG (ELECTROCARDIOGRAM) - HOLTER MONITOR [0731],98
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ECG RECORDING,EKG/ECG (ELECTROCARDIOGRAM) - GENERAL CLASSIFICATION [0730],87
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ECHO 2D COMP W/DOPPLER,CARDIOLOGY - ECHOCARDIOLOGY [0483],350
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ECHO EXAM FOLLOW UP OR REPE PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],142
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ECHO EXAM OF PELVIS PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],275
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ECHO EXAM OF PELVIS PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],275
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ECHO EXAM TRANSRECTAL PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],158
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"ECHO EXAM, TRANSVAGINAL - IMG",OTHER IMAGING SERVICES - ULTRASOUND [0402],232
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"ECHO EXAM, TRANSVAGINAL PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],232
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ECHO GUIDE FOR BIOPSY PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],113
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ED TREAT ROOM-0.0 TO 0.5HR,EMERGENCY ROOM - GENERAL CLASSIFICATION [0450],68
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ED TREAT ROOM-0.6 TO 1.0 HR.,EMERGENCY ROOM - GENERAL CLASSIFICATION [0450],124
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ED TREAT ROOM-1.6 TO 2.0 HR,EMERGENCY ROOM - GENERAL CLASSIFICATION [0450],233
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EEG AWAKE/ASLEEP 20-40 MIN REC,EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],414
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EEG AWAKE/DROWSY 20-40 MIN REC,EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],363
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EEG CHILD,EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],363
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EEG CHILD SLEEP AND AWAKE,EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],414
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EEG ELECTRICAL CEREBRAL SILENCE,EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],315
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EEG SEP OR,EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],453
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EEG SLEEP DEPRIVED,EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],414
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EEG SLEEP DEPRIVED W/SLEEP,EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],253
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EEG SURGICAL MONITOR/HR,EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],110
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"EEG, 41-60 MIN.",EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],131
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"EEG, OVER 1 HOUR",EEG (ELECTROENCEPHALOGRAM) - GENERAL CLASSIFICATION [0740],111
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EGD DIAGNOSTIC W/WO BRUSH WASH,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],736
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EGD DIRECTED PEG PLACEMENT,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],1004
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EGD W/ BALLOON DILATION - 43233 - greater than 30 mm,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],836
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EKG FOR IPPE >=12 LEADS,EKG/ECG (ELECTROCARDIOGRAM) - GENERAL CLASSIFICATION [0730],10
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"ELASTASE, EL STOOL",LABORATORY - CHEMISTRY [0301],274
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELBOW ARTHROGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],119
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"ELBOW, COMPL. MIN 3 VIEW",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],106
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELBOW-AP & LAT,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],93
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELEC STIM ELECTRODE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],5
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRICAL STIM 15 MINS PT,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],43
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRICAL STIM 15MINS OT,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],43
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRICAL STIM/ULTRASOUND 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],30
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRICAL STIMULATION - UNATT,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],27
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRICAL STIMULATION - UNATT,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],27
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRICAL STIMULATION - UNATT,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],27
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRICAL STIMULATION & ULTRASOUND 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],38
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRICAL STIMULATION EACH 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],27
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRICAL STIMULATION PBC 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],32
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTROACOUSTIC ANALYSIS-BINAU,AUDIOLOGY - TREATMENT [0472],11
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTROACOUSTIC ANALYSIS-MONAU,AUDIOLOGY - TREATMENT [0472],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTROCOCHLEOGRAPHY,AUDIOLOGY - DIAGNOSTIC [0471],249
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRODE PACING KIT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],378
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRODES EKG,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRODES.,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTROLYTE PANEL (Beaker),LABORATORY - CHEMISTRY [0301],23
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRONIC CROSSMATCH,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",14
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"ELECTROPHORESIS ASSAY, URINE (Beaker)",LABORATORY - CHEMISTRY [0301],19
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ELECTRO-UROFLOWMETRY PBC,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],23
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EMERGENCY BAGGING,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],17
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EMG EXTRMTY 1 W OR W/O PARASP,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],114
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EMG EXTRMTY 2 W OR W/O PARASP,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],159
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EMG EXTRMTY 3 W OR W/O PARASP,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],198
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EMG LTD,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EMPTY EVAC. GLASS CONTAINER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],28
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENCORE INFLATION DEVICE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],135
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE CUF 4.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE CUFF 5.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE CUFF 6.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE CUFF 6.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE CUFF 7.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE CUFF 8.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE CUFFED/MURPHY 7.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE UNCUFF 2.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE UNCUFF 3.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE UNCUFF 3.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE UNCUFF 4.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBE UNCUFF 6.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDO TUBES UNCUFF 2.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDOCERV CURETTAGE W/SCOPE PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],154
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDOCERVICAL CURETTAGE PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],304
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDOFORM DERMAL 2.5 X 2.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDOMYSIAL ANTIBODY IGA RFLX TITER (SENDOUT)(BEAKER),LABORATORY - GENERAL CLASSIFICATION [0300],29
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDOSCOPIC INJECTION IMPLANT PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],937
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDOSCOPIC INTERNAL HEMMORRHOID LIGATION,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],848
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDOSCOPY SWALLOW TST (FEES),SPEECH THERAPY - LANGUAGE PATHOLOGY - EVALUATION OR REEVALUATION [0444],131
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENDOTROL TUBE 8.0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],33
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENEMA BUCKETS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENTERAL FEEDING PUMP SET ABBOT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],15
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ENZYMATIC DEBRIDEMENT,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],68
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EO I&D ABSC/CYS -FOM; SUBLING,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],100
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EOSINOPHIL COUNT,LABORATORY - HEMATOLOGY [0305],130
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EOSINOPHIL COUNT URINE (BEAKER),LABORATORY - UROLOGY [0307],9
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"EPI DRM A-GRAFT, FACE, NECK, H PBC",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],1009
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EPIDERMAL AUTOGRAFT PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],1689
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EPIDURAL ADMINISTRATION SET,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EPIDURAL BLOCK TRAY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],81
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EPIFIX 14MM DISK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],346
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EPI-LOCK 4X4 WOUND DRESSING,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],12
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EPISTAXIS 4.5CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],109
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EPISTAXIS 5.5CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],115
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,EPISTAXIS 7.5CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],121
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"EPSTEIN-BARR VIRUS VCA, IGG/IGM (BEAKER)",LABORATORY - GENERAL CLASSIFICATION [0300],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ERBE PROBE WITH FILTER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],504
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,ERTHYOPOIETIN (SENDOUT) (BEAKER),LABORATORY - CHEMISTRY [0301],25
