DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
749 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,53922.93,No Medicare Payment Available
759 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC,66190.62,No Medicare Payment Available
769 - POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,326799.35,No Medicare Payment Available
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,16662.4,No Medicare Payment Available
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,58604.03,No Medicare Payment Available
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,104908.19,12837.92
811 - RED BLOOD CELL DISORDERS W MCC,32632.88,8441.23
812 - RED BLOOD CELL DISORDERS W/O MCC,30710.56,5526.78
813 - COAGULATION DISORDERS,18809.71,No Medicare Payment Available
816 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,15530.16,No Medicare Payment Available
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,63894.23,18204.43
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,9967.94,No Medicare Payment Available
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,225142.46,25840.3
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,83172.7,14350.74
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,51839.25,No Medicare Payment Available
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,128909.97,No Medicare Payment Available
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,66405.28,8296.33
858 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,42519.35,No Medicare Payment Available
862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,111882.67,8009.88
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,28943.89,5961.36
864 - FEVER,27808.5,5826.87
865 - VIRAL ILLNESS W MCC,33241.28,8930.96
866 - VIRAL ILLNESS W/O MCC,28749.94,5443.18
868 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,70593.36,No Medicare Payment Available
870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,224029.84,24347.59
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,80156.33,10266.76
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,39127.18,6786.21
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,37179.72,5017.85
884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,11833.44,No Medicare Payment Available
885 - PSYCHOSES,46416.91,7447.02
894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE; LEFT AMA,23448.8,No Medicare Payment Available
896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,35139.08,No Medicare Payment Available
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,40940.75,5337.45
902 - WOUND DEBRIDEMENTS FOR INJURIES W CC,26017.33,6285.21
903 - WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,27880.09,7916.4
907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,292710.12,No Medicare Payment Available
908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,120386.76,No Medicare Payment Available
914 - TRAUMATIC INJURY W/O MCC,8117.6,No Medicare Payment Available
915 - ALLERGIC REACTIONS W MCC,57154.27,10015.05
916 - ALLERGIC REACTIONS W/O MCC,15050.87,4321.55
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,58451.99,8789.71
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,24132.3,5155.03
919 - COMPLICATIONS OF TREATMENT W MCC,281087.24,No Medicare Payment Available
920 - COMPLICATIONS OF TREATMENT W CC,60061.92,6522.57
921 - COMPLICATIONS OF TREATMENT W/O CC/MCC,29574.31,22.19
923 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W/O MCC,11827.82,No Medicare Payment Available
940 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,66512.39,No Medicare Payment Available
945 - REHABILITATION W CC/MCC,77006.31,18784.41
946 - REHABILITATION W/O CC/MCC,45802.42,13276.41
948 - SIGNS & SYMPTOMS W/O MCC,51548.55,5107.57
949 - AFTERCARE W CC/MCC,71086.52,16794.7
950 - AFTERCARE W/O CC/MCC,40113.11,14153.25
956 - LIMB REATTACHMENT; HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA,158364.12,No Medicare Payment Available
959 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,57894.1,16003.15
964 - OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,24361.35,8961.77
974 - HIV W MAJOR RELATED CONDITION W MCC,122142.86,No Medicare Payment Available
975 - HIV W MAJOR RELATED CONDITION W CC,35252.34,No Medicare Payment Available
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,155385.36,25078.75
982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,128259.99,5386.48
987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,212557.51,No Medicare Payment Available
989 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,72793.94,No Medicare Payment Available
