DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
504 - FOOT PROCEDURES W CC,172700.11,13541.54
505 - FOOT PROCEDURES W/O CC/MCC,105566.68,No Medicare Payment Available
510 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W MCC,175566.13,No Medicare Payment Available
511 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W CC,117614,No Medicare Payment Available
512 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W/O CC/MCC,91607.24,3866.39
513 - HAND OR WRIST PROC; EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC,74315.34,No Medicare Payment Available
515 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,129248.91,15618.53
516 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,168334.69,11419.08
517 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,129555.04,6586.58
518 - BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,239930.11,No Medicare Payment Available
519 - BACK & NECK PROC EXC SPINAL FUSION W CC,211803.92,No Medicare Payment Available
520 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,192234.71,5410.39
533 - FRACTURES OF FEMUR W MCC,51703.26,6610.79
535 - FRACTURES OF HIP & PELVIS W MCC,42985.74,6856.69
536 - FRACTURES OF HIP & PELVIS W/O MCC,52661.12,3920.99
539 - OSTEOMYELITIS W MCC,102704.83,1501.8
540 - OSTEOMYELITIS W CC,48252.36,8181.27
541 - OSTEOMYELITIS W/O CC/MCC,70929,No Medicare Payment Available
542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,75778.47,10950.74
543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,73369.38,No Medicare Payment Available
544 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,29392.21,4315.33
545 - CONNECTIVE TISSUE DISORDERS W MCC,197154.26,14099.58
546 - CONNECTIVE TISSUE DISORDERS W CC,71493.31,No Medicare Payment Available
551 - MEDICAL BACK PROBLEMS W MCC,138893.21,12492.13
552 - MEDICAL BACK PROBLEMS W/O MCC,82207.75,9104.22
553 - BONE DISEASES & ARTHROPATHIES W MCC,118489.1,8400.35
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,28355.31,4780.5
555 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,112949.57,11821.95
556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,44039.94,5368.68
557 - TENDONITIS; MYOSITIS & BURSITIS W MCC,82259.49,12756.63
558 - TENDONITIS; MYOSITIS & BURSITIS W/O MCC,67010.44,17608.92
559 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,172708.77,21783.45
560 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,105981.13,16310.12
561 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,88446.04,11370.48
562 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W MCC,91936.67,No Medicare Payment Available
563 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W/O MCC,54483.21,5752.21
564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,93779.78,9127.22
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,83643.49,18440.98
566 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,41923.09,No Medicare Payment Available
570 - SKIN DEBRIDEMENT W MCC,134205.01,No Medicare Payment Available
571 - SKIN DEBRIDEMENT W CC,75315.6,No Medicare Payment Available
572 - SKIN DEBRIDEMENT W/O CC/MCC,69638.76,No Medicare Payment Available
573 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,192237.22,16543.09
574 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,92189.74,14489.01
577 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,114890.55,14453.49
578 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,82032.95,No Medicare Payment Available
579 - OTHER SKIN; SUBCUT TISS & BREAST PROC W MCC,129028.96,12799.1
580 - OTHER SKIN; SUBCUT TISS & BREAST PROC W CC,98268.5,9476.43
581 - OTHER SKIN; SUBCUT TISS & BREAST PROC W/O CC/MCC,66833.03,No Medicare Payment Available
584 - BREAST BIOPSY; LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC,79350.66,No Medicare Payment Available
585 - BREAST BIOPSY; LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC,162734.29,No Medicare Payment Available
592 - SKIN ULCERS W MCC,46532.77,7946.58
593 - SKIN ULCERS W CC,37900.32,No Medicare Payment Available
595 - MAJOR SKIN DISORDERS W MCC,208336.62,22949.49
596 - MAJOR SKIN DISORDERS W/O MCC,15362.75,No Medicare Payment Available
597 - MALIGNANT BREAST DISORDERS W MCC,155435.62,No Medicare Payment Available
599 - MALIGNANT BREAST DISORDERS W/O CC/MCC,108797.43,No Medicare Payment Available
600 - NON-MALIGNANT BREAST DISORDERS W CC/MCC,47103.36,No Medicare Payment Available
601 - NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,46162.76,No Medicare Payment Available
602 - CELLULITIS W MCC,73415.02,8851.11
603 - CELLULITIS W/O MCC,45633.37,6514.38
605 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W/O MCC,58626.05,4429.09
606 - MINOR SKIN DISORDERS W MCC,53420.72,8675.62
607 - MINOR SKIN DISORDERS W/O MCC,30894.04,5437.15
616 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W MCC,361742.48,14240.37
617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W CC,146535.58,12607.81
618 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W/O CC/MCC,236880.14,No Medicare Payment Available
622 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W MCC,150562.71,No Medicare Payment Available
623 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W CC,145193.53,10881.29
625 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W MCC,216639.56,15555.75
626 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W CC,110311.46,8930.34
627 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC,94348.07,6941.2
628 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W MCC,223287.47,19409.92
629 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W CC,129900.41,10213.01
637 - DIABETES W MCC,99893.33,8425.21
638 - DIABETES W CC,59784.01,5825.47
639 - DIABETES W/O CC/MCC,38321,3244.36
640 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W MCC,74698.16,7121.15
641 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W/O MCC,36721.61,5008.77
642 - INBORN AND OTHER DISORDERS OF METABOLISM,68121.13,7986.43
643 - ENDOCRINE DISORDERS W MCC,68975.94,8032.84
644 - ENDOCRINE DISORDERS W CC,129799.47,6631.66
645 - ENDOCRINE DISORDERS W/O CC/MCC,45445.23,5182.9
652 - KIDNEY TRANSPLANT,502031.17,22220.81
654 - MAJOR BLADDER PROCEDURES W CC,168552.75,No Medicare Payment Available
657 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,338045.41,No Medicare Payment Available
658 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,140114.43,9654.24
659 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,200997.62,19400.9
660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,206646.14,10960.81
661 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,135321.12,9115.98
662 - MINOR BLADDER PROCEDURES W MCC,107463.1,16496.9
665 - PROSTATECTOMY W MCC,121846.17,18270.71
668 - TRANSURETHRAL PROCEDURES W MCC,648081.85,33072.24
669 - TRANSURETHRAL PROCEDURES W CC,109766.49,8724.86
670 - TRANSURETHRAL PROCEDURES W/O CC/MCC,85928.03,No Medicare Payment Available
671 - URETHRAL PROCEDURES W CC/MCC,221315.19,No Medicare Payment Available
673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,189174.92,20460.68
674 - OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,150964.31,13502.07
682 - RENAL FAILURE W MCC,100510.24,9429.15
683 - RENAL FAILURE W CC,59386.63,5992.6
684 - RENAL FAILURE W/O CC/MCC,45843.16,4632.86
686 - KIDNEY & URINARY TRACT NEOPLASMS W MCC,53072.06,9261.83
687 - KIDNEY & URINARY TRACT NEOPLASMS W CC,84805.26,No Medicare Payment Available
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,80884.81,6582.81
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,51225.95,4858.28
694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,63482.85,5584.2
695 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,76649.35,No Medicare Payment Available
696 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,42887.65,No Medicare Payment Available
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,92189.83,9436.21
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,63454.9,6910.63
700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,53643.92,4678.5
707 - MAJOR MALE PELVIC PROCEDURES W CC/MCC,163491.32,No Medicare Payment Available
708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,145929.88,No Medicare Payment Available
712 - TESTES PROCEDURES W/O CC/MCC,42741.28,No Medicare Payment Available
713 - TRANSURETHRAL PROSTATECTOMY W CC/MCC,50027.19,No Medicare Payment Available
717 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,137436.28,11703.22
722 - MALIGNANCY; MALE REPRODUCTIVE SYSTEM W MCC,55726.56,10626.23
723 - MALIGNANCY; MALE REPRODUCTIVE SYSTEM W CC,35471.68,No Medicare Payment Available
725 - BENIGN PROSTATIC HYPERTROPHY W MCC,82507.78,6372.42
727 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,54324.52,No Medicare Payment Available
728 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,53422.22,4895.45
729 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,31396.8,6944.27
730 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,49530,No Medicare Payment Available
734 - PELVIC EVISCERATION; RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC,254091.83,13084.1
737 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,182591.05,No Medicare Payment Available
738 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,135406.51,No Medicare Payment Available
740 - UTERINE;ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC,142621.64,No Medicare Payment Available
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,138735.85,10653.39
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,98877.14,6025.54
744 - D&C; CONIZATION; LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC,120924.36,No Medicare Payment Available
745 - D&C; CONIZATION; LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC,87525.8,No Medicare Payment Available
746 - VAGINA; CERVIX & VULVA PROCEDURES W CC/MCC,95792.52,No Medicare Payment Available
748 - FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,109575.21,8190.46
749 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,112670.9,No Medicare Payment Available
754 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W MCC,54766,10592.54
755 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W CC,83516.68,7129.48
757 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W MCC,225780.77,9152.9
758 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W CC,76375.84,5955.58
760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,37782.8,5841.8
761 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,31660.28,No Medicare Payment Available
765 - CESAREAN SECTION W CC/MCC,42759.37,No Medicare Payment Available
766 - CESAREAN SECTION W/O CC/MCC,32253.27,No Medicare Payment Available
767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C,37895.39,No Medicare Payment Available
768 - VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,21987.12,No Medicare Payment Available
769 - POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,158155.23,No Medicare Payment Available
770 - ABORTION W D&C; ASPIRATION CURETTAGE OR HYSTEROTOMY,55518.54,No Medicare Payment Available
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,29446.55,No Medicare Payment Available
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,25651.38,4031.3
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,70538.88,No Medicare Payment Available
777 - ECTOPIC PREGNANCY,60925.26,No Medicare Payment Available
778 - THREATENED ABORTION,18694.4,No Medicare Payment Available
779 - ABORTION W/O D&C,30240.46,No Medicare Payment Available
780 - FALSE LABOR,13422.57,No Medicare Payment Available
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,32073.02,No Medicare Payment Available
782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,21306.79,No Medicare Payment Available
787 - CESAREAN SECTION W/O STERILIZATION W CC,50992.64,No Medicare Payment Available
788 - CESAREAN SECTION W/O STERILIZATION W/O CC/MCC,49247.52,No Medicare Payment Available
789 - NEONATES; DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY,323164.57,No Medicare Payment Available
790 - EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME; NEONATE,686268.49,No Medicare Payment Available
791 - PREMATURITY W MAJOR PROBLEMS,173558.05,No Medicare Payment Available
792 - PREMATURITY W/O MAJOR PROBLEMS,106042.52,No Medicare Payment Available
793 - FULL TERM NEONATE W MAJOR PROBLEMS,130389.19,No Medicare Payment Available
794 - NEONATE W OTHER SIGNIFICANT PROBLEMS,19179.76,No Medicare Payment Available
795 - NORMAL NEWBORN,6579.96,No Medicare Payment Available
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,106829.29,7698.66
806 - VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,36873.13,No Medicare Payment Available
807 - VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,31081.58,No Medicare Payment Available
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,153801.1,No Medicare Payment Available
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,58183.25,7567.41
811 - RED BLOOD CELL DISORDERS W MCC,95826.47,8419.97
812 - RED BLOOD CELL DISORDERS W/O MCC,56075.67,4863.91
813 - COAGULATION DISORDERS,93640.48,10754.09
814 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,90579.22,10745.13
815 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,86738.98,No Medicare Payment Available
816 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,36041.7,No Medicare Payment Available
823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,215790.56,No Medicare Payment Available
824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,599298.9,No Medicare Payment Available
829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER PROC W CC/MCC,118792,18433.59
832 - OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W CC,23669.02,No Medicare Payment Available
833 - OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W/O CC/MCC,36644.64,No Medicare Payment Available
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,406693.61,No Medicare Payment Available
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,118452.45,No Medicare Payment Available
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,72387.93,No Medicare Payment Available
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,160947.58,No Medicare Payment Available
838 - CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,142413.02,No Medicare Payment Available
839 - CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,76362.84,No Medicare Payment Available
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,138043.53,8591.13
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,84043.44,9988.26
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,58486.63,6494.86
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,39109.56,No Medicare Payment Available
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,61274.64,10218.32
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,76086.52,7462.63
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,399841.03,33459.25
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,141964.32,13177
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,99575.05,8933.82
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,379328.99,17640.73
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,138443.55,10248.05
862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,105539.64,10986.35
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,76606.51,6715.25
864 - FEVER,43342.06,5242.05
865 - VIRAL ILLNESS W MCC,45358.07,No Medicare Payment Available
866 - VIRAL ILLNESS W/O MCC,25979.87,5487.87
868 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,49695.28,No Medicare Payment Available
870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,479146.01,33920.5
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,149287.36,10598.38
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,67163.05,6386.73
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,44308.52,5801.8
882 - NEUROSES EXCEPT DEPRESSIVE,7192.84,No Medicare Payment Available
883 - DISORDERS OF PERSONALITY & IMPULSE CONTROL,480619.47,No Medicare Payment Available
884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,55378.33,7822.51
885 - PSYCHOSES,47037.1,6533.94
887 - OTHER MENTAL DISORDER DIAGNOSES,42303,No Medicare Payment Available
894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE; LEFT AMA,32574,No Medicare Payment Available
895 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,31348.37,No Medicare Payment Available
896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,64880.89,10071.13
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,59571.44,5461.8
901 - WOUND DEBRIDEMENTS FOR INJURIES W MCC,141805.32,No Medicare Payment Available
904 - SKIN GRAFTS FOR INJURIES W CC/MCC,59186.08,18327.67
905 - SKIN GRAFTS FOR INJURIES W/O CC/MCC,47543,No Medicare Payment Available
907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,163164.34,23558.83
908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,150170.52,12162.81
909 - OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,48996.34,7270.73
915 - ALLERGIC REACTIONS W MCC,32550.39,No Medicare Payment Available
916 - ALLERGIC REACTIONS W/O MCC,42796.73,4384.4
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,95926.95,8456.11
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,49191.1,5210.6
919 - COMPLICATIONS OF TREATMENT W MCC,92352.97,10208.48
920 - COMPLICATIONS OF TREATMENT W CC,62210.51,No Medicare Payment Available
921 - COMPLICATIONS OF TREATMENT W/O CC/MCC,48640.24,4986.1
922 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W MCC,82632.79,No Medicare Payment Available
923 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W/O MCC,39468.77,No Medicare Payment Available
928 - FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,115859.92,No Medicare Payment Available
929 - FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC,131341.27,14294.3
934 - FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,13174,No Medicare Payment Available
935 - NON-EXTENSIVE BURNS,14812.59,No Medicare Payment Available
940 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,199875.1,16312.65
945 - REHABILITATION W CC/MCC,126665.85,17619.26
946 - REHABILITATION W/O CC/MCC,90109.39,13424.82
947 - SIGNS & SYMPTOMS W MCC,60692.55,6571.21
948 - SIGNS & SYMPTOMS W/O MCC,42899.52,5347.94
949 - AFTERCARE W CC/MCC,91347.24,15281.28
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,22269.8,No Medicare Payment Available
956 - LIMB REATTACHMENT; HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA,499430.18,49910.65
958 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,411106.1,No Medicare Payment Available
959 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,96218.05,No Medicare Payment Available
963 - OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,167217.65,14534.64
964 - OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,120047.44,No Medicare Payment Available
965 - OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,140024.88,No Medicare Payment Available
974 - HIV W MAJOR RELATED CONDITION W MCC,136065.69,8703.89
975 - HIV W MAJOR RELATED CONDITION W CC,99013.95,No Medicare Payment Available
977 - HIV W OR W/O OTHER RELATED CONDITION,68366.43,10153.93
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,194303.12,22200.19
982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,197890.67,19574.04
983 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,139378.18,No Medicare Payment Available
987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,154044.22,18891.65
988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,166426.19,14525.14
989 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,38178,No Medicare Payment Available
