Enc - MS DRG,Enc - MS DRG Desc,Sum of Average Charge
829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W CC/MCC,"134,835 "
038,EXTRACRANIAL PROCEDURES W CC,"78,195 "
835,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,"123,066 "
540,OSTEOMYELITIS W CC,"47,264 "
596,MAJOR SKIN DISORDERS W/O MCC,"31,308 "
502,SOFT TISSUE PROCEDURES W/O CC/MCC,"63,736 "
643,ENDOCRINE DISORDERS W MCC,"54,771 "
696,KIDNEY  URINARY TRACT SIGNS  SYMPTOMS W/O MCC,"20,416 "
417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,"86,735 "
673,OTHER KIDNEY  URINARY TRACT PROCEDURES W MCC,"110,950 "
307,CARDIAC CONGENITAL  VALVULAR DISORDERS W/O MCC,"25,958 "
617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT, METABOL DIS W CC","75,748 "
810,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS  COAGUL W/O CC/MCC,"27,907 "
379,G.I. HEMORRHAGE W/O CC/MCC,"23,031 "
815,RETICULOENDOTHELIAL  IMMUNITY DISORDERS W CC,"30,951 "
059,MULTIPLE SCLEROSIS  CEREBELLAR ATAXIA W CC,"49,969 "
073,CRANIAL  PERIPHERAL NERVE DISORDERS W MCC,"27,271 "
243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,"76,181 "
547,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,"55,598 "
443,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC","26,478 "
239,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB  TOE W MCC,"128,688 "
149,DYSEQUILIBRIUM,"27,995 "
515,OTHER MUSCULOSKELET SYS  CONN TISS O.R. PROC W MCC,"145,618 "
542,PATHOLOGICAL FRACTURES  MUSCULOSKELET  CONN TISS MALIG W MCC,"95,666 "
492,"LOWER EXTREM  HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC","116,084 "
415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,"83,641 "
233,CORONARY BYPASS W CARDIAC CATH W MCC,"268,261 "
471,CERVICAL SPINAL FUSION W MCC,"134,656 "
758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC","32,398 "
824,LYMPHOMA  NON-ACUTE LEUKEMIA W OTHER PROC W CC,"130,161 "
963,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,"85,096 "
604,"TRAUMA TO THE SKIN, SUBCUT TISS  BREAST W MCC","49,736 "
339,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,"55,253 "
469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,"132,352 "
782,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,"16,907 "
303,ATHEROSCLEROSIS W/O MCC,"25,165 "
199,PNEUMOTHORAX W MCC,"46,674 "
488,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,"84,186 "
123,NEUROLOGICAL EYE DISORDERS,"27,796 "
041,PERIPH/CRANIAL NERVE  OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,"88,885 "
821,LYMPHOMA  LEUKEMIA W MAJOR O.R. PROCEDURE W CC,"95,075 "
645,ENDOCRINE DISORDERS W/O CC/MCC,"21,688 "
097,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,"136,890 "
565,OTHER MUSCULOSKELETAL SYS  CONNECTIVE TISSUE DIAGNOSES W CC,"27,209 "
477,BIOPSIES OF MUSCULOSKELETAL SYSTEM  CONNECTIVE TISSUE W MCC,"106,500 "
137,MOUTH PROCEDURES W CC/MCC,"47,042 "
759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC","19,929 "
272,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,"90,236 "
179,RESPIRATORY INFECTIONS  INFLAMMATIONS W/O CC/MCC,"17,468 "
741,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC","66,804 "
042,PERIPH/CRANIAL NERVE  OTHER NERV SYST PROC W/O CC/MCC,"94,739 "
407,"PANCREAS, LIVER  SHUNT PROCEDURES W/O CC/MCC","75,337 "
098,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,"92,820 "
620,O.R. PROCEDURES FOR OBESITY W CC,"62,769 "
579,"OTHER SKIN, SUBCUT TISS  BREAST PROC W MCC","70,971 "
085,"TRAUMATIC STUPOR  COMA, COMA <1 HR W MCC","73,628 "
823,LYMPHOMA  NON-ACUTE LEUKEMIA W OTHER PROC W MCC,"172,828 "
780,FALSE LABOR,"10,988 "
130,MAJOR HEAD  NECK PROCEDURES W/O CC/MCC,"98,168 "
842,LYMPHOMA  NON-ACUTE LEUKEMIA W/O CC/MCC,"70,133 "
353,HERNIA PROCEDURES EXCEPT INGUINAL  FEMORAL W MCC,"174,291 "
534,FRACTURES OF FEMUR W/O MCC,"23,404 "
539,OSTEOMYELITIS W MCC,"42,662 "
746,"VAGINA, CERVIX  VULVA PROCEDURES W CC/MCC","80,128 "
381,COMPLICATED PEPTIC ULCER W CC,"34,809 "
747,"VAGINA, CERVIX  VULVA PROCEDURES W/O CC/MCC","35,406 "
854,INFECTIOUS  PARASITIC DISEASES W O.R. PROCEDURE W CC,"89,873 "
902,WOUND DEBRIDEMENTS FOR INJURIES W CC,"67,276 "
628,"OTHER ENDOCRINE, NUTRIT  METAB O.R. PROC W MCC","179,025 "
005,LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,"665,888 "
227,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,"134,825 "
822,LYMPHOMA  LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,"65,716 "
770,"ABORTION W DC, ASPIRATION CURETTAGE OR HYSTEROTOMY","23,617 "
504,FOOT PROCEDURES W CC,"67,343 "
843,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,"73,578 "
659,KIDNEY  URETER PROCEDURES FOR NON-NEOPLASM W MCC,"94,356 "
906,HAND PROCEDURES FOR INJURIES,"51,572 "
146,"EAR, NOSE, MOUTH  THROAT MALIGNANCY W MCC","46,560 "
368,MAJOR ESOPHAGEAL DISORDERS W MCC,"64,936 "
656,KIDNEY  URETER PROCEDURES FOR NEOPLASM W MCC,"121,517 "
974,HIV W MAJOR RELATED CONDITION W MCC,"229,573 "
518,BACK  NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,"150,868 "
035,CAROTID ARTERY STENT PROCEDURE W CC,"74,779 "
096,BACTERIAL  TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,"73,679 "
865,VIRAL ILLNESS W MCC,"30,698 "
627,"THYROID, PARATHYROID  THYROGLOSSAL PROCEDURES W/O CC/MCC","57,471 "
090,CONCUSSION W/O CC/MCC,"15,134 "
541,OSTEOMYELITIS W/O CC/MCC,"25,994 "
099,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,"35,083 "
500,SOFT TISSUE PROCEDURES W MCC,"113,354 "
465,"WND DEBRID  SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC","76,280 "
475,AMPUTATION FOR MUSCULOSKELETAL SYS  CONN TISSUE DIS W CC,"87,682 "
358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,"46,300 "
940,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,"82,302 "
511,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC","60,073 "
183,MAJOR CHEST TRAUMA W MCC,"38,531 "
201,PNEUMOTHORAX W/O CC/MCC,"16,423 "
072,NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,"38,117 "
828,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,"81,168 "
686,KIDNEY  URINARY TRACT NEOPLASMS W MCC,"79,016 "
761,MENSTRUAL  OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,"16,159 "
536,FRACTURES OF HIP  PELVIS W/O MCC,"29,209 "
760,MENSTRUAL  OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,"38,167 "
154,"OTHER EAR, NOSE, MOUTH  THROAT DIAGNOSES W MCC","37,381 "
384,UNCOMPLICATED PEPTIC ULCER W/O MCC,"28,937 "
887,OTHER MENTAL DISORDER DIAGNOSES,"35,230 "
466,REVISION OF HIP OR KNEE REPLACEMENT W MCC,"174,929 "
592,SKIN ULCERS W MCC,"53,919 "
825,LYMPHOMA  NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,"74,247 "
512,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC","50,645 "
062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W CC","84,370 "
474,AMPUTATION FOR MUSCULOSKELETAL SYS  CONN TISSUE DIS W MCC,"197,753 "
102,HEADACHES W MCC,"127,167 "
975,HIV W MAJOR RELATED CONDITION W CC,"63,045 "
779,ABORTION W/O DC,"21,981 "
950,AFTERCARE W/O CC/MCC,"30,164 "
597,MALIGNANT BREAST DISORDERS W MCC,"84,741 "
147,"EAR, NOSE, MOUTH  THROAT MALIGNANCY W CC","51,595 "
076,VIRAL MENINGITIS W/O CC/MCC,"12,843 "
036,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,"61,514 "
564,OTHER MUSCULOSKELETAL SYS  CONNECTIVE TISSUE DIAGNOSES W MCC,"37,640 "
234,CORONARY BYPASS W CARDIAC CATH W/O MCC,"208,047 "
744,"DC, CONIZATION, LAPAROSCOPY  TUBAL INTERRUPTION W CC/MCC","71,653 "
723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC","55,940 "
989,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,"42,438 "
867,OTHER INFECTIOUS  PARASITIC DISEASES DIAGNOSES W MCC,"50,188 "
571,SKIN DEBRIDEMENT W CC,"64,665 "
496,LOCAL EXCISION  REMOVAL INT FIX DEVICES EXC HIP  FEMUR W CC,"57,266 "
914,TRAUMATIC INJURY W/O MCC,"23,149 "
894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA","19,120 "
244,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,"55,372 "
904,SKIN GRAFTS FOR INJURIES W CC/MCC,"120,702 "
094,BACTERIAL  TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,"143,286 "
416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,"58,877 "
068,NONSPECIFIC CVA  PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,"28,451 "
337,PERITONEAL ADHESIOLYSIS W/O CC/MCC,"55,105 "
013,"TRACHEOSTOMY FOR FACE, MOUTH  NECK DIAGNOSES OR LARYNGECTOMY W/O CC/MCC","127,975 "
037,EXTRACRANIAL PROCEDURES W MCC,"117,033 "
342,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,"46,384 "
255,UPPER LIMB  TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,"74,857 "
479,BIOPSIES OF MUSCULOSKELETAL SYSTEM  CONNECTIVE TISSUE W/O CC/MCC,"57,663 "
335,PERITONEAL ADHESIOLYSIS W MCC,"153,803 "
453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,"286,262 "
021,INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,"224,088 "
345,MINOR SMALL  LARGE BOWEL PROCEDURES W CC,"52,451 "
965,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,"36,492 "
245,AICD GENERATOR PROCEDURES,"210,857 "
514,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC","25,107 "
868,OTHER INFECTIOUS  PARASITIC DISEASES DIAGNOSES W CC,"33,378 "
288,ACUTE  SUBACUTE ENDOCARDITIS W MCC,"91,841 "
138,MOUTH PROCEDURES W/O CC/MCC,"35,216 "
369,MAJOR ESOPHAGEAL DISORDERS W CC,"39,525 "
756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC","45,481 "
349,ANAL  STOMAL PROCEDURES W/O CC/MCC,"41,812 "
095,BACTERIAL  TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,"61,416 "
687,KIDNEY  URINARY TRACT NEOPLASMS W CC,"30,420 "
251,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,"89,464 "
598,MALIGNANT BREAST DISORDERS W CC,"41,444 "
058,MULTIPLE SCLEROSIS  CEREBELLAR ATAXIA W MCC,"98,540 "
562,"FX, SPRN, STRN  DISL EXCEPT FEMUR, HIP, PELVIS  THIGH W MCC","38,981 "
713,TRANSURETHRAL PROSTATECTOMY W CC/MCC,"49,093 "
