H,ID,Facility                        ,Procedure ,Description                   ,Department     ,Chg Cat ,CPT-4 Eff Date,CPT-4 ,HCPC Eff Date,HCPC   ,Std Chg Eff Date,Std Chg,
D,IX,BEACHWOOD,38250192,S/O ALLERGY TREE OAK          ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,63,
D,IX,BEACHWOOD,38250193,S/O ALLERGY TREE PECAN        ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250194,S/O ALLERG TREE WHIT PINE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250195,S/O ALLERGY TREE PRIVET       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250196,S/O ALLERG TREE SWEET GUM     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250197,S/O ALLERGY TREE SYCAMORE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,64,
D,IX,BEACHWOOD,38250198,S/O ALLERG TREE VIRG OAK      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250199,S/O ALLERGY TREE WALNUT       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250200,S/O ALLERGY TREE MULBERRY     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250201,S/O ALLERGY TREE WILLOW       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250202,S/O ALLERG WEED COCKLEBUR     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250203,S/O ALLERGY RAGWEEG C/S       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,63,
D,IX,BEACHWOOD,38250204,S/O ALLERGY RAGWEED FALSE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250205,S/O ALLERGY RAGWEED GIANT     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250206,S/O ALLERG WEED DANDELION     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250207,S/O ALLERG WEED ENGL PLAN     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,63,
D,IX,BEACHWOOD,38250208,S/O ALLERG WEED GOLDENROD     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250209,S/O ALLERG WEED KOCH/FIRE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250210,S/O ALLERGY WEED LAMB QRT     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,63,
D,IX,BEACHWOOD,38250211,S/O ALLERG WEED MARSH ELD     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250212,S/O ALLERGY WEED MUGWORT      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,63,
D,IX,BEACHWOOD,38250213,S/O ALLERGY WEED NETTLE       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250214,S/O ALLERG WEED SAGE/WOOD     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250215,S/O ALLERG WEED SHEEP SOR     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250216,S/O ALLERGY ACARUS SIRO       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250217,S/O ALLERGY ALFALFA IGE       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250218,S/O ALLERGY CYPRESS ARIZ      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250219,S/O ALLERGY CYPRESS ITAL      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250220,S/O ALLERGY ASPARAGUS IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250221,S/O ALLERGY PARROT DROP       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250222,S/O ALLERG TREE GROUNDSEL     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250223,S/O ALLERGY GRASS BARLEY      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250224,S/O ALLERGY BASS BLACK        ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250225,S/O ALLERGY BAYBERRY IGE      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250226,S/O ALLERGY CHERRY IGE        ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250227,S/O ALLERGY CLOVE IGE         ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250228,S/O ALLERGY CINNAMON          ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250229,S/O ALLERGY CRANBERRY IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250230,S/O ALLERGY CUCUMBER IGE      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250231,S/O ALLERG D MICROCER IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250232,S/O ALLERG ETHYLENE OXIDE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250233,S/O ALLERGY EUROGLYPHUS       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250234,S/O ALLERGY FORMALDEHYDE      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250235,S/O ALLERGY GINGER IGE        ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250236,S/O ALLERGY GLYCOPHAGUS       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250237,S/O ALLERGY GOAT EPITHEL      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250238,S/O ALLERGY GUINEA PIG EP     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250239,S/O ALLERGY HADDOCK IGE       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250240,S/O ALLERG TREE MELALEUCA     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250241,S/O ALLERGY MOSQUITO IGE      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250242,S/O ALLERGY MOUSE URINE       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250243,S/O ALLERGY ORRIS ROOT        ,86144071382,302,              ,      ,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250244,S/O ALLERG TREE PALM/QUEN     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250245,S/O ALLERGY PIG EPITH IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250246,S/O ALLERGY PIGEON STOOL      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250247,S/O ALLERG TREE POPLAR WH     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250248,S/O ALLERGY POPPY SEED        ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250249,S/O ALLERG PTHALIC ANHYDR     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250250,S/O ALLERGY RASPBERRY IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250251,S/O ALLERGY RAT EPITHIL       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250252,S/O ALLERGY RAT URINE IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250253,S/O ALLERGY REED POLLEN       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250254,S/O ALLERGY GRASS SALT        ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250255,S/O ALLERGY MOLD STEMPHYL     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250256,S/O ALLERGY SUGARBEET IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250257,S/O ALLERGY SUGARCANE IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250258,S/O ALLERGY SQUASH SUMMER     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250259,S/O ALLERGY SWEET POTATO      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250260,S/O ALLERGY TYROPHAGUS        ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250261,S/O ALLERGY YAM IGE           ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250262,S/O ALLERGY WEED YEL DOCK     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250263,S/O ALLERGY ZUCCHINI IGE      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,110,
D,IX,BEACHWOOD,38250264,S/O ALLERG BLACKOLIVE IGG     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,102,
D,IX,BEACHWOOD,38250265,S/O ALLERGY MACADAMIA NUT     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250266,S/O ALLERGY LATEX IGE         ,86144071382,302,              ,      ,             ,       ,2/1/2017,53,
D,IX,BEACHWOOD,38250267,S/O ALLERG ASPERGIL NIGER     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250268,S/O ALLERGY ARTICHOKE IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,62,
D,IX,BEACHWOOD,38250269,S/O ALLERGY ANCHOVY IGE       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250270,S/O ALLERGY CAROB GUM IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250271,S/O ALLERGY NUTMEG IGE        ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250272,S/O ALLERG PUMPK SEED IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250273,S/O ALLERGY RED DYE 4 IgE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250274,S/O ALLERGY RED SNAPP IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250275,S/O ALLERGY SAGE IGE          ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250276,S/O ALLERGY SOLE IGE          ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250277,S/O ALLERGY SWORDFISH IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250278,S/O ALLERGY THYME IGE         ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250279,S/O ALLERGY TILAPIA IGE       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250280,S/O ALLERGY FLAXSEED IGE      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250281,S/O ALLERGY WHITEFISH IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250282,S/O ALLRG DOUGLAS FIR IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250283,S/O ALLERG WEED SUNFLOWER     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250284,S/O ALLERG BLACKBERRY IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250285,S/O ALLERGY CILANTRO IGE      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250286,S/O ALLERGY GOAT MILK IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250287,S/O ALLERGY HONEY IGE         ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250288,S/O ALLERGY MINT IGE          ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250289,S/O ALLERGY WALLEYE PIKE      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250290,S/O ALLERG CHAETOMIUM IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250291,S/O ALLERG BUMBLE BEE IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250292,S/O ALLERG BALD CYPRESS       ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250293,S/O ALLERGY HACKBERRY IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250294,S/O ALLERG WEED CARELESS      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,23,
D,IX,BEACHWOOD,38250295,S/O ALLERG CUMIN SEED IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,58,
D,IX,BEACHWOOD,38250296,S/O ALLERG TREE ASPEN IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,58,
D,IX,BEACHWOOD,38250297,S/O ALLERGY BLACK WILLOW      ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,58,
D,IX,BEACHWOOD,38250298,S/O ALLERG TREE MAPLE SUG     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,58,
D,IX,BEACHWOOD,38250299,S/O ALLERGY ALPHA GAL IGE     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,178,
D,IX,BEACHWOOD,38250300,S/O STAPH AUREUS PANL         ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,49,
D,IX,BEACHWOOD,38250301,S/O STAPH AUREUS PANL         ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,49,
D,IX,BEACHWOOD,38250302,S/O ALLRG HOUS DUST GREER     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,63,
D,IX,BEACHWOOD,38250303,S/O ALLRG HOUS DUST STIER     ,86144071382,302,10/1/2016,86003,             ,       ,2/1/2017,52,
D,IX,BEACHWOOD,38250304,S/O VARICELLA ZOST AB IGG     ,86144071382,302,10/1/2016,86787,             ,       ,2/1/2017,308,
D,IX,BEACHWOOD,38250305,S/O VARICELLA ZOST AB IGG     ,86144071382,302,10/1/2016,86787,             ,       ,2/1/2017,308,
D,IX,BEACHWOOD,38250306,S/O IMMUNOGLOBUL G IGG        ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,193,
D,IX,BEACHWOOD,38250307,S/O IMMUNOGLOBUL M IGM        ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,167,
D,IX,BEACHWOOD,38250308,S/O MYELOMA I                 ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,193,
D,IX,BEACHWOOD,38250309,S/O MYELOMA I                 ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,193,
D,IX,BEACHWOOD,38250310,S/O MYELOMA I                 ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,167,
D,IX,BEACHWOOD,38250311,S/O IMMUNOGLOBULIN D SERM     ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,106,
D,IX,BEACHWOOD,38250312,S/O OLIGO BAND PROF           ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,210,
D,IX,BEACHWOOD,38250313,S/O OLIGO BAND PROF           ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,26,
D,IX,BEACHWOOD,38250314,S/O IGG CSF INDEX             ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,210,
D,IX,BEACHWOOD,38250315,S/O IGG CSF INDEX             ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,26,
D,IX,BEACHWOOD,38250316,S/O CELIAC PANEL              ,86144071382,301,10/1/2016,82784,             ,       ,2/1/2017,24,
D,IX,BEACHWOOD,38250317,S/O ABO DISCREPANCY UBS       ,86144071382,309,10/1/2016,86900,             ,       ,2/1/2017,146,
D,IX,BEACHWOOD,38250318,S/O RH DISCREPANCY UBS        ,86144071382,309,10/1/2016,86901,             ,       ,2/1/2017,291,
D,IX,BEACHWOOD,38250319,S/O RH TYPE                   ,86144071382,309,10/1/2016,86901,             ,       ,2/1/2017,33,
D,IX,BEACHWOOD,38250320,S/O PCCA/ANNA IFA W/RFLX      ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,154,
D,IX,BEACHWOOD,38250321,S/O RETICULIN IGA W RFLX      ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,564,
D,IX,BEACHWOOD,38250322,S/O STRIATED MUSCLE IGG       ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,76,
D,IX,BEACHWOOD,38250323,S/O MYOCARDIAL AB IGG         ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,27,
D,IX,BEACHWOOD,38250324,S/O YO AB CSF W/RFLX          ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,759,
D,IX,BEACHWOOD,38250325,S/O ANCA W REFLEX             ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,81,
D,IX,BEACHWOOD,38250326,S/O INFLAMM BOWEL PROFILE     ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,81,
D,IX,BEACHWOOD,38250327,S/O HU IFA W/RFLX             ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,863,
D,IX,BEACHWOOD,38250328,S/O GBM IGG MBA IFA           ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,49,
D,IX,BEACHWOOD,38250329,S/O NMDA AB IGG WRFLX         ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,528,
D,IX,BEACHWOOD,38250330,S/O AQUPRIN-4 RCPT AB CSF     ,86144071382,302,10/1/2016,86255,             ,       ,2/1/2017,1225,
D,IX,BEACHWOOD,38250331,S/O BETA HCG QN TUMR MARK     ,86144071382,301,10/1/2016,84702,             ,       ,2/1/2017,56,
D,IX,BEACHWOOD,38250332,S/O MATERNAL SRM SCREEN       ,86144071382,301,10/1/2016,84702,             ,       ,2/1/2017,53,
D,IX,BEACHWOOD,38250333,S/O LIPOPROFILE NMR           ,86144071382,301,10/1/2016,80061,             ,       ,2/1/2017,53,
D,IX,BEACHWOOD,38250334,S/O ADENO DEAMIN PLEURAL      ,86144071382,301,10/1/2016,84311,             ,       ,2/1/2017,28,
D,IX,BEACHWOOD,38250335,S/O ADENO DEAMIN PERITON      ,86144071382,301,10/1/2016,84311,             ,       ,2/1/2017,28,
D,IX,BEACHWOOD,38250336,S/O PORPHYRIN TTL PLM/SRM     ,86144071382,301,10/1/2016,84311,             ,       ,2/1/2017,30,
D,IX,BEACHWOOD,38250337,S/O PANCREATIC FUNCT          ,86144071382,301,              ,      ,             ,       ,2/1/2017,125,
D,IX,BEACHWOOD,38250338,S/O URINE SUPERSAT            ,86144071382,301,10/1/2016,82507,             ,       ,2/1/2017,29,
D,IX,BEACHWOOD,38250339,S/O THROMBO RISK WRFX         ,86144071382,305,10/1/2016,85307,             ,       ,2/1/2017,209,
D,IX,BEACHWOOD,38250340,S/O FREE KAPPA/LAMBDA         ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,264,
D,IX,BEACHWOOD,38250341,S/O TRYPTASE                  ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,221,
D,IX,BEACHWOOD,38250342,S/O ALLERG SUGARCANE IGG4     ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,102,
D,IX,BEACHWOOD,38250343,S/O INTERLEUKIN 6             ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,191,
D,IX,BEACHWOOD,38250344,S/O TSH RECEPTOR AB           ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,51,
D,IX,BEACHWOOD,38250345,S/O INHIBIN B                 ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,66,
D,IX,BEACHWOOD,38250346,S/O INTERLEUKIN 1 BETA        ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,60,
D,IX,BEACHWOOD,38250347,S/O TUMOR NECROSIS FACTOR     ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,60,
D,IX,BEACHWOOD,38250348,S/O ANTI MULLERIAN HORMON     ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,60,
D,IX,BEACHWOOD,38250349,S/O TOTAL INHIBIN             ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,692,
D,IX,BEACHWOOD,38250350,S/O PANCREATC ELAST FECAL     ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,54,
D,IX,BEACHWOOD,38250351,S/O ALPHA SUBUNIT PGH         ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,357,
D,IX,BEACHWOOD,38250352,S/O INTERLEUK 2 RCPT CD25     ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,50,
D,IX,BEACHWOOD,38250353,S/O ADMARK CSF ANALYS         ,86144071382,301,10/1/2016,83520,             ,       ,2/1/2017,1570,
D,IX,BEACHWOOD,38250354,S/O ADMARK CSF ANALYS         ,86144071382,301,10/1/2016,835205,             ,       ,2/1/2017,1570,
D,IX,BEACHWOOD,38250356,S/O VITAMIN B7                ,86144071382,301,10/1/2016,84591,             ,       ,2/1/2017,359,
D,IX,BEACHWOOD,38250357,S/O OLIGO BAND PROF           ,86144071382,301,10/1/2016,82040,             ,       ,2/1/2017,210,
D,IX,BEACHWOOD,38250358,S/O IGG CSF INDEX             ,86144071382,301,10/1/2016,82040,             ,       ,2/1/2017,210,
D,IX,BEACHWOOD,38250359,S/O ALPHA FETOPROTEIN         ,86144071382,301,10/1/2016,82105,             ,       ,2/1/2017,520,
D,IX,BEACHWOOD,38250360,S/O ALDOSTERONE SERUM         ,86144071382,301,10/1/2016,82088,             ,       ,2/1/2017,531,
D,IX,BEACHWOOD,38250361,S/O ALK PHOS SRM/PLSM         ,86144071382,301,10/1/2016,84075,             ,       ,2/1/2017,24,
D,IX,BEACHWOOD,38250362,S/O AMIKACIN TROUGH LEVEL     ,86144071382,301,10/1/2016,80150,             ,       ,2/1/2017,333,
D,IX,BEACHWOOD,38250363,S/O AMIKACIN RANDOM LEVEL     ,86144071382,301,10/1/2016,80150,             ,       ,2/1/2017,333,
D,IX,BEACHWOOD,38250364,S/O SULFONAMIDES              ,86144071382,301,10/1/2016,80299,             ,       ,2/1/2017,34,
D,IX,BEACHWOOD,38250365,S/O STREPTOMYCIN HPLC S/P     ,86144071382,301,10/1/2016,80299,             ,       ,2/1/2017,296,
D,IX,BEACHWOOD,38250366,S/O AMIODARONE METABOLITE     ,86144071382,301,10/1/2016,80299,             ,       ,2/1/2017,151,
D,IX,BEACHWOOD,38250367,S/O 5 FLUOROCYTOSINE          ,86144071382,301,10/1/2016,80299,             ,       ,2/1/2017,60,
D,IX,BEACHWOOD,38250368,S/O FLECAINIDE                ,86144071382,301,10/1/2016,80299,             ,       ,2/1/2017,60,
D,IX,BEACHWOOD,38250369,S/O METHOTREXATE              ,86144071382,301,10/1/2016,80299,             ,       ,2/1/2017,91,
D,IX,BEACHWOOD,38250370,S/O CLOZAPINE QNT SRM/PLS     ,86144071382,301,10/1/2016,80299,             ,       ,2/1/2017,410,
D,IX,BEACHWOOD,38250371,ACETONE/KETONES QN            ,86144071382,301,10/1/2016,82010,             ,       ,2/1/2017,56,
D,IX,BEACHWOOD,38250372,S/O CA 15-3                   ,86144071382,302,10/1/2016,86300,             ,       ,2/1/2017,410,
D,IX,BEACHWOOD,38250373,S/O VONWILLE MULT PNL         ,86144071382,305,10/1/2016,85245,             ,       ,2/1/2017,252,
D,IX,BEACHWOOD,38250374,S/O VONWILLE MULT PNL         ,86144071382,305,10/1/2016,85246,             ,       ,2/1/2017,280,
D,IX,BEACHWOOD,38250375,AMYLASE                       ,86144071382,301,10/1/2016,82150,             ,       ,2/1/2017,510,
D,IX,BEACHWOOD,38250376,S/O AMYLASE ISOENZYME         ,86144071382,301,10/1/2016,82150,             ,       ,2/1/2017,53,
D,IX,BEACHWOOD,38250377,S/O PANCREATIC FUNCT          ,86144071382,301,10/1/2016,82150,             ,       ,2/1/2017,125,
D,IX,BEACHWOOD,38250378,S/O PANCREATIC FUNCT          ,86144071382,301,10/1/2016,82150,             ,       ,2/1/2017,125,
D,IX,BEACHWOOD,38250379,S/O ANA ANTINUCLEAR BLD       ,86144071382,302,10/1/2016,86038,             ,       ,2/1/2017,305,
D,IX,BEACHWOOD,38250380,S/O ANA REFLEX T              ,86144071382,302,10/1/2016,86038,             ,       ,2/1/2017,54,
D,IX,BEACHWOOD,38250381,S/O SCLER ANA IGG IFA         ,86144071382,302,10/1/2016,86038,             ,       ,2/1/2017,46,
D,IX,BEACHWOOD,38250382,S/O ANGIOTEN CONVERT CSF      ,86144071382,301,10/1/2016,82164,             ,       ,2/1/2017,212,
D,IX,BEACHWOOD,38250383,S/O CYSTICERCO AB IGG CSF     ,86144071382,302,10/1/2016,86682,             ,       ,2/1/2017,157,
D,IX,BEACHWOOD,38250384,S/O STRONGYLOD AB IGG SRM     ,86144071382,302,10/1/2016,86682,             ,       ,2/1/2017,136,
D,IX,BEACHWOOD,38250385,S/O TOXOCARA AB IGG ELISA     ,86144071382,302,10/1/2016,86682,             ,       ,2/1/2017,90,
D,IX,BEACHWOOD,38250386,S/O SCHISTOSOMA AB IGG        ,86144071382,302,10/1/2016,86682,             ,       ,2/1/2017,127,
D,IX,BEACHWOOD,38250387,S/O ECHINOCOCCUS AB IGG       ,86144071382,302,10/1/2016,86682,             ,       ,2/1/2017,504,
