H,ID,Facility                        ,Procedure ,Description                   ,Department     ,Chg Cat ,CPT-4 Eff Date,CPT-4 ,HCPC Eff Date,HCPC   ,Std Chg Eff Date,Std Chg
D,IU,AVON,34633164,MOTOR SPCH DISCH STATUS 40-59%,86424088346,440,              ,      ,4/1/2013,G9158G ,4/1/2013,0.01
D,IU,AVON,34633165,MOTOR SPCH DISCH STATUS 60-79%,86424088346,440,              ,      ,4/1/2013,G9158G ,4/1/2013,0.01
D,IU,AVON,34633166,MOTOR SPCH DISCH STATUS 80-99%,86424088346,440,              ,      ,4/1/2013,G9158G ,4/1/2013,0.01
D,IU,AVON,34633167,MOTOR SPCH DISCH STATUS 100%  ,86424088346,440,              ,      ,4/1/2013,G9158G ,4/1/2013,0.01
D,IU,AVON,34633168,LANG COMP CUR STATUS 0%       ,86424088346,440,              ,      ,4/1/2013,G9159G ,4/1/2013,0.01
D,IU,AVON,34633169,LANG COMP CUR STATUS 1-19%    ,86424088346,440,              ,      ,4/1/2013,G9159G ,4/1/2013,0.01
D,IU,AVON,34633170,LANG COMP CUR STATUS 20-39%   ,86424088346,440,              ,      ,4/1/2013,G9159G ,4/1/2013,0.01
D,IU,AVON,34633171,LANG COMP CUR STATUS 40-59%   ,86424088346,440,              ,      ,4/1/2013,G9159G ,4/1/2013,0.01
D,IU,AVON,34633172,LANG COMP CUR STATUS 60-79%   ,86424088346,440,              ,      ,4/1/2013,G9159G ,4/1/2013,0.01
D,IU,AVON,34633173,LANG COMP CUR STATUS 80-99%   ,86424088346,440,              ,      ,4/1/2013,G9159G ,4/1/2013,0.01
D,IU,AVON,34633174,LANG COMP CUR STATUS 100%     ,86424088346,440,              ,      ,4/1/2013,G9159G ,4/1/2013,0.01
D,IU,AVON,34633175,LANG COMP GOAL STATUS 0%      ,86424088346,440,              ,      ,4/1/2013,G9160G ,4/1/2013,0.01
D,IU,AVON,34633176,LANG COMP GOAL STATUS 1-19%   ,86424088346,440,              ,      ,4/1/2013,G9160G ,4/1/2013,0.01
D,IU,AVON,34633177,LANG COMP GOAL STATUS 20-39%  ,86424088346,440,              ,      ,4/1/2013,G9160G ,4/1/2013,0.01
D,IU,AVON,34633178,LANG COMP GOAL STATUS 40-59%  ,86424088346,440,              ,      ,4/1/2013,G9160G ,4/1/2013,0.01
D,IU,AVON,34633179,LANG COMP GOAL STATUS 60-79%  ,86424088346,440,              ,      ,4/1/2013,G9160G ,4/1/2013,0.01
D,IU,AVON,34633180,LANG COMP GOAL STATUS 80-99%  ,86424088346,440,              ,      ,4/1/2013,G9160G ,4/1/2013,0.01
D,IU,AVON,34633181,LANG COMP GOAL STATUS 100%    ,86424088346,440,              ,      ,4/1/2013,G9160G ,4/1/2013,0.01
D,IU,AVON,34633182,LANG COMP DISCH STATUS 0%     ,86424088346,440,              ,      ,4/1/2013,G9161G ,4/1/2013,0.01
D,IU,AVON,34633183,LANG COMP DISCH STATUS 1-19%  ,86424088346,440,              ,      ,4/1/2013,G9161G ,4/1/2013,0.01
D,IU,AVON,34633184,LANG COMP DISCH STATUS 20-39% ,86424088346,440,              ,      ,4/1/2013,G9161G ,4/1/2013,0.01
D,IU,AVON,34633185,LANG COMP DISCH STATUS 40-59% ,86424088346,440,              ,      ,4/1/2013,G9161G ,4/1/2013,0.01
D,IU,AVON,34633186,LANG COMP DISCH STATUS 60-79% ,86424088346,440,              ,      ,4/1/2013,G9161G ,4/1/2013,0.01
D,IU,AVON,34633187,LANG COMP DISCH STATUS 80-99% ,86424088346,440,              ,      ,4/1/2013,G9161G ,4/1/2013,0.01
D,IU,AVON,34633188,LANG COMP DISCH STATUS 100%   ,86424088346,440,              ,      ,4/1/2013,G9161G ,4/1/2013,0.01
D,IU,AVON,34633189,LANG XPRES CUR STATUS 0%      ,86424088346,440,              ,      ,4/1/2013,G9162G ,4/1/2013,0.01
D,IU,AVON,34633190,LANG XPRES CUR STATUS 1-19%   ,86424088346,440,              ,      ,4/1/2013,G9162G ,4/1/2013,0.01
D,IU,AVON,34633191,LANG XPRES CUR STATUS 20-39%  ,86424088346,440,              ,      ,4/1/2013,G9162G ,4/1/2013,0.01
D,IU,AVON,34633192,LANG XPRES CUR STATUS 40-59%  ,86424088346,440,              ,      ,4/1/2013,G9162G ,4/1/2013,0.01
D,IU,AVON,34633193,LANG XPRES CUR STATUS 60-79%  ,86424088346,440,              ,      ,4/1/2013,G9162G ,4/1/2013,0.01
D,IU,AVON,34633194,LANG XPRES CUR STATUS 80-99%  ,86424088346,440,              ,      ,4/1/2013,G9162G ,4/1/2013,0.01
D,IU,AVON,34633195,LANG XPRES CUR STATUS 100%    ,86424088346,440,              ,      ,4/1/2013,G9162G ,4/1/2013,0.01
D,IU,AVON,34633196,LANG XPRES GOAL STATUS 0%     ,86424088346,440,              ,      ,4/1/2013,G9163G ,4/1/2013,0.01
D,IU,AVON,34633197,LANG XPRES GOAL STATUS 1-19%  ,86424088346,440,              ,      ,4/1/2013,G9163G ,4/1/2013,0.01
D,IU,AVON,34633198,LANG XPRES GOAL STATUS 20-39% ,86424088346,440,              ,      ,4/1/2013,G9163G ,4/1/2013,0.01
D,IU,AVON,34633199,LANG XPRES GOAL STATUS 40-59% ,86424088346,440,              ,      ,4/1/2013,G9163G ,4/1/2013,0.01
D,IU,AVON,34633200,LANG XPRES GOAL STATUS 60-79% ,86424088346,440,              ,      ,4/1/2013,G9163G ,4/1/2013,0.01
D,IU,AVON,34633201,LANG XPRES GOAL STATUS 80-99% ,86424088346,440,              ,      ,4/1/2013,G9163G ,4/1/2013,0.01
D,IU,AVON,34633202,LANG XPRES GOAL STATUS 100%   ,86424088346,440,              ,      ,4/1/2013,G9163G ,4/1/2013,0.01
D,IU,AVON,34633203,LANG XPRES DISCH STATUS 0%    ,86424088346,440,              ,      ,4/1/2013,G9164G ,4/1/2013,0.01
D,IU,AVON,34633204,LANG XPRES DISCH STATUS 1-19% ,86424088346,440,              ,      ,             ,       ,4/1/2013,0.01
D,IU,AVON,34633205,LANG XPRES DISCH STATUS 20-39%,86424088346,440,              ,      ,4/1/2013,G9164G ,4/1/2013,0.01
D,IU,AVON,34633206,LANG XPRES DISCH STATUS 40-59%,86424088346,440,              ,      ,4/1/2013,G9164G ,4/1/2013,0.01
D,IU,AVON,34633207,LANG XPRES DISCH STATUS 60-79%,86424088346,440,              ,      ,4/1/2013,G9164G ,4/1/2013,0.01
D,IU,AVON,34633208,LANG XPRES DISCH STATUS 80-99%,86424088346,440,              ,      ,4/1/2013,G9164G ,4/1/2013,0.01
D,IU,AVON,34633209,LANG XPRES DISCH STATUS 100%  ,86424088346,440,              ,      ,4/1/2013,G9164G ,4/1/2013,0.01
D,IU,AVON,34633210,ATTENTION CUR STATUS 0%       ,86424088346,440,              ,      ,4/1/2013,G9165G ,4/1/2013,0.01
D,IU,AVON,34633211,ATTENTION CUR STATUS 1-19%    ,86424088346,440,              ,      ,4/1/2013,G9165G ,4/1/2013,0.01
D,IU,AVON,34633212,ATTENTION CUR STATUS 20-39%   ,86424088346,440,              ,      ,4/1/2013,G9165G ,4/1/2013,0.01
D,IU,AVON,34633213,ATTENTION CUR STATUS 40-59%   ,86424088346,440,              ,      ,4/1/2013,G9165G ,4/1/2013,0.01
D,IU,AVON,34633214,ATTENTION CUR STATUS 60-79%   ,86424088346,440,              ,      ,4/1/2013,G9165G ,4/1/2013,0.01
D,IU,AVON,34633215,ATTENTION CUR STATUS 80-99%   ,86424088346,440,              ,      ,4/1/2013,G9165G ,4/1/2013,0.01
D,IU,AVON,34633216,ATTENTION CUR STATUS 100%     ,86424088346,440,              ,      ,4/1/2013,G9165G ,4/1/2013,0.01
D,IU,AVON,34633217,ATTENTION GOAL STATUS 0%      ,86424088346,440,              ,      ,4/1/2013,G9166G ,4/1/2013,0.01
D,IU,AVON,34633218,ATTENTION GOAL STATUS 1-19%   ,86424088346,440,              ,      ,4/1/2013,G9166G ,4/1/2013,0.01
D,IU,AVON,34633219,ATTENTION GOAL STATUS 20-39%  ,86424088346,440,              ,      ,4/1/2013,G9166G ,4/1/2013,0.01
D,IU,AVON,34633220,ATTENTION GOAL STATUS 40-59%  ,86424088346,440,              ,      ,4/1/2013,G9166G ,4/1/2013,0.01
D,IU,AVON,34633221,ATTENTION GOAL STATUS 60-79%  ,86424088346,440,              ,      ,4/1/2013,G9166G ,4/1/2013,0.01
D,IU,AVON,34633222,ATTENTION GOAL STATUS 80-99%  ,86424088346,440,              ,      ,4/1/2013,G9166G ,4/1/2013,0.01
D,IU,AVON,34633223,ATTENTION GOAL STATUS 100%    ,86424088346,440,              ,      ,4/1/2013,G9166G ,4/1/2013,0.01
D,IU,AVON,34633224,ATTENTION DISCH STATUS 0%     ,86424088346,440,              ,      ,4/1/2013,G9167G ,4/1/2013,0.01
D,IU,AVON,34633225,ATTENTION DISCH STATUS 1-19%  ,86424088346,440,              ,      ,4/1/2013,G9167G ,4/1/2013,0.01
D,IU,AVON,34633226,ATTENTION DISCH STATUS 20-39% ,86424088346,440,              ,      ,4/1/2013,G9167G ,4/1/2013,0.01
D,IU,AVON,34633227,ATTENTION DISCH STATUS 40-59% ,86424088346,440,              ,      ,4/1/2013,G9167G ,4/1/2013,0.01
D,IU,AVON,34633228,ATTENTION DISCH STATUS 60-79% ,86424088346,440,              ,      ,4/1/2013,G9167G ,4/1/2013,0.01
D,IU,AVON,34633229,ATTENTION DISCH STATUS 80-99% ,86424088346,440,              ,      ,4/1/2013,G9167G ,4/1/2013,0.01
D,IU,AVON,34633230,ATTENTION DISCH STATUS 100%   ,86424088346,440,              ,      ,4/1/2013,G9167G ,4/1/2013,0.01
D,IU,AVON,34633231,MEMORY CUR STATUS 0%          ,86424088346,440,              ,      ,4/1/2013,G9168G ,4/1/2013,0.01
D,IU,AVON,34633232,MEMORY CUR STATUS 1-19%       ,86424088346,440,              ,      ,4/1/2013,G9168G ,4/1/2013,0.01
D,IU,AVON,34633233,MEMORY CUR STATUS 20-39%      ,86424088346,440,              ,      ,4/1/2013,G9168G ,4/1/2013,0.01
D,IU,AVON,34633234,MEMORY CUR STATUS 40-59%      ,86424088346,440,              ,      ,4/1/2013,G9168G ,4/1/2013,0.01
D,IU,AVON,34633235,MEMORY CUR STATUS 60-79%      ,86424088346,440,              ,      ,4/1/2013,G9168G ,4/1/2013,0.01
D,IU,AVON,34633236,MEMORY CUR STATUS 80-99%      ,86424088346,440,              ,      ,4/1/2013,G9168G ,4/1/2013,0.01
D,IU,AVON,34633237,MEMORY CUR STATUS 100%        ,86424088346,440,              ,      ,4/1/2013,G9168G ,4/1/2013,0.01
D,IU,AVON,34633238,MEMORY GOAL STATUS 0%         ,86424088346,440,              ,      ,4/1/2013,G9169G ,4/1/2013,0.01
D,IU,AVON,34633239,MEMORY GOAL STATUS 1-19%      ,86424088346,440,              ,      ,4/1/2013,G9169G ,4/1/2013,0.01
D,IU,AVON,34633240,MEMORY GOAL STATUS 20-39%     ,86424088346,440,              ,      ,4/1/2013,G9169G ,4/1/2013,0.01
D,IU,AVON,34633241,MEMORY GOAL STATUS 40-59%     ,86424088346,440,              ,      ,4/1/2013,G9169G ,4/1/2013,0.01
D,IU,AVON,34633242,MEMORY GOAL STATUS 60-79%     ,86424088346,440,              ,      ,4/1/2013,G9169G ,4/1/2013,0.01
D,IU,AVON,34633243,MEMORY GOAL STATUS 80-99%     ,86424088346,440,              ,      ,4/1/2013,G9169G ,4/1/2013,0.01
D,IU,AVON,34633244,MEMORY GOAL STATUS 100%       ,86424088346,440,              ,      ,4/1/2013,G9169G ,4/1/2013,0.01
D,IU,AVON,34633245,MEMORY DISCH STATUS 0%        ,86424088346,440,              ,      ,4/1/2013,G9170G ,4/1/2013,0.01
D,IU,AVON,34633246,MEMORY DISCH STATUS 1-19%     ,86424088346,440,              ,      ,4/1/2013,G9170G ,4/1/2013,0.01
D,IU,AVON,34633247,MEMORY DISCH STATUS 20-39%    ,86424088346,440,              ,      ,4/1/2013,G9170G ,4/1/2013,0.01
D,IU,AVON,34633248,MEMORY DISCH STATUS 40-59%    ,86424088346,440,              ,      ,4/1/2013,G9170G ,4/1/2013,0.01
D,IU,AVON,34633249,MEMORY DISCH STATUS 60-79%    ,86424088346,440,              ,      ,4/1/2013,G9170G ,4/1/2013,0.01
D,IU,AVON,34633250,MEMORY DISCH STATUS 80-99%    ,86424088346,440,              ,      ,4/1/2013,G9170G ,4/1/2013,0.01
D,IU,AVON,34633251,MEMORY DISCH STATUS 100%      ,86424088346,440,              ,      ,4/1/2013,G9170G ,4/1/2013,0.01
D,IU,AVON,34633252,VOICE CUR STATUS 0%           ,86424088346,440,              ,      ,4/1/2013,G9171G ,4/1/2013,0.01
D,IU,AVON,34633253,VOICE CUR STATUS 1-19%        ,86424088346,440,              ,      ,4/1/2013,G9171G ,4/1/2013,0.01
D,IU,AVON,34633254,VOICE CUR STATUS 20-39%       ,86424088346,440,              ,      ,4/1/2013,G9171G ,4/1/2013,0.01
D,IU,AVON,34633255,VOICE CUR STATUS 40-59%       ,86424088346,440,              ,      ,4/1/2013,G9171G ,4/1/2013,0.01
D,IU,AVON,34633256,VOICE CUR STATUS 60-79%       ,86424088346,440,              ,      ,4/1/2013,G9171G ,4/1/2013,0.01
D,IU,AVON,34633257,VOICE CUR STATUS 80-99%       ,86424088346,440,              ,      ,4/1/2013,G9171G ,4/1/2013,0.01
D,IU,AVON,34633258,VOICE CUR STATUS 100%         ,86424088346,440,              ,      ,4/1/2013,G9171G ,4/1/2013,0.01
D,IU,AVON,34633259,VOICE GOAL STATUS 0%          ,86424088346,440,              ,      ,4/1/2013,G9172G ,4/1/2013,0.01
D,IU,AVON,34633260,VOICE GOAL STATUS 1-19%       ,86424088346,440,              ,      ,4/1/2013,G9172G ,4/1/2013,0.01
D,IU,AVON,34633261,VOICE GOAL STATUS 20-39%      ,86424088346,440,              ,      ,4/1/2013,G9172G ,4/1/2013,0.01
D,IU,AVON,34633262,VOICE GOAL STATUS 40-59%      ,86424088346,440,              ,      ,4/1/2013,G9172G ,4/1/2013,0.01
D,IU,AVON,34633263,VOICE GOAL STATUS 60-79%      ,86424088346,440,              ,      ,4/1/2013,G9172G ,4/1/2013,0.01
D,IU,AVON,34633264,VOICE GOAL STATUS 80-99%      ,86424088346,440,              ,      ,4/1/2013,G9172G ,4/1/2013,0.01
D,IU,AVON,34633265,VOICE GOAL STATUS 100%        ,86424088346,440,              ,      ,4/1/2013,G9172G ,4/1/2013,0.01
D,IU,AVON,34633266,VOICE DISCH STATUS 0%         ,86424088346,440,              ,      ,4/1/2013,G9173G ,4/1/2013,0.01
D,IU,AVON,34633267,VOICE DISCH STATUS 1-19%      ,86424088346,440,              ,      ,4/1/2013,G9173G ,4/1/2013,0.01
D,IU,AVON,34633268,VOICE DISCH STATUS 20-39%     ,86424088346,440,              ,      ,4/1/2013,G9173G ,4/1/2013,0.01
D,IU,AVON,34633269,VOICE DISCH STATUS 40-59%     ,86424088346,440,              ,      ,4/1/2013,G9173G ,4/1/2013,0.01
D,IU,AVON,34633270,VOICE DISCH STATUS 60-79%     ,86424088346,440,              ,      ,4/1/2013,G9173G ,4/1/2013,0.01
D,IU,AVON,34633271,VOICE DISCH STATUS 80-99%     ,86424088346,440,              ,      ,4/1/2013,G9173G ,4/1/2013,0.01
D,IU,AVON,34633272,VOICE DISCH STATUS 100%       ,86424088346,440,              ,      ,4/1/2013,G9173G ,4/1/2013,0.01
D,IU,AVON,34633273,SPCH LANG CUR STATUS 0%       ,86424088346,440,              ,      ,4/1/2013,G9174G ,4/1/2013,0.01
D,IU,AVON,34633274,SCPH LANG CUR STATUS 1-19%    ,86424088346,440,              ,      ,4/1/2013,G9174G ,4/1/2013,0.01
D,IU,AVON,34633275,SPCH LANG CUR STATUS 20-39%   ,86424088346,440,              ,      ,4/1/2013,G9174G ,4/1/2013,0.01
D,IU,AVON,34633276,SPCH LANG CUR STATUS 40-59%   ,86424088346,440,              ,      ,4/1/2013,G9174G ,4/1/2013,0.01
D,IU,AVON,34633277,SPCH LANG CUR STATUS 60-79%   ,86424088346,440,              ,      ,4/1/2013,G9174G ,4/1/2013,0.01
D,IU,AVON,34633278,SPCH LANG CUR STATUS 80-99%   ,86424088346,440,              ,      ,4/1/2013,G9174G ,4/1/2013,0.01
D,IU,AVON,34633279,SPCH LANG CUR STATUS 100%     ,86424088346,440,              ,      ,4/1/2013,G9174G ,4/1/2013,0.01
D,IU,AVON,34633280,SPCH LANG GOAL STATUS 0%      ,86424088346,440,              ,      ,4/1/2013,G9175G ,4/1/2013,0.01
D,IU,AVON,34633281,SPCH LANG GOAL STATUS 1-19%   ,86424088346,440,              ,      ,4/1/2013,G9175G ,4/1/2013,0.01
D,IU,AVON,34633282,SPCH LANG GOAL STATUS 20-39%  ,86424088346,440,              ,      ,4/1/2013,G9175G ,4/1/2013,0.01
D,IU,AVON,34633283,SPCH LANG GOAL STATUS 40-59%  ,86424088346,440,              ,      ,4/1/2013,G9175G ,4/1/2013,0.01
D,IU,AVON,34633284,SPCH LANG GOAL STATUS 60-79%  ,86424088346,440,              ,      ,4/1/2013,G9175G ,4/1/2013,0.01
D,IU,AVON,34633285,SPCH LANG GOAL STATUS 80-99%  ,86424088346,440,              ,      ,4/1/2013,G9175G ,4/1/2013,0.01
D,IU,AVON,34633286,SPCH LANG GOAL STATUS 100%    ,86424088346,440,              ,      ,4/1/2013,G9175G ,4/1/2013,0.01
D,IU,AVON,34633287,SPCH LANG DISCH STATUS 0%     ,86424088346,440,              ,      ,4/1/2013,G9176G ,4/1/2013,0.01
D,IU,AVON,34633288,SPCH LANG DISCH STATUS 1-19%  ,86424088346,440,              ,      ,4/1/2013,G9176G ,4/1/2013,0.01
D,IU,AVON,34633289,SPCH LANG DISCH STATUS 20-39% ,86424088346,440,              ,      ,4/1/2013,G9176G ,4/1/2013,0.01
D,IU,AVON,34633290,SPCH LANG DISCH STATUS 40-59% ,86424088346,440,              ,      ,4/1/2013,G9176G ,4/1/2013,0.01
D,IU,AVON,34633291,SPCH LANG DISCH STATUS 60-79% ,86424088346,440,              ,      ,4/1/2013,G9176G ,4/1/2013,0.01
D,IU,AVON,34633292,SPCH LANG DISCH STATUS 80-99% ,86424088346,440,              ,      ,4/1/2013,G9176G ,4/1/2013,0.01
D,IU,AVON,34633293,SPCH LANG DISCH STATUS 100%   ,86424088346,440,              ,      ,4/1/2013,G9176G ,4/1/2013,0.01
D,IU,AVON,34650016,MBS EVAL                      ,86424088346,440,              ,      ,             ,       ,6/1/2017,825
D,IU,AVON,34650017,SWALLOWING TREATMENT          ,86424088346,440,              ,      ,             ,       ,2/1/2017,222
D,IU,AVON,34699985,PT/FAMILY TRAINING EA 30 MIN  ,86424088346,440,1/1/2011,98960G,             ,       ,11/1/2017,34.25
D,IU,AVON,36000016,ART LINE INSERTION            ,86424088360,300,1/1/2011,36600,             ,       ,2/1/2017,158
D,IU,AVON,36000090,IPPB-INITIAL/EZPAP            ,86424088360,410,1/1/2011,94640,             ,       ,2/1/2017,181
D,IU,AVON,38200472,LEVITIRACETAM                 ,86424088382,301,1/1/2014,80177,             ,       ,2/1/2017,84
D,IU,AVON,38200513,MICROALBUMIN 24 HOUR URINE    ,86424088382,301,1/1/2011,82043,             ,       ,5/1/2018,21.42
D,IU,AVON,38200680,CORTISOL TOTAL                ,86424088382,301,1/1/2011,82533,             ,       ,5/1/2018,60.36
D,IU,AVON,38201882,"SODIUM, URINE                 ",86424088382,301,1/1/2011,84300,             ,       ,5/1/2018,18
D,IU,AVON,38201883,"CHLORIDE, URINE               ",86424088382,301,1/1/2011,82436,             ,       ,5/1/2018,18.63
D,IU,AVON,38201940,POTASSIUM URINE               ,86424088382,301,1/1/2011,84133,             ,       ,5/1/2018,15.96
D,IU,AVON,38202151,PSA SCREENING                 ,86424088382,300,              ,      ,1/1/2011,G0103  ,2/1/2017,90
D,IU,AVON,38202200,SODIUM SERUM                  ,86424088382,301,1/1/2011,84295,             ,       ,5/1/2018,17.82
D,IU,AVON,38202384,THYROID STIMULATING IMM GLOB  ,86424088382,301,1/1/2011,84445,             ,       ,5/1/2018,188.34
D,IU,AVON,38202410,TRIGLYCERIDES                 ,86424088382,301,1/1/2011,84478,             ,       ,6/1/2017,36.15
D,IU,AVON,38202797,INF AGT AG DET EIA RSV        ,86424088382,300,3/1/2018,87807,             ,       ,3/1/2018,16.33
D,IU,AVON,38251511,VENIPUNCTURE FOR COLLECT      ,86424088382,300,1/1/2017,36415,             ,       ,2/1/2017,16
D,IU,AVON,38251512,CYCLOSPORINE A                ,86424088382,300,1/1/2017,80158,             ,       ,2/1/2017,95
D,IU,AVON,38251513,VANCOMYCIN TROUGH             ,86424088382,300,1/1/2017,80202,             ,       ,1/1/2018,43.47
D,IU,AVON,38251514,AMIODARONE SERUM              ,86424088382,300,1/1/2017,80299,             ,       ,1/1/2018,43.56
D,IU,AVON,38251515,"VITAMIN D, 25-HYDROXY         ",86424088382,300,1/1/2017,82306,             ,       ,1/1/2018,121.83
D,IU,AVON,38251516,VITAMIN B-12                  ,86424088382,300,1/1/2017,82607,             ,       ,1/1/2018,62.04
D,IU,AVON,38251517,FOLATE SERUM                  ,86424088382,300,1/1/2017,82746,             ,       ,1/1/2018,60.51
D,IU,AVON,38251518,LACTIC ACID                   ,86424088382,300,1/1/2017,83605,             ,       ,2/1/2017,67
D,IU,AVON,38251519,"TRIIODOTHYRONINE, REVERSE     ",86424088382,300,1/1/2017,84482,             ,       ,1/1/2018,64.86
D,IU,AVON,38251520,AB SCREEN IGG                 ,86424088382,300,1/1/2017,86850,             ,       ,1/1/2018,15.75
D,IU,AVON,38251521,ABO ONLY                      ,86424088382,300,1/1/2017,86900,             ,       ,1/1/2018,12.3
D,IU,AVON,38251522,RH TYPE ONLY                  ,86424088382,300,1/1/2017,86901,             ,       ,1/1/2018,12.3
D,IU,AVON,38251523,ELECTRONIC CROSSMATCH         ,86424088382,300,1/1/2017,86923,             ,       ,2/1/2017,40
D,IU,AVON,38251524,BASIC METABOLIC PANEL         ,86424088382,301,1/1/2017,80048,             ,       ,1/1/2018,30.18
D,IU,AVON,38251525,COMP METABOLIC PANEL          ,86424088382,301,1/1/2017,80053,             ,       ,2/1/2017,131
D,IU,AVON,38251526,LIPID PROFILE                 ,86424088382,301,1/1/2017,80061,             ,       ,1/1/2018,52.35
D,IU,AVON,38251527,RENAL PANEL                   ,86424088382,301,1/1/2017,80069,             ,       ,1/1/2018,35.73
D,IU,AVON,38251528,HEPATIC FUNCTION PANEL        ,86424088382,301,1/1/2017,80076,             ,       ,1/1/2018,26.01
D,IU,AVON,38251529,DIGOXIN                       ,86424088382,301,1/1/2017,80162,             ,       ,1/1/2018,54.63
D,IU,AVON,38251530,PHENYTOIN TOTAL               ,86424088382,301,1/1/2017,80185,             ,       ,2/1/2017,107
D,IU,AVON,38251531,THEOPHYLLINE                  ,86424088382,301,1/1/2017,80198,             ,       ,1/1/2018,58.2
D,IU,AVON,38251532,URINALYSIS MACRO ONLY         ,86424088382,301,1/1/2017,81003,             ,       ,1/1/2018,9.24
D,IU,AVON,38251533,ALBUMIN SERUM                 ,86424088382,301,1/1/2017,82040,             ,       ,1/1/2018,20.37
D,IU,AVON,38251534,AMMONIA BLOOD                 ,86424088382,301,1/1/2017,82140,             ,       ,1/1/2018,59.97
D,IU,AVON,38251535,AMYLASE SERUM                 ,86424088382,301,1/1/2017,82150,             ,       ,1/1/2018,28.14
D,IU,AVON,38251536,BILIRUBIN TOT                 ,86424088382,301,1/1/2017,82247,             ,       ,2/1/2017,68
D,IU,AVON,38251537,BILIRUBIN DIR                 ,86424088382,301,1/1/2017,82248,             ,       ,2/1/2017,70
D,IU,AVON,38251538,OCCULT BLOOD 1-3 DETERMIN     ,86424088382,301,1/1/2017,82274,             ,       ,1/1/2018,65.46
D,IU,AVON,38251539,IONIZED CALCIUM WHOLE BLD     ,86424088382,301,1/1/2017,82330,             ,       ,1/1/2018,55.89
D,IU,AVON,38251540,CPK TOTAL                     ,86424088382,301,1/1/2017,82550,             ,       ,1/1/2018,26.61
D,IU,AVON,38251541,CK-MB                         ,86424088382,301,1/1/2017,82553,             ,       ,2/1/2017,120
D,IU,AVON,38251542,CREATININE SERU               ,86424088382,301,1/1/2017,82565,             ,       ,2/1/2017,71
D,IU,AVON,38251543,CREAT URN RAND                ,86424088382,301,1/1/2017,82570,             ,       ,1/1/2018,21.3
D,IU,AVON,38251544,FERRITIN                      ,86424088382,301,1/1/2017,82728,             ,       ,1/1/2018,56.1
D,IU,AVON,38251545,"BLOOD GASES, MIXED            ",86424088382,301,1/1/2017,82803,             ,       ,1/1/2018,79.62
D,IU,AVON,38251546,GGT                           ,86424088382,301,1/1/2017,82977,             ,       ,2/1/2017,70
D,IU,AVON,38251547,GLYCO HGB                     ,86424088382,301,1/1/2017,83036,             ,       ,1/1/2018,39.96
D,IU,AVON,38251548,IRON SERUM                    ,86424088382,301,1/1/2017,83540,             ,       ,1/1/2018,26.64
D,IU,AVON,38251549,IRON BINDING CAPACITY         ,86424088382,301,1/1/2017,83550,             ,       ,1/1/2018,35.97
D,IU,AVON,38251550,LDH                           ,86424088382,301,1/1/2017,83615,             ,       ,2/1/2017,60
D,IU,AVON,38251551,LIPASE                        ,86424088382,301,1/1/2017,83690,             ,       ,1/1/2018,28.14
D,IU,AVON,38251552,MAGNESIUM                     ,86424088382,301,1/1/2017,83735,             ,       ,1/1/2018,23.76
D,IU,AVON,38251553,MYOGLOBIN                     ,86424088382,301,1/1/2017,83874,             ,       ,2/1/2017,74
D,IU,AVON,38251554,B-TYPE NATRIURETIC PEPTID     ,86424088382,301,1/1/2017,83880,             ,       ,1/1/2018,139.68
D,IU,AVON,38251555,OSMOLALITY SERUM              ,86424088382,301,1/1/2017,83930,             ,       ,1/1/2018,27.21
D,IU,AVON,38251556,OSMOLALITY URIN               ,86424088382,301,1/1/2017,83935,             ,       ,1/1/2018,28.05
D,IU,AVON,38251557,INTACT PARATHYROID HORMON     ,86424088382,301,1/1/2017,83970,             ,       ,1/1/2018,169.86
D,IU,AVON,38251558,PHOSPHATE INORG               ,86424088382,301,1/1/2017,84100,             ,       ,1/1/2018,19.5
D,IU,AVON,38251559,POTASSIUM SERUM K             ,86424088382,301,1/1/2017,84132,             ,       ,1/1/2018,18.93
D,IU,AVON,38251560,PREALBUMIN (FASTING)          ,86424088382,301,1/1/2017,84134,             ,       ,1/1/2018,60.06
D,IU,AVON,38251561,PROSTATE SPECIFIC ANTIGEN     ,86424088382,301,1/1/2017,84153,             ,       ,2/1/2017,90
D,IU,AVON,38251562,PROTEIN SERUM                 ,86424088382,301,1/1/2017,84155,             ,       ,2/1/2017,68
D,IU,AVON,38251563,URINE RANDOM TOTAL PROTEI     ,86424088382,301,1/1/2017,84156,             ,       ,1/1/2018,15.09
D,IU,AVON,38251564,PROTEIN ELECTROPH FRAC/QT     ,86424088382,301,1/1/2017,84165,             ,       ,1/1/2018,44.19
D,IU,AVON,38251565,VITAMIN B1 WHOLE BLOOD        ,86424088382,301,1/1/2017,84425,             ,       ,2/1/2017,109
D,IU,AVON,38251566,T4                            ,86424088382,301,1/1/2017,84436,             ,       ,1/1/2018,28.26
D,IU,AVON,38251567,THYROXINE FREE (FREE T4)      ,86424088382,301,1/1/2017,84439,             ,       ,1/1/2018,37.11
D,IU,AVON,38251568,TSH                           ,86424088382,301,1/1/2017,84443,             ,       ,1/1/2018,69.15
D,IU,AVON,38251569,AST                           ,86424088382,301,1/1/2017,84450,             ,       ,2/1/2017,61
D,IU,AVON,38251570,ALT                           ,86424088382,301,1/1/2017,84460,             ,       ,2/1/2017,71
D,IU,AVON,38251571,TROPONIN-I                    ,86424088382,301,1/1/2017,84484,             ,       ,2/1/2017,76
