PROCEDURE,DESCRIPTION,DEPARTMENT,CHG CAT,STD AMOUNT,CPT,HCPC,A
92211814,FILGRASTIM 480MCG/0.8ML INJ,37174895320,250,2293,,,Y
92211815,PROVIDONE IODINE 10% OIN,37174895320,250,11.5,,,Y
92211816,SOTALOL HCL 160MG TAB,37174895320,250,15.7,,,Y
92211817,ACETAMINOPHEN 500MG/5ML SOL,37174895320,250,8,,,Y
92211818,THEOPHYLLINE 400MG/500ML INJ,37174895320,250,37.5,,,Y
92211819,LORAZEPAM 2MG TAB,37174895320,250,8,,,Y
92211820,TETRACAINE HCL 0.5% SOL,37174895320,250,41,,,Y
92211821,PSEUDOEPHEDRINE HCL 60MG TAB,37174895320,250,8,,,Y
92211822,BISOPROLOL FUMARATE/HCTZ TAB,37174895320,250,8,,,Y
92211823,ESTRIFIED ESTROGENS METHY TAB,37174895320,250,13.5,,,Y
92211824,IPRATR-ALBUTEROL 200ACT ARO,37174895320,250,960.5,,,Y
92211825,IRBESARTAN 75MG TAB,37174895320,250,10.3,,,Y
92211826,OXAZEPAM 15MG CAP,37174895320,250,8,,,Y
92211827,TOBRAMYCIN 40MG/ML INJ,37174895320,250,25,,,Y
92211828,METOCLOPRAMIDE 5MG/ML INJ,37174895320,250,25,,,Y
92211829,MIDODRINE HCL 5MG TAB,37174895320,250,10,,,Y
92211830,DILTIAZEM HCL 90MG C12,37174895320,250,13.5,,,Y
92211831,CASTOR OIL,37174895320,250,8,,,Y
92211832,PENICILLIN GK 5MMU INJ,37174895320,250,74,,,Y
92211833,AMPICILLIN NA 2GM INJ,37174895320,250,39,,,Y
92211834,BUMETANIDE 2MG TAB,37174895320,250,8.5,,,Y
92211835,OXYBUTYNIN CL 5MG/5ML SYR,37174895320,250,8,,,Y
92211836,FLURBIPROFEN NA 0.03% EYE SOL,37174895320,250,32.5,,,Y
92211837,FAMOTIDINE 20MG TAB,37174895320,250,8,,,Y
92211838,ACETAMINOPHEN 120MG SUP,37174895320,250,8,,,Y
92211839,KETOROLAC 15MG/ML INJ,37174895320,250,25,,,Y
92211840,CLOMIPRAMINE HCL 75MG CAP,37174895320,250,41.5,,,Y
92211841,MAGNESIUM SULF 50% INJ,37174895320,250,25,,,Y
92211842,CLOTRIMAZOLE 1% CRE,37174895320,250,148,,,Y
92211843,DTAP VACCINE SUS,37174895320,250,93.6,,,Y
92211844,MICONAZOLE NITRATE 200MG SUP,37174895320,250,65,,,Y
92211845,ERYTHROMYCIN 5MG/GM OIN,37174895320,250,55,,,Y
92211846,LISINOPRIL 20MG TAB,37174895320,250,8,,,Y
92211847,MENTHOL METHYL SALICYL 8-30% C,37174895320,250,17.5,,,Y
92211848,FLUOCINOLONE ACET 0.025% OIN,37174895320,250,125,,,Y
92211849,DILTIAZEM HCL 90MG TAB,37174895320,250,8,,,Y
92211850,AMITRIPTYLINE HCL 50MG TAB,37174895320,250,8,,,Y
92211851,ENALAPRILAT 1.25MG/ML INJ,37174895320,250,25,,,Y
92211852,BISACODYL 10MG SUP,37174895320,250,8,,,Y
92211853,ACETAMINOPHEN 325MG TAB,37174895320,250,8,,,Y
92211854,CLINDAMYCIN PHOS 150MG/ML INJ,37174895320,250,25,,,Y
92211855,MIDODRINE HCL 2.5MG TAB,37174895320,250,8,,,Y
92211856,NITROFURANTOIN MCR 100MG CAP,37174895320,250,10.5,,,Y
92211857,SODIUM CL 0.9% IVS,37174895320,258,25,,,Y
92211858,ISOSORBIDE DN 10MG TAB,37174895320,250,8,,,Y
92211859,SUCRALFATE 1GM TAB,37174895320,250,8,,,Y
92211860,INDAPAMIDE 2.5MG TAB,37174895320,250,8,,,Y
92211861,PRAVASTATIN NA 10MG TAB,37174895320,250,8,,,Y
92211862,DILTIAZEM HCL 120MG C24,37174895320,250,8,,,Y
92211863,CONJUCATED ESTROGENS 0.625MG T,37174895320,250,23,,,Y
92211864,DOXEPIN HCL 10MG/ML SOL,37174895320,250,67.5,,,Y
92211865,RANITIDINE HCL 300MG TAB,37174895320,250,11.8,,,Y
92211866,METRONIDAZOLE 250MG TAB,37174895320,250,8,,,Y
92211867,GENTAMICIN SULF 0.1% CRE,37174895320,250,365.5,,,Y
92211868,CLOBETASOL PROP 0.05% CRE,37174895320,250,949,,,Y
92211869,SUMATRIPTAN SUCC 6MG/0.5ML KIT,37174895320,250,867.7,,,Y
92211870,METHYLDOPA 500MG TAB,37174895320,250,8,,,Y
92211871,LACTULOSE 10GM/15ML SOL,37174895320,250,8,,,Y
92211872,COLLAGENASE 250U/GM OIN,37174895320,250,240.5,,,Y
92211873,SILVER SULFADIAZINE 1% CRE,37174895320,250,28,,,Y
92211874,ISOSORBIDE DN 30MG TAB,37174895320,250,8,,,Y
92211875,PRIMIDONE 50MG TAB,37174895320,250,8,,,Y
92211876,VENLAFAXINE HCL 25MG TAB,37174895320,250,9,,,Y
92211877,SODIUM CL 0.9% SOL,37174895320,250,23.5,,,Y
92211878,CALCIUM CARB 250 W/D 125U TAB,37174895320,250,8,,,Y
92211879,MEPERIDINE 75MG/1.5ML INJ,37174895320,250,25,,,Y
92211880,FLURAZEPAM HCL 30MG CAP,37174895320,250,8,,,Y
92211881,NITROGLYCERIN 0.4MG/HR TDM,37174895320,250,8,,,Y
92211882,ENALAPRILAT 1.25MG/ML INJ,37174895320,250,25.5,,,Y
92211883,CALAMINE LOT,37174895320,250,14.5,,,Y
92211884,ACETAMINOPHEN 500MG TAB,37174895320,250,8,,,Y
92211885,METOPROLOL TART 100MG TAB,37174895320,250,8,,,Y
92211886,LEUPROLIDE ACET 3.75MG KIT PI1,37174895320,250,2918.3,,,Y
92211887,PREDNISONE 5MG TAB,37174895320,250,8,,,Y
92211888,VITAMIN B COMPLEX W/C TAB,37174895320,250,8,,,Y
92211889,BUMETANIDE 0.5MG TAB,37174895320,250,8,,,Y
92211890,RANITIDINE HCL 150MG TAB,37174895320,250,8,,,Y
92211891,ALBUMIN HUMAN 25% IVS,37174895320,258,1722.4,,,Y
92211892,PINDOLOL 5MG TAB,37174895320,250,8,,,Y
92211893,ETHANOL 98% INJ,37174895320,250,48,,,Y
92211894,IRON DEXTRAN 50MG/ML INJ,37174895320,250,156,,,Y
92211895,FUROSEMIDE 20MG TAB,37174895320,250,8,,,Y
92211896,BLEPHAMIDE 0.2-10% OIN,37174895320,250,291.6,,,Y
92211897,IBUPROFEN 600MG TAB,37174895320,250,8,,,Y
92211898,DIPHENHYDRAMINE HCL Z ACE CRE,37174895320,250,13.5,,,Y
92211899,CLONIDINE HCL 0.1MG TAB,37174895320,250,8,,,Y
92211900,BISOPROLOL/HCTZ 2.5/6.25 TAB,37174895320,250,8,,,Y
92211901,LEUCOVORIN CALCIUM 25MG TAB,37174895320,250,91.5,,,Y
92211902,SODIUM THIOSULFATE 25% INJ,37174895320,250,80,,,Y
92211903,SODIUM CL 0.9% IVS,37174895320,258,25,,,Y
92211904,DICYCLOMINE HCL 20MG TAB,37174895320,250,8,,,Y
92211905,ISRADIPINE 5MG TER,37174895320,250,11.5,,,Y
92211906,AMPICILLIN NA 250MG INJ,37174895320,250,25,,,Y
92211907,RIFAMPIN 300MG CAP,37174895320,250,8,,,Y
92211908,WATER STERILE INJ,37174895320,250,25,,,Y
92211909,DILTIAZEM HCL 180MG C24,37174895320,250,8,,,Y
92211910,DPT TOX-PED SUS,37174895320,250,126,,,Y
92211911,BUPIVACAINE HCL 0.25% INJ,37174895320,250,25,,,Y
92211912,FAMOTIDINE 10MG TAB,37174895320,250,8,,,Y
92211913,CEFPODOXIME PROXETIL 100MG TAB,37174895320,250,25,,,Y
92211914,KETOROLAC 0.5% SOL,37174895320,250,1007,,,Y
92211915,GLYCERIN LIQ,37174895320,250,11.6,,,Y
92211916,AMPICILLIN NA 1GM A-V INJ,37174895320,250,34.5,,,Y
92211917,SILVER SULFADIAZINE 1% CRE,37174895320,250,51.5,,,Y
92211918,GANCICLOVIR 250MG CAP,37174895320,250,17.5,,,Y
92211919,AMPHOTERICIN B 50MG INJ,37174895320,250,168,,,Y
92211920,NEOSTIGMINE MS 0.5MG/ML INJ,37174895320,250,342.8,,,Y
92211921,DESOXIMETASONE 0.05% CRE,37174895320,250,197.1,,,Y
92211922,CHLORDIAZEPOXIDE HCL 25MG CAP,37174895320,250,8,,,Y
92211923,VITAMIN E 400U SGL,37174895320,250,8,,,Y
92211924,DICLOFENAC NA 25MG ECT,37174895320,250,8,,,Y
92211925,LOXAPINE SUCCINATE 5MG CAP,37174895320,250,8,,,Y
92211926,DOXAZOSIN MESYLATE 8MG TAB,37174895320,250,21,,,Y
92211927,CYCLOSPORINE 100MG/ML SOL,37174895320,250,28.5,,,Y
92211928,HYDROXYZINE PAM 25MG CAP,37174895320,250,8,,,Y
92211929,NITROFURANTOIN MCR 50MG CAP,37174895320,250,10.5,,,Y
92211930,LOPERAMIDE HCL 2MG CAP,37174895320,250,8,,,Y
92211931,FOLIC ACID 0.8MG TAB,37174895320,250,8,,,Y
92211932,BUMETANIDE 2MG TAB,37174895320,250,8,,,Y
92211933,BETAMETHASONE DP 0.05% GEL,37174895320,250,227.5,,,Y
92211934,LANSOPRAZOLE 15MG ECC,37174895320,250,21,,,Y
92211935,PROPOFOL 10MG/ML INJ,37174895320,250,25,,,Y
92211936,SODIUM CL 5% EYE SOL,37174895320,250,57.5,,,Y
92211937,TETRAHYDROZOLINE HCL 0.05% SOL,37174895320,250,22,,,Y
92211938,MIDAZOLAM HCL 5MG/ML INJ,37174895320,250,25,,,Y
92211939,GENTAMICIN SULF 0.1% OIN,37174895320,250,365.5,,,Y
92211940,METHADONE HCL 10MG/ML SOL,37174895320,250,8,,,Y
92211941,THIAMINE 100MG TAB,37174895320,250,8,,,Y
92211942,DOXEPIN HCL 25MG CAP,37174895320,250,8,,,Y
92211943,WARFARIN NA 5MG INJ,37174895320,250,164.3,,,Y
92211944,CYANOCABALAMIN 100MCG TAB,37174895320,250,8,,,Y
92211945,LEVOTHYROXINE NA 112MCG TAB,37174895320,250,8,,,Y
92211946,PIROXICAM 20MG CAP,37174895320,250,10,,,Y
92211947,DIFLORASONE DIACETATE 0.05% CR,37174895320,250,89.8,,,Y
92211948,GUAIFENESIN COD 100-10MG/5ML S,37174895320,250,8,,,Y
92211949,CIPROFLOXACIN 0.3% SOL,37174895320,250,226.5,,,Y
92211950,CLOBETASOL PROP 0.05% SOL,37174895320,250,158.4,,,Y
92211951,LIDOCAINE HCL 2% VISCOUS SOL,37174895320,250,10,,,Y
92211952,SCOPOLAMINE HBR 0.25% SOL,37174895320,250,135,,,Y
92211953,HYDROCODONE APAP 10-660MG TAB,37174895320,250,8,,,Y
92211954,METIPRANOLOL 0.3% EYE SOL,37174895320,250,107.4,,,Y
92211955,GLYBURIDE 5MG TAB,37174895320,250,8,,,Y
92211956,HYDROCORTISONE 2.5% CRE,37174895320,250,266.5,,,Y
92211957,CASTOR OIL,37174895320,250,8.5,,,Y
92211958,CROMOLYN NA 4% SOL,37174895320,250,143,,,Y
92211959,AMLODIPINE BESYLATE 10MG TAB,37174895320,250,16,,,Y
92211960,LEVOFLOXACIN 500MG TAB,37174895320,250,92,,,Y
92211961,"HEPARIN 25,000U/D5W 250ML INJ",37174895320,250,36.5,,,Y
92211962,CHLORPROMAZINE HCL 50MG TAB,37174895320,250,36,,,Y
92211963,SODIUM BICARB 650MG TAB,37174895320,250,8,,,Y
92211964,DICLOFENAC NA 75MG ECT,37174895320,250,8,,,Y
92211965,PIROXICAM 10MG CAP,37174895320,250,8,,,Y
92211966,MULTIVITAMIN W/F 0.25MG/ML LIQ,37174895320,250,8,,,Y
92211967,TOBRAMYCIN 10MG/ML INJ,37174895320,250,25,,,Y
92211968,ISOSORBIDE DN 20MG TAB,37174895320,250,8,,,Y
92211969,ACETAMINOPHEN COD  120-12/5 SO,37174895320,250,8,,,Y
92211970,DONEPEZIL HCL 5MG TAB,37174895320,250,72,,,Y
92211971,RIFAMPIN 300MG CAP,37174895320,250,16,,,Y
92211972,PROMETHAZINE HCL 50MG SUP,37174895320,250,132.5,,,Y
92211973,BUMETANIDE 1MG TAB,37174895320,250,8,,,Y
92211974,PREMETHRIN 5% CRE,37174895320,250,438,,,Y
92211975,MORPHINE 1MG/ML INJ,37174895320,250,25,,,Y
92211976,PHYTONADIONE 1MG/0.5ML INJ,37174895320,250,25,,,Y
92211977,BRIMONIDINE TARTRATE 0.2% SOL,37174895320,250,92.5,,,Y
92211978,SODIUM CL 0.9% IVS,37174895320,258,26.5,,,Y
92211979,BUPROPION HCL 150MG TER,37174895320,250,13.5,,,Y
92211980,FERROUS SULF 325MG TAB,37174895320,250,8,,,Y
92211981,PREDNISONE 20MG TAB,37174895320,250,8,,,Y
92211982,AMLODIPINE BESYLATE 5MG TAB,37174895320,250,10.5,,,Y
92211983,AMYLASE/LIPASE/PROTEASE ECC,37174895320,250,8,,,Y
92211984,FLUOCINOLONE ACET 0.025% CRE,37174895320,250,125,,,Y
92211985,BUSPIRONE HCL 10MG TAB,37174895320,250,8,,,Y
92211986,METHYLPREDNISOLONE 80MG/ML INJ,37174895320,250,74.5,,,Y
92211987,GUAIFENESIN DM 600MG-30MG TER,37174895320,250,8,,,Y
92211988,SILVER SULFADIAZINE 1% CRE,37174895320,250,16.5,,,Y
92211989,MINTOX MAXIMUM STRENGTH SUS,37174895320,250,8,,,Y
92211990,CYCLOSPORINE 100MG SGL,37174895320,250,60.5,,,Y
92211991,GENTAMICIN SULF 3MG/ML SOL,37174895320,250,404.5,,,Y
92211992,HCTZ LOSARTAN K 12.5-50MG TAB,37174895320,250,10.4,,,Y
92211993,METRONIDAZOLE 250MG TAB,37174895320,250,8,,,Y
92211994,SODIUM CL 1GM TAB,37174895320,250,8,,,Y
92211995,GLYBURIDE MICRO 3MG TAB,37174895320,250,8,,,Y
92211996,ALBUMIN HUMAN 25% INJ,37174895320,250,1611,,,Y
92211997,HYDROXYUREA 500MG CAP,37174895320,250,8,,,Y
92211998,MAGNESIUM HYDROXIDE 400MG SUS,37174895320,250,8,,,Y
92211999,EPINEPHRINE HCL 1MG/ML INJ,37174895320,250,25,,,Y
92212000,HYDROCODONE APAP 10-500MG TAB,37174895320,250,8,,,Y
92212001,NIACIN 500MG CER,37174895320,250,8,,,Y
92212002,PSEUDOEPHEDRINE HCL 30MG TAB,37174895320,250,8,,,Y
92212003,LORAZEPAM 4MG/ML INJ,37174895320,250,25,,,Y
92212004,RANITIDINE HCL 150MG TAB,37174895320,250,8,,,Y
92212005,LACTIC ACID UREA 5%-10% CRE,37174895320,250,27,,,Y
92212006,CHLORDIAZEPOXIDE HCL 25MG CAP,37174895320,250,8,,,Y
92212007,FOLTRIN CAP,37174895320,250,8,,,Y
92212008,CEFTRIAXONE NA 1GM INJ,37174895320,250,25,,,Y
92212009,BLEPHAMIDE 0.2-10% SUS,37174895320,250,562.5,,,Y
92212010,PHENYLEPHRINE HCL 0.25%-3% OIN,37174895320,250,36,,,Y
92212011,LEVOTHYROXINE NA 112MCG TAB,37174895320,250,8,,,Y
92212012,VECURONIUM BROMIDE 20MG INJ,37174895320,250,70,,,Y
92212013,MEGESTROL ACET 20MG TAB,37174895320,250,8,,,Y
92212014,CARBIDOPA/LEVO 25/100 TAB,37174895320,250,8,,,Y
92212015,POTASSIUM CL 8MEQ CER,37174895320,250,8,,,Y
92212016,PRAMIPEXOLE DIHCL 1.5MG TAB,37174895320,250,27,,,Y
92212017,ZINC OXIDE 20% OIN,37174895320,250,9.5,,,Y
92212018,MORPHINE  20MG/ML SOL,37174895320,250,294.5,,,Y
92212019,HETASTARCH 6%/NS INJ,37174895320,250,62.5,,,Y
92212020,DOXEPIN HCL 100MG CAP,37174895320,250,8,,,Y
92212021,GLYBURIDE 5MG TAB,37174895320,250,8,,,Y
92212022,DICYCLOMINE HCL 10MG/5ML SYR,37174895320,250,8,,,Y
92212023,QUINIDINE SULF 300MG TAB,37174895320,250,8,,,Y
92212024,DILTIAZEM HCL 90MG TAB,37174895320,250,8,,,Y
92212025,VITAMIN B COMPLEX W/C TAB,37174895320,250,8,,,Y
92212026,ATROPINE  SULF 0.4MG TAB,37174895320,250,8,,,Y
92212027,CEFADROXIL 500MG CAP,37174895320,250,14,,,Y
92212028,PRIMIDONE 250MG TAB,37174895320,250,8,,,Y
92212029,MIDAZOLAM HCL 5MG/ML INJ,37174895320,250,25,,,Y
92212030,MECLIZINE HCL 12.5MG TAB,37174895320,250,8,,,Y
92212031,"NIACIN 1,000MG TER",37174895320,250,8,,,Y
92212032,THEOPHYLLINE 400MG T24,37174895320,250,8,,,Y
92212033,DOBUTAMINE HCL D5W 250-250ML I,37174895320,250,85.5,,,Y
92212034,TIMOLOL MALEATE 0.5% SOL,37174895320,250,119.5,,,Y
92212035,ISONIAZID 300MG TAB,37174895320,250,8,,,Y
92212036,CLONAZEPAM 1MG TAB,37174895320,250,8,,,Y
92212037,CICLOPIROX 0.77% CRE,37174895320,250,91,,,Y
92212038,QUINAPRIL HCL 20MG TAB,37174895320,250,8,,,Y
92212039,ALLOPURINOL 300MG TAB,37174895320,250,8,,,Y
92212040,RIFAMPIN 300MG CAP,37174895320,250,10.3,,,Y
92212041,OLANZAPINE 5MG TAB,37174895320,250,47,,,Y
92212042,CARBAMAZEPINE 100MG/5ML SUS,37174895320,250,8,,,Y
92212043,HYDROXYUREA 500MG CAP,37174895320,250,8,,,Y
92212044,PENTOXIFYLLINE 400MG TER,37174895320,250,8,,,Y
92212045,HYDROXYCHLOROQUINE 200MG TAB,37174895320,250,14.5,,,Y
92212046,VALSARTAN 160MG TAB,37174895320,250,16,,,Y
92212047,BENZOYL ERYTHROMYCIN 5%-3% GEL,37174895320,250,446.6,,,Y
92212048,HCTZ 25MG TAB,37174895320,250,8,,,Y
92212049,HYDROXYZINE HCL 10MG/5ML SYR,37174895320,250,8,,,Y
92212050,CHLOROPHYLLIN COPPER 100MG TAB,37174895320,250,8,,,Y
92212051,VALPROATE NA 500MG INJ,37174895320,250,41.5,,,Y
92212052,FERROUS SULF 325MG TAB,37174895320,250,8,,,Y
92212053,ACETAMINOPHEN 325MG TAB,37174895320,250,8,,,Y
92212054,FLUOROMETHOLONE 0.1% SUS,37174895320,250,823,,,Y
92212055,CHLORDIAZEPOXIDE HCL 25MG CAP,37174895320,250,8,,,Y
92212056,NIACIN 250MG CER,37174895320,250,8,,,Y
92212057,OMEPRAZOLE 10MG ECC,37174895320,250,29,,,Y
92212058,LEVOFLOXACIN 250MG TAB,37174895320,250,57.5,,,Y
92212059,INDOMETHACIN 75MG CER,37174895320,250,11,,,Y
92212060,KETOCONAZOLE 2% CRE,37174895320,250,850.5,,,Y
92212061,CARISOPRODOL ASPIRIN 200-325 T,37174895320,250,9.3,,,Y
92212062,GLYBURIDE 5MG TAB,37174895320,250,8,,,Y
92212063,VITAMIN B COMPLEX TAB,37174895320,250,8,,,Y
92212064,HYDROCORTISONE 0.5% CRE,37174895320,250,9,,,Y
92212065,DILTIAZEM HCL 30MG TAB,37174895320,250,8,,,Y
92212066,ANAGRELIDE HCL 0.5MG CAP,37174895320,250,38.5,,,Y
92212067,VERAPAMIL HCL 180MG TER,37174895320,250,9,,,Y
92212068,HCTZ LOSARTAN K 12.5-50MG TAB,37174895320,250,12.8,,,Y
92212069,BUPRENORPHINE HCL 0.3MG/ML INJ,37174895320,250,25,,,Y
92212070,FERROUS SULF 325MG TAB,37174895320,250,8,,,Y
92212071,ERYTHROMYCIN ST 500MG TAB,37174895320,250,8,,,Y
92212072,AMOXICILLIN CLV K 500-125MG TA,37174895320,250,13.5,,,Y
92212073,GUAIFENESIN DM 600MG-30MG TAB,37174895320,250,8,,,Y
92212074,PAMIDRONATE DISOD 90MG INJ,37174895320,250,475,,,Y
92212075,CEFPROZIL 250MG TAB,37174895320,250,17.5,,,Y
92212076,NAFCILLIN 10GM INJ,37174895320,250,513.5,,,Y
92212077,HYDROCODONE APAP 7.5-500MG TAB,37174895320,250,8,,,Y
92212078,ACETIC ACID HC 2%-1% SOL,37174895320,250,835.5,,,Y
92212079,DICYCLOMINE HCL 10MG/ML INJ,37174895320,250,325,,,Y
92212080,METHOCARBAMOL 750MG TAB,37174895320,250,8,,,Y
92212081,AMYLASE/LIPASE/PROTEASE POW,37174895320,250,1042.5,,,Y
92212082,BENZTROPINE MESYLATE 0.5MG TAB,37174895320,250,8,,,Y
92212083,"NYSTATIN 100,000U/ML SUS",37174895320,250,10,,,Y
92212084,TOBRAMYCIN 40MG/ML INJ,37174895320,250,25,,,Y
92212085,COLCHICINE 0.6MG TAB,37174895320,250,24.5,,,Y
92212086,CLINDAMYCIN PHOS 1% LOT,37174895320,250,489,,,Y
92212087,FLAVOXATE HCL 100MG TAB,37174895320,250,8,,,Y
92212088,CHOLESTYRAMINE 4GM/5.5GM PDR,37174895320,250,19,,,Y
92212089,SODIUM CL 0.9% IVS,37174895320,258,25,,,Y
92212090,CEFADROXIL 500MG/5ML SUS,37174895320,250,336.7,,,Y
92212091,MIDAZOLAM HCL 5MG/ML INJ,37174895320,250,40.5,,,Y
92212092,ADENOSINE 3MG/ML INJ,37174895320,250,303.5,,,Y
92212093,OMEPRAZOLE 10MG ECC,37174895320,250,14.8,,,Y
92212094,FLUOCINONIDE 0.05% SOL,37174895320,250,359.5,,,Y
92212095,FUROSEMIDE 20MG TAB,37174895320,250,8,,,Y
92212096,THEOPHYLLINE 600MG T24,37174895320,250,8.8,,,Y
92212097,"LIDOCAINE 2%/EPI 1:100,000 INJ",37174895320,250,25,,,Y
92212098,LORAZEPAM 1MG TAB,37174895320,250,8,,,Y
92212099,ALPRAZOLAM 0.25MG TAB,37174895320,250,16,,,Y
92212100,BUMETANIDE 0.25MG/ML INJ,37174895320,250,25,,,Y
92212101,CHLORPROMAZINE HCL 25MG TAB,37174895320,250,23.5,,,Y
92212102,PHENOBARBITAL 100MG TAB,37174895320,250,8,,,Y
92212103,CR CU MN ZN TRACE ELEMENT INJ,37174895320,250,25,,,Y
92212104,VERAPAMIL HCL 2.5MG/ML INJ,37174895320,250,129,,,Y
92212105,PHENYLEPHRINE HCL 10MG/ML INJ,37174895320,250,42.5,,,Y
92212106,IBUPROFEN 600MG TAB,37174895320,250,8,,,Y
92212107,CARISOPRODOL 350MG TAB,37174895320,250,8,,,Y
92212108,METOPROLOL TART 50MG TAB,37174895320,250,8,,,Y
92212109,DOXEPIN HCL 75MG CAP,37174895320,250,8,,,Y
92212110,"NYSTATIN 100,000U/GM CRE",37174895320,250,69,,,Y
92212111,CARVEDILOL 6.25MG TAB,37174895320,250,17,,,Y
92212112,IMIPRAMINE HCL 25MG TAB,37174895320,250,8,,,Y
92212113,"BIOTIN 1,000MCG  TAB",37174895320,250,8,,,Y
92212114,ECONAZOLE NITRATE 1% CRE,37174895320,250,402.5,,,Y
92212115,FLUTICASONE PROP 0.05% CRE,37174895320,250,127,,,Y
92212116,HYDROCORTISONE 2.5% LOT,37174895320,250,131,,,Y
92212117,PRAVASTATIN NA 20MG TAB,37174895320,250,12,,,Y
92212118,BENZOCAINE 20% GEL,37174895320,250,37,,,Y
92212119,TRIPLE ANTIBIOTIC OIN,37174895320,250,8,,,Y
92212120,PERPHENAZINE 2MG TAB,37174895320,250,8,,,Y
92212121,LEVOFLOXACIN 250MG TAB,37174895320,250,68.5,,,Y
92212122,VALPROIC ACID 250MG CAP,37174895320,250,8,,,Y
92212123,TRIFLURIDINE 1% EYE SOL,37174895320,250,873,,,Y
92212124,ATROPINE SULF 0.4MG/ML INJ,37174895320,250,25,,,Y
92212125,SULFACETAMIDE NA S 10%-5% LOT,37174895320,250,438.8,,,Y
92212126,PROPRANOLOL HCL 20MG TAB,37174895320,250,8,,,Y
92212127,ALMACONE CTB,37174895320,250,8,,,Y
92212128,CLONAZEPAM 2MG TAB,37174895320,250,8,,,Y
92212129,PHENYTOIN NA 125MG/5ML SUS,37174895320,250,8,,,Y
92212130,SODIUM CL 5% EYE OIN,37174895320,250,45,,,Y
92212131,ATENOLOL 25MG TAB,37174895320,250,8,,,Y
92212132,VERAPAMIL HCL 240MG TER,37174895320,250,9.5,,,Y
92212133,GLIPIZIDE 10MG TER,37174895320,250,9,,,Y
92212134,PROMETHAZINE HCL 6.25MG/5ML SY,37174895320,250,8,,,Y
92212135,ISOSORBIDE DN 10MG TAB,37174895320,250,8,,,Y
92212136,DOXEPIN HCL 75MG CAP,37174895320,250,8,,,Y
92212137,ESTRADIOL 0.05MG/DAY TDM,37174895320,250,67.5,,,Y
92212138,CHLOROTHIAZIDE 500MG TAB,37174895320,250,8,,,Y
92212139,GLYBURIDE 1.25MG TAB,37174895320,250,8,,,Y
92212140,ACETAMINOPHEN 120MG SUP,37174895320,250,8,,,Y
92212141,WATER STERILE SOL,37174895320,250,23.5,,,Y
92212142,PROMETHAZINE HCL 25MG TAB,37174895320,250,8,,,Y
92212143,ERYTHROMYCIN 250MG ECC,37174895320,250,23.5,,,Y
92212144,ECONAZOLE NITRATE 1% CRE,37174895320,250,804,,,Y
92212145,CHLORZOXAZONE 500MG TAB,37174895320,250,8,,,Y
92212146,ADENOSINE 3MG/ML INJ,37174895320,250,160,,,Y
92212147,SOTALOL HCL 80MG TAB,37174895320,250,10.5,,,Y
92212148,DILTIAZEM HCL 300MG C24,37174895320,250,10,,,Y
92212149,FLUOCINONIDE 0.05% GEL,37174895320,250,881.5,,,Y
92212150,CHLORPROMAZINE HCL 25MG TAB,37174895320,250,26.5,,,Y
92212151,GLYBURIDE 2.5MG TAB,37174895320,250,8,,,Y
92212152,INSULIN HUM ISOP 100U/ML INJ,37174895320,250,614.5,,,Y
92212153,LORATADINE 10MG TAB,37174895320,250,8,,,Y
92212154,SODIUM CL 0.9% SOL,37174895320,250,8,,,Y
92212155,CHLORPROMAZINE HCL 200MG TAB,37174895320,250,8,,,Y
92212156,METOPROLOL TART 50MG TAB,37174895320,250,8,,,Y
92212157,HYDROCORTISONE VAL 0.2% OIN,37174895320,250,178.4,,,Y
92212158,KETOPROFEN 200MG CER,37174895320,250,11.2,,,Y
92212159,NIACIN TD 250MG CER,37174895320,250,8,,,Y
92212160,PREDNISONE 10MG TAB,37174895320,250,8,,,Y
92212161,LETROZOLE 2.5MG TAB,37174895320,250,83.5,,,Y
92212162,OXYCODONE HCL 5MG TAB,37174895320,250,8,,,Y
92212163,BUSPIRONE HCL 10MG TAB,37174895320,250,8,,,Y
92212164,CLOTRIMAZOLE BETAMETH 1-0.05 C,37174895320,250,113,,,Y
92212165,AZTREONAM 2GM/50ML INJ,37174895320,250,296,,,Y
92212166,"LIDOCAINE 1%/EPI 1:100,000 INJ",37174895320,250,25,,,Y
92212167,AMOXICILLIN 500MG CAP,37174895320,250,8,,,Y
92212168,SALSALATE 750MG TAB,37174895320,250,8,,,Y
92212169,CALCIUM GLUBIONATE 1.8GM/5ML S,37174895320,250,8,,,Y
92212170,MAGNESIUM GLUCONATE 500MG TAB,37174895320,250,8,,,Y
92212171,AMPICILLIN-SULBACTAM 3GM INJ,37174895320,250,65.5,,,Y
92212172,AZITHROMYCIN 500MG INJ,37174895320,250,35,,,Y
92212173,CARBAMAZEPINE 100MG CTB,37174895320,250,8,,,Y
92212174,ICHTHAMMOL 20% OIN,37174895320,250,14,,,Y
92212175,ISONIAZID 300MG TAB,37174895320,250,8,,,Y
92212176,SODIUM CL 2.5MEQ/ML IVS,37174895320,258,25,,,Y
92212177,DISOPYRAMIDE PHOS 150MG CAP,37174895320,250,12.5,,,Y
92212178,IODOQUINOL HC 1%-1% CRE,37174895320,250,638,,,Y
92212179,CHLOROTHIAZIDE 250MG TAB,37174895320,250,8,,,Y
92212180,RISPERIDONE 2MG TAB,37174895320,250,28,,,Y
92212181,DOXEPIN HCL 5%CRE,37174895320,250,678,,,Y
