Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
WS SERVICE AREA|25010065|enalaprilat 1.25 mg/mL intravenous solution||00143978710|21.97||
WS SERVICE AREA|25010065|esmolol 100 mg/10 mL (10 mg/mL) intravenous solution||55390006210|37.13||
WS SERVICE AREA|25010065|esmolol 100 mg/10 mL (10 mg/mL) intravenous solution||63323065210|102.67||
WS SERVICE AREA|25010065|esmolol 100 mg/10 mL (10 mg/mL) intravenous solution||67457018210|59.98||
WS SERVICE AREA|25010065|treprostinil 1.74 mg/2.9 mL soln for inhalation-nebulizer,accessories|J7686|66302020604|28,652.79||
WS SERVICE AREA|25010065|conjugated estrogens 0.625 mg/gram vaginal cream||00046087221|2,504.62||
WS SERVICE AREA|25010065|ethacrynate sodium 50 mg intravenous solution||25010021027|29,235.47||
WS SERVICE AREA|25010065|ethacrynate sodium 50 mg intravenous solution||42023015799|22,154.00||
WS SERVICE AREA|25010066|acetaminophen 160 mg/5 mL oral liquid||00904198500|5.19||
WS SERVICE AREA|25010066|benztropine 2 mg tablet||68084038911|4.25||
WS SERVICE AREA|25010066|paliperidone ER 1.5 mg tablet,extended release 24 hr||00378397893|215.16||
WS SERVICE AREA|25010066|famotidine 40 mg/5 mL (8 mg/mL) oral suspension||68180015001|973.23||
WS SERVICE AREA|25010066|famotidine 20 mg tablet||00172572860|6.66||
WS SERVICE AREA|25010066|famotidine 20 mg tablet||00172572880|6.66||
WS SERVICE AREA|25010066|famotidine 20 mg tablet||68084017211|4.00||
WS SERVICE AREA|25010066|felbamate 600 mg tablet||00037043101|63.84||
WS SERVICE AREA|25010066|finasteride 5 mg tablet||65862014990|22.01||
WS SERVICE AREA|25010066|finasteride 5 mg tablet||50268032315|22.20||
WS SERVICE AREA|25010066|finasteride 5 mg tablet||68084039901|23.45||
WS SERVICE AREA|25010066|finasteride 5 mg tablet||68084039911|23.45||
WS SERVICE AREA|25010066|flavoxATE 100 mg tablet||00574011501|10.30||
WS SERVICE AREA|25010066|flecainide 100 mg tablet||00054001121|12.60||
WS SERVICE AREA|25010066|flecainide 50 mg tablet||00054001021|14.22||
WS SERVICE AREA|25010066|fluconazole 100 mg tablet||00172541146|30.81||
WS SERVICE AREA|25010066|fluconazole 100 mg tablet||00172541160|29.27||
WS SERVICE AREA|25010066|fluconazole 200 mg tablet||00172541360|23.95||
WS SERVICE AREA|25010066|fluconazole 200 mg tablet||59762501801|25.21||
WS SERVICE AREA|25010066|flucytosine 500 mg capsule||64980018001|1,117.99||
WS SERVICE AREA|25010066|flucytosine 500 mg capsule||60687036395|1,323.55||
WS SERVICE AREA|25010066|fludrocortisone 0.1 mg tablet||00115703301|4.25||
WS SERVICE AREA|25010066|fludrocortisone 0.1 mg tablet||68084028811|4.25||
WS SERVICE AREA|25010066|diclofenac 1 % topical gel||63481068447|380.16||
WS SERVICE AREA|25010066|FLUoxetine 10 mg capsule||50111064701|18.29||
WS SERVICE AREA|25010066|FLUoxetine 20 mg capsule||68084060511|8.85||
WS SERVICE AREA|25010066|ritonavir 100 mg tablet||00074333330|60.35||
WS SERVICE AREA|25010066|acetaminophen 325 mg tablet||00904198251|0.55||
WS SERVICE AREA|25010066|acetaminophen 325 mg tablet||00450049660|4.25||
WS SERVICE AREA|25010066|acetaminophen 325 mg tablet||00904198280|0.55||
WS SERVICE AREA|25010066|glipiZIDE 10 mg tablet||00172365060|4.25||
WS SERVICE AREA|25010066|glipiZIDE 10 mg tablet||51079081101|4.25||
WS SERVICE AREA|25010066|glipiZIDE 5 mg tablet||51079081020|4.25||
WS SERVICE AREA|25010066|glipiZIDE 5 mg tablet||60505014100|4.25||
WS SERVICE AREA|25010066|glyBURIDE 1.25 mg tablet||00093947753|4.25||
WS SERVICE AREA|25010066|glyBURIDE 2.5 mg tablet||64720012410|4.25||
WS SERVICE AREA|25010066|glyBURIDE 2.5 mg tablet||23155005701|4.25||
WS SERVICE AREA|25010066|glycopyrrolate 1 mg tablet||49884006501|9.24||
WS SERVICE AREA|25010066|glycopyrrolate 1 mg tablet||68084049911|9.52||
WS SERVICE AREA|25010066|glycopyrrolate 1 mg tablet||13107001401|9.24||
WS SERVICE AREA|25010066|glycopyrrolate 1 mg tablet||64980027201|9.24||
WS SERVICE AREA|25010066|guanFACINE 1 mg tablet||00378116001|6.14||
WS SERVICE AREA|25010066|hydrocortisone 100 mg/60 mL enema||51991072867|66.66||
WS SERVICE AREA|25010066|hydrocortisone 100 mg/60 mL enema||62559013811|58.74||
WS SERVICE AREA|25010066|hydrocortisone butyrate 0.1 % topical cream||51672407401|441.51||
WS SERVICE AREA|25010066|hydroxychloroquine 200 mg tablet||63304029601|28.78||
WS SERVICE AREA|25010066|hydroxychloroquine 200 mg tablet||68382009601|30.69||
WS SERVICE AREA|25010066|hydroxychloroquine 200 mg tablet||68084026911|30.91||
WS SERVICE AREA|25010066|hydroxychloroquine 200 mg tablet||00378037301|29.77||
WS SERVICE AREA|25010066|hydroxyurea 500 mg capsule||68084028401|6.20||
WS SERVICE AREA|25010066|hydroxyurea 500 mg capsule||68084028411|6.20||
WS SERVICE AREA|25010066|ibuprofen 100 mg/5 mL oral suspension||00121477405|10.34||
WS SERVICE AREA|25010066|ibuprofen 100 mg/5 mL oral suspension||00904530920|22.44||
WS SERVICE AREA|25010066|indapamide 1.25 mg tablet||00378006901|10.00||
WS SERVICE AREA|25010066|insulin NPH isophane U-100 human 100 unit/mL subcutaneous suspension||00002831501|15.75||
WS SERVICE AREA|25010066|insulin NPH isophane U-100 human 100 unit/mL subcutaneous suspension||00002831517|318.52||
WS SERVICE AREA|25010066|insulin human U-100 NPH-regulr 70-30 mix 100 unit/mL subcutaneous susp||00002871501|15.75||
WS SERVICE AREA|25010066|insulin human U-100 NPH-regulr 70-30 mix 100 unit/mL subcutaneous susp||00002871517|15.75||
WS SERVICE AREA|25010066|insulin U-100 regular human 100 unit/mL injection solution||00002821501|15.75||
WS SERVICE AREA|25010066|insulin U-100 regular human 100 unit/mL injection solution||00002821517|15.75||
WS SERVICE AREA|25010066|acetaminophen 120 mg rectal suppository||00713011806|4.00||
WS SERVICE AREA|25010066|betamethasone valerate 0.1 % topical cream||00168004015|196.94||
WS SERVICE AREA|25010066|betamethasone valerate 0.1 % lotion||00168004160|422.40||
WS SERVICE AREA|25010066|betamethasone valerate 0.1 % topical ointment||00472037115|147.10||
WS SERVICE AREA|25010066|itraconazole 100 mg capsule||00185055030|65.32||
WS SERVICE AREA|25010066|itraconazole 100 mg capsule||10147170007|52.40||
WS SERVICE AREA|25010066|ketoconazole 2 % topical cream||51672129801|924.53||
WS SERVICE AREA|25010066|ketoconazole 200 mg tablet||00378026101|26.68||
WS SERVICE AREA|25010066|ketorolac 10 mg tablet||00378113401|15.95||
WS SERVICE AREA|25010066|ketorolac 10 mg tablet||00093031401|15.19||
WS SERVICE AREA|25010066|labetalol 100 mg tablet||00185001001|4.25||
WS SERVICE AREA|25010066|labetalol 100 mg tablet||51079092801|4.25||
WS SERVICE AREA|25010066|labetalol 200 mg tablet||68084045611|4.25||
WS SERVICE AREA|25010066|labetalol 200 mg tablet||51079092920|4.25||
WS SERVICE AREA|25010066|labetalol 300 mg tablet||68084045711|4.25||
WS SERVICE AREA|25010066|ammonium lactate 12 % lotion||45802041954|232.85||
WS SERVICE AREA|25010066|ammonium lactate 12 % lotion||00904598426|26.93||
WS SERVICE AREA|25010066|Lactobacillus acidophilus, bulgaricus 100 million cell granules packet||64980014612|11.18||
WS SERVICE AREA|25010066|Lactobacillus acidophilus, bulgaricus 100 million cell granules packet||64980014698|11.18||
WS SERVICE AREA|25010066|tamsulosin 0.4 mg capsule||00904615661|29.63||
WS SERVICE AREA|25010066|tamsulosin 0.4 mg capsule||68382013201|29.67||
WS SERVICE AREA|25010066|levobunolol 0.5 % eye drops||24208050505|170.23||
WS SERVICE AREA|25010066|acetaminophen 325 mg rectal suppository||00713016406|4.00||
WS SERVICE AREA|25010066|levothyroxine 88 mcg tablet||00074659490|4.25||
WS SERVICE AREA|25010066|levothyroxine 88 mcg tablet||00781518392|4.25||
WS SERVICE AREA|25010066|levothyroxine 88 mcg tablet||00527134401|4.25||
WS SERVICE AREA|25010066|levothyroxine 175 mcg tablet||00781518892|4.25||
WS SERVICE AREA|25010066|levothyroxine 175 mcg tablet||00527135001|4.25||
WS SERVICE AREA|25010066|bethanechol chloride 10 mg tablet||68084016611|4.25||
WS SERVICE AREA|25010066|bethanechol chloride 25 mg tablet||68084011011|4.25||
WS SERVICE AREA|25010066|bethanechol chloride 25 mg tablet||50268011415|4.43||
WS SERVICE AREA|25010066|liothyronine 5 mcg tablet||00574022001|5.63||
WS SERVICE AREA|25010066|lisinopril 10 mg tablet||00185010101|4.25||
WS SERVICE AREA|25010066|lisinopril 10 mg tablet||43547035310|4.25||
WS SERVICE AREA|25010066|lisinopril 10 mg tablet||43547041610|4.25||
WS SERVICE AREA|25010066|lisinopril 40 mg tablet||68084019901|4.25||
WS SERVICE AREA|25010066|lisinopril 5 mg tablet||00603421060|4.25||
WS SERVICE AREA|25010066|lisinopril 5 mg tablet||43547035210|4.25||
WS SERVICE AREA|25010066|lisinopril 5 mg tablet||43547041510|4.25||
WS SERVICE AREA|25010066|lisinopril 5 mg tablet||51079098120|4.25||
WS SERVICE AREA|25010066|lithium carbonate ER 300 mg tablet,extended release||00054002125|4.25||
WS SERVICE AREA|25010066|lithium carbonate ER 450 mg tablet,extended release||00054002025|4.25||
WS SERVICE AREA|25010066|lithium carbonate ER 450 mg tablet,extended release||00378145001|4.25||
WS SERVICE AREA|25010066|ganciclovir 0.15 % eye gel||24208053535|2,332.92||
WS SERVICE AREA|25010066|rifAXIMin 550 mg tablet||65649030303|93.66||
WS SERVICE AREA|25010066|loratadine 10 mg tablet||68084024811|4.00||
WS SERVICE AREA|25010066|magnesium oxide 400 mg (241.3 mg magnesium) tablet||51645078508|4.00||
WS SERVICE AREA|25010066|magnesium oxide 400 mg (241.3 mg magnesium) tablet||63739035410|4.00||
WS SERVICE AREA|25010066|magnesium oxide 400 mg (241.3 mg magnesium) tablet||63739035401|4.00||
WS SERVICE AREA|25010066|lactulose 20 gram/30 mL oral solution||00121457730|4.25||
WS SERVICE AREA|25010066|acetaminophen 650 mg rectal suppository||00713016506|4.00||
WS SERVICE AREA|25010066|medium chain triglycerides (MCT) 7.7 kcal/mL oral oil||41679036513|6.34||
WS SERVICE AREA|25010066|megestrol 400 mg/10 mL (40 mg/mL) oral suspension||60432012608|42.24||
WS SERVICE AREA|25010066|mesalamine CR 250 mg capsule,controlled release||54092018981|42.75||
WS SERVICE AREA|25010066|mesalamine 4 gram/60 mL enema||45802009846|171.07||
WS SERVICE AREA|25010066|metFORMIN 500 mg tablet||62584025911|4.94||
WS SERVICE AREA|25010066|metFORMIN 500 mg tablet||23155010201|4.96||
WS SERVICE AREA|25010066|lacosamide 10 mg/mL oral solution||00000005424|94.55||
WS SERVICE AREA|25010066|methIMAzole 10 mg tablet||00185021001|4.25||
WS SERVICE AREA|25010066|methIMAzole 10 mg tablet||68084027611|4.25||
WS SERVICE AREA|25010066|methIMAzole 10 mg tablet||51293082101|4.25||
WS SERVICE AREA|25010066|methylergonovine 0.2 mg tablet||43386014028|473.02||
WS SERVICE AREA|25010066|metOLazone 10 mg tablet||00185560001|4.96||
WS SERVICE AREA|25010066|metOLazone 2.5 mg tablet||00378617201|18.15||
WS SERVICE AREA|25010066|metOLazone 2.5 mg tablet||51079002301|23.13||
WS SERVICE AREA|25010066|metOLazone 5 mg tablet||51079002401|13.14||
WS SERVICE AREA|25010066|mexiletine 150 mg capsule||00093873901|17.85||
WS SERVICE AREA|25010066|mexiletine 200 mg capsule||00093874001|15.98||
WS SERVICE AREA|25010066|midodrine 2.5 mg tablet||00245021111|11.91||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||00115422201|8.51||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||00245021201|15.80||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||68084024101|7.22||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||68084024111|7.22||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||00378190201|8.51||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||50268056515|13.89||
WS SERVICE AREA|25010066|buprenorphine 8 mg-naloxone 2 mg sublingual film||12496120803|57.36||
WS SERVICE AREA|25010066|miSOPROStol 100 mcg tablet||59762500701|4.25||
WS SERVICE AREA|25010066|miSOPROStol 200 mcg tablet||68084004101|6.76||
WS SERVICE AREA|25010066|miSOPROStol 200 mcg tablet||68084004111|6.76||
WS SERVICE AREA|25010066|miSOPROStol 200 mcg tablet||59762500802|4.25||
WS SERVICE AREA|25010066|HYDROcodone 10 mg-chlorpheniramine 8 mg/5 mL oral susp extend.rel 12hr||17856023505|49.28||
WS SERVICE AREA|25010066|HYDROcodone 10 mg-chlorpheniramine 8 mg/5 mL oral susp extend.rel 12hr||62175049005|23.55||
WS SERVICE AREA|25010066|HYDROcodone 10 mg-chlorpheniramine 8 mg/5 mL oral susp extend.rel 12hr||24486020005|49.28||
WS SERVICE AREA|25010066|HYDROcodone 10 mg-chlorpheniramine 8 mg/5 mL oral susp extend.rel 12hr||0000005305|49.28||
WS SERVICE AREA|25010066|dabigatran etexilate 75 mg capsule||00597014960|47.00||
WS SERVICE AREA|25010066|dabigatran etexilate 150 mg capsule||00597013560|23.50||
WS SERVICE AREA|25010066|nicotine (polacrilex) 2 mg gum||00536136223|4.00||
WS SERVICE AREA|25010066|nicotine (polacrilex) 2 mg gum||00904573611|4.00||
WS SERVICE AREA|25010066|nicotine (polacrilex) 2 mg gum||87701040016|4.00||
WS SERVICE AREA|25010066|nicotine (polacrilex) 4 mg gum||00904573711|4.00||
WS SERVICE AREA|25010066|nicotine (polacrilex) 4 mg gum||24385059871|4.00||
WS SERVICE AREA|25010066|NIFEdipine ER 30 mg tablet,extended release||00378035301|9.81||
WS SERVICE AREA|25010066|NIFEdipine ER 30 mg tablet,extended release||50742062001|9.81||
WS SERVICE AREA|25010066|NIFEdipine ER 60 mg tablet,extended release||00378036001|8.74||
WS SERVICE AREA|25010066|NIFEdipine ER 60 mg tablet,extended release||68682010610|7.28||
WS SERVICE AREA|25010066|NIFEdipine ER 60 mg tablet,extended release||50742062101|8.74||
WS SERVICE AREA|25010066|niMODipine 30 mg capsule||23155010830|135.40||
WS SERVICE AREA|25010066|niMODipine 30 mg capsule||23155010811|64.77||
WS SERVICE AREA|25010066|nitrofurantoin 25 mg/5 mL oral suspension||66993047173|5,142.58||
WS SERVICE AREA|25010066|nitrofurantoin monohydrate/macrocrystals 100 mg capsule||68084044611|24.84||
WS SERVICE AREA|25010066|nitrofurantoin monohydrate/macrocrystals 100 mg capsule||16714043901|24.89||
WS SERVICE AREA|25010066|lurasidone 40 mg tablet||63402030410|287.09||
WS SERVICE AREA|25010066|omega 3-dha-epa-fish oil 300 mg-1,000 mg capsule||48433011001|4.00||
WS SERVICE AREA|25010066|omega 3-dha-epa-fish oil 300 mg-1,000 mg capsule||79854000893|4.00||
WS SERVICE AREA|25010066|bisacodyl 5 mg tablet,delayed release||00904792761|4.00||
WS SERVICE AREA|25010066|bisacodyl 5 mg tablet,delayed release||10939077544|4.00||
WS SERVICE AREA|25010066|bisacodyl 10 mg rectal suppository||81421002102|5.03||
WS SERVICE AREA|25010066|bisacodyl 10 mg rectal suppository||00713010906|4.00||
WS SERVICE AREA|25010066|oxandrolone 2.5 mg tablet||68084042421|48.80||
WS SERVICE AREA|25010066|testosterone 1 % (50 mg/5 gram) transdermal gel packet||00051845030|150.27||
WS SERVICE AREA|25010066|oxybutynin chloride 5 mg/5 mL syrup||60432009216|4.25||
WS SERVICE AREA|25010066|oxyCODONE 20 mg/mL oral concentrate||68462034737|2,603.46||
WS SERVICE AREA|25010066|oxyCODONE 20 mg/mL oral concentrate||00000005187|86.78||
WS SERVICE AREA|25010066|oxyCODONE 5 mg/5 mL oral solution||66689040101|60.76||
WS SERVICE AREA|25010066|oxyCODONE 5 mg tablet||00406055262|4.25||
WS SERVICE AREA|25010066|oxyCODONE 5 mg tablet||00378611201|4.25||
WS SERVICE AREA|25010066|oxyCODONE 5 mg tablet||00406055223|4.25||
WS SERVICE AREA|25010066|oxyCODONE 5 mg tablet||00904644461|4.25||
WS SERVICE AREA|25010066|spinosad 0.9 % topical suspension||28595057004|2,027.52||
WS SERVICE AREA|25010066|multivitamin oral liquid||00000005183|4.29||
WS SERVICE AREA|25010066|multivitamin oral liquid||54838000805|4.00||
WS SERVICE AREA|25010066|multivitamin oral liquid||17856001203|8.25||
WS SERVICE AREA|25010066|multivitamin oral liquid||54838000870|4.00||
WS SERVICE AREA|25010066|bismuth subgallate (bulk) powder||38779104605|3,036.00||
WS SERVICE AREA|25010066|bismuth subgallate (bulk) powder||62991164803|4,950.00||
WS SERVICE AREA|25010066|vitamin E (dl, acetate) 400 unit capsule||00904027460|4.00||
WS SERVICE AREA|25010066|vitamin E (dl, acetate) 400 unit capsule||57896075201|4.00||
WS SERVICE AREA|25010066|penicillAMINE 250 mg capsule||25010070515|1,843.68||
WS SERVICE AREA|25010066|bismuth subsalicylate 262 mg/15 mL oral suspension||01490003904|13.63||
WS SERVICE AREA|25010066|pentoxifylline ER 400 mg tablet,extended release||51079088901|10.55||
WS SERVICE AREA|25010066|permethrin 5 % topical cream||00472024260|871.41||
WS SERVICE AREA|25010066|permethrin 1 % topical liquid||00472524267|57.74||
WS SERVICE AREA|25010066|permethrin 1 % topical liquid||00472524269|44.86||
WS SERVICE AREA|25010066|permethrin 1 % topical liquid||10939073944|74.35||
WS SERVICE AREA|25010066|roflumilast 500 mcg tablet||00456009530|60.52||
WS SERVICE AREA|25010066|roflumilast 500 mcg tablet||00310009539|82.27||
WS SERVICE AREA|25010066|roflumilast 500 mcg tablet||00310009590|82.29||
WS SERVICE AREA|25010066|phenoxybenzamine 10 mg capsule||65197000101|1,689.46||
WS SERVICE AREA|25010066|chlorpheniramine 4 mg-phenylephrine 10 mg-DM 15 mg/5 mL oral liquid||68047018616|252.35||
WS SERVICE AREA|25010066|linagliptin 5 mg tablet||00597014090|96.56||
WS SERVICE AREA|25010066|linagliptin 5 mg tablet||00597014061|96.56||
WS SERVICE AREA|25010066|phenytoin 50 mg chewable tablet||51672414601|4.25||
WS SERVICE AREA|25010066|phenytoin 50 mg chewable tablet||00071000740|12.65||
WS SERVICE AREA|25010066|phytonadione (vitamin K1) 5 mg tablet||00187170405|206.84||
WS SERVICE AREA|25010066|rivaroxaban 10 mg tablet||50458058010|98.34||
WS SERVICE AREA|25010066|fidaxomicin 200 mg tablet||52015008001|1,295.92||
WS SERVICE AREA|25010066|ticagrelor 90 mg tablet||00186077739|27.61||
WS SERVICE AREA|25010066|ticagrelor 90 mg tablet||00186077760|27.61||
WS SERVICE AREA|25010066|calcium polycarbophil 625 mg tablet||00005250023|4.25||
WS SERVICE AREA|25010066|calcium polycarbophil 625 mg tablet||00904250091|4.25||
WS SERVICE AREA|25010066|sodium di- and monophosphate-potassium phos monobasic 250 mg tablet||00486112501|5.50||
WS SERVICE AREA|25010066|sodium di- and monophosphate-potassium phos monobasic 250 mg tablet||69543026810|4.25||
WS SERVICE AREA|25010066|sodium di- and monophosphate-potassium phos monobasic 250 mg tablet||64980010401|4.25||
WS SERVICE AREA|25010066|potassium citrate ER 10 mEq (1,080 mg) tablet,extended release||00245007111|19.42||
WS SERVICE AREA|25010066|potassium phosphate, monobasic 500 mg soluble tablet||00486111101|4.25||
WS SERVICE AREA|25010066|oseltamivir 6 mg/mL oral suspension||00004082205|222.73||
WS SERVICE AREA|25010066|pravastatin 10 mg tablet||68180048509|22.63||
WS SERVICE AREA|25010066|pravastatin 10 mg tablet||68084050001|22.53||
WS SERVICE AREA|25010066|pravastatin 10 mg tablet||68084050011|22.53||
WS SERVICE AREA|25010066|pravastatin 40 mg tablet||00904589361|4.25||
WS SERVICE AREA|25010066|pravastatin 40 mg tablet||68084050211|8.40||
WS SERVICE AREA|25010066|emtricitabine 200 mg-rilpivirine 25 mg-tenofovir disprox 300 mg tablet||61958110101|629.09||
WS SERVICE AREA|25010066|primidone 50 mg tablet||68084020201|5.59||
WS SERVICE AREA|25010066|primidone 50 mg tablet||68084020211|5.59||
WS SERVICE AREA|25010066|primidone 50 mg tablet||00527130101|4.25||
WS SERVICE AREA|25010066|prochlorperazine 25 mg rectal suppository||00574722612|88.58||
WS SERVICE AREA|25010066|promethazine 12.5 mg rectal suppository||00713053612|124.64||
WS SERVICE AREA|25010066|promethazine 12.5 mg rectal suppository||00591216039|124.64||
WS SERVICE AREA|25010066|promethazine 12.5 mg rectal suppository||00591298539|124.64||
WS SERVICE AREA|25010066|promethazine 25 mg rectal suppository||00713052612|62.32||
WS SERVICE AREA|25010066|promethazine-DM 6.25 mg-15 mg/5 mL syrup||00603158654|4.25||
WS SERVICE AREA|25010066|promethazine-DM 6.25 mg-15 mg/5 mL syrup||60432060404|4.25||
WS SERVICE AREA|25010066|propafenone 150 mg tablet||68084036111|6.60||
WS SERVICE AREA|25010066|propafenone 225 mg tablet||00591058301|10.93||
WS SERVICE AREA|25010066|propafenone 300 mg tablet||53489055301|10.45||
WS SERVICE AREA|25010066|propafenone 300 mg tablet||00603545021|10.45||
WS SERVICE AREA|25010066|acetaZOLAMIDE 125 mg tablet||51672402201|15.35||
WS SERVICE AREA|25010066|psyllium husk (aspartame) 3.4 gram oral powder packet||37000002404|4.00||
WS SERVICE AREA|25010066|pyridostigmine bromide 60 mg/5 mL syrup||00187301220|8,238.22||
WS SERVICE AREA|25010066|pyridostigmine bromide 60 mg/5 mL syrup|||308.35||
WS SERVICE AREA|25010066|pyridostigmine bromide 60 mg tablet||68084049411|5.22||
WS SERVICE AREA|25010066|pyridostigmine bromide ER 180 mg tablet,extended release||00187301330|192.34||
WS SERVICE AREA|25010066|pyrimethamine 25 mg tablet||52054033010|5,280.00||
WS SERVICE AREA|25010066|pyrimethamine 25 mg tablet||69413033030|5,280.00||
WS SERVICE AREA|25010066|ramipril 1.25 mg capsule||68084029411|13.35||
WS SERVICE AREA|25010066|ramipril 2.5 mg capsule||68084026611|6.82||
WS SERVICE AREA|25010066|ramipril 5 mg capsule||68084026711|4.25||
WS SERVICE AREA|25010066|ramipril 5 mg capsule||68382014601|4.25||
WS SERVICE AREA|25010066|ramipril 5 mg capsule||65862047601|4.25||
WS SERVICE AREA|25010066|cloBAZam 10 mg tablet||67386031401|64.43||
WS SERVICE AREA|25010066|cloBAZam 20 mg tablet||67386031501|64.43||
WS SERVICE AREA|25010066|rivaroxaban 15 mg tablet||50458057810|16.39||
WS SERVICE AREA|25010066|rivaroxaban 20 mg tablet||50458057910|98.34||
WS SERVICE AREA|25010066|ribavirin 200 mg capsule||68382026012|139.87||
WS SERVICE AREA|25010066|ribavirin 200 mg capsule||68084017911|139.67||
WS SERVICE AREA|25010066|rifabutin 150 mg capsule||00013530117|223.44||
WS SERVICE AREA|25010066|rifAMPin 300 mg capsule||68084035811|4.80||
WS SERVICE AREA|25010066|acetaZOLAMIDE 250 mg tablet||00527105001|11.60||
WS SERVICE AREA|25010066|acetaZOLAMIDE 250 mg tablet||51672402301|10.15||
WS SERVICE AREA|25010066|sennosides 8.6 mg tablet||00904516561|4.00||
WS SERVICE AREA|25010066|sertraline 100 mg tablet||68084018211|4.25||
WS SERVICE AREA|25010066|sertraline 50 mg tablet||68084018111|4.25||
WS SERVICE AREA|25010066|sertraline 50 mg tablet||00904633261|9.07||
WS SERVICE AREA|25010066|dorzolamide-timolol (PF) 2 %-0.5 % eye drops in a dropperette||65862094715|4.25||
WS SERVICE AREA|25010066|diazePAM 5 mg/5 mL (1 mg/mL, 5 mL) oral solution||68094075062|32.38||
WS SERVICE AREA|25010066|sotalol 160 mg tablet||00185017701|15.05||
WS SERVICE AREA|25010066|sotalol 80 mg tablet||00603576921|18.04||
WS SERVICE AREA|25010066|sotalol 80 mg tablet||00378512301|22.70||
WS SERVICE AREA|25010066|sotalol 80 mg tablet||00245001289|18.37||
WS SERVICE AREA|25010066|sotalol 80 mg tablet||68084065401|16.33||
WS SERVICE AREA|25010066|ferrous sulfate, dried ER 159 mg (45 mg iron) tablet,extended release||87701040776|4.00||
WS SERVICE AREA|25010066|ferrous sulfate, dried ER 159 mg (45 mg iron) tablet,extended release||40985027343|4.00||
WS SERVICE AREA|25010066|sucralfate 100 mg/mL oral suspension||66689079001|49.32||
WS SERVICE AREA|25010066|sucralfate 100 mg/mL oral suspension|||10.56||
WS SERVICE AREA|25010066|sucralfate 100 mg/mL oral suspension||17856017001|10.56||
WS SERVICE AREA|25010066|sucralfate 1 gram tablet||58914017110|24.98||
WS SERVICE AREA|25010066|sucralfate 1 gram tablet||00591078005|4.85||
WS SERVICE AREA|25010066|sucralfate 1 gram tablet||68084059311|4.49||
WS SERVICE AREA|25010066|temazepam 7.5 mg capsule||00406996001|69.98||
WS SERVICE AREA|25010066|temazepam 7.5 mg capsule||68084054911|58.78||
WS SERVICE AREA|25010066|temazepam 7.5 mg capsule||68084054921|58.78||
WS SERVICE AREA|25010066|temazepam 7.5 mg capsule||63739000333|33.91||
WS SERVICE AREA|25010066|terbutaline 2.5 mg tablet||00527131801|38.31||
WS SERVICE AREA|25010066|terbutaline 5 mg tablet||00115262201|23.39||
WS SERVICE AREA|25010066|terbutaline 5 mg tablet||00527131101|23.39||
WS SERVICE AREA|25010066|ticlopidine 250 mg tablet||57664032786|9.14||
WS SERVICE AREA|25010066|tretinoin 0.025 % topical cream||00472011745|1,700.58||
WS SERVICE AREA|25010066|tretinoin 0.05 % topical cream||66530025445|1,889.08||
WS SERVICE AREA|25010066|tretinoin 0.1 % topical cream||43478024120|925.62||
WS SERVICE AREA|25010066|tretinoin 0.025 % topical gel||66530025715|719.56||
WS SERVICE AREA|25010066|trifluridine 1 % eye drops||61314004475|1,255.11||
WS SERVICE AREA|25010066|phytonadione (vitamin K1) 1 mg/0.5 mL injection solution|J3430|00409915701|15.74||
WS SERVICE AREA|25010066|ursodiol 300 mg capsule||68084021311|53.81||
WS SERVICE AREA|25010066|ursodiol 300 mg capsule||00591315901|51.75||
WS SERVICE AREA|25010066|theophylline ER 400 mg tablet,extended release 24 hr||42858070101|9.56||
WS SERVICE AREA|25010066|verapamil ER (SR) 120 mg tablet,extended release||68462029201|7.55||
WS SERVICE AREA|25010066|verapamil ER (SR) 120 mg tablet,extended release||51079089401|16.31||
WS SERVICE AREA|25010066|verapamil ER (SR) 180 mg tablet,extended release||68462029301|6.76||
WS SERVICE AREA|25010066|verapamil ER (SR) 180 mg tablet,extended release||51079089901|11.70||
WS SERVICE AREA|25010066|erythromycin 250 mg tablet,delayed release||24338012213|51.80||
WS SERVICE AREA|25010066|sennosides 8.8 mg/5 mL syrup||00536100059|4.00||
WS SERVICE AREA|25010066|miconazole nitrate 200 mg/5 gram (4 %) vaginal cream||63736044201|20.21||
WS SERVICE AREA|25010066|miconazole nitrate 200 mg/5 gram (4 %) vaginal cream||00000005213|20.21||
WS SERVICE AREA|25010066|warfarin 1 mg tablet||00056016901|14.52||
WS SERVICE AREA|25010066|benzocaine 20 % topical aerosol||63736037882|27.29||
WS SERVICE AREA|25010066|magnesium hydroxide 400 mg/5 mL oral suspension||00121043130|6.44||
WS SERVICE AREA|25010066|zidovudine 100 mg capsule||65862010701|14.21||
WS SERVICE AREA|25010066|zidovudine 100 mg capsule||68084046121|17.43||
WS SERVICE AREA|25010066|zidovudine 10 mg/mL syrup||65862004824|16.54||
WS SERVICE AREA|25010066|zolpidem 5 mg tablet||16714062101|16.28||
