Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
RIL/BOSC/24-562/STNT-NEPH,UHHS POR,5204,Invasive Lab,Tech,532
RIL/BOSC/24-564/STNT-NEPH,UHHS POR,5205,Invasive Lab,Tech,532
RIL/BOSC/40211/STENT9FR,UHHS POR,5158,Invasive Lab,Tech,"3,912.00"
RIL/BOSC/40212/STENT9FR,UHHS POR,5159,Invasive Lab,Tech,"3,912.00"
RIL/BOSC/40213/STENT9FR,UHHS POR,5160,Invasive Lab,Tech,"3,912.00"
RIL/BOSC/40312/STENT9FR,UHHS POR,5161,Invasive Lab,Tech,"4,151.00"
RIL/BOSC/46-152,UHHS POR,5105,Invasive Lab,Tech,80
RIL/BOSC/46-156,UHHS POR,5107,Invasive Lab,Tech,591
RIL/BOSC/46-249,UHHS POR,5109,Invasive Lab,Tech,17
RIL/BOSC/46-316,UHHS POR,5106,Invasive Lab,Tech,145
RIL/BOSC/70-583/STENT9FR,UHHS POR,5162,Invasive Lab,Tech,"6,313.00"
RIL/BOSC/71-109/STENT7FR,UHHS POR,5144,Invasive Lab,Tech,"4,224.00"
RIL/BOSC/71-111/STENT7FR,UHHS POR,5145,Invasive Lab,Tech,"4,224.00"
RIL/BOSC/71-117/STENT6FR,UHHS POR,5146,Invasive Lab,Tech,"4,224.00"
RIL/BOSC/71-125/STENT7FR,UHHS POR,5147,Invasive Lab,Tech,"4,224.00"
RIL/BOSC/71-126/STENT7FR,UHHS POR,5148,Invasive Lab,Tech,"3,799.00"
RIL/BOSC/71-129/STENT6FR,UHHS POR,5149,Invasive Lab,Tech,"4,224.00"
RIL/BOSC/71-133/STENT7FR,UHHS POR,5150,Invasive Lab,Tech,"4,224.00"
RIL/BOSC/71-134/STENT7FR,UHHS POR,5151,Invasive Lab,Tech,"3,799.00"
RIL/BOSC/71-136/STENT7FR,UHHS POR,5152,Invasive Lab,Tech,"3,799.00"
RIL/BOSC/71-137/STENT7FR,UHHS POR,5153,Invasive Lab,Tech,"4,224.00"
RIL/BOSC/71-138/STENT7FR,UHHS POR,5154,Invasive Lab,Tech,"6,091.00"
RIL/BOSC/71-239/STENT6FR,UHHS POR,5157,Invasive Lab,Tech,"6,446.00"
RIL/BOSSCI STENT16MMX60CM,UHHS POR,5298,Invasive Lab,Tech,"2,254.00"
RIL/BRD/XT100104/10X4X100,UHHS POR,5042,Invasive Lab,Tech,533
RIL/BX OF BIL TREE,UHHS POR,1421,Invasive Lab,Tech,497
RIL/CATH BIL REG 106087,UHHS POR,5768,Invasive Lab,Tech,298
RIL/CATH PLMT 2ND ORD REN,UHHS POR,1233,Invasive Lab,Tech,"6,683.00"
RIL/CATH RETRIV S&I W/IMG,UHHS POR,1291,Invasive Lab,Tech,"9,273.00"
RIL/CATH SINGLE 254010,UHHS POR,5809,Invasive Lab,Tech,437
RIL/CATH VENOUS 1ST ORDER,UHHS POR,1145,Invasive Lab,Tech,981
RIL/CATH VENOUS 2ND ORDER,UHHS POR,1150,Invasive Lab,Tech,"1,552.00"
RIL/CATHETER AORTA,UHHS POR,1185,Invasive Lab,Tech,"1,023.00"
RIL/CENTRAL LINE INSERT,UHHS POR,1256,Invasive Lab,Tech,"3,803.00"
RIL/CENTURIO BAL 10X4X120,UHHS POR,5052,Invasive Lab,Tech,546
RIL/CENTURION BAL 5X4X120,UHHS POR,5049,Invasive Lab,Tech,546
RIL/CENTURION BAL 6X4X120,UHHS POR,5050,Invasive Lab,Tech,546
RIL/CENTURION BAL 8X4X120,UHHS POR,5051,Invasive Lab,Tech,546
RIL/CEREBROSPINAL IMG S&I,UHHS POR,2196,Invasive Lab,Tech,"1,850.00"
RIL/CESSATION/REM INF CAT,UHHS POR,4007,Invasive Lab,Tech,"6,689.00"
RIL/CF-3-60 VNUS CATH RF,UHHS POR,5883,Invasive Lab,Tech,"1,420.00"
RIL/CF7-100 VNUS CATH RF,UHHS POR,5881,Invasive Lab,Tech,"1,420.00"
RIL/CF-7-60 VNUS CATH RF,UHHS POR,5882,Invasive Lab,Tech,"1,420.00"
RIL/CH PER TUB OR DRN,UHHS POR,2169,Invasive Lab,Tech,827
RIL/CHANGE URINE BL CATH,UHHS POR,1511,Invasive Lab,Tech,402
RIL/CHEMO ADM CNS W/LP,UHHS POR,2220,Invasive Lab,Tech,707
RIL/CHEMO ADMIN ARTERIAL,UHHS POR,2219,Invasive Lab,Tech,412
RIL/CHOLECYSTOSTOMY,UHHS POR,1386,Invasive Lab,Tech,"3,937.00"
RIL/CLOSURE DEVICE,UHHS POR,1133,Invasive Lab,Tech,506
RIL/COMM CAROTID CATH PLC,UHHS POR,1211,Invasive Lab,Tech,"4,873.00"
RIL/CONQ BALL 8MMX4CMX120,UHHS POR,5844,Invasive Lab,Tech,403
RIL/CONQ BALLOON 103610,UHHS POR,5821,Invasive Lab,Tech,485
RIL/CONQ BALLOON 105286,UHHS POR,5820,Invasive Lab,Tech,485
RIL/CONQ BALLOON 105287,UHHS POR,5822,Invasive Lab,Tech,485
RIL/CONQ BALLOON 105288,UHHS POR,5823,Invasive Lab,Tech,485
RIL/CONQ BALLOON CQ12084,UHHS POR,4986,Invasive Lab,Tech,444
RIL/CONS SED ADDL 15 MIN,UHHS POR,13,Invasive Lab,Tech,259
RIL/CONSC SED INIT 15 MIN,UHHS POR,12,Invasive Lab,Tech,488
RIL/CONT INJ ASS ABS/CYST,UHHS POR,1466,Invasive Lab,Tech,250
RIL/CONTRAST INJ-GASTROST,UHHS POR,1817,Invasive Lab,Tech,241
RIL/CONV EXT-INT-EXT,UHHS POR,1419,Invasive Lab,Tech,"4,755.00"
RIL/CONVER GST-GSTRJEJUN,UHHS POR,1816,Invasive Lab,Tech,"1,843.00"
RIL/CONVRT NEPHOST-NEPHUR,UHHS POR,1492,Invasive Lab,Tech,"1,080.00"
RIL/COOK/0055712/TSFB-351,UHHS POR,5307,Invasive Lab,Tech,56
RIL/COOK/008975/THSF35145,UHHS POR,5316,Invasive Lab,Tech,26
RIL/COOK/008996/THSF35260,UHHS POR,5318,Invasive Lab,Tech,51
RIL/COOK/009316,UHHS POR,5303,Invasive Lab,Tech,49
RIL/COOK/009471/TSCFNA-35,UHHS POR,5308,Invasive Lab,Tech,49
RIL/COOK/009803/TSF-35145,UHHS POR,5301,Invasive Lab,Tech,39
RIL/COOK/009817/TSF-35260,UHHS POR,5312,Invasive Lab,Tech,43
RIL/COOK/009967/TSFNA3514,UHHS POR,5306,Invasive Lab,Tech,41
RIL/COOK/030559/THSF35145,UHHS POR,5315,Invasive Lab,Tech,28
RIL/COOK/043700/THSCF3526,UHHS POR,5319,Invasive Lab,Tech,56
RIL/COOK/078836/TFJ-35200,UHHS POR,5305,Invasive Lab,Tech,101
RIL/COOK/MPIS-501-117244,UHHS POR,5325,Invasive Lab,Tech,96
RIL/CORDIS VENACAVA KIT,UHHS POR,5059,Invasive Lab,Tech,"5,604.00"
RIL/CT GUIDE/4 BX-ASP-INJ,UHHS POR,2205,Invasive Lab,Tech,"3,206.00"
RIL/DECLOT OF CVAD,UHHS POR,1250,Invasive Lab,Tech,631
RIL/DIAL W ANGIO,UHHS POR,1184,Invasive Lab,Tech,"9,360.00"
RIL/DIAL W STENT,UHHS POR,1186,Invasive Lab,Tech,"18,720.00"
RIL/DIALYSIS CATH 101002,UHHS POR,5791,Invasive Lab,Tech,349
RIL/DIALYSIS CATH 101003,UHHS POR,5792,Invasive Lab,Tech,252
RIL/DIALYSIS CATH 107420,UHHS POR,5793,Invasive Lab,Tech,216
RIL/DIALYSIS CATH 107425,UHHS POR,5794,Invasive Lab,Tech,177
RIL/DIALYSIS CATH 107427,UHHS POR,5795,Invasive Lab,Tech,432
RIL/DIALYSIS CATH 15.5X28,UHHS POR,5690,Invasive Lab,Tech,978
RIL/DIALYSIS CATH 15.5X32,UHHS POR,5691,Invasive Lab,Tech,978
RIL/DIALYSIS CATH 254017,UHHS POR,5781,Invasive Lab,Tech,"1,204.00"
RIL/DIALYSIS CATH 254020,UHHS POR,5782,Invasive Lab,Tech,"1,204.00"
RIL/DIALYSIS CATH 254025,UHHS POR,5783,Invasive Lab,Tech,"1,204.00"
RIL/DIALYSIS CATH 254030,UHHS POR,5784,Invasive Lab,Tech,"1,204.00"
RIL/DIALYSIS CATH 254032,UHHS POR,5785,Invasive Lab,Tech,"1,204.00"
RIL/DIALYSIS CATH 254034,UHHS POR,5786,Invasive Lab,Tech,"1,204.00"
RIL/DIALYSIS CATH 254036,UHHS POR,5833,Invasive Lab,Tech,172
RIL/DIALYSIS CATH 750811,UHHS POR,5790,Invasive Lab,Tech,142
RIL/DIALYSIS CATH SCHON15,UHHS POR,5693,Invasive Lab,Tech,494
RIL/DIALYSIS CATH TRIALYS,UHHS POR,5796,Invasive Lab,Tech,194
RIL/DRAIN ABS CATH SOFT,UHHS POR,98,Invasive Lab,Tech,388
RIL/DRAIN CATH BIL 14FX35,UHHS POR,5502,Invasive Lab,Tech,298
RIL/DRAIN CATH GUIDANCE,UHHS POR,2175,Invasive Lab,Tech,"1,342.00"
RIL/DRAIN CATH RETRO PERI,UHHS POR,1468,Invasive Lab,Tech,"1,941.00"
RIL/DRAIN CATH VISCERAL,UHHS POR,1467,Invasive Lab,Tech,"1,941.00"
RIL/DRAINAGE CATH 106000,UHHS POR,5755,Invasive Lab,Tech,265
RIL/DRAINAGE CATH 106010,UHHS POR,5754,Invasive Lab,Tech,265
RIL/DRAINAGE CATH 106018,UHHS POR,5757,Invasive Lab,Tech,255
RIL/DRAINAGE CATH 106020,UHHS POR,5752,Invasive Lab,Tech,265
RIL/DRAINAGE CATH 106025,UHHS POR,5756,Invasive Lab,Tech,265
RIL/DRAINAGE CATH 106027,UHHS POR,5751,Invasive Lab,Tech,265
RIL/DRAINAGE CATH 106050,UHHS POR,5831,Invasive Lab,Tech,221
RIL/DRAINAGE CATH 106060,UHHS POR,5832,Invasive Lab,Tech,221
RIL/DRAINAGE CATH 106065,UHHS POR,5760,Invasive Lab,Tech,269
RIL/DRAINAGE NEPHRO 12X35,UHHS POR,5503,Invasive Lab,Tech,124
RIL/DUAL PORT MEDIPORT,UHHS POR,5836,Invasive Lab,Tech,"1,011.00"
RIL/EKOS CATH,UHHS POR,4015,Invasive Lab,Tech,"3,949.00"
RIL/EMBOL/ARTERIAL,UHHS POR,1129,Invasive Lab,Tech,"14,271.00"
RIL/EMBOL/ARTERIAL/VENOUS,UHHS POR,1137,Invasive Lab,Tech,"14,271.00"
RIL/EMBOL/TUMOR UTERINE,UHHS POR,1136,Invasive Lab,Tech,"14,271.00"
RIL/EMBOL/VENOUS,UHHS POR,1128,Invasive Lab,Tech,"14,271.00"
RIL/EPIDUROGRAPHY,UHHS POR,1745,Invasive Lab,Tech,599
RIL/EX NEPH CATH BILATERA,UHHS POR,1512,Invasive Lab,Tech,"3,623.00"
RIL/EXC PR PLCD CATH W/FL,UHHS POR,1464,Invasive Lab,Tech,"2,482.00"
RIL/EXPAND STENT 103336,UHHS POR,5355,Invasive Lab,Tech,"5,541.00"
RIL/EXPAND STENT 103338,UHHS POR,5360,Invasive Lab,Tech,"5,541.00"
RIL/EXT CAROTID CATH PLC,UHHS POR,1216,Invasive Lab,Tech,441
RIL/FB REMOVAL SUBQ,UHHS POR,1023,Invasive Lab,Tech,"1,211.00"
RIL/FIALYSIS CATH SCHON20,UHHS POR,5694,Invasive Lab,Tech,494
RIL/FLAIR STENT 7X40X80,UHHS POR,5060,Invasive Lab,Tech,"7,896.00"
RIL/FLAIR STENT 7X50X80,UHHS POR,5061,Invasive Lab,Tech,"7,896.00"
RIL/FLEXIMA ADD DRNG CATH,UHHS POR,5865,Invasive Lab,Tech,216
RIL/FLUENCY STENT 103349,UHHS POR,5860,Invasive Lab,Tech,"4,740.00"
RIL/FLUOR GUID CVAD REPLA,UHHS POR,2176,Invasive Lab,Tech,557
RIL/FLUORO GUIDANCE,UHHS POR,1720,Invasive Lab,Tech,606
RIL/FLUORO GUIDANCE,UHHS POR,2180,Invasive Lab,Tech,606
RIL/FLUORO GUIDANCE SPNL,UHHS POR,2185,Invasive Lab,Tech,610
RIL/FLUOROSCOPY < 1 HOUR,UHHS POR,2179,Invasive Lab,Tech,424
RIL/FNA WITH IMAGE GUIDAN,UHHS POR,99,Invasive Lab,Tech,815
RIL/GADOVIST 2.0ML PR 0.1,UHHS POR,7029,Invasive Lab,Tech,6.82
RIL/GUIDEWIRE,UHHS POR,5700,Invasive Lab,Tech,71
RIL/GUIDEWIRE 018X180X45,UHHS POR,5213,Invasive Lab,Tech,289
RIL/GUIDEWIRE 018X190CM,UHHS POR,5859,Invasive Lab,Tech,155
RIL/GUIDEWIRE 100385,UHHS POR,5701,Invasive Lab,Tech,88
RIL/GUIDEWIRE 100387,UHHS POR,5702,Invasive Lab,Tech,160
RIL/GUIDEWIRE 100700,UHHS POR,5827,Invasive Lab,Tech,116
RIL/GUIDEWIRE 102127,UHHS POR,5704,Invasive Lab,Tech,41
RIL/GUIDEWIRE 103120,UHHS POR,5705,Invasive Lab,Tech,128
RIL/GUIDEWIRE 107062,UHHS POR,5703,Invasive Lab,Tech,49
RIL/GUIDEWIRE 107405,UHHS POR,5707,Invasive Lab,Tech,171
RIL/GUIDEWIRE 110710,UHHS POR,5710,Invasive Lab,Tech,335
RIL/GUIDEWIRE 110722,UHHS POR,5706,Invasive Lab,Tech,196
RIL/GUIDEWIRE GR3525,UHHS POR,5338,Invasive Lab,Tech,74
RIL/GUIDEWIRE GW0252601.5,UHHS POR,5339,Invasive Lab,Tech,25
RIL/GUIDEWIRE TERUMO STRA,UHHS POR,5854,Invasive Lab,Tech,119
RIL/GUIDEWIRE TSCF25 1453,UHHS POR,5857,Invasive Lab,Tech,16
RIL/GUIDEWIRE V-18X300 BS,UHHS POR,5336,Invasive Lab,Tech,146
RIL/GUIDING CATH 102300,UHHS POR,5718,Invasive Lab,Tech,171
RIL/GUIDING CATH 102325,UHHS POR,5711,Invasive Lab,Tech,171
RIL/GUIDING CATH 102335,UHHS POR,5712,Invasive Lab,Tech,171
RIL/GUIDING CATH 105690,UHHS POR,5719,Invasive Lab,Tech,171
RIL/GUIDING CATH 107400,UHHS POR,5829,Invasive Lab,Tech,184
RIL/GUIDING CATH 110740,UHHS POR,5716,Invasive Lab,Tech,177
RIL/GUIDING CATH 110765,UHHS POR,5717,Invasive Lab,Tech,177
RIL/GUIDING CATH MERITMED,UHHS POR,5619,Invasive Lab,Tech,30
RIL/GUIDWIRE GALT,UHHS POR,5699,Invasive Lab,Tech,30
RIL/GUIDWIRE TSF25 145,UHHS POR,5858,Invasive Lab,Tech,19
RIL/HEP VENO W/HEMO EVAL,UHHS POR,2070,Invasive Lab,Tech,"2,936.00"
RIL/HIP ARTHROGRAM,UHHS POR,1775,Invasive Lab,Tech,815
RIL/I PR RT HR OR MA PU A,UHHS POR,1155,Invasive Lab,Tech,"1,179.00"
RIL/I PR RT/LT PUL AR SEL,UHHS POR,1160,Invasive Lab,Tech,"1,331.00"
RIL/I PR SE/SUB PUL AR SE,UHHS POR,1165,Invasive Lab,Tech,"1,558.00"
RIL/IN TE SH L T P  G C,UHHS POR,9,Invasive Lab,Tech,873
RIL/INCIS-DRAIN FLUID,UHHS POR,1018,Invasive Lab,Tech,"2,064.00"
RIL/INF CA ART/VEN SUB DA,UHHS POR,4006,Invasive Lab,Tech,"6,691.00"
RIL/INFUS CATH ART NOTCOR,UHHS POR,4004,Invasive Lab,Tech,"2,998.00"
RIL/INFUS CATH VEN NOTCOR,UHHS POR,4005,Invasive Lab,Tech,"2,998.00"
RIL/INFUSION CATH 10X65,UHHS POR,5505,Invasive Lab,Tech,174
RIL/INJ AN/ST LU/SA EA AD,UHHS POR,1660,Invasive Lab,Tech,"1,466.00"
RIL/INJ AN/ST LU/SA EA AD,UHHS POR,1680,Invasive Lab,Tech,"1,346.00"
RIL/INJ AN/ST SI LU/SAC,UHHS POR,1655,Invasive Lab,Tech,"1,466.00"
RIL/INJ ANKLE ARTH-LT,UHHS POR,1071,Invasive Lab,Tech,398
RIL/INJ ANKLE ARTH-RT,UHHS POR,1070,Invasive Lab,Tech,398
RIL/INJ ELBOW ARTH-RT,UHHS POR,1040,Invasive Lab,Tech,508
RIL/INJ EPI BLD/CLOT PATC,UHHS POR,1605,Invasive Lab,Tech,"1,021.00"
RIL/INJ EPIDURAL/CER/THO,UHHS POR,1635,Invasive Lab,Tech,"1,099.00"
RIL/INJ EPIDURAL/LUMBAR,UHHS POR,1640,Invasive Lab,Tech,"1,760.00"
RIL/INJ FACET 3RD LEVEL,UHHS POR,1661,Invasive Lab,Tech,"1,466.00"
RIL/INJ GREAT SA VEINFOAM,UHHS POR,1246,Invasive Lab,Tech,"4,327.00"
RIL/INJ HIP ARTH W/O-LT,UHHS POR,1051,Invasive Lab,Tech,567
RIL/INJ HIP ARTH W/O-RT,UHHS POR,1050,Invasive Lab,Tech,567
RIL/INJ KNEE ARTH-LT,UHHS POR,1066,Invasive Lab,Tech,402
RIL/INJ KNEE ARTH-RT,UHHS POR,1065,Invasive Lab,Tech,402
RIL/INJ NEPHRO/URETER NEW,UHHS POR,1501,Invasive Lab,Tech,"1,080.00"
RIL/INJ PR C1-C2 PUNCT,UHHS POR,1580,Invasive Lab,Tech,"1,087.00"
RIL/INJ PR MYELO NON C1-2,UHHS POR,1625,Invasive Lab,Tech,558
RIL/INJ PRO CHOL THR EXIS,UHHS POR,1391,Invasive Lab,Tech,960
RIL/INJ PRO PTC,UHHS POR,1390,Invasive Lab,Tech,827
RIL/INJ PRO SIALOGRAM,UHHS POR,1330,Invasive Lab,Tech,475
RIL/INJ SCLEROS VEIN MULT,UHHS POR,1238,Invasive Lab,Tech,697
RIL/INJ SCLEROS VEIN SING,UHHS POR,1237,Invasive Lab,Tech,697
RIL/INJ SHOULDER ARTH-LT,UHHS POR,1032,Invasive Lab,Tech,398
RIL/INJ SHOULDER ARTH-RT,UHHS POR,1035,Invasive Lab,Tech,398
RIL/INJ SI JNT BIL W/IMG,UHHS POR,1061,Invasive Lab,Tech,"2,158.00"
RIL/INJ SI JOINT LT W/IMG,UHHS POR,1062,Invasive Lab,Tech,"1,080.00"
RIL/INJ SI JOINT RT W/IMG,UHHS POR,1060,Invasive Lab,Tech,"1,080.00"
RIL/INJ SINUS TRACT DIAG,UHHS POR,11,Invasive Lab,Tech,472
RIL/INJ TRANSFORAMINAL LU,UHHS POR,1654,Invasive Lab,Tech,"2,109.00"
RIL/INJ VEIN FOAM SC MULT,UHHS POR,1244,Invasive Lab,Tech,"4,327.00"
RIL/INJ WRIST ARTH-LT,UHHS POR,1046,Invasive Lab,Tech,601
RIL/INJ WRIST ARTH-RT,UHHS POR,1045,Invasive Lab,Tech,601
RIL/INJ/ASP MAJ JT W/ULTR,UHHS POR,21,Invasive Lab,Tech,"1,242.00"
RIL/INJ/ASP MED W/IMG,UHHS POR,20,Invasive Lab,Tech,681
RIL/INJCT PSEUDOANEURYSM,UHHS POR,1134,Invasive Lab,Tech,368
RIL/INJECTION VENOGRAM,UHHS POR,1135,Invasive Lab,Tech,420
RIL/INS TUNNELED PLEURAL,UHHS POR,1081,Invasive Lab,Tech,"3,381.00"
RIL/INS/CVAD/W/PORT  >5,UHHS POR,1264,Invasive Lab,Tech,"8,728.00"
RIL/INSER PER VAD W/PORT,UHHS POR,1258,Invasive Lab,Tech,"2,897.00"
RIL/INSER PICC >5,UHHS POR,1259,Invasive Lab,Tech,"2,345.00"
RIL/INSER TUNN CVCATH >5,UHHS POR,1257,Invasive Lab,Tech,"4,625.00"
RIL/INSERT IVC S&I W/IMG,UHHS POR,1287,Invasive Lab,Tech,"9,145.00"
RIL/INSERTION J-TUBE DUOD,UHHS POR,1812,Invasive Lab,Tech,"1,659.00"
RIL/INSERTION PERITONEAL,UHHS POR,1469,Invasive Lab,Tech,"7,376.00"
RIL/INSERTION TIPS,UHHS POR,1290,Invasive Lab,Tech,"24,367.00"
RIL/INSTILLATION TPA AGEN,UHHS POR,1082,Invasive Lab,Tech,"1,115.00"
RIL/INT PR CH BILI DRN CA,UHHS POR,1405,Invasive Lab,Tech,"1,609.00"
RIL/INT PR ST BILI DRN,UHHS POR,1400,Invasive Lab,Tech,"3,524.00"
RIL/INTRO AV SHUNT DIAL,UHHS POR,1182,Invasive Lab,Tech,"1,821.00"
RIL/INTRO CATH EXT ART,UHHS POR,1175,Invasive Lab,Tech,873
RIL/INTRO CATH VENA CAVA,UHHS POR,1140,Invasive Lab,Tech,"1,085.00"
RIL/INTRO NASOGAS TUBE,UHHS POR,1341,Invasive Lab,Tech,329
RIL/INTRODUCER MIS 7F 11,UHHS POR,5885,Invasive Lab,Tech,94
RIL/IP CA PL PO AN MET,UHHS POR,1240,Invasive Lab,Tech,"2,271.00"
RIL/IP CH NEPHR/PYE TU,UHHS POR,1510,Invasive Lab,Tech,"1,812.00"
RIL/IP PY THR NEP/PYE TU,UHHS POR,1500,Invasive Lab,Tech,362
RIL/IP TRANSCATH BX,UHHS POR,1255,Invasive Lab,Tech,"1,756.00"
RIL/IVC FILTER ANGIO TECH,UHHS POR,5062,Invasive Lab,Tech,"3,027.00"
RIL/IVC FILTER DENALI,UHHS POR,5064,Invasive Lab,Tech,"1,313.00"
RIL/IVC FILTER JUGULAR,UHHS POR,5063,Invasive Lab,Tech,"1,750.00"
RIL/IVUS INITIAL VESSEL,UHHS POR,1305,Invasive Lab,Tech,"5,708.00"
RIL/J&J/667-25200/GUIDCAT,UHHS POR,5618,Invasive Lab,Tech,601
RIL/KNEE ARTHROGRAM,UHHS POR,1785,Invasive Lab,Tech,958
RIL/KYPHOPLASTY EACH ADDL,UHHS POR,1036,Invasive Lab,Tech,"9,702.00"
RIL/KYPHOPLASTY LUMBAR,UHHS POR,1037,Invasive Lab,Tech,"9,702.00"
RIL/KYPHOPLASTY TORACIC,UHHS POR,1038,Invasive Lab,Tech,"9,702.00"
RIL/LEONARD 10F CVC LINE,UHHS POR,5842,Invasive Lab,Tech,678
RIL/LIVER TUMOR DESTRUCT,UHHS POR,1384,Invasive Lab,Tech,"8,685.00"
RIL/LRG JOINT ASP/INJ BIL,UHHS POR,1029,Invasive Lab,Tech,"1,271.00"
RIL/LRG JOINT ASPIR/INJ,UHHS POR,1020,Invasive Lab,Tech,635
RIL/LUMBAR PUNCTURE,UHHS POR,1599,Invasive Lab,Tech,"1,140.00"
RIL/MECH REM CATH MAT S&I,UHHS POR,2102,Invasive Lab,Tech,545
RIL/MECH REM CATH MATERIA,UHHS POR,1239,Invasive Lab,Tech,"4,074.00"
RIL/MECH THROMBO/INFUSION,UHHS POR,1253,Invasive Lab,Tech,"5,957.00"
RIL/MED JOINT ASPIR/INJ,UHHS POR,1016,Invasive Lab,Tech,444
RIL/MEDDEV/755308040/8FRX,UHHS POR,5500,Invasive Lab,Tech,271
RIL/MEDDEV/755310040/10FR,UHHS POR,5501,Invasive Lab,Tech,263
RIL/MEDIPORT CHECK,UHHS POR,1299,Invasive Lab,Tech,547
RIL/MEDIPORT REMOVAL,UHHS POR,1254,Invasive Lab,Tech,"1,614.00"
RIL/MIDLINE INSER BY RN,UHHS POR,1261,Invasive Lab,Tech,"3,119.00"
RIL/MULTIHANCE PER ML,UHHS POR,7028,Invasive Lab,Tech,18
RIL/MYELO ENT SPINE,UHHS POR,1740,Invasive Lab,Tech,"1,649.00"
RIL/MYELOGRAM CER W/S&I,UHHS POR,1631,Invasive Lab,Tech,"1,981.00"
RIL/MYELOGRAM CERV,UHHS POR,1725,Invasive Lab,Tech,"1,864.00"
RIL/MYELOGRAM EA ADDL LEV,UHHS POR,1634,Invasive Lab,Tech,"2,064.00"
RIL/MYELOGRAM LUMB,UHHS POR,1735,Invasive Lab,Tech,"1,083.00"
RIL/MYELOGRAM THOR,UHHS POR,1730,Invasive Lab,Tech,"1,590.00"
RIL/MYELOGRAM THOR W/S&I,UHHS POR,1632,Invasive Lab,Tech,"1,981.00"
RIL/MYLEOGRAM LUM W/S&I,UHHS POR,1633,Invasive Lab,Tech,"1,981.00"
RIL/NEEDL BX BONE DEEP,UHHS POR,1013,Invasive Lab,Tech,"2,043.00"
RIL/NEEDL BX BONE SPRFCL,UHHS POR,1012,Invasive Lab,Tech,960
RIL/NEEDL BX MUSCLE,UHHS POR,1011,Invasive Lab,Tech,927
RIL/NEEDLE BX LIVER,UHHS POR,1380,Invasive Lab,Tech,"1,969.00"
RIL/NEPHRO STENT 106140,UHHS POR,5734,Invasive Lab,Tech,373
RIL/NEPHROS 106190,UHHS POR,5731,Invasive Lab,Tech,351
RIL/NEPHROS 106195,UHHS POR,5732,Invasive Lab,Tech,373
RIL/NEPHROS 106200,UHHS POR,5733,Invasive Lab,Tech,373
RIL/OMNIPAQUE 180 PER ML,UHHS POR,7005,Invasive Lab,Tech,13
RIL/OMNIPAQUE 300 PER ML,UHHS POR,7010,Invasive Lab,Tech,1
RIL/PARACENTESIS W/IMG,UHHS POR,1461,Invasive Lab,Tech,"1,336.00"
RIL/PASPORT ARM MEDIPORT,UHHS POR,5837,Invasive Lab,Tech,835
RIL/PER TRNS DIL BI DU,UHHS POR,1825,Invasive Lab,Tech,"1,515.00"
RIL/PERC MECH THROM VEIN,UHHS POR,1284,Invasive Lab,Tech,"7,386.00"
RIL/PERC NEPHROSTO/PYELOS,UHHS POR,1476,Invasive Lab,Tech,"7,534.00"
RIL/PERC PL OF GASTR TU,UHHS POR,1810,Invasive Lab,Tech,"1,984.00"
RIL/PERC THROM ART SUBSCQ,UHHS POR,1282,Invasive Lab,Tech,"4,549.00"
RIL/PERC THROMB VEIN SUBS,UHHS POR,1286,Invasive Lab,Tech,"7,386.00"
RIL/PERC TRANHEP PORT W/H,UHHS POR,2060,Invasive Lab,Tech,"3,016.00"
RIL/PICC INSERTION BY RN,UHHS POR,1260,Invasive Lab,Tech,"3,119.00"
RIL/PICC LINE 102805,UHHS POR,5773,Invasive Lab,Tech,476
RIL/PICC LINE 107415,UHHS POR,5828,Invasive Lab,Tech,563
RIL/PICC LINE 40CC,UHHS POR,5839,Invasive Lab,Tech,192
RIL/PICC LINE DUAL 5X50,UHHS POR,5817,Invasive Lab,Tech,189
RIL/PICC PR-05052 HPX,UHHS POR,5880,Invasive Lab,Tech,255
RIL/PL BALLOON BIL DUCT,UHHS POR,1417,Invasive Lab,Tech,497
RIL/PL BIL CATH INT-EXT,UHHS POR,1418,Invasive Lab,Tech,"4,656.00"
RIL/PL BIL STNT NEWNOCATH,UHHS POR,1413,Invasive Lab,Tech,"8,481.00"
RIL/PL CATH TO SM BOWEL,UHHS POR,1416,Invasive Lab,Tech,"4,483.00"
RIL/PL STENT NEW W/CATH,UHHS POR,1414,Invasive Lab,Tech,"8,700.00"
RIL/PLCMNT OCCLUSIVE DEV,UHHS POR,4014,Invasive Lab,Tech,339
RIL/PLCT SOFT TISS DEVICE,UHHS POR,97,Invasive Lab,Tech,"1,048.00"
RIL/PLEUR W CATH W/O IMG,UHHS POR,1078,Invasive Lab,Tech,"1,717.00"
RIL/PLEUR W CATH WITH IMG,UHHS POR,1079,Invasive Lab,Tech,"1,717.00"
RIL/PLMT NEPHROU CATH NEW,UHHS POR,1491,Invasive Lab,Tech,"3,909.00"
RIL/PLMT STNT NEW W/CATH,UHHS POR,1497,Invasive Lab,Tech,"4,620.00"
RIL/PLMT STNT NEW W/OCATH,UHHS POR,1496,Invasive Lab,Tech,"4,620.00"
RIL/PORT 8FR INTERMEDIATE,UHHS POR,5847,Invasive Lab,Tech,329
RIL/PORT 8FRCLEARVIEW SLI,UHHS POR,5846,Invasive Lab,Tech,559
RIL/PORT A CATH LOW 8.5FR,UHHS POR,5838,Invasive Lab,Tech,605
