DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,155860.88,13006.41
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,79892.75,9025.63
437 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,61347,7069.98
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,157358.62,12645.86
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,80536.04,6453.95
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,48320.95,4777.39
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,175396.54,13567.67
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,97788.93,7879.34
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,54749.9,6033.22
444 - DISORDERS OF THE BILIARY TRACT W MCC,107538.8,12611.5
445 - DISORDERS OF THE BILIARY TRACT W CC,93507.22,7362.5
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,63045.73,6725.6
453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,744425.89,77049.41
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,412157.73,48099.4
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,347211.6,37940.18
456 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,561245.49,68014.93
457 - SPINAL FUS EXC CERV W SPINAL CURV MALIG/ INFEC OR EXT FUS W CC,463159.5,No Medicare Payment Available
458 - SPINAL FUS EXC CERV W SPINAL CURV MALIG INFEC OR  EXT FUS WO CCMCC,336777.3,38787.6
459 - SPINAL FUSION EXCEPT CERVICAL W MCC,446654.26,38015.53
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,328881.93,30086.91
461 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,441440.25,No Medicare Payment Available
462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,272044.83,24701.79
463 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W MCC,360358.56,28936.57
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,201639.2,21398.35
465 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W/O CC/MCC,107423.28,14734.74
466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,367532.04,38086.3
467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,245724.23,25653.05
468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,225446.24,21374.88
469 - MAJ HIP AND KNEE JNT REPL OR REATTACH OF LW EXTREM W MCC OR TOT ANKLE REPL,210793.31,22628.56
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,149944.71,15634.3
471 - CERVICAL SPINAL FUSION W MCC,344640.51,25318.64
472 - CERVICAL SPINAL FUSION W CC,218445.3,21962.48
473 - CERVICAL SPINAL FUSION W/O CC/MCC,135581.74,17448.94
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,687903.84,41197.85
475 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,167644.68,16731.67
476 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,146170.68,9586.95
477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,296009.44,23281.61
478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,141261.26,No Medicare Payment Available
479 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,50800.67,No Medicare Payment Available
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,248116.46,22289.31
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,147782.87,15151.44
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,123724.97,12595.97
483 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,169281.97,18263.03
485 - KNEE PROCEDURES W PDX OF INFECTION W MCC,364035.02,No Medicare Payment Available
486 - KNEE PROCEDURES W PDX OF INFECTION W CC,187545.61,No Medicare Payment Available
487 - KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,245000,No Medicare Payment Available
488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,140392.15,15611.87
489 - KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,74964.82,10482.87
492 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W MCC,319921.38,24868.26
493 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W CC,191425.2,16859.87
494 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W/O CC/MCC,123191.6,13969.39
495 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,590617.01,No Medicare Payment Available
496 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,171350.73,15013.01
497 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,110441.52,11181.91
498 - LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,197035.5,No Medicare Payment Available
499 - LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,89063,No Medicare Payment Available
500 - SOFT TISSUE PROCEDURES W MCC,308503.7,No Medicare Payment Available
501 - SOFT TISSUE PROCEDURES W CC,123671.73,13391.78
502 - SOFT TISSUE PROCEDURES W/O CC/MCC,71823.93,10299.92
503 - FOOT PROCEDURES W MCC,668169.51,No Medicare Payment Available
504 - FOOT PROCEDURES W CC,135861.34,No Medicare Payment Available
505 - FOOT PROCEDURES W/O CC/MCC,121271.63,No Medicare Payment Available
506 - MAJOR THUMB OR JOINT PROCEDURES,54257,No Medicare Payment Available
507 - MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,133119.69,14908.55
510 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W MCC,159882.63,9913.49
511 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W CC,167273.12,14090.03
512 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W/O CC/MCC,103454.68,11987.78
513 - HAND OR WRIST PROC; EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC,98919.13,12410.7
514 - HAND OR WRIST PROC; EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC,61102.38,8522.96
515 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,274732.92,21673.94
516 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,192387.15,14599.25
517 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,119178.96,12578.04
518 - BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,203599.02,20821.56
519 - BACK & NECK PROC EXC SPINAL FUSION W CC,121518.86,13698.67
520 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,112176.53,No Medicare Payment Available
534 - FRACTURES OF FEMUR W/O MCC,52252.85,No Medicare Payment Available
535 - FRACTURES OF HIP & PELVIS W MCC,112249.98,9322.33
536 - FRACTURES OF HIP & PELVIS W/O MCC,58596.06,7231.52
537 - SPRAINS; STRAINS; & DISLOCATIONS OF HIP; PELVIS & THIGH W CC/MCC,124651,No Medicare Payment Available
538 - SPRAINS; STRAINS; & DISLOCATIONS OF HIP; PELVIS & THIGH W/O CC/MCC,75087.03,6034.2
539 - OSTEOMYELITIS W MCC,224074.28,46627.45
540 - OSTEOMYELITIS W CC,120996.46,9781.64
541 - OSTEOMYELITIS W/O CC/MCC,75025.38,7984.58
542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,176216.72,14734.23
543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,100990.53,8322.49
544 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,50013.03,6105.14
545 - CONNECTIVE TISSUE DISORDERS W MCC,279069.31,18307.13
546 - CONNECTIVE TISSUE DISORDERS W CC,73865,10685.87
547 - CONNECTIVE TISSUE DISORDERS W/O CC/MCC,59346.09,No Medicare Payment Available
548 - SEPTIC ARTHRITIS W MCC,141868.25,15947.51
549 - SEPTIC ARTHRITIS W CC,146811.72,No Medicare Payment Available
550 - SEPTIC ARTHRITIS W/O CC/MCC,71896,No Medicare Payment Available
551 - MEDICAL BACK PROBLEMS W MCC,156616.74,12575.63
552 - MEDICAL BACK PROBLEMS W/O MCC,77748.81,7122.2
553 - BONE DISEASES & ARTHROPATHIES W MCC,160510.8,8153.18
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,58430.12,6520.34
555 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,73521.96,No Medicare Payment Available
556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,64895.21,6725.19
557 - TENDONITIS; MYOSITIS & BURSITIS W MCC,47956.61,11615.94
558 - TENDONITIS; MYOSITIS & BURSITIS W/O MCC,46729.22,6447.43
559 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,138589.92,24976.31
560 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,108398.04,22044.43
561 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,80374.03,18628.43
562 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W MCC,113200.36,10925.77
563 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W/O MCC,67248.69,6873.3
564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,131624.27,11738.38
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,76919,6893.42
566 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,32849.77,6768.57
570 - SKIN DEBRIDEMENT W MCC,154162.93,19953.76
571 - SKIN DEBRIDEMENT W CC,153998.42,12451.62
572 - SKIN DEBRIDEMENT W/O CC/MCC,60237.88,9650.41
573 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,408932.58,30645.08
579 - OTHER SKIN; SUBCUT TISS & BREAST PROC W MCC,264328.08,15197.13
580 - OTHER SKIN; SUBCUT TISS & BREAST PROC W CC,102816.47,11439.32
581 - OTHER SKIN; SUBCUT TISS & BREAST PROC W/O CC/MCC,68903.13,9993.5
582 - MASTECTOMY FOR MALIGNANCY W CC/MCC,151552,10570.3
584 - BREAST BIOPSY; LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC,82661,No Medicare Payment Available
585 - BREAST BIOPSY; LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC,59416,No Medicare Payment Available
592 - SKIN ULCERS W MCC,121567.48,9044.48
593 - SKIN ULCERS W CC,67501.75,8717.44
595 - MAJOR SKIN DISORDERS W MCC,137344.02,16495.18
596 - MAJOR SKIN DISORDERS W/O MCC,42233.13,7869.57
597 - MALIGNANT BREAST DISORDERS W MCC,155293.38,No Medicare Payment Available
598 - MALIGNANT BREAST DISORDERS W CC,81280.32,9018.98
599 - MALIGNANT BREAST DISORDERS W/O CC/MCC,52031.02,No Medicare Payment Available
600 - NON-MALIGNANT BREAST DISORDERS W CC/MCC,72848.67,No Medicare Payment Available
601 - NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,22184.5,No Medicare Payment Available
602 - CELLULITIS W MCC,89828.75,13952.4
603 - CELLULITIS W/O MCC,49373,7794.83
604 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W MCC,111758.89,11206.71
605 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W/O MCC,86514.68,6342.48
606 - MINOR SKIN DISORDERS W MCC,100610.84,10709.35
607 - MINOR SKIN DISORDERS W/O MCC,80686.28,7278.55
614 - ADRENAL & PITUITARY PROCEDURES W CC/MCC,176005.26,17526.98
615 - ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,162386.54,11955.67
616 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W MCC,275394.56,30466.85
617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W CC,191734.93,16208.87
619 - O.R. PROCEDURES FOR OBESITY W MCC,115426,No Medicare Payment Available
620 - O.R. PROCEDURES FOR OBESITY W CC,97681,No Medicare Payment Available
621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC,109449.58,11788.84
622 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W MCC,213164.55,20017.51
623 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W CC,167000.25,14772.05
624 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W/O CC/MCC,81731.03,9739.68
626 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W CC,184946.25,No Medicare Payment Available
628 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W MCC,657183.12,40131.72
629 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W CC,263973.8,42645.17
637 - DIABETES W MCC,95066.35,11432.53
638 - DIABETES W CC,67678.29,8495.43
639 - DIABETES W/O CC/MCC,55797.14,4705.04
640 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W MCC,85491.09,8748.88
641 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W/O MCC,54583.97,7411.8
642 - INBORN AND OTHER DISORDERS OF METABOLISM,80910.75,10202.55
643 - ENDOCRINE DISORDERS W MCC,104714.77,10419.13
644 - ENDOCRINE DISORDERS W CC,71789.58,8363.15
645 - ENDOCRINE DISORDERS W/O CC/MCC,31625.27,6459.33
653 - MAJOR BLADDER PROCEDURES W MCC,313533,No Medicare Payment Available
654 - MAJOR BLADDER PROCEDURES W CC,150112.9,No Medicare Payment Available
655 - MAJOR BLADDER PROCEDURES W/O CC/MCC,229974.33,16024.86
656 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,191530.69,24788.77
657 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,159933.83,15500.75
658 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,107212.7,12494.68
659 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,194758.35,25475.93
660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,126009.86,13665.91
661 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,108924.65,6038.23
662 - MINOR BLADDER PROCEDURES W MCC,109956,No Medicare Payment Available
663 - MINOR BLADDER PROCEDURES W CC,143952.67,14068.43
665 - PROSTATECTOMY W MCC,195333.28,18350.96
666 - PROSTATECTOMY W CC,139020.25,13730.17
667 - PROSTATECTOMY W/O CC/MCC,90120.36,8322.84
668 - TRANSURETHRAL PROCEDURES W MCC,347519.63,No Medicare Payment Available
669 - TRANSURETHRAL PROCEDURES W CC,91195.82,11067.81
670 - TRANSURETHRAL PROCEDURES W/O CC/MCC,84743.15,8356.83
671 - URETHRAL PROCEDURES W CC/MCC,57700,No Medicare Payment Available
673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,244631.86,26648.91
674 - OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,193615.21,39485.65
675 - OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,81717,30445
682 - RENAL FAILURE W MCC,122055.93,12662.06
683 - RENAL FAILURE W CC,68951.43,7382.38
684 - RENAL FAILURE W/O CC/MCC,52986.7,5260.57
686 - KIDNEY & URINARY TRACT NEOPLASMS W MCC,146354.78,12342.24
687 - KIDNEY & URINARY TRACT NEOPLASMS W CC,65230.47,9094.87
688 - KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,24821,No Medicare Payment Available
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,93545.43,10368.38
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,57207.82,6495.9
691 - URINARY STONES W ESW LITHOTRIPSY W CC/MCC,118929,No Medicare Payment Available
693 - URINARY STONES W/O ESW LITHOTRIPSY W MCC,72869.13,10158.15
694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,56668.07,8266.78
695 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,121520.76,No Medicare Payment Available
696 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,55919.43,5851.88
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,124583.27,12326.72
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,72066,8467.69
700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,57333.53,8278.29
707 - MAJOR MALE PELVIC PROCEDURES W CC/MCC,117210.76,13948.13
708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,156945.5,11181.37
709 - PENIS PROCEDURES W CC/MCC,90233.5,17719.25
710 - PENIS PROCEDURES W/O CC/MCC,99554,No Medicare Payment Available
711 - TESTES PROCEDURES W CC/MCC,122974.01,15793.08
712 - TESTES PROCEDURES W/O CC/MCC,42304.09,7955.04
713 - TRANSURETHRAL PROSTATECTOMY W CC/MCC,84273.56,11483.88
714 - TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,119859.22,7502.5
715 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,112338,16897.32
718 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,42737,10173.5
723 - MALIGNANCY; MALE REPRODUCTIVE SYSTEM W CC,83178.11,8314.42
724 - MALIGNANCY; MALE REPRODUCTIVE SYSTEM W/O CC/MCC,27569.34,6617.67
726 - BENIGN PROSTATIC HYPERTROPHY W/O MCC,61971.01,6464.98
727 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,42550,No Medicare Payment Available
728 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,54474.54,6994.13
729 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,79323.34,8240.95
734 - PELVIC EVISCERATION; RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC,213032.33,25517.58
736 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,306084.21,29329.83
737 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,165057.05,15367.36
738 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,118246.01,No Medicare Payment Available
739 - UTERINE;ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC,233749.42,26013.57
740 - UTERINE;ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC,95679.2,13612.09
741 - UTERINE;ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC,90635.81,9644.12
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,148360.24,12308.37
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,71044.68,7915.49
744 - D&C; CONIZATION; LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC,84464.17,1995.77
745 - D&C; CONIZATION; LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC,49014.69,No Medicare Payment Available
746 - VAGINA; CERVIX & VULVA PROCEDURES W CC/MCC,167158.19,No Medicare Payment Available
747 - VAGINA; CERVIX & VULVA PROCEDURES W/O CC/MCC,71036.67,7151.77
748 - FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,367471.52,No Medicare Payment Available
749 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,255918.5,20065.76
750 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,90481.5,10571.59
754 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W MCC,101650.3,14120.59
755 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W CC,96712.11,8425.4
756 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC,39311.5,No Medicare Payment Available
757 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W MCC,105687.33,11765.68
758 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W CC,52156.7,8203.49
759 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC,35423.43,6322.71
760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,44197.49,7347.23
761 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,38431.47,No Medicare Payment Available
765 - CESAREAN SECTION W CC/MCC,43512.74,7676.84
766 - CESAREAN SECTION W/O CC/MCC,30730.61,6570.35
767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C,28401.76,No Medicare Payment Available
768 - VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,149045.69,No Medicare Payment Available
769 - POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,99418.51,No Medicare Payment Available
770 - ABORTION W D&C; ASPIRATION CURETTAGE OR HYSTEROTOMY,48908.15,No Medicare Payment Available
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,30270.84,No Medicare Payment Available
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,20132.56,4669.07
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,68315.9,6349.68
777 - ECTOPIC PREGNANCY,61283.45,No Medicare Payment Available
778 - THREATENED ABORTION,19153.18,4204.51
779 - ABORTION W/O D&C,24840.97,No Medicare Payment Available
780 - FALSE LABOR,9757.86,No Medicare Payment Available
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,38388.82,10574.85
782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,17443.33,4221.21
783 - CESAREAN SECTION W STERILIZATION W MCC,93692.5,No Medicare Payment Available
786 - CESAREAN SECTION W/O STERILIZATION W MCC,129037.4,No Medicare Payment Available
787 - CESAREAN SECTION W/O STERILIZATION W CC,51840,No Medicare Payment Available
788 - CESAREAN SECTION W/O STERILIZATION W/O CC/MCC,32447,No Medicare Payment Available
789 - NEONATES; DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY,481161.88,No Medicare Payment Available
790 - EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME; NEONATE,637120.21,No Medicare Payment Available
791 - PREMATURITY W MAJOR PROBLEMS,294836.33,No Medicare Payment Available
792 - PREMATURITY W/O MAJOR PROBLEMS,30596.6,No Medicare Payment Available
793 - FULL TERM NEONATE W MAJOR PROBLEMS,198930.58,No Medicare Payment Available
794 - NEONATE W OTHER SIGNIFICANT PROBLEMS,15667.69,No Medicare Payment Available
795 - NORMAL NEWBORN,3980.39,No Medicare Payment Available
799 - SPLENECTOMY W MCC,222534.5,No Medicare Payment Available
800 - SPLENECTOMY W CC,194622.58,No Medicare Payment Available
801 - SPLENECTOMY W/O CC/MCC,123254.25,No Medicare Payment Available
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,951006.53,24758.57
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,70495,No Medicare Payment Available
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,101294.25,No Medicare Payment Available
805 - VAGINAL DELIVERY W/O STERILIZATION/D&C W MCC,34183.5,No Medicare Payment Available
806 - VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,26030.5,No Medicare Payment Available
807 - VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,23004.83,No Medicare Payment Available
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,159330.28,16438.83
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,103778.41,9691.3
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,61149.9,7955.75
811 - RED BLOOD CELL DISORDERS W MCC,89717.78,9841.03
812 - RED BLOOD CELL DISORDERS W/O MCC,53911.6,6474.08
813 - COAGULATION DISORDERS,107070.52,17992.57
814 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,145899.86,No Medicare Payment Available
815 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,102944.91,8132.33
816 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,55100.85,6000
820 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,544223.88,No Medicare Payment Available
821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,256773.52,18077.38
823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,291727.67,32456.77
824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,186868.25,No Medicare Payment Available
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,104423,No Medicare Payment Available
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,143448,No Medicare Payment Available
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,111994,No Medicare Payment Available
829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER PROC W CC/MCC,561206.92,No Medicare Payment Available
830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER PROC W/O CC/MCC,57150,No Medicare Payment Available
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,405952.21,35777.01
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,332881.44,16548.41
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,150927.06,No Medicare Payment Available
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,555815.46,55384.76
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,215853.18,26773.05
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,93815.92,9755.83
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,188427.56,No Medicare Payment Available
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,42881.25,No Medicare Payment Available
