Category,MSDRG,MSDRG Description,Average Case
Surgical,409,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,"$61,034.76 "
Surgical,410,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC, 
Surgical,411,CHOLECYSTECTOMY W C.D.E. W MCC, 
Surgical,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC, 
Surgical,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,"$36,970.76 "
Surgical,416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,"$25,105.93 "
Surgical,417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,"$43,973.19 "
Surgical,418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"$32,134.67 "
Surgical,419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,"$27,726.73 "
Oncology,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC, 
Surgical,421,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC, 
Surgical,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,"$70,420.67 "
Surgical,424,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC, 
Surgical,425,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,"$26,515.08 "
Medical,432,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,"$30,712.35 "
Medical,433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,"$18,145.20 "
Medical,434,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,"$5,314.55 "
Oncology,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,"$24,550.73 "
Oncology,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,"$18,073.52 "
Oncology,437,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC, 
Medical,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,"$55,951.83 "
Medical,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,"$12,746.62 "
Medical,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,"$10,008.72 "
Medical,441,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC","$33,636.38 "
Medical,442,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC","$12,277.82 "
Medical,443,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC","$13,574.40 "
Medical,444,DISORDERS OF THE BILIARY TRACT W MCC,"$30,375.07 "
Medical,445,DISORDERS OF THE BILIARY TRACT W CC,"$19,005.57 "
Medical,446,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,"$10,871.93 "
Neurosciences,453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC, 
Neurosciences,454,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC, 
Neurosciences,455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC, 
Neurosciences,456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC, 
Neurosciences,457,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC, 
Neurosciences,458,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC, 
Neurosciences,459,SPINAL FUSION EXCEPT CERVICAL W MCC, 
Neurosciences,460,SPINAL FUSION EXCEPT CERVICAL W/O MCC, 
Orthopedics,461,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC, 
Orthopedics,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC, 
Orthopedics,463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC","$72,143.61 "
Orthopedics,464,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC","$62,311.79 "
Orthopedics,465,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC","$57,965.53 "
Orthopedics,466,REVISION OF HIP OR KNEE REPLACEMENT W MCC, 
Orthopedics,467,REVISION OF HIP OR KNEE REPLACEMENT W CC,"$115,277.45 "
Orthopedics,468,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,"$74,074.42 "
Orthopedics,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,"$68,122.66 "
Orthopedics,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$44,272.44 "
Neurosciences,471,CERVICAL SPINAL FUSION W MCC, 
Neurosciences,472,CERVICAL SPINAL FUSION W CC, 
Neurosciences,473,CERVICAL SPINAL FUSION W/O CC/MCC, 
Orthopedics,474,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,"$45,764.97 "
Orthopedics,475,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,"$23,974.50 "
Orthopedics,476,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC, 
Orthopedics,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC, 
Orthopedics,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC, 
Orthopedics,479,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC, 
Orthopedics,480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,"$56,623.40 "
Orthopedics,481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,"$39,274.35 "
Orthopedics,482,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,"$30,419.40 "
Orthopedics,483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,"$70,892.79 "
Orthopedics,485,KNEE PROCEDURES W PDX OF INFECTION W MCC,"$65,323.06 "
Orthopedics,486,KNEE PROCEDURES W PDX OF INFECTION W CC,"$28,370.45 "
Orthopedics,487,KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,"$38,126.25 "
Orthopedics,488,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC, 
Orthopedics,489,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,"$22,626.09 "
Orthopedics,492,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC","$79,266.75 "
Orthopedics,493,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC","$53,349.78 "
Orthopedics,494,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC","$39,144.50 "
Orthopedics,495,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC, 
Orthopedics,496,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,"$22,268.02 "
Orthopedics,497,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC, 
Orthopedics,498,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC, 
Orthopedics,499,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,"$12,262.06 "
Orthopedics,500,SOFT TISSUE PROCEDURES W MCC,"$60,461.71 "
Orthopedics,501,SOFT TISSUE PROCEDURES W CC,"$27,148.87 "
Orthopedics,502,SOFT TISSUE PROCEDURES W/O CC/MCC,"$24,631.04 "
Orthopedics,503,FOOT PROCEDURES W MCC, 
Orthopedics,504,FOOT PROCEDURES W CC,"$28,049.20 "
Orthopedics,505,FOOT PROCEDURES W/O CC/MCC,"$60,879.68 "
Orthopedics,506,MAJOR THUMB OR JOINT PROCEDURES, 
Orthopedics,507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC, 
Orthopedics,508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC, 
Orthopedics,509,ARTHROSCOPY, 
Orthopedics,510,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC", 
Orthopedics,511,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC","$37,162.18 "
Orthopedics,512,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC","$43,954.33 "
Orthopedics,513,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC", 
Orthopedics,514,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC", 
Orthopedics,515,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,"$38,177.75 "
Orthopedics,516,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,"$30,872.40 "
Orthopedics,517,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,"$26,006.93 "
Orthopedics,533,FRACTURES OF FEMUR W MCC, 
Orthopedics,534,FRACTURES OF FEMUR W/O MCC,"$11,723.97 "
Orthopedics,535,FRACTURES OF HIP & PELVIS W MCC,"$19,851.90 "
Orthopedics,536,FRACTURES OF HIP & PELVIS W/O MCC,"$10,657.37 "
Orthopedics,537,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC", 
Orthopedics,538,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC", 
Orthopedics,539,OSTEOMYELITIS W MCC,"$39,830.62 "
Orthopedics,540,OSTEOMYELITIS W CC,"$26,170.50 "
Orthopedics,541,OSTEOMYELITIS W/O CC/MCC,"$14,947.27 "
Oncology,542,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,"$17,648.35 "
Oncology,543,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,"$23,292.36 "
Oncology,544,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,"$18,637.88 "
Medical,545,CONNECTIVE TISSUE DISORDERS W MCC,"$19,621.48 "
Medical,546,CONNECTIVE TISSUE DISORDERS W CC,"$11,112.32 "
Medical,547,CONNECTIVE TISSUE DISORDERS W/O CC/MCC, 
Medical,548,SEPTIC ARTHRITIS W MCC,"$19,275.36 "
Medical,549,SEPTIC ARTHRITIS W CC, 
Medical,550,SEPTIC ARTHRITIS W/O CC/MCC,"$17,784.68 "
Neurosciences,551,MEDICAL BACK PROBLEMS W MCC,"$20,370.34 "
Neurosciences,552,MEDICAL BACK PROBLEMS W/O MCC,"$14,625.73 "
Orthopedics,553,BONE DISEASES & ARTHROPATHIES W MCC,"$21,634.17 "
Orthopedics,554,BONE DISEASES & ARTHROPATHIES W/O MCC,"$10,562.26 "
Orthopedics,555,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,"$13,326.65 "
Orthopedics,556,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,"$12,036.60 "
Orthopedics,557,"TENDONITIS, MYOSITIS & BURSITIS W MCC","$13,842.07 "
Orthopedics,558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC","$14,014.77 "
Orthopedics,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC","$16,363.98 "
Orthopedics,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC","$17,773.77 "
Orthopedics,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC","$3,090.97 "
Orthopedics,562,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC", 
Orthopedics,563,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC","$10,928.07 "
Orthopedics,564,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,"$17,816.89 "
Orthopedics,565,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,"$9,404.55 "
Orthopedics,566,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,"$15,540.27 "
Surgical,573,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,"$52,360.15 "
Surgical,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC, 
Surgical,577,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC, 
Surgical,578,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,"$24,381.50 "
Surgical,579,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC","$34,419.20 "
Surgical,580,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC","$27,525.42 "
Surgical,581,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC","$37,045.75 "
Oncology,582,MASTECTOMY FOR MALIGNANCY W CC/MCC, 
Oncology,583,MASTECTOMY FOR MALIGNANCY W/O CC/MCC,"$19,562.63 "
Oncology,584,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC", 
Oncology,585,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC","$48,408.87 "
Medical,592,SKIN ULCERS W MCC,"$26,786.70 "
Medical,593,SKIN ULCERS W CC, 
Medical,594,SKIN ULCERS W/O CC/MCC, 
Medical,595,MAJOR SKIN DISORDERS W MCC,"$16,880.64 "
Medical,596,MAJOR SKIN DISORDERS W/O MCC,"$7,994.38 "
Oncology,597,MALIGNANT BREAST DISORDERS W MCC,"$32,054.51 "
Oncology,598,MALIGNANT BREAST DISORDERS W CC,"$14,630.67 "
Medical,600,NON-MALIGNANT BREAST DISORDERS W CC/MCC, 
Medical,601,NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,"$5,406.91 "
Medical,602,CELLULITIS W MCC,"$21,964.11 "
Medical,603,CELLULITIS W/O MCC,"$10,321.13 "
Medical,604,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC","$7,000.75 "
Medical,605,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC","$8,762.22 "
Medical,606,MINOR SKIN DISORDERS W MCC,"$16,097.29 "
Medical,607,MINOR SKIN DISORDERS W/O MCC,"$12,316.84 "
Surgical,614,ADRENAL & PITUITARY PROCEDURES W CC/MCC, 
Surgical,615,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,"$68,689.16 "
Surgical,616,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC","$58,783.34 "
Surgical,617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC","$24,817.06 "
Surgical,618,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC","$17,980.20 "
Surgical,619,O.R. PROCEDURES FOR OBESITY W MCC, 
Surgical,620,O.R. PROCEDURES FOR OBESITY W CC, 
Surgical,621,O.R. PROCEDURES FOR OBESITY W/O CC/MCC, 
Surgical,622,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC","$25,909.79 "
Surgical,623,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC","$35,018.41 "
Surgical,624,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC","$8,187.12 "
Surgical,625,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC","$41,012.30 "
Surgical,626,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC", 
Surgical,627,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC","$27,478.42 "
Surgical,628,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC", 
Surgical,629,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC","$31,721.90 "
Surgical,630,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC","$7,596.49 "
Medical,637,DIABETES W MCC,"$19,575.92 "
Medical,638,DIABETES W CC,"$10,998.69 "
Medical,639,DIABETES W/O CC/MCC,"$9,081.53 "
Medical,640,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","$18,670.68 "
Medical,641,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","$9,857.91 "
Medical,642,INBORN AND OTHER DISORDERS OF METABOLISM,"$26,320.42 "
Medical,643,ENDOCRINE DISORDERS W MCC,"$21,696.49 "
Medical,644,ENDOCRINE DISORDERS W CC,"$15,613.95 "
Medical,645,ENDOCRINE DISORDERS W/O CC/MCC,"$13,067.71 "
Surgical,653,MAJOR BLADDER PROCEDURES W MCC, 
Surgical,654,MAJOR BLADDER PROCEDURES W CC,"$22,710.74 "
Surgical,655,MAJOR BLADDER PROCEDURES W/O CC/MCC,"$23,655.88 "
Surgical,656,KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC, 
Surgical,657,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,"$116,408.18 "
Surgical,658,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,"$128,618.42 "
Surgical,659,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC, 
Surgical,660,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,"$66,228.16 "
Surgical,661,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,"$54,908.62 "
Surgical,662,MINOR BLADDER PROCEDURES W MCC,"$19,367.83 "
Surgical,663,MINOR BLADDER PROCEDURES W CC, 
Surgical,664,MINOR BLADDER PROCEDURES W/O CC/MCC,"$18,237.47 "
Surgical,666,PROSTATECTOMY W CC, 
Surgical,667,PROSTATECTOMY W/O CC/MCC, 
Surgical,668,TRANSURETHRAL PROCEDURES W MCC,"$38,787.12 "
Surgical,669,TRANSURETHRAL PROCEDURES W CC,"$23,596.74 "
Surgical,670,TRANSURETHRAL PROCEDURES W/O CC/MCC,"$20,362.48 "
Surgical,672,URETHRAL PROCEDURES W/O CC/MCC, 
Surgical,673,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,"$45,396.09 "
Surgical,674,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,"$30,065.43 "
Surgical,675,OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,"$35,838.08 "
Medical,682,RENAL FAILURE W MCC,"$23,657.38 "
Medical,683,RENAL FAILURE W CC,"$11,284.90 "
Medical,684,RENAL FAILURE W/O CC/MCC,"$7,359.00 "
Surgical,686,KIDNEY & URINARY TRACT NEOPLASMS W MCC,"$50,565.01 "
Surgical,687,KIDNEY & URINARY TRACT NEOPLASMS W CC,"$25,845.59 "
Surgical,689,KIDNEY & URINARY TRACT INFECTIONS W MCC,"$19,238.86 "
Surgical,690,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,"$11,487.64 "
Surgical,691,URINARY STONES W ESW LITHOTRIPSY W CC/MCC,"$23,420.78 "
Surgical,692,URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC, 
Surgical,693,URINARY STONES W/O ESW LITHOTRIPSY W MCC,"$31,016.07 "
Surgical,694,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,"$12,773.03 "
Surgical,695,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,"$20,861.54 "
Surgical,696,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,"$35,269.86 "
Surgical,697,URETHRAL STRICTURE, 
Surgical,698,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,"$28,876.12 "
Surgical,699,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,"$15,841.49 "
Surgical,700,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,"$11,273.82 "
Surgical,707,MAJOR MALE PELVIC PROCEDURES W CC/MCC,"$160,713.47 "
Surgical,708,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,"$81,253.64 "
Surgical,709,PENIS PROCEDURES W CC/MCC,"$75,249.93 "
Surgical,710,PENIS PROCEDURES W/O CC/MCC,"$10,884.04 "
Oncology,711,TESTES PROCEDURES W CC/MCC, 
Surgical,712,TESTES PROCEDURES W/O CC/MCC, 
Surgical,713,TRANSURETHRAL PROSTATECTOMY W CC/MCC,"$70,591.75 "
Surgical,714,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC, 
Oncology,715,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC, 
Oncology,716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC, 
Surgical,717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,"$21,201.93 "
Surgical,718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC, 
Oncology,722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC", 
Oncology,723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC", 
Surgical,725,BENIGN PROSTATIC HYPERTROPHY W MCC,"$10,613.37 "
Surgical,726,BENIGN PROSTATIC HYPERTROPHY W/O MCC,"$14,142.18 "
Surgical,727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,"$25,940.41 "
Surgical,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,"$13,245.61 "
Surgical,729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC, 
Women & Infants,734,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC", 
Women & Infants,735,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC", 
Oncology,736,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC, 
Oncology,737,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC, 
Oncology,738,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC, 
Oncology,739,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC", 
Oncology,740,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC", 
Oncology,741,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC","$16,165.38 "
Women & Infants,742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,"$27,525.87 "
Women & Infants,743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,"$20,538.94 "
Women & Infants,744,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC","$14,875.92 "
Women & Infants,745,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC", 
Women & Infants,746,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC","$8,493.32 "
Women & Infants,747,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC","$30,826.80 "
Women & Infants,748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,"$17,927.61 "
Women & Infants,749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,"$16,894.45 "
Women & Infants,750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC, 
Oncology,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC", 
Oncology,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC", 
Oncology,756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC", 
Women & Infants,757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC","$52,142.25 "
Women & Infants,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC","$20,452.60 "
Women & Infants,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC","$12,921.23 "
Women & Infants,760,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,"$9,012.29 "
Women & Infants,761,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,"$12,265.88 "
Women & Infants,765,CESAREAN SECTION W CC/MCC,"$9,944.14 "
Women & Infants,766,CESAREAN SECTION W/O CC/MCC,"$9,967.38 "
Women & Infants,767,VAGINAL DELIVERY W STERILIZATION &/OR D&C,"$6,848.70 "
Women & Infants,768,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C, 
Women & Infants,769,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,"$7,067.07 "
Women & Infants,770,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","$7,073.84 "
Women & Infants,774,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,"$8,902.62 "
Women & Infants,775,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,"$7,469.75 "
Women & Infants,776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,"$8,562.59 "
Women & Infants,777,ECTOPIC PREGNANCY,"$17,940.17 "
Women & Infants,778,THREATENED ABORTION,"$1,572.25 "
Women & Infants,779,ABORTION W/O D&C,"$5,593.17 "
Women & Infants,780,FALSE LABOR, 
Women & Infants,781,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,"$5,409.01 "
Women & Infants,782,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,"$2,104.60 "
Women & Infants,789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","$2,952.32 "
Women & Infants,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","$5,858.13 "
Women & Infants,791,PREMATURITY W MAJOR PROBLEMS,"$4,497.16 "
Women & Infants,792,PREMATURITY W/O MAJOR PROBLEMS,"$3,924.64 "
Women & Infants,793,FULL TERM NEONATE W MAJOR PROBLEMS,"$6,209.84 "
Women & Infants,794,NEONATE W OTHER SIGNIFICANT PROBLEMS,"$3,356.15 "
Women & Infants,795,NORMAL NEWBORN,"$3,404.30 "
Surgical,799,SPLENECTOMY W MCC,"$146,385.14 "
Surgical,800,SPLENECTOMY W CC, 
Surgical,802,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,"$32,130.26 "
Surgical,803,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC, 
Surgical,804,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC, 
Oncology,808,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,"$42,701.36 "
