Charge,Unit Price
C3(BETA 1C/1A),$119.50
C4 COMPLEMENT,$119.50
CA 125,$106.00
CA 15-3,$138.88
CA 19-9,$116.00
CA 27.29,$162.00
CA GLUCONATE 1000 MG INJ,$5.40
CABLE W CRIMP 1.7MM,$683.51
CACL2 1000 ML INJ,$18.55
"CADMIUM, BLOOD",$249.90
CAFFEINE CITRATE 60MG/3ML VIAL,$28.43
CAFFEINE/SODIUM BENZOATE 250MG,$17.50
CAL GLUCONATE 10% 1000 MG INJ,$5.40
CALAMINE LOTION,$3.61
CALC CARBONATE,$0.01
CALC CHLORIDE 10% 13.6 MEQ INJ,$18.55
CALCITONIN SALMON INJ 0.5 ML DOSE,$675.77
"CALCITONIN,SA 200",$74.87
"CALCITONIN,SA 400 UNITS INJ","$2,703.07"
CALCITROL CAP,$0.95
CALCIUM,$39.00
CALCIUM CARB/VIT,$0.02
CALCIUM CHLORIDE 10% 1 GM INJ,$9.00
CALCIUM GLUCENATE 2.5% GEL,$32.95
CALCIUM GLUCONATE 500MG,$0.21
CALCIUM LACTATE 650MG,$0.03
"CALCIUM,UR,24HR",$34.50
"CALCIUM,URINE,RAN",$39.00
CALL BACK,$30.00
CALMOSEPTINE OINT 4 OZ,$3.55
CALPROTECTIN,"$1,278.00"
CALR MUTATION ANALYSIS,"$1,450.00"
CALTRATE 600,$0.04
CALTRATE 600+D,$0.02
CALTRATE PLUS,$0.11
CANAGLIFLOZIN 100MG TAB,$15.49
CANCELLOUS CHIPS 30CC 000201,"$1,872.00"
CANDIDA 1 ML INJ,$178.00
CANISTER SUCTION 2000CC,$9.70
"CANNABINOIDS CONFIRM, S/P",$616.68
CANNULA 8.25X7 TWIST-IN 207,$123.00
CANNULA CRYSTAL 211,$202.00
CANNULA CRYSTAL 5.75MMX7M ORG,$50.40
CANNULA DISP  SIZE 6,$20.02
CANNULA DISP  SIZE 8,$21.07
CANNULA NASAL INFANT,$8.61
CANNULA NASAL O2 W/SENSOR,$17.22
CANNULA NASAL PED 1101,$6.30
CANNULA PASSPORT 40MM 00217,$158.00
CANNULA PASSPORT 50MM,$676.00
CANNULA PASSPORT 60MM,$224.00
CANNULA PASSPORT 8MMX4CM,$64.40
CANNULA UTERI 8MM STRGT 000221,$34.00
CANNULA UTERINE 10MM CURVED,$37.00
CANNULA UTERINE 12MM CURVED,$37.00
CANNULA UTERINE 14MM CURVED,$37.00
CANNULA UTERINE CVD 8M 000222,$37.00
CAP INJECTION,$6.30
CAPD,$246.00
CAPTOPRIL RENOGRAM,$600.00
CAPTORIL 25MG CAP,$1.09
CARACLENS,$19.80
CARAFATE SUSP1 GM,$7.87
CARBAMAZEPINE,$80.50
CARBAMAZEPINE 200 MG TAB,$0.90
CARBAMAZEPINE XR 200MG TAB,$1.66
CARBIDE BUR ROUND 4.0 MM,$198.00
CARBIDOPA 25 MG TAB,$26.33
CARBIDOPA/LEVODO,$7.65
"CARBON MONOXIDE,BLOOD",$156.00
CARDENE 25 MG/10 ML INJ,$28.00
CARDIAC DOPPLER,$450.00
CARDIAC PROFILE,$32.50
CARDIAC REHAB MONITORED,$176.00
CARDIAC STUDY,$990.00
CARDIOVERSION,$880.00
CARDIZEM,$1.29
CARDIZEM 100 MG INJ,$12.09
CARDIZEM 125 MG IV,$6.37
CARDIZEM 5 MG INJ,$2.40
CARDIZEM 50 MG INJ,$4.41
CARDIZEM ADV 100 MG/NS INJ,$12.09
CARDIZEM CD 120 MG,$0.85
CARDIZEM CD 180MG,$0.35
CARDIZEM LA 180MG,$2.38
CARDURA 4 MG TAB,$3.29
CARIPRAZENE 1.5 MG CAPSULE,$40.03
CARIPRAZINE 3MG CAPSULE,$40.03
CARMEX LIP BALM,$0.72
CAROTENE,$736.50
CAROTID LIMITED,$242.00
CAROTID ULTRA,$307.56
CARTER THOMASON SYSTEM SMALL,$554.00
CARTER-THOMASON CLOSESURE SYST,$454.00
CARTILAGE COSTAL FF LRG 40X10,"$1,868.00"
CARVEDILOL PHO 10,$9.18
CARVEDILOL PHO 20,$9.18
CASODEX 50MG,$0.76
CASPOFUNGIN AC 50 MG INJ,$337.71
CASPOFUNGIN AC 70 MG INJ,$350.88
"CAST 3"" TCC-EZ",$614.58
"CAST 4"" TCC-EZ",$614.58
CAST WEBRIL PAD 6INX4YD 004620,$21.80
CATAFLAM 50MG,$1.05
CATAPRES PATCH,$142.35
CATECHOLAMINE FRAC PLASMA FREE,$261.80
CATECHOLAMINES,$219.45
CATH 16FR SILICONE,$17.70
CATH 20 FR RED ROBINSON,$18.90
CATH 22FR 3WAY COUDE,$267.00
CATH 32FR RT ANGLE STERILE,$33.00
CATH 4FR DIAGNOSTIC,$63.00
CATH 4FR OPEN ENDED URETERAL,$67.76
CATH 5735190 HEMOSPLINT 24 CM,"$1,800.00"
CATH 5735230 HEMPSPLINT 28CM,"$1,800.00"
CATH 5FR MULTIPACK,$189.00
CATH 5FR OPEN ENDED URETERAL,$55.50
CATH 5FR SPIRAL TIP URETERAL,$67.76
CATH 6FR 1M,$53.00
CATH 6FR ANGLED PIG,$259.00
CATH 6FR FR 4,$259.00
CATH 6FR SWAN-GANZ,$391.00
CATH 6FR. MULTIPACK (ANG. PIG),$155.00
CATH 6FR.MPA2 100CM,$259.00
CATH 8 FR SILICONE,$23.38
CATH ALL PURPOSE 18FR,$18.00
CATH ALL-PURPOSE 14F,$18.00
CATH ANGIO 5FR 65CM STR,$62.00
CATH ANGIO 5FRX65CM 532-513,$94.50
CATH ANGIO PIG NYLEX,$118.00
CATH BALLOON ESOP DIL 18-19-20,"$1,360.00"
CATH BALLOON HURRICANE RX 10/4,"$1,374.00"
CATH BALLOON HURRICANE RX 4/4,$288.00
CATH BALLOON OCCLUDER,$718.00
CATH BERENSTEIN,$88.50
CATH BERSTEIN 100 CM,$88.50
CATH BOWEL ZASSI KIT 4CM,"$1,032.00"
CATH BRONCHO 35 LEFT,$38.50
CATH BRONCHO 37 LEFT,$38.50
CATH BRONCHO 39 LEFT,$38.50
CATH BRONCHO 41L,$38.50
CATH CHOLANGIOGRAM 4.75X76 CM,$315.00
CATH CONDOM INTERMEDIATE,$6.90
CATH CONDOM STANDARD/LARGE,$6.90
CATH CONDUM MEDIUM,$17.20
CATH CONQUEST BALLOON 5X4,"$1,060.00"
CATH CONQUEST DILATAT 7X4X75,"$1,060.00"
CATH CONTRA 2,$99.68
CATH COUDE 12FR,$114.17
CATH COUDE 20FR 3/WAY 30CC,$166.00
CATH COUDE 22FR 3 WAY 30CC,$232.05
CATH COUDE 24FR 3 WAY 6003L24,$333.84
CATH COUDE 5CC 20FR,$60.00
CATH COUNCIL 18FR 5CC,$78.75
CATH CURL 62CM (PD) 11313010,$709.08
CATH DAWSON 10.2 MULTI G11387,$474.90
CATH DAWSON 12.0 MULTI G11720,$474.90
CATH DIAG BSC IMPULSE 6FR.,$52.00
CATH DIAG CORDIS INFINITI 6FR.,$63.00
CATH DIAGNOSTIC 125CM STR,$270.00
CATH DIAGNOSTIC 135CM 65CM,$262.00
CATH DIAGNOSTIC 135MM 100CM,$262.00
CATH ERCP TAPERED TIP 5-4-3,$250.00
CATH FOGARTY ARTERIAL EMB 3FR,$272.00
CATH FOGARTY ARTERIAL EMB 4FR,$272.00
CATH FOGARTY ARTERIAL EMB 5FR,$272.00
CATH FOGARTY EMBOLECTOMY 3FR,$272.00
CATH FOGARTY EMBOLECTOMY 4FR,$272.00
CATH FOL LTX RD TIP2WAY30CC20,$20.80
CATH FOLEY 10FR 5CC 2WAY SIL,$22.47
CATH FOLEY 12FR 2WAY 5CC SILIC,$18.10
CATH FOLEY 12FR 5CC,$18.20
CATH FOLEY 14 FR 5CC COUDE TIP,$61.00
CATH FOLEY 14FR 5CC,$41.00
CATH FOLEY 14FR SILICONE CRBA,$22.05
CATH FOLEY 16FR 5CC,$18.20
CATH FOLEY 16FR 5CC 2 WAY,$49.42
CATH FOLEY 16FR 5CC COUDE TIP,$60.00
CATH FOLEY 16FR LF SILICONE,$43.00
CATH FOLEY 18FR 5CC,$18.20
CATH FOLEY 18FR 5CC 2WAY,$41.50
CATH FOLEY 18FR 5CC COUDE,$61.00
CATH FOLEY 18FR LF SILICONE,$43.00
CATH FOLEY 20FR 3 WAY,$25.55
CATH FOLEY 20FR 30CC,$223.60
CATH FOLEY 20FR 3WAY 30CC,$48.00
CATH FOLEY 20FR 5CC,$42.40
CATH FOLEY 22FR 30CC 2 WAY,$20.80
CATH FOLEY 22FR 30CC 3WAY IRR,$48.00
CATH FOLEY 22FR 5CC 2 WAY,$49.42
CATH FOLEY 22FR SIL 30CC 3WAY,$59.00
CATH FOLEY 24FR 2 WAY,$49.42
CATH FOLEY 24FR 30CC 3WAY IRR,$59.99
CATH FOLEY 26FR 30CC 3WAY,$46.00
CATH FOLEY 6FR SILICONE AA6106,$58.50
CATH FOLEY BARDEX IC 30CC,$44.00
CATH FOLEY KIT 16FR,$103.00
CATH FOLEY SECURE DEVICE,$17.00
CATH GLIDE,$200.00
CATH GLIDE 4FRX100CM CG416,$207.00
CATH GROSHONG 8FR SINGLE LUMEN,"$1,350.00"
CATH HEMOSPLINT 5735150,"$1,800.00"
CATH HEMOSPLIT 31CM,"$1,717.00"
CATH IN.PACT ADMIRAL 4X120X130,"$6,240.00"
CATH IN.PACT ADMIRAL 4X60X130,"$5,640.00"
CATH IN.PACT ADMIRAL 5X120x130,"$6,240.00"
CATH IN.PACT ADMIRAL 5X40X130,"$5,640.00"
CATH INTAUTERINE PRESSURE SYS,$165.00
CATH IRRIGATION,$955.00
CATH IV 16 X 1 1/4,$8.80
CATH IV 18 X 1 1/4,$8.80
CATH IV 20X1 1/4,$8.80
CATH IV 22 X 1,$8.80
CATH IV 24 X 3/4 PRO,$8.80
CATH IV JELCO 14G X 2IN,$5.80
CATH KIT RADIAL ARTERY,$48.00
CATH MALECOT 24FR,$114.00
CATH MALECOT DRAIN 22FR,$114.00
CATH MALECOT DRAIN 32FR,$114.00
CATH PICC 5F DUAL LUMEN 55CM,$696.00
CATH PICC 6F TRIPLE LUMEN 55CM,$696.00
CATH PICC SINGLE 12110927,$696.00
CATH PINNACLE 7FR,$54.50
CATH PLUG,$1.79
CATH POWER TRIALYSIS 13FR 15CM,$768.00
CATH POWERFLEX PRO 10X40X80,$780.00
CATH POWERFLEX PRO 12X40X80,$780.00
CATH POWERFLEX PRO 3X40X135,$780.00
CATH POWERFLEX PRO 4X20X80,$780.00
CATH POWERFLEX PRO 4X40X80,$780.00
CATH POWERFLEX PRO 4X4X135,$780.00
CATH POWERFLEX PRO 5X40X135,$780.00
CATH POWERFLEX PRO 5X40X80,$780.00
CATH POWERFLEX PRO 6X100X135,$780.00
CATH POWERFLEX PRO 6X2X80,$780.00
CATH POWERFLEX PRO 6X40X80,$780.00
CATH POWERFLEX PRO 7X40X135,$780.00
CATH POWERFLEX PRO 7X40X80,$780.00
CATH POWERFLEX PRO 8X20X80,$780.00
CATH POWERFLEX PRO 8X40X80,$780.00
CATH RDC GUIDING 6FR 55CM,$360.00
CATH REDDICK SCOOP TIP STIFFER,$552.00
CATH REDDICK STIFFER CHOL.,$552.00
CATH RIM ANGIOGRAPHIC,$94.50
CATH SET SUPRAPUBIC,$239.00
CATH SILICONE 20FR,$17.70
CATH SLALOM BALLOON 3X4X150,"$1,442.00"
CATH SUCTION 14FR GE,$1.54
CATH TAILBLAZER SUPPORT 005313,$768.00
CATH TAUT (MAROON),$214.00
CATH TEMPO 5FRX80CM 451-51830,$94.50
CATH THORACIC 28FR,$31.50
CATH THORACIC 32FR,$31.50
CATH THORACIC 36FR,$34.16
CATH TRAILBLAZER SUPPORT 35090,$768.00
CATH TRAY 16FR LF W/STAT LOCK,$118.00
CATH TROCAR 24FR 16,$87.50
CATH TROCAR 28FR 16,$87.50
CATH TROCAR 32FR 16,$85.50
CATH TWIN 18/20,$49.50
CATH UGF ANGIOGRAPHIC,$62.00
CATH UNIVERSAL 5 FR URETERAL,$74.50
CATH URTERAL 400-211 CONETIP,$55.50
CATH VANTEX TLC 7FR 20CM,$159.00
CATH WHISTLE TIP 331104,$46.50
CATH WORD,$109.00
"CATH, 6FR AMPLATZ DIAGNOSTIC",$70.50
"CATH, 6FR BYPASS L DIAGNOSTIC",$52.50
CATHETER COUDE 18FR 3WAY 30CC,$227.50
CATHETER DRAINAGE G07273,$537.12
CATHETER DUFOUR 22FR,$95.50
CATHETER DUFOUR 24FR,$95.50
CATHETERIZE FOR URINE SPECIMEN,$11.70
CAUTERY HOOK PERM DVINCI 5MM,$570.00
CAUTERY LOOP TIP,$66.50
CAUTERY LOOP TIP 65410-183,$56.70
CBC WITH DIFF,$46.00
CBC-ELEC DIFF ONLY,$46.00
CBC-NO DIFF,$13.10
CCPD,$102.00
CCPD SUPPORT SERVICES,$188.00
CEA,$99.00
CEFACLOR SUSP,$5.83
CEFADROXIL CAP,$0.53
CEFAZOLIN 1 GM INJ,$1.65
CEFAZOLIN 2GM - D5W 50ML,$9.18
CEFAZOLIN 500 MG INJ,$1.40
CEFDINIR 250,$4.63
CEFEPIME 1G/DEXTROSE 50ML,$11.72
CEFEPIME 1GM/NS 50ML IVPB,$7.76
CEFEPINE 2GM/NS 100ML IVPB,$9.90
CEFOXITIN 1G/D5W 50ML PREMADE,$10.93
CEFTAROLINE FOSAMIL 600MG INJ,$175.45
CEFTIN TAB 250MG,$1.61
CEFZIL 125 MG/ 5 ML SUSP,$1.57
CEFZIL 250 MG TAB,$2.24
CEFZIL 250 MG/5 ML SUSP,$2.92
CELEBREX 100MG,$7.35
CELECOXIB 400MG CAPSULES,$18.09
CELESTONE SPAN 6 MG INJ,$9.89
CELEXA 20MG,$0.06
CELEXA 40MG,$0.07
CELIAC DISEASE SEROLOGY,$103.50
CELL COUNT W/DIFF,$140.00
CELLCEPT 250MG,$0.64
CEMENT BONE HV SURGICAL,$420.00
CEMENT BONE MIX EVAC206-015/15,$288.00
CEMENT BONE SURGICAL 3122040,$255.00
CEMENT SIMPLEX SPEED SET (RED),$287.00
CENTRAL LINE,"$4,943.00"
CENTROMERE AB,$170.00
CENTRUM SILVER,$0.05
CENTRUM TABLET,$0.03
CEPACOL LOZ,$2.36
CEPBA MUTATION ANALYSIS,"$1,790.00"
CEPHALEXIN 250 MG CAP,$0.13
CEREBRAL DEATH EVAL ONLY,$293.00
CEREBYX 100MG/2ML,$4.80
CEREBYX 500 MG/10 ML INJ,$99.52
CERULOPLASMIN,$131.00
CERVICAL SPINE-4 OR 5 VIEWS,$424.00
CERVIDIL VAG 10 MG SUPP,$374.97
CETACAINE SPRAY 20GM CAN,$47.06
CETACAINE SPRAY PER DOSE,$0.72
CETAPHIL LOTION 16OZ,$9.60
CETUXIMAB 100MG/50ML VIAL,$606.52
CETUXIMAB 200MG/100ML VIAL,"$1,213.04"
CEVIMELINE HCL 30 MG,$7.05
CHANGEOUT PICC W/O SUBPORT/PUM,"$1,232.00"
CHANTIX,$7.17
CHARCOAL IN SORBITOL 25 GM,$21.99
CHARCOAL/SORBITOL SOLUTION 50G,$18.92
CHECKOUT ORTHOTIC/PROSTHETIC,$72.00
CHEMICAL CAUTERIZATION,$212.00
CHEMO IV PUSH EA ADDL (OP),$256.00
"CHEMO, IV INFUSION EA ADDL OPS",$227.00
"CHEMO, IV INFUSION, 1 HOUR OPS",$425.00
"CHEMO, IV INFUSION, ADD HR OPS",$264.00
CHEMOTHERAPY IV PUSH INIT - OP,$360.00
CHEST TUBE 20FR TROCAR,$138.11
CHEST TUBE/PERICARDIOCENTES,$704.00
CHEST W/APICAL LORDOTIC,$97.50
CHEST-PORTABLE,$190.00
CHIPS CANELLOUS OSTEOTECH 0202,"$1,162.00"
CHLAMDOPHILIA PNEUMONIAE,$73.15
CHLAMYDIA BY PCR-URINE,$87.00
CHLAMYDIA TRAC BY PCR-SWAB,$70.00
CHLORAPREP APPLICATOR 10.5ML,$21.21
CHLORAPREP TINTED,$22.40
CHLORASEPTIC LOZ,$0.13
CHLORASEPTIC MOUT,$0.02
CHLORASEPTIC SPRA,$2.31
CHLORAZEPATE,$4.01
CHLORDIAZEPOXIDE,$0.64
CHLORHEXIDINE GLUCONATE 15 ML,$0.86
CHLORIDE CL,$41.00
"CHLORIDE,URINE",$26.10
CHLOROPROCAINE HCL 20 ML,$22.38
CHLORPHENIRAMINE MALEATE 4MG T,$0.03
CHLORPROMAZINE,$6.37
CHLORPROMAZINE 100 MG,$14.82
CHLORPROMAZINE 25 MG INJ,$25.06
CHLORPROMAZINE 50 MG INJ,$28.71
CHLORTHALIDONE,$1.91
CHLOTRIMAZOLE,$1.14
CHOLESTEROL SERUM,$32.50
CHOLESTEROL-BODY FLUID,"$1,100.00"
CHROM ANALY; 20-25 CELLS NEOG,$780.00
CHROM ANALY; ADDTL KARYOT EA S,$780.00
"CHROMIUM, BLOOD",$152.00
CHROMOGRANIN A,$250.25
"CHROMOSOME CONGENITAL, BLOOD",$720.00
CHROMOSOME MICROARRAY,"$4,748.68"
CILOSTAZOL 100MG TAB,$0.36
CILOXAN EYE DROPS,$13.35
CILOXAN OPH OINT,$214.36
CIMETIDINE 200 MG TAB,$0.36
CIPRO 250MG TAB,$0.20
CIPRO HC OTIC,$297.99
CIPRO PREMIX 400MG/ D5W 200ML,$2.63
CIPROFLOXACIN HC,$218.61
CIRCUIT BIPAP,$36.50
CIRCUIT BREATHING W/MASK 20/CA,$56.50
CIRCUIT HEATED VENT,$211.00
CIRCUIT HEATED WIRE 780-32,$59.00
CIRCUIT PATIENT,$90.50
"CIRCUMCISION,NEWB","$2,865.44"
CIRCUT TRANSPORT VENT,"$1,384.00"
CISATRACURIUM B 20 MG IV,$27.50
CISPLATIN 50 MG INJ,$18.05
CITRACAL+D CAP,$0.04
CITRATE 24HR URIN,$254.10
CK-MB,$48.00
CLARINEX 5MG,$0.50
CLARITHROMYCIN 125MG 5ML SUSPN,$5.36
CLARITHROMYCIN 250MG TAB,$0.98
CLARITIN  10 MG TAB,$0.24
CLARITIN D TAB,$0.67
CLARITIN SYRUP,$0.33
CLARITIN-D 24 HR,$0.46
CLAVE PB 11961,$3.71
CLAVE SET 11960,$2.23
CLAVICLE,$308.00
CLEOCIN 1% GEL 30 GM,$82.92
CLEOCIN 300 MG CAP,$0.91
CLEOCIN LIQ,$6.81
CLIMARA 0.05MG,$18.57
CLIMARA 0.1MG/DAY PATCH,$18.57
CLINDAMYCIN 300 MG INJ,$2.45
CLINDAMYCIN 600 MG INJ,$2.90
CLINDAMYCIN 600MG/D5W 50ML INJ,$11.87
CLINDAMYCIN 600MG/NS 50ML INJ,$3.07
CLINDAMYCIN 900 MG INJ,$4.20
CLINDAMYCIN 900MG/D5W 50ML INJ,$14.50
CLINDAMYCIN CAP,$0.56
CLINDAMYCIN P 900 MG IV,$11.15
CLINIC SWALLOW EVAL,$193.00
CLIP 6MM SPRING 000543,$145.00
CLIP APPLIER DVINCI MED/LG,$66.50
CLIP APPLIER LRG ROBOTICS 1 EA,$98.00
CLIP APPLIER MED/LARGE X ITEM,$98.00
CLIP HEMOLOK LARGE 544240,$188.00
CLIP HORIZON TITAN SMALL 546,$36.50
CLIP LIGATING MEDIUM-2200 548,$40.00
CLIP LIGATING TITAN-SMALL 1200,$17.30
CLIP LIGATION TITAN-LARGE 4200,$34.00
CLIP QUICK HX-201-UR-135,$311.00
CLIP RESOLUTION DEVICE M522612,"$1,020.00"
CLIPS HEMOLOCK ML 005396,$267.00
CLOBAZAM (ONFI),$489.60
CLONAZEPAM TAB,$0.13
CLONIDINE .2 MG TAB,$0.13
CLONIDINE .3 MG TAB,$0.16
CLONIDINE ER .1 MG TAB,$3.33
CLONIDINE TAB,$0.09
CLOPIDOGREL BISULFATE 300MG TB,$20.77
CLOST DIFF TOXIN,$74.50
CLOSTRIDIUM DIFFICILE ANTIGEN,$38.50
CLOTH AG SLVR ROLL COLO7910,$32.41
"CLOTH, SKIN PREP SAGE9707",$42.63
CLOTRIMAZOLE,$13.59
CLOTRIMAZOLE 1% CREAM 30GM,$1.82
CLOZAPINE,$164.78
CLOZARIL 100 MG TAB,$1.66
CLOZARIL 25 MG TAB,$4.83
CMV DETECT/QUANT PCR,$375.66
CO DIFFUSING CAPCTY,$136.00
CO Q-10 100MG,$0.32
CO2 DETECTOR 13000EU,$77.35
COAGULATOR SUCTION DISPOSABLE,$47.00
COCAINE SOLN 4ML,$178.49
"COCAINE,QUAL UR",$43.00
COCCIDIOIDES AB,$122.85
"COCCIDIOIDES AB SCREEN, SERUM",$298.48
COCCYX/SACRUM,$378.00
CODEINE TAB,$0.86
COGNITIVE TRAINING,$86.00
COIL STONE CONE 10MM NITINO584,"$1,189.00"
COIL STONE CONE 7MM NITINOL585,"$1,189.00"
COLACE LIQ,$0.58
COLBENEMID TABS,$0.81
COLCHICINE TAB,$6.78
COLD AGGLUTININS SCREEN,$77.50
COLD AGGLUTININS TITER,$178.00
COLESEVELAM HCL 3.75 GM POWDER,$20.82
COLESTIPOL HCL 5 GM,$3.14
COLISTIN 150 MG INJ,$28.00
COLLAR CERVICAL SOFT XLG,$32.48
COLLAR PHILADELPHIA LARGE,$272.62
COLLAR PHILADELPHIA MEDIUM,$272.62
COLLAR PHILADELPHIA SMALL,$273.72
COLLECTION FEE,$5.25
COLLECTOR URINE PEDI,$0.98
COLON DECOMPRESSION,"$1,286.00"
COLONOSCOPY,"$2,040.00"
COLONOSCOPY ABORTED,$770.00
COLOR FLOW MAPPING,$450.00
COMBIVENT INHALER,$372.51
COMBIVIR TABLET,$15.02
COMFORT SHIIELD WIPE,$13.60
COMP PATH CONSULT & REPORT,$490.00
COMP. METABOLIC,$131.00
"COMPATIBILITY,IS",$65.00
COMPLEMENT(CH50),$166.00
COMPLEX REPAIR,$612.00
COMPOSIX KUGEL HERNIA PATCH,"$2,944.00"
COMTAN 200MG,$7.71
CONCENTRATION/INF.AGNT,$84.00
CONCERTA 18MG,$10.89
"CONFORM 2""""",$4.30
CONNECTOR 5-1 PLASTIC,$0.90
CONNECTOR IRRIGATION SCOPE,$14.10
CONNECTOR T SET,$12.30
CONSULT SLIDE,$490.00
CONTAINER EMPTY 1000ML 147900S,$55.66
CONTAINER SPECI ST 35832600SA,$0.78
CONTAINER STOOL LAB,$0.69
CONTROL NASAL HEM/PACK,$185.00
COOLED RF KIT CRK-17-100-4,"$3,000.00"
COOLED RF KIT CRK-17-150-4,"$3,000.00"
COOLED RF KIT CRK-17-50-4,"$3,000.00"
COOLED RF KIT CRK-17-75-4,"$3,000.00"
COOMB'S TEST,$71.00
COOMB'S TEST (INDIRECT),$25.90
CO-PILOT BLEEDBACK CONTROL VAL,$263.00
COPPER SERUM,$126.00
CORD BIPOLAR DISPOSABLE 000672,$17.70
CORD DAC ENDOSCOPIC 000770,$112.00
CORD LAPAROSCOPIC MONO E0510,$18.06
CORD WHITE PK CAUTERY ROBOTICS,$94.50
CORDARONE 150 MG/3 ML INJ,$3.49
CORDARONE 200MG,$1.17
COREG 12.5MG,$0.06
COREG 3.125MG,$0.13
COREG 6.25MG,$0.13
CORGARD 20MG,$5.16
CORONARY ARTERY ANGIO S&I,"$6,545.00"
CORTISOL,$113.00
CORTISOL 1,$113.00
CORTISOL 2,$113.00
CORTISOL(FREE)URI,$216.00
CORTISPORIN OPHTH,$124.38
CORTOSYN 250 MCG INJ,$88.17
COUMADIN 1 MG TAB,$2.06
COUMADIN 10MG,$3.20
COUMADIN 2.5MG,$2.22
COUMADIN 2MG,$2.15
COUMADIN 3MG,$2.23
COUMADIN 4 MG TAB,$2.23
COUMADIN 5MG,$2.31
COUMADIN 7.5MG,$3.08
COVER BOOT X-LARGE,$133.00
COVER TIP 000698,$112.00
COXSACKIE A AB 1,$126.98
COXSACKIE A AB 2,$126.98
COXSACKIE A AB 3,$126.98
COXSACKIE A AB 4,$126.98
COXSACKIE A AB 5,$126.98
COXSACKIE A AB 6,$126.98
COXSACKIE B AB 1,$126.98
COXSACKIE B AB 2,$126.98
COXSACKIE B AB 3,$126.98
COXSACKIE B AB 4,$126.98
COXSACKIE B AB 5,$126.98
COXSACKIE B AB 6,$126.98
COZAAR 25 MG TAB,$0.08
COZAAR 50 MG TAB,$0.61
C-PEPTIDE,$130.00
CPK TOTAL,$32.50
CPOE-ARIPIPRAZOLE 400MG SYRING,"$2,166.41"
CPR,$958.00
CR INTERPHALANG DISLOC W/O ANE,$178.62
CREAM CRITIC AID CLEAR,$22.70
CREAM CRITIC AID CLR ANTIFUNGA,$20.70
"CREAT CLEAR UR, 24 HR",$67.50
CREATININE,$42.00
"CREATININE, BODY FLUID",$67.50
"CREATININE,UR,RAN",$67.50
"CREATININE,URINE",$67.50
CREON CAP,$1.47
CREON-10 CAP,$2.93
CRESTOR 10MG,$8.70
CRIT.CARE W/PROC.,"$2,243.00"
CRITICAL CARE,"$2,243.00"
CRIXIVAN 200MG CAPSULE,$1.27
CROSSMATCH,$142.00
CROUPETTE AIR DAI,$60.00
CRRT,$278.00
CRUTCHES ALL SIZES,$71.47
"CRYOPRECIPTATE, ONE UNIT",$74.00
"CRYPTOCOCCUS,CSF",$127.00
"CRYTOCOCCUS AG, SERUM",$25.90
C-SECTION DELIVERY,$792.00
CT - GUIDED BIOPSY OR CYST ASP,$730.00
CT ABD W/IV CONTRAST ONLY,"$1,980.00"
CT ABD/PELVIS IV CONTRAST ONLY,"$2,616.00"
CT ABDOMEN & PELVIS W/CONTRAST,"$2,616.00"
CT ABDOMEN ORAL CONTRAST ONLY,"$1,620.00"
CT ABDOMEN W/ &W/O CONTRAST,"$2,074.00"
CT ABDOMEN W/ CONTRAST,"$1,980.00"
CT ABDOMEN W/O CONTRAST,"$1,620.00"
CT CERVICAL SPINE W/ &W/O CONT,"$1,920.00"
CT CERVICAL SPINE W/ CONTRAST,"$1,798.00"
CT CERVICAL SPINE W/O CONTRAST,"$1,458.00"
CT COLOGRAPHY DXTIC W/O CON,$994.00
CT COLOGRAPHY SCREEN,$984.00
"CT HEART,CALC SCORE CASH ONLY",$129.00
CT LUMBAR SPIN W&W/O CONTRAST,"$2,160.00"
CT LUMBAR SPINE W/ CONTRAST,"$1,944.00"
CT LUMBAR SPINE W/O CONTRAST,"$1,512.00"
CT MAXILLOFAC W/O CONTRAST,"$1,730.00"
CT PELVIS & ABD ORAL CONT ONLY,"$1,657.00"
CT PELVIS & ABDOMEN W/O CONTRA,"$1,657.00"
CT PELVIS W/ CONTRAST,"$1,308.00"
CT PELVIS W/IV CONTRAST ONLY,"$1,308.00"
CT PELVIS W/O CONTRAST,"$1,080.00"
CT SCAN - THORAX W/ CONT,"$1,926.00"
CT SCAN - THORAX W/O,"$1,555.00"
CT SCAN - THORAX W/WO,"$2,825.00"
CT SCAN HEAD W/ & W/O CONTRAST,"$2,504.00"
CT SCAN HEAD W/ CONTRAST,"$1,680.00"
CT SCAN HEAD W/O CONTRAST,"$1,530.00"
CT SCAN-EXTREMITY,"$1,174.00"
CT SCAN-EXTREMITY W/ CONTRAST,$907.00
CT SCAN-EXTREMITY W/O CONTRAST,$755.00
CT SCAN-EXTREMITY WO/W,"$1,254.00"
CT SCAN-KIDNEY WO/W CONTRAST,"$2,074.00"
CT SCAN-NECK W/ CONTRAST,"$1,404.00"
CT SCAN-NECK W/O CONTRAST,"$1,320.00"
CT SCAN-NECK WO/W,"$2,568.00"
CT SCAN-SINUSES,"$1,730.00"
CT SELF PAY ANGIO HEART W/3D,$585.00
CT THORACIC SPINE W/ CONTRAST,"$1,404.00"
CT THORACIC SPINE W/&W/O CONT,"$2,052.00"
CT THORACIC SPINE W/O CONTRAST,"$1,350.00"
CTA ABD AND PELVIS WITH/WO,"$4,483.00"
CT-ADD.MULTIPANAR/3-D RECONSTR,$418.00
