SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Lab Services,HC OSMOLALITY BLOOD,$59.00 ,,
Lab Services,HC OSMOLALITY URINE,$59.00 ,,
Lab Services,HC OSMOLALITY URINE SO,$37.00 ,,
Lab Services,HC OSTEOCALCIN,$296.00 ,,
Lab Services,HC OVA & PARASITE O AND P STOOL,$326.00 ,,
Lab Services,HC OVA AND PARASITES SMEARS SO,$37.00 ,,
Lab Services,HC OXALATE SO,$73.00 ,,
Lab Services,HC OXCARBAZEPINE TRILEPTAL,$86.00 ,,
Lab Services,HC OXYCODONE SO,$189.00 ,,
Lab Services,HC PAI 1 LOCUS 4G 5G,$586.00 ,,
Lab Services,HC PANCREATIC ELASTASE 1 (PE1),$151.00 ,,
Lab Services,HC PARTICLE AGGLUTINATION SCREEN SEND OUT,$94.00 ,,
Lab Services,HC PARVOVIRUS ANTIBODY,$108.00 ,,
Lab Services,HC PDGFRA MUTATION ANALYSIS,"$1,554.00 ",,
Lab Services,HC PH BLOOD GAS,$56.00 ,,
Lab Services,HC PH BODY FLUID NES,$56.00 ,,
Lab Services,HC PH BODY FLUID NOS SO,$57.00 ,,
Lab Services,HC PHENCYCLIDINE PCP,$117.00 ,,
Lab Services,HC PHENOBARBITAL,$19.00 ,,
Lab Services,HC PHENOBARBITAL SO,$56.00 ,,
Lab Services,HC PHENYLALANINE,$154.00 ,,
Lab Services,HC PHENYTOIN FREE,$103.00 ,,
Lab Services,HC PHENYTOIN TOTAL,$41.00 ,,
Lab Services,HC PHOSPHATIDYLGLYCEROL,$155.00 ,,
Lab Services,HC PHOSPHOLIPID NEUTRALIZATION HEXAGONAL,$434.00 ,,
Lab Services,HC PHOSPHOLIPID NEUTRALIZATION PLATELET,$311.00 ,,
Lab Services,HC PHOSPHORUS,$36.00 ,,X
Lab Services,HC PHOSPHORUS SO,$189.00 ,,
Lab Services,HC PHOSPHORUS URINE,$60.00 ,,
Lab Services,HC PHOSPHORUS URINE SO,$39.00 ,,
Lab Services,HC PINWORM PREP RECTUM,$122.00 ,,
Lab Services,HC PLASMINOGEN,$486.00 ,,
Lab Services,HC PLASMINOGEN ACTIVATOR,$312.00 ,,
Lab Services,HC PLATELET AGGREGATION,$344.00 ,,
Lab Services,HC PLATELET ANTIBODY,$631.00 ,,
Lab Services,HC PLATELET ANTIBODY SO,$300.00 ,,
Lab Services,HC PLATELET COUNT AUTO,$31.00 ,,
Lab Services,HC PML/RARALPHA COMMON BREAKPOINTS,"$1,843.00 ",,
Lab Services,HC PMS2 GENE FULL SEQ ANALYSIS,"$2,094.00 ",,
Lab Services,HC PNEUMOCYSTIS DFA BRONCHIAL,$273.00 ,,
Lab Services,HC PORPHOBILINOGEN URINE QUALITATIVE,$74.00 ,,
Lab Services,HC PORPHOBILINOGEN URINE QUANTITATIVE,$83.00 ,,
Lab Services,HC PORPHYRIN URINE QUANTITATIVE,$197.00 ,,
Lab Services,HC PORPHYRIN URINE QUANTITATIVE SO,$91.00 ,,
Lab Services,HC PORPHYRINS FECES QUANTITATIVE,$476.00 ,,
Lab Services,HC POTASSIUM AMB,$8.00 ,,
Lab Services,HC POTASSIUM SERUM PLASMA OR WHOLE BLOOD,$8.00 ,,X
Lab Services,HC POTASSIUM URINE,$36.00 ,,
Lab Services,HC POTASSIUM URINE SO,$17.00 ,,
Lab Services,HC POTASSIUM WHOLE BLOOD PULMONARY,$8.00 ,,
Lab Services,HC PRADER WILLI ANGELMAN MOL ANALYSIS,$953.00 ,,
Lab Services,HC PREALBUMIN,$52.00 ,,
Lab Services,HC PREGABALIN LYRICA SO,$157.00 ,,
Lab Services,HC PREGNENOLONE,$211.00 ,,
Lab Services,HC PRETREATMENT RBCS W CHEMICAL DRUG,$283.00 ,,
Lab Services,HC PRETREATMENT WITH ENZYMES EACH,$157.00 ,,
Lab Services,HC PRIMIDONE SO,$96.00 ,,
Lab Services,HC PROCAINAMIDE SO,$55.00 ,,
Lab Services,HC PROCAINAMIDE TOTAL SO,$55.00 ,,
Lab Services,HC PROCALCITONIN PCT,$377.00 ,,
Lab Services,HC PROGESTERONE,$32.00 ,,
Lab Services,HC PROINSULIN,$116.00 ,,
Lab Services,HC PROLACTIN,$34.00 ,,
Lab Services,HC PROPOXYPHENE SO,$102.00 ,,
Lab Services,HC PROSTAGLANDIN EACH,"$1,209.00 ",,
Lab Services,HC PROSTATE BIOPSY ANY METHOD,$530.00 ,,
Lab Services,HC PROTEIN BODY FLUID,$39.00 ,,
Lab Services,HC PROTEIN BODY FLUID SO,$21.00 ,,
Lab Services,HC PROTEIN C ACTIVITY,$587.00 ,,
Lab Services,HC PROTEIN C ANTIGEN,$137.00 ,,
Lab Services,HC PROTEIN ELECTROPHORESIS BODY FLUID,$223.00 ,,
Lab Services,HC PROTEIN ELECTROPHORESIS BODY FLUID SO,$103.00 ,,
Lab Services,HC PROTEIN ELECTROPHORESIS SERUM,$185.00 ,,
Lab Services,HC PROTEIN S ANTIGEN FREE TOTAL,$467.00 ,,
Lab Services,HC PROTEIN S ANTIGEN TOTAL,$132.00 ,,
Lab Services,HC PROTEIN TOTAL,$8.00 ,,
Lab Services,HC PROTEIN URINE,$31.00 ,,
Lab Services,HC PROTHROMBIN G20210A MUTATION,$217.00 ,,
Lab Services,HC PROTOPORPHYRIN RBC QUANTITATIVE,$223.00 ,,
Lab Services,HC PROTOPORPHYRIN RBC QUANTITATIVE SO,$103.00 ,,
Lab Services,HC PROTOPORPHYRIN RBC SCREEN,$265.00 ,,
Lab Services,HC PROTOZOA ANTIBODY NES SO,$113.00 ,,
Lab Services,HC PSA FREE,$50.00 ,,
Lab Services,HC PSA SCREEN,$59.00 ,,
Lab Services,HC PSA TOTAL,$50.00 ,,
Lab Services,HC PT INR AMB,$23.00 ,,
Lab Services,HC PT MIXING STUDIES,$798.00 ,,
Lab Services,HC PT/INR,$23.00 ,,X
Lab Services,HC PTH INTACT,$62.00 ,,
Lab Services,HC PTT MIXING STUDIES,$682.00 ,,
Lab Services,HC PYRUVATE KINASE SO,$146.00 ,,
Lab Services,HC PYRUVIC ACID,$226.00 ,,
Lab Services,HC Q FEVER ANTIBODY SO,$38.00 ,,
Lab Services,HC QUINIDINE,$84.00 ,,
Lab Services,HC RAPID ROM TEST,$336.00 ,,
Lab Services,HC RAPID STREP ANTIGEN GRP A THROAT,$62.00 ,,
Lab Services,HC RBC ANTIGEN SCR REAGENT UNIT,$351.00 ,,
Lab Services,HC RBC ANTIGEN TYPING NON ABO RH,$299.00 ,,
Lab Services,HC RBC DNA HEA 35 AG 11 BLD GRP SO,$957.00 ,,
Lab Services,HC RBC ENZYMES SO,"$1,590.00 ",,
Lab Services,HC RBC OSMOTIC FRAG INCUBATED,$125.00 ,,
Lab Services,HC RECEPTOR ASSAY NON ENDOCRINE SO,$83.00 ,,
Lab Services,HC RED CELL GENOTYPING,"$1,581.00 ",,
Lab Services,HC REDUCING SUBSTANCE NOT GLUCOSE,$52.00 ,,
Lab Services,HC RENAL FUNCTION PANEL,$36.00 ,,
Lab Services,HC RENIN ACTIVITY PLASMA,$68.00 ,,
Lab Services,HC REPTILASE TIME,$135.00 ,,
Lab Services,HC RESP VIRUS 3 TO 5 TARGETS,$581.00 ,,
Lab Services,HC RESP VIRUS 6 TO 11 TARGETS,$325.00 ,,
Lab Services,HC RETICULOCYTE COUNT,$36.00 ,,
Lab Services,HC RETICULOCYTE SEPARATION,$461.00 ,,
Lab Services,HC REVERSE T3,$86.00 ,,
Lab Services,HC RH PHENOTYPE,$538.00 ,,
Lab Services,HC RHEUMATOID FACTOR RF BODY FLUID,$49.00 ,,
Lab Services,HC RHEUMATOID FACTOR RF QUANTITATIVE,$51.00 ,,
Lab Services,HC RICKETTSIA ANTIBODY,$126.00 ,,
Lab Services,HC RICKETTSIA ANTIBODY SO,$62.00 ,,
Lab Services,HC RISTOCETIN COFACTOR,"$1,883.00 ",,
Lab Services,HC RISTOCETIN COFACTOR ASSAY,"$1,883.00 ",,
Lab Services,HC ROTAVIRUS ANTIGEN FECES,$524.00 ,,
Lab Services,HC RPR QUALITATIVE,$14.00 ,,
Lab Services,HC RPR QUANTITATIVE,$90.00 ,,
Lab Services,HC RPR VDRL SO,$14.00 ,,
Lab Services,HC RSV ANTIGEN,$75.00 ,,
Lab Services,HC RSV ANTIGEN DFA,$243.00 ,,
Lab Services,HC RUBELLA ANTIBODY,$44.00 ,,
Lab Services,HC RUBEOLA ANTIBODY,$70.00 ,,
Lab Services,HC RUBEOLA ANTIBODY IGG,$170.00 ,,
Lab Services,HC RUBEOLA ANTIBODY IGM,$170.00 ,,
Lab Services,HC RX METAB ADVRS RX RXN & RSPSE TRGT SEQ ALYS SO,"$1,275.00 ",,
Lab Services,HC RX METAB WARFARIN RX RESPONSE TRGT SEQ ALYS SO,"$1,790.00 ",,
Lab Services,HC SALICYLATE,$45.00 ,,
Lab Services,HC SALMONELLA ANTIBODY SO,$58.00 ,,
Lab Services,HC SCREEN PRESELECTED UNIT PER UNIT,$477.00 ,,
Lab Services,HC SED RATE ESR AUTOMATED,$43.00 ,,
Lab Services,HC SEDATIVE HYPNOTICS,$108.00 ,,
Lab Services,HC SELENIUM,$84.00 ,,
Lab Services,HC SEMEN ANALYSIS COMPLETE,$107.00 ,,
Lab Services,HC SEMEN ANALYSIS STRICT MORPHOLOGIC CRITERIA,$118.00 ,,
Lab Services,HC SEMEN ANALYSIS W WHO MORPHOLOGY,$379.00 ,,
Lab Services,HC SEMEN COUNT POST VASECTOMY,$104.00 ,,
Lab Services,HC SENSITIVITY MIC,$112.00 ,,
Lab Services,HC SEROTONIN,$99.00 ,,
Lab Services,HC SERPINA 1 GENE,$198.00 ,,
Lab Services,HC SEX HORMONE BINDING GLOBULIN,$89.00 ,,
Lab Services,HC SICKLE CELL SCREEN,$136.00 ,,
Lab Services,HC SICKLE CELL SCREEN SO,$77.00 ,,
Lab Services,HC SILICA,$320.00 ,,
Lab Services,HC SIROLIMUS,$46.00 ,,
Lab Services,HC SKELETAL MUSCLE RELAXANT 1 TO 2 SO,$184.00 ,,
Lab Services,HC SKIN TEST TB INTRADERMAL,$80.00 ,,
Lab Services,"HC SLCO1B1, GENE ANALYSIS, COMMON VARIANT(S)","$1,201.00 ",,
Lab Services,HC SMEAR FLUORESCENT ACID STAIN,$153.00 ,,
Lab Services,HC SMEAR NASAL EOSINOPHILS,$116.00 ,,
Lab Services,HC SMEAR SPEC STAIN BODIES PARASITES,$153.00 ,,
Lab Services,HC SMEAR SPEC STAIN BODIES PARASITES BLOOD,$153.00 ,,
Lab Services,HC SMEAR WET PREPARATION,$140.00 ,,
Lab Services,HC SMEAR WET PREPARATION SO,$63.00 ,,
Lab Services,HC SMN1 GENE ANALYSIS DOSAGE/DELETION ANALYSIS INCLUDES SMN2 ANALYSIS SO,"$1,464.00 ",,
Lab Services,HC SMN1 GENE ANALYSIS FULL GENE SEQUENCE SO,"$1,476.00 ",,
Lab Services,HC SMN1 GENE ANALYSIS KNOWN FAMILIAL SEQUENCE VARIANT(S) SO,"$1,044.00 ",,
Lab Services,HC SMR PRIM SRC CPLX SPEC STAIN,$100.00 ,,
Lab Services,HC SODIUM,$8.00 ,,
Lab Services,HC SODIUM  OTHER,$167.00 ,,
Lab Services,HC SODIUM AMB,$8.00 ,,
Lab Services,HC SODIUM URINE,$39.00 ,,
Lab Services,HC SODIUM URINE SO,$79.00 ,,
Lab Services,HC SODIUM WB PULM,$8.00 ,,
Lab Services,HC SOMATOMEDIN,$143.00 ,,
Lab Services,HC SOMATOMEDIN SO,$66.00 ,,
Lab Services,HC SOMATOSTATIN,$292.00 ,,
Lab Services,HC SPECIAL STAIN GROUP II SENDOUT,$416.00 ,,
Lab Services,HC SPECIAL STAIN I,$421.00 ,,
Lab Services,HC SPECIAL STAIN II,$424.00 ,,
Lab Services,HC SPECTROPHOTOMETRY ANALYTE NES SO,$140.00 ,,
Lab Services,HC SPECTROPHOTOMETRY ANALYTE NES SO,$292.00 ,,
Lab Services,HC SPERM ANTIBODY,$210.00 ,,
Lab Services,HC SPLIT BLOOD PRODUCT EACH,$318.00 ,,
Lab Services,HC ST LOUIS ENCEPHALITIS ANTIBODY SO,$57.00 ,,
Lab Services,HC STAIN FOR INCLUSION BODIES PARASITES SO,$73.00 ,,
Lab Services,HC STIMULANTS SYNTHETIC,$382.00 ,,
Lab Services,HC STR MARKERS SPECIMEN ANAL SO,"$1,261.00 ",,
Lab Services,HC STREP GROUP B AMP PROBE PANEL,$75.00 ,,
Lab Services,HC STREP GROUP B BY PCR AMP PROBE,$253.00 ,,
Lab Services,HC STREPTOCOCCUS GRP A DIRECT PROBE,$233.00 ,,
Lab Services,HC STREPTOZYME TITER,$162.00 ,,
Lab Services,HC SUGARS MULTIPLE QUALITATIVE EACH SPEC SO,$129.00 ,,
Lab Services,HC SUGARS SINGLE QUAL SO,$338.00 ,,
Lab Services,HC SUGARS SINGLE QUANTITATIVE EACH SO,$153.00 ,,
Lab Services,HC SULFATE URINE SO,$69.00 ,,
Lab Services,HC SULFHEMOGLOBIN BLOOD QUANT SO,$52.00 ,,
Lab Services,HC SUSCEPTIBILITY AEROBIC MIC,$54.00 ,,
Lab Services,HC SUSCEPTIBILITY ANAEROBIC MIC SO,$86.00 ,,
Lab Services,HC SUSCEPTIBILITY MIC EACH PER PLATE SO,$429.00 ,,
Lab Services,HC SUSCEPTIBILITY MTB COMPLEX,$434.00 ,,
Lab Services,HC SUSCEPTIBILITY STUDY E TEST,$102.00 ,,
Lab Services,HC SUSCEPTIBILITY STUDY ENZYME DET,$48.00 ,,
Lab Services,HC SUSCEPTIBILITY STUDY ENZYME DET SO,$509.00 ,,
Lab Services,HC SYPHILIS ANTIBODY,$43.00 ,,
Lab Services,HC T CELLS TOTAL COUNT,$507.00 ,,
Lab Services,HC T CULTURE ADDL STUDIES BY IFA,$148.00 ,,
Lab Services,HC T SPOT TB SCREEN,$169.00 ,,
Lab Services,HC T3 FREE,$36.00 ,,
Lab Services,HC T3 TOTAL,$32.00 ,,
Lab Services,HC T4 FREE,$30.00 ,,
Lab Services,HC T4 FREE BY DIALYSIS,$30.00 ,,
Lab Services,HC T4 TOTAL,$36.00 ,,
Lab Services,HC T4 TOTAL SO,$131.00 ,,
Lab Services,HC TACROLIMUS,$73.00 ,,
Lab Services,HC TAPENTADOL & METABOLITE SO,$131.00 ,,
Lab Services,HC TAY-SACHS MUTATION ANALYSIS,$647.00 ,,
Lab Services,HC TCA; 1- 2 SO,$25.00 ,,
Lab Services,HC TERT GENE ANALYSIS TARGETED SEQUENCE ANALYSIS SO,"$1,968.00 ",,
Lab Services,HC TESTOSTERONE BIOAVAILABLE,$60.00 ,,
Lab Services,HC TESTOSTERONE FREE AND TOTAL,$167.00 ,,
Lab Services,HC TESTOSTERONE FREE SO,$63.00 ,,
Lab Services,HC TESTOSTERONE TOTAL,$60.00 ,,
Lab Services,HC TESTOSTERONE TOTAL SO,$31.00 ,,
Lab Services,HC TETANUS ANTIBODY,$114.00 ,,
Lab Services,HC THEOPHYLLINE,$52.00 ,,
Lab Services,HC THIOCYANATE,$88.00 ,,
Lab Services,HC THROMBIN TIME PLASMA,$84.00 ,,
Lab Services,HC THYROGLOBULIN,$158.00 ,,
Lab Services,HC THYROGLOBULIN ANTIBODY TBG AB,$109.00 ,,
Lab Services,HC THYROGLOBULIN SO,$443.00 ,,
Lab Services,HC THYROID HORMONE UPTAKE RATIO T3U SO,$125.00 ,,
Lab Services,HC THYROID PEROXIDASE ANTIBODY TPO,$66.00 ,,
Lab Services,HC THYROID STIMULATING IMMUNOGLOB,$103.00 ,,
Lab Services,HC THYROXIN BINDING GLOBULIN,$97.00 ,,
Lab Services,HC TIAGABINE GABITRIL,$86.00 ,,
Lab Services,HC TISS CUL NEO DISORDERS SOLID TUMOR SO,"$1,235.00 ",,
Lab Services,HC TISS CUL NON NEO DISORDERS AMNIO/CHORNC CELLS SO,$741.00 ,,
Lab Services,HC TISS CUL NON NEO DISORDERS AMNIO/CHORNC CELLS SO,"$1,594.00 ",,
Lab Services,HC TISS CUL NON NEO DISORDERS LYMPHOCYTE SO,"$1,542.00 ",,
Lab Services,HC TISS CUL NON NEO DISORDERS SKN/OTH SOLID TISS BX SO,"$1,586.00 ",,
Lab Services,HC TISSUE CULTURE NEUTRALIZATION,$69.00 ,,
Lab Services,HC TOBRAMYCIN,$58.00 ,,
Lab Services,HC TOPIRAMATE,$75.00 ,,
Lab Services,HC TOXOPLASMA ANTIBODY,$48.00 ,,
Lab Services,HC TOXOPLASMA IGM ANTIBODY,$48.00 ,,
Lab Services,HC TPMT NUDT15 GENE ANALYSIS COMMON VARIANTS SO,$972.00 ,,
Lab Services,"HC TPMT, GENE ANALYSIS, COMMON VARIANTS",$485.00 ,,
Lab Services,HC TRAMADOL,$131.00 ,,
Lab Services,HC TRAMADOL & METABOLITE SO,$131.00 ,,
Lab Services,HC TRANSCORTIN CORTISOL BIND GLOBULIN,$358.00 ,,
Lab Services,HC TRANSFERRIN,$72.00 ,,
Lab Services,HC TRB@ GENE REARRANGE AMPLIFY,$294.00 ,,
Lab Services,HC TRB@ GENE REARRANGEMENT ANALYSIS,$294.00 ,,
Lab Services,HC TRICHINELLA ANTIBODY,$141.00 ,,
Lab Services,HC TRICHOMONAS MALES AMPLIFIED RNA,$413.00 ,,
Lab Services,HC TRICHOMONAS VAGINAL AMPLIFIED RNA,$435.00 ,,
Lab Services,HC TRICHOMONAS VAGINALIS DIRECT PROB,$116.00 ,,
Lab Services,HC TRICHROME STAIN,$209.00 ,,
Lab Services,HC TRIGLYCERIDES,$32.00 ,,
Lab Services,HC TROPONIN QUANTITATIVE,$54.00 ,,X
Lab Services,HC TROPONIN QUANTITATIVE SEND OUT,$25.00 ,,
Lab Services,HC TRYGLYCERIDES SO,$49.00 ,,
Lab Services,HC TSH,$56.00 ,,
Lab Services,HC TUBERCULOSIS BY PCR,$184.00 ,,
Lab Services,HC TYROSINE,$141.00 ,,
Lab Services,HC UGT1A1 SEQUENCE GENE ANALYSIS,"$1,950.00 ",,
Lab Services,HC UNLISTED CHEMISTRY PROCEDURE SENDOUT,$93.00 ,,
Lab Services,HC UNLISTED CHEMISTRY PROCEDURE SPECIAL SO,$498.00 ,,
Lab Services,HC UNLISTED MOLECULAR  PATHOLOGY,"$1,581.00 ",,
Lab Services,HC UNLISTED MOLECULAR PATHOLOGY PROCEDURE,"$1,610.00 ",,
Lab Services,HC UREA CLEARANCE,$29.00 ,,
Lab Services,HC UREA NITROGEN URINE,$32.00 ,,
Lab Services,HC UREA NITROGEN URINE SO,$44.00 ,,
Lab Services,HC URIC ACID BLOOD,$15.00 ,,
Lab Services,HC URIC ACID BODY FLUID,$31.00 ,,
Lab Services,HC URIC ACID OTHER SOURCE SO,$69.00 ,,
Lab Services,HC URINALYSIS AUTOMATED,$9.00 ,,
Lab Services,HC URINALYSIS NONAUTO WO MICRO,$81.00 ,,
Lab Services,HC URINE ANALYSIS DIPSTICK AUTO AMB,$43.00 ,,
Lab Services,HC URINE ANALYSIS DIPSTICK AUTOMATED,$43.00 ,,
Lab Services,HC URINE CREATININE ASSAY,$30.00 ,,
Lab Services,HC URINE PREGNANCY VISUAL,$90.00 ,,
Lab Services,HC URINE PREGNANCY VISUAL AMB,$89.00 ,,
Lab Services,HC URINE VOLUME MEASUREMENT,$38.00 ,,
Lab Services,HC VALPROIC ACID,$32.00 ,,
Lab Services,HC VALPROIC ACID FREE,$16.00 ,,
Lab Services,HC VANCOMYCIN,$42.00 ,,
Lab Services,HC VARICELLA ZOSTER IGG ANTIBODY,$169.00 ,,
Lab Services,HC VARICELLA ZOSTER IGM ANTIBODY,$81.00 ,,
Lab Services,HC VASOACTIVE INTESTINAL PEPTIDE VIP,$117.00 ,,
Lab Services,HC VASOPRESSIN,$93.00 ,,
Lab Services,HC VDRL QUANTITATIVE,$89.00 ,,
Lab Services,HC VIRUS ANTIBODY NES SENDOUT,$192.00 ,,
Lab Services,HC VIRUS ISOL SHELL VIAL EA,$60.00 ,,
Lab Services,HC VISCOSITY SERUM SO,$100.00 ,,
Lab Services,HC VITAMIN A,$58.00 ,,
Lab Services,HC VITAMIN B 1 THIAMINE SO,$75.00 ,,
Lab Services,HC VITAMIN B 12,$36.00 ,,
Lab Services,HC VITAMIN B 12 BINDING,$254.00 ,,
Lab Services,HC VITAMIN B 2 RIBOFLAVIN,$125.00 ,,
Lab Services,HC VITAMIN B 6 PYRIDOXAL PHOS,$73.00 ,,
Lab Services,HC VITAMIN C (ASCORBIC ACID),$84.00 ,,
Lab Services,HC VITAMIN D (1 25 DIHYDROXY),$75.00 ,,
Lab Services,HC VITAMIN D TOTAL 25-OH,$81.00 ,,
Lab Services,HC VITAMIN E,$52.00 ,,
Lab Services,HC VITAMIN K,$391.00 ,,
Lab Services,HC VITAMIN NOS SO,$160.00 ,,
Lab Services,HC VMA URINE,$63.00 ,,
Lab Services,HC VOLATILE PANEL  SO,$172.00 ,,
Lab Services,HC WBC COUNT AUTO,$29.00 ,,
Lab Services,HC WEST NILE VIRUS ANTIBODIES,$125.00 ,,
Lab Services,HC WEST NILE VIRUS ANTIBODY IGM,$125.00 ,,
Lab Services,HC WESTERN BLOT IMMUNO PROBE BAND ID,$360.00 ,,
Lab Services,HC WESTERN BLOT IMMUNO PROBE BAND ID SP SO,$173.00 ,,
Lab Services,HC WESTERN BLOT SO,$226.00 ,,
Lab Services,HC WHOLE MITOCHONDRIAL GENOME SO,"$6,587.00 ",,
Lab Services,HC WORM EXAM,$115.00 ,,
Lab Services,HC YERSINIA ANTIBODY SO,$278.00 ,,
Lab Services,HC ZINC,$49.00 ,,
Lab Services,HC ZINC TRANSPORTER 8 (ZNT8) ANTIBODY SO,"$1,091.00 ",,
Lab Services,HC ZONISAMIDE ZONEGRAN,$83.00 ,,
Male Genital System Procedures,HC BIOPSY PROSTATE NEEDLE,$451.00 ,,
Male Genital System Procedures,HC CIRCUMCISION,$860.00 ,,
Male Genital System Procedures,HC INJ CORPORA CAVERNOSOGRAPHY,"$2,025.00 ",,
Male Genital System Procedures,HC INJECTION OF CORPORA CAVERNOSA WITH PHARM AGENT,$552.00 ,,
Male Genital System Procedures,HC IRRIGATION OF CORPONA CAVERNOS,$552.00 ,,
Male Genital System Procedures,HC PLACEMENT NEEDLE TRANSPERINEAL PROSTATE,"$1,865.00 ",,
Male Genital System Procedures,HC PUNC ASP HYDROCELE TUNICA VAG,$577.00 ,,
Male Genital System Procedures,HC UNLST PROC MALE GENITAL SYS,$552.00 ,,
Mammography Services,HC MAMMOGRAM DIAG BILAT DIGITAL W CAD,"$1,142.00 ",,X
Mammography Services,HC MAMMOGRAM DIAG UNILAT DIGITAL W CAD,"$1,142.00 ",,X
Mammography Services,HC MAMMOGRAM SCREENING DIGITAL W CAD,$188.00 ,,X
Mammography Services,HC TOMOSYNTHESIS DIAG BILAT,$48.00 ,,
Mammography Services,HC TOMOSYNTHESIS DIAG UNILAT,$48.00 ,,
Mammography Services,HC TOMOSYNTHESIS SCREENING ADD ON,$48.00 ,,
Maternity Care and Delivery,HC AMNIOCENTESIS DIAGNOSTIC,"$1,033.00 ",,
Maternity Care and Delivery,HC AMNIOCENTESIS THERAPEUTIC,$529.00 ,,
Maternity Care and Delivery,HC CEPHALIC VERSION,"$1,537.00 ",,
Maternity Care and Delivery,HC CERCLAGE CERVIX DURING PREGNANCY,"$2,121.00 ",,
Maternity Care and Delivery,HC CHORIONIC VILLUS SAMPLING,"$2,098.00 ",,
Maternity Care and Delivery,HC CORDOCENTISIS INTRAUTERINE,"$1,384.00 ",,
Maternity Care and Delivery,HC DELIVERY CESAREAN,"$4,903.00 ",,X
Maternity Care and Delivery,HC DELIVERY PLACENTA (SEPARATE PROC),$768.00 ,,
Maternity Care and Delivery,HC DELIVERY VAGINAL,"$4,699.00 ",,X
Maternity Care and Delivery,HC FETAL CONTRACTION STRESS TEST,$348.00 ,,
Maternity Care and Delivery,HC FETAL NON STRESS TEST,$355.00 ,,
Maternity Care and Delivery,HC FETAL SHUNT PLACEMENT W US GUID,"$3,675.00 ",,
Maternity Care and Delivery,HC HYSTERORRHAPHY RUPTURED UTERUS,"$2,591.00 ",,
Maternity Care and Delivery,HC INDUCED DEL AFTER PARTIAL MISCARRIAGE,"$2,602.00 ",,
Maternity Care and Delivery,HC INSERT CERVICAL DILATOR,$624.00 ,,
Maternity Care and Delivery,HC TRANSABDOMINAL AMNIOINFUSION W US GUID,"$2,086.00 ",,
Maternity Care and Delivery,HC VISIT OP OB POSTPTM MEDICAID,$438.00 ,,
Moderate Sedation Services,HC MOD SED DIF PHYS AS PROC UP TO 5 YRS 1ST 15 MIN,$468.00 ,,
Moderate Sedation Services,HC MOD SED OTHER PROVIDER THAN PROC 1ST 15 MIN,$468.00 ,,
Moderate Sedation Services,HC MOD SED OTHER PROVIDER THAN PROC ADDL 15 MIN,$468.00 ,,
Moderate Sedation Services,HC MOD SED SAME PHYS AS PROC 1ST 15 MIN,$468.00 ,,
Moderate Sedation Services,HC MOD SED SAME PHYS AS PROC ADDL 15 MIN,$435.00 ,,
Moderate Sedation Services,HC MOD SED SAME PHYS AS PROC UP TO 5 YRS 1ST 15 MIN,$468.00 ,,
MRI Services,HC MRA ABDOMEN W AND WO CONTRAST,"$1,850.00 ",,
MRI Services,HC MRA ABDOMEN W CONTRAST,"$1,850.00 ",,
MRI Services,HC MRA ABDOMEN WO CONTRAST,"$1,850.00 ",,
MRI Services,HC MRA BRAIN W CONTRAST,"$1,325.00 ",,
MRI Services,HC MRA BRAIN W WO CONTRAST,"$1,325.00 ",,
MRI Services,HC MRA BRAIN WO CONTRAST,"$1,325.00 ",,
MRI Services,HC MRA CHEST W AND WO CONTRAST,"$1,556.00 ",,
MRI Services,HC MRA CHEST W CONTRAST,"$1,556.00 ",,
MRI Services,HC MRA CHEST WO CONTRAST,"$1,556.00 ",,
MRI Services,HC MRA LOWER EXTREMITY W AND WO CONTRAST,"$1,491.00 ",,
MRI Services,HC MRA LOWER EXTREMITY W CONTRAST,"$1,491.00 ",,
MRI Services,HC MRA LOWER EXTREMITY WO CONTRAST,"$1,491.00 ",,
MRI Services,HC MRA NECK W CONTRAST,"$1,652.00 ",,
MRI Services,HC MRA NECK W WO CONTRAST,"$1,652.00 ",,
MRI Services,HC MRA NECK WO CONTRAST,"$1,652.00 ",,
MRI Services,HC MRA PELVIS W AND WO CONTRAST,"$1,590.00 ",,
MRI Services,HC MRA PELVIS W CONTRAST,"$1,590.00 ",,
MRI Services,HC MRA PELVIS WO CONTRAST,"$1,590.00 ",,
MRI Services,HC MRA UPPER EXTREMITY W CONTRAST,"$1,730.00 ",,
MRI Services,HC MRA UPPER EXTREMITY W WO CONTRAST,"$1,730.00 ",,
MRI Services,HC MRA UPPER EXTREMITY WO CONTRAST,"$1,730.00 ",,
MRI Services,HC MRI ABDOMEN W CONTRAST,"$1,767.00 ",,
MRI Services,HC MRI ABDOMEN W WO CONTRAST,"$1,767.00 ",,
MRI Services,HC MRI ABDOMEN WO CONTRAST,"$1,767.00 ",,
MRI Services,HC MRI BONE MARROW BLOOD SUPPLY,"$1,502.00 ",,
MRI Services,HC MRI BRAIN DURING OPEN PROC W AND WO CONT,"$1,697.00 ",,
MRI Services,HC MRI BRAIN DURING OPEN PROC W CONT,"$1,697.00 ",,
MRI Services,HC MRI BRAIN DURING OPEN PROC WO CONT,"$1,697.00 ",,
MRI Services,HC MRI BRAIN FUNCTIONAL,"$2,310.00 ",,
MRI Services,HC MRI BRAIN STEM W CONTRAST,"$1,730.00 ",,
MRI Services,HC MRI BRAIN STEM W WO CONTRAST,"$1,730.00 ",,X
