OHIOHEALTH SHELBY HOSPITAL CHARGE LIST,,,,
SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Nervous System Procedures,INJECTION CELIAC PLEXUS,$708.00,,
Nervous System Procedures,INJECTION CERVICAL PLEXUS,$402.00,,
Nervous System Procedures,INJECTION DIAGNOSTIC/THERAPEUTIC EPIDURAL CERVICAL/THORACIC W/IMAGING,"$2,271.00",,
Nervous System Procedures,INJECTION DIAGNOSTIC/THERAPEUTIC EPIDURAL CERVICAL/THORACIC W/O IMAGING,"$1,641.00",,
Nervous System Procedures,INJECTION DIAGNOSTIC/THERAPEUTIC EPIDURAL LUMBAR/SACRAL W/IMAGING,"$2,521.00",,
Nervous System Procedures,INJECTION DIAGNOSTIC/THERAPEUTIC EPIDURAL LUMBAR/SACRAL W/O IMAGING,"$1,891.00",,
Nervous System Procedures,INJECTION EPIDURAL CERVICAL/THORACIC W/CATHETER PLACEMENT W/IMAGING,"$1,588.00",,
Nervous System Procedures,INJECTION EPIDURAL CERVICAL/THORACIC W/CATHETER PLACEMENT W/O IMAGING,$958.00,,
Nervous System Procedures,INJECTION EPIDURAL LUMBAR/SACRAL W/CATHETER PLACEMENT W/IMAGING,"$1,846.00",,
Nervous System Procedures,INJECTION EPIDURAL LUMBAR/SACRAL W/CATHETER PLACEMENT W/O IMAGING,"$1,216.00",,
Nervous System Procedures,INJECTION FACIAL NERVE,$497.00,,
Nervous System Procedures,INJECTION FOR DISKOGRAPHY - LUMBAR - EACH LEVEL,$643.00,,
Nervous System Procedures,"INJECTION FOR DISKOGRAPHY-CERVICAL/THORACIC,EACH LEVEL",$958.00,,
Nervous System Procedures,INJECTION FOR MYELOGRAM AND/OR CT - SPINAL,$722.00,,
Nervous System Procedures,INJECTION ILIOINGUINAL NERVE - BILATERAL (NERVE BLOCK),$958.00,,
Nervous System Procedures,INJECTION ILIOINGUINAL NERVE - UNILATERAL (NERVE BLOCK),$479.00,,
Nervous System Procedures,INJECTION INTERCOSTAL NERVE - MULTIPLE/REGIONAL,"$1,045.00",,
Nervous System Procedures,INJECTION INTERCOSTAL NERVE - SINGLE,$698.00,,
Nervous System Procedures,INJECTION LUMBAR OR THORACIC (PARAVERTEBRAL SYMPATHETIC) W/ FLUOROSCOPY - UNILATERAL,"$1,398.00",,
Nervous System Procedures,INJECTION LUMBAR OR THORACIC (PARAVERTEBRAL SYMPATHETIC) W/FLUOROSCOPY - BILATERAL,"$1,665.00",,
Nervous System Procedures,INJECTION OTHER PERIPHERAL NERVE OR BRANCH - UNILATERAL,$487.00,,
Nervous System Procedures,INJECTION OTHER PERIPHERAL NERVE OR BRANCH -BILATERAL (NERVE BLOCK),$901.00,,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE - CERVICAL OR THORACIC - 1ST LEVEL,"$3,144.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE - CERVICAL OR THORACIC - 2ND LEVEL BILATERAL,"$1,674.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE - CERVICAL OR THORACIC - 3RD LEVEL OR >,"$1,118.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE - CERVICAL OR THORACIC - 3RD LEVEL OR > BILATERAL,"$1,674.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE - LUMBAR OR SACRAL - 1ST LEVEL,"$3,144.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE LUMBAR OR SACRAL - 1ST LEVEL BILATERAL,"$4,715.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE LUMBAR OR SACRAL 2ND LEVEL,"$1,118.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE LUMBAR OR SACRAL 2ND LEVEL BILATERAL,"$1,674.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE LUMBAR OR SACRAL 3RD LEVEL OR >,"$1,118.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE LUMBAR OR SACRAL 3RD LEVEL OR > BILATERAL,"$1,328.00",,
Nervous System Procedures,INJECTION PARAVERTEBRAL FACET JOINT W/GUIDANCE-CERVICAL OR THORACIC-1ST LEVEL-BILATERAL,"$4,715.00",,
Nervous System Procedures,INJECTION PARAVERTEBRL FACET JOINT W/GUIDANCE - CERVICAL OR THORACIC - 2ND LEVEL,"$1,118.00",,
Nervous System Procedures,INJECTION SCIATIC NERVE,$708.00,,
Nervous System Procedures,INJECTION SCIATIC NERVE-BILATERAL,"$1,062.00",,
Nervous System Procedures,INJECTION SPINAL ACCESSORY NERVE,$484.00,,
Nervous System Procedures,INJECTION STELLATE GANGLION BLOCK (CERVICAL SYMPATHETIC) WITH ANESTHETIC AGENT,"$1,627.00",,
Nervous System Procedures,INJECTION SUPRASCAPULAR NERVE - BILATERAL (NERVE BLOCK),$652.00,,
Nervous System Procedures,INJECTION SUPRASCAPULAR NERVE - UNILATERAL (NERVE BLOCK),$436.00,,
Nervous System Procedures,INJECTION TRANSFORAMINAL  EACH ADD'L LEVEL - CERVICAL OR THORACIC - BILATERAL,"$1,306.00",,
Nervous System Procedures,INJECTION TRANSFORAMINAL 1ST LEVEL - CERVICAL OR THORACIC - BILATERAL,"$1,207.00",,
Nervous System Procedures,INJECTION TRANSFORAMINAL 1ST LEVEL - CERVICAL OR THORACIC - UNILATERAL,"$1,197.00",,
Nervous System Procedures,INJECTION TRANSFORAMINAL EACH ADD'L LEVEL - CERVICAL OR THORACIC - UNILATERAL,"$1,197.00",,
Nervous System Procedures,INJECTION TRIGEMINAL NERVE - ANY DIVISION OR BRANCH (a.k.a. ALVEOLAR NERVE BLOCK),$499.00,,
Nervous System Procedures,"INJECTION/INFUSION NEUROLYTIC SUBSTANCE EPIDURAL,CERVICAL,THORACIC","$1,216.00",,
Nervous System Procedures,"INJECTION/INFUSION NEUROLYTIC SUBSTANCE EPIDURAL,LUMBAR, SACRAL (CAUDAL)",$781.00,,
Nervous System Procedures,INJECTION/INFUSION NEUROLYTIC SUBSTANCE SUBARACHNOID,$711.00,,
Nervous System Procedures,INSERT INTRACRANIAL PRESSURE MONITOR - INPATIENT BEDSIDE PROCEDURE,"$2,553.00",,
Nervous System Procedures,INSERT OR REPLACE NEUROSTIMULATOR GENERATOR - PERIPHERAL,"$72,016.00",,
Nervous System Procedures,INSERTION OR REPLACEMENT NON-PROGRAMMABLE PUMP FOR INTRATHECAL DRUG INFUSION,"$64,992.00",,
Nervous System Procedures,INTRACRANIAL ANGIOPLASTY,"$12,150.00",,
Nervous System Procedures,INTRACRANIAL ANGIOPLASTY W/STENT,"$12,150.00",,
Nervous System Procedures,LAMINOTOMY LUMBAR UNILATERAL EACH ADDITIONAL INTERSPACE,"$10,932.00",,
Nervous System Procedures,LAMINOTOMY UNILATERAL LUMBAR ONE INTERSPACE,"$10,644.00",,
Nervous System Procedures,LAMINOTOMY/LAMINECTOMY PERCUTANEOUS CERVICAL OR THORACIC (MILD) - UNILATERAL OR BILATERAL,"$17,671.00",,
Nervous System Procedures,LAMINOTOMY/LAMINECTOMY PERCUTANEOUS LUMBAR (MILD) - UNILATERAL OR BILATERAL,"$17,271.00",,
Nervous System Procedures,LICOX-BRAIN TISSUE OXYGENATION MONITORING,"$2,934.00",,
Nervous System Procedures,LUMBAR SPINAL PUNCTURE - DIAGNOSTIC,$881.00,,
Nervous System Procedures,MYELOGRAM  - 2 OR MORE REGIONS,"$3,254.00",,
Nervous System Procedures,MYELOGRAM  - CERVICAL  (EXPLODE SET),"$3,254.00",,
Nervous System Procedures,MYELOGRAM  - THORACIC (DORSAL)  (EXPLODE SET),"$2,583.00",,
Nervous System Procedures,MYELOGRAM - LUMBAR (EXPLODE SET for M Dx Imaging only),"$3,254.00",,
Nervous System Procedures,NEUROLYSIS INTERCOSTAL NERVE,"$1,565.00",,
Nervous System Procedures,NEUROLYSIS PERIPHERAL NERVE  (Eg; BOTOX INJECTION),$926.00,,
Nervous System Procedures,NEUROLYSIS PERIPHERAL NERVE BILATERAL,"$1,142.00",,
Nervous System Procedures,NEUROLYSIS PERIPHERAL NERVE/BRANCH,$708.00,,
Nervous System Procedures,PERCUTANEOUS ASPIRATION INTERDISCAL FOR DIAGNOSTIC PURPOSES,"$1,601.00",,
Nervous System Procedures,PLACEMENT OR REPLACEMENT VENTRICULAR CATHETER,"$1,227.00",,
Nervous System Procedures,PULSED RADIOFREQUENCY ABLATION (UNLISTED CODE) - pricing set to match CPT 64635,"$5,395.00",,
Nervous System Procedures,RADIOFREQUENCY ABLATION OTHER PERIPHERAL NERVE,"$1,288.00",,
Nervous System Procedures,REMOVAL OF IMPLANTABLE SUBCUTANEOUS RESEVOIR OR PUMP,"$4,949.00",,
Nervous System Procedures,REMOVE SPINAL NEUROSTIMULATOR ELECTRODE(S) - INCLUDES FLUOROSCOPY,"$6,805.00",,
Nervous System Procedures,"REVISE/REPLACE CSF SHUNT,VALVE OR CATHETER IN SHUNT SYSTEM","$3,944.00",,
Nervous System Procedures,REVISE/REPLACE NEURO STIMULATOR ELECTODE(S) - INCLUDES FLUORO,"$6,805.00",,
Nervous System Procedures,REVISION OF INFUSION PUMP/RESERVOIR ONLY,$390.00,,
Nervous System Procedures,REVISION OR REMOVAL PERIPHERAL NEUROSTIMULATOR ELECTRODES,"$2,544.00",,
Nervous System Procedures,REVISION/REMOVAL SPINAL NEUROSTIMULATOR PULSE GENERATOR,"$5,593.00",,
Nervous System Procedures,SPINAL PUNCTURE THERAPEUTIC FOR DRAINAGE OF SPINAL FLUID,$373.00,,
Nervous System Procedures,STEREOTACTIC COMPUTER ASSISTED PROCEDURE - SPINAL,$233.00,,
Nervous System Procedures,SURGERY OF ANEURYSM/VASCULAR MALFORMATION/CAROTID-CAVERNOUS FISTULA BY INTRACRANIAL THROMBOSIS,"$6,197.00",,
Nervous System Procedures,TEMPORARY BALLOON ARTERIAL OCCLUSION - HEAD OR NECK,"$9,972.00",,
Nervous System Procedures,THROMBECTOMY MECHANICAL - INTRACRANIAL - INCLUDES ANGIO/FLUORO/CATH PLACEMENT & THROMBOLYTIC INJECTION,"$2,635.00",,
Nervous System Procedures,"TRANSCATHETER EMBOLIZATION/OCCLUSION NON-CNS,EXTRACRANIAL,HEAD,NECK","$9,972.00",,
Nervous System Procedures,TRANSFORAMINAL INJECTION 1ST LEVEL LUMBAR OR SACRAL,"$1,460.00",,
Nervous System Procedures,TRANSFORAMINAL INJECTION 1ST LEVEL LUMBAR OR SACRAL-BILATERAL,"$2,397.00",,
Nervous System Procedures,TRANSFORAMINAL INJECTION EACH ADD'L LEVEL LUMBAR OR SACRAL,$513.00,,
Nervous System Procedures,TRANSFORAMINAL INJECTION EACH ADD'L LUMBAR/SACRAL-BILATERAL,$843.00,,
Neurology and Neuromuscular Services,COMPLEX PROGRAM STIMULATION - NEUROSTIMULATOR PULSE GENERATOR,$169.00,,
Neurology and Neuromuscular Services,EEG CEREBRAL DEATH STUDY,$514.00,,
Neurology and Neuromuscular Services,EEG CONTINUOS - EACH 24 HOURS WI/VIDEO RECORDING AND INTERPRETATION,"$3,397.00",,
Neurology and Neuromuscular Services,EEG CONTINUOS - LIMITED - LESS THAN 12 HOURS WI/VIDEO RECORDING AND INTERPRETATION,"$1,699.00",,
Neurology and Neuromuscular Services,EEG RECORDING (ROUTINE OR PORTABLE) 20-40 MINUTES RECORDING TIME,$721.00,,
Neurology and Neuromuscular Services,EEG RECORDING (ROUTINE OR PORTABLE) 61+ MINUTES RECORDING TIME,$942.00,,
Neurology and Neuromuscular Services,EEG RECORDING (ROUTINE OR PORTABLE) EXTENDED 41 - 60 MINUTES RECORDING TIME,$942.00,,
Neurology and Neuromuscular Services,EEG RECORDING (SLEEP DEPRIVED),$679.00,,
Neurology and Neuromuscular Services,ELECTRICAL STIMULATION FOR GUIDANCE IN CONJUCTION WITH CHEMODENERVATION (BOTOX INJECTION),$215.00,,
Neurology and Neuromuscular Services,HST-TYPE 3 (HOME SLEEP STUDY WITH TYPE III PORTABLE MONITOR),$860.00,,
Neurology and Neuromuscular Services,MSLT - MULTIPLE SLEEP LATENCY TEST (ALERTNESS TEST FOR SLEEP APNEA),"$2,128.00",,
Neurology and Neuromuscular Services,NCV MYASTHENIA TESTING,$399.00,,
Neurology and Neuromuscular Services,PAP NAP (6 HOURS OR MORE) - ATTENDED SLEEP STUDY,"$3,962.00",,
Neurology and Neuromuscular Services,PAP NAP (LESS THAN 6 HOURS) - ATTENDED SLEEP STUDY,"$1,980.00",,
Neurology and Neuromuscular Services,POLYSOMNOGRAPHY (SLEEP STAGING),"$4,470.00",,
Neurology and Neuromuscular Services,POLYSOMNOGRAPHY W/CPAP/BIPAP,"$4,937.00",,
Neurology and Neuromuscular Services,REFILL & MAINTENANCE OF IMPLANTABLE PUMP WITH ELECTRONIC ANALYSIS WHEN PERFORMED - SPINAL,$517.00,,
Neurology and Neuromuscular Services,SIMPLE PROGRAMMING NEUROSTIMULATOR PULSE GENERATOR (changes to 3 or fewer parameters),$155.00,,
Neurology and Neuromuscular Services,"SLEEP STUDY -  LIMITED - UNATTENDED (VENTILATION,RESP EFFORT,O2 & ECG or HR)",$833.00,,
Neurology and Neuromuscular Services,SLEEP STUDY - UNATTENDED - SPECIAL CONTRACT (NURSING HOMES),$161.00,,
Neurology and Neuromuscular Services,SOMATOSENSORY EVOKED POTENTIALS  - LOWER LIMBS (SSEPs - POSTERIOR TIBIAL),$422.00,,
Neurology and Neuromuscular Services,SOMATOSENSORY EVOKED POTENTIALS - UPPER LIMBS (SSEPs - MEDIAN),$909.00,,
Neurology and Neuromuscular Services,VISUAL EP TESTING CNS EXCEPT GLAUCOMA,"$1,019.00",,
Nuclear Medicine Services,3-PHASE BONE SCAN (Explode set),"$1,928.00",,
Nuclear Medicine Services,BONE AND/OR JOINT IMAGING - WHOLE BODY (Explode Set),"$1,837.00",,
Nuclear Medicine Services,BONE MARROW IMAGING LIMITED AREA,"$1,274.00",,
Nuclear Medicine Services,BONE MARROW IMAGING MULTIPLE AREAS,"$1,274.00",,
Nuclear Medicine Services,BONE MARROW IMAGING WHOLE BODY,"$1,274.00",,
Nuclear Medicine Services,BONE/JOINT IMAGING LIMITED AREA (Explode set as of 10-16-13),"$1,132.00",,
Nuclear Medicine Services,BONE/JOINT IMAGING MULTIPLE AREAS,$551.00,,
Nuclear Medicine Services,BRAIN SCAN,$825.00,,
Nuclear Medicine Services,CARDIAC BLOOD POOL GATED SPECT REST WALL MOTN  & EJCT FRCT (EXPLODE SET),"$1,810.00",,
Nuclear Medicine Services,CERETEC RADPHARM SCAN LOCALIZATION OF INFLAMMATORY PROCESS - LIMITED (Explode set),"$1,130.00",,
Nuclear Medicine Services,CERETEC RADPHARM SCAN LOCALIZATION OF INFLAMMATORY PROCESS - SPECT (explode set),$769.00,,
Nuclear Medicine Services,CERETEC RADPHARM SCAN LOCALIZATION OF INFLAMMATORY PROCESS - WHOLE BODY (explode set),"$1,863.00",,
Nuclear Medicine Services,GALLIUM SCAN (Explode set),"$1,298.00",,
Nuclear Medicine Services,GASTRIC EMPTYING IMAGING WITH SMALL BOWEL TRANSIT,"$1,402.00",,
Nuclear Medicine Services,GASTRIC EMPTYING STUDY (Explode Set),"$1,472.00",,
Nuclear Medicine Services,GASTRIC EMPTYING STUDY WITH SMALL BOWEL & COLON TRANSIT (MULTIPLE DAYS),"$1,858.00",,
Nuclear Medicine Services,GI BLEED SCAN (EXPLODE SET),$922.00,,
Nuclear Medicine Services,HEPATOBILIARY SCAN INCLUDING GALLBLADDER WHEN PRESENT HIDA-SCAN (Explode Set),"$1,629.00",,
Nuclear Medicine Services,HEPATOBILIARY SCAN WITH PHARMACOLOGIC INTERVENTION (EJECTION FRACTION) HIDA-SCAN (Explode Set),"$1,629.00",,
Nuclear Medicine Services,INDIUM RADPHARM SCAN LOCALIZATION OF INFLAMMATORY PROCESS - LIMITED (Explode Set),"$1,130.00",,
Nuclear Medicine Services,INDIUM RADPHARM SCAN LOCALIZATION OF INFLAMMATORY PROCESS - SPECT (Explode Set),$769.00,,
Nuclear Medicine Services,INDIUM RADPHARM SCAN LOCALIZATION OF INFLAMMATORY PROCESS - WHOLE BODY (Explode Set),"$1,863.00",,
Nuclear Medicine Services,LIVER SCAN FOR HEMANGIOMA-SPECT (Explode Set),"$1,139.00",,
Nuclear Medicine Services,LIVER/SPLEEN SCAN (Explode Set),"$1,863.00",,
Nuclear Medicine Services,LUNG PERFUSION IMAGING ONLY (Explode Set),"$1,107.00",,
Nuclear Medicine Services,LUNG VENTILATION & PERFUSION (Explode Set) (Stop date applied 12-31-2011),"$1,189.00",,
Nuclear Medicine Services,LYMPHOSCINTIGRAPHY - LYMPHATICS & LYMPH NODES IMAGING (Explode Set),"$1,810.00",,
Nuclear Medicine Services,MECKLE'S DIVERTICULUM SCAN (Explode Set),$633.00,,
Nuclear Medicine Services,MUGA SCAN REST AND STRESS - MULTIPLE STUDY (Explode Set),"$1,936.00",,
Nuclear Medicine Services,MUGA SCAN REST OR STRESS - SINGLE STUDY (Explode Set),"$1,810.00",,
Nuclear Medicine Services,MYOCARDIAL PERFUSION SPECT MULTI STUDY W/CARDIOLITE -WALL MOTION & EJECTION FRACTION (Explode Set),"$4,667.00",,
Nuclear Medicine Services,MYOCARDIAL PERFUSION SPECT MULTI STUDY W/MYOVIEW (EXPLODE SET),"$4,667.00",,
Nuclear Medicine Services,MYOCARDIAL PERFUSION SPECT MULTI STUDY W/THALLIUM - WALL MOTION & EJECTION FRACTION (Explode Set),"$4,667.00",,
Nuclear Medicine Services,MYOCARDIAL PERFUSION SPECT SINGLE STUDY W/CARDIOLITE - WALL MOTION & EJECTION FRACTION (Explode Set),"$4,663.00",,
Nuclear Medicine Services,MYOCARDIAL PERFUSION SPECT SINGLE STUDY W/MYOVIEW (EXPLODE SET),"$4,663.00",,
Nuclear Medicine Services,MYOCARDIAL PERFUSION SPECT SINGLE STUDY W/THALLIUM (EXPLODE SET),"$4,663.00",,
Nuclear Medicine Services,NUCLEAR REFLUX STUDY,$670.00,,
Nuclear Medicine Services,NUCLEAR WHOLE BODY SCAN,"$1,048.00",,
Nuclear Medicine Services,PARATHYROID IMAGING - PLANAR & SPECT (EXPLODE SET),"$3,341.00",,
Nuclear Medicine Services,PARATHYROID SCAN - PLANER IMAGING (Explode Set),"$1,045.00",,
Nuclear Medicine Services,PET MYOCARDIAL IMAGING METABOLIC EVALUATION (Explode set as of 11-2-2012),"$1,696.00",,
Nuclear Medicine Services,PULMONARY PERFUSION & VENTILATION QUANTITATIVE DIFFERENTIAL & IMAGING IF PERFORMED (Explode Set),"$1,502.00",,
Nuclear Medicine Services,PULMONARY QUANTITATIVE DIFFERENTIAL PERFUSION WITH IMAGING IF PERFORMED (Explode Set),$961.00,,
Nuclear Medicine Services,PULMONARY VENTILATION & PERFUSION IMAGING (Explode Set),"$1,756.00",,
Nuclear Medicine Services,PULMONARY VENTILATION IMAGING (Explode Set),"$1,502.00",,
Nuclear Medicine Services,RADIOPHARMACEUTICAL THERAPY BY I.V ADMINISTRATION,"$1,166.00",,
Nuclear Medicine Services,RADIOPHARMACEUTICAL THERAPY-ORAL ADMINISTRATION,"$1,643.00",,
Nuclear Medicine Services,RENAL SCAN STUDY W/FLOW & FUNCTION W/O PHARMACOLOGICAL INTERVENTION (Explode Set),"$1,374.00",,
Nuclear Medicine Services,RENAL SCAN WITH PHARMACOLOGICAL (CAPTOPRIL) INTERVENTION - SINGLE STUDY (Explode Set),"$1,591.00",,
Nuclear Medicine Services,RENAL SCAN WITH PHARMACOLOGICAL (LASIX) INTERVENTION - SINGLE STUDY (Explode Set as of 4-16-2015),$836.00,,
Nuclear Medicine Services,RENAL SCAN WITH VASCULAR FLOW STUDY,"$1,200.00",,
Nuclear Medicine Services,SCINTI MAMMOGRAPHY ONE BREAST (Explode Set),$437.00,,
Nuclear Medicine Services,SPECT BONE SCAN (Explode Set),"$1,734.00",,
Nuclear Medicine Services,SPECT ONCOSCINT MONOCL. ANTIB. TUMOR IMAGING,$805.00,,
Nuclear Medicine Services,TESTICULAR SCAN W/VASCULAR FLOW STUDY (Explode Set),$500.00,,
Nuclear Medicine Services,THYROID IMAGING WITH UPTAKE SINGLE OR MULTIPLE MEASUREMENTS (EXPLODE SET),"$1,281.00",,
Nuclear Medicine Services,THYROID UPTAKE - SINGLE OR MULTIPLE MEASUREMENTS (EXPLODE SET),$537.00,,
Nuclear Medicine Services,TUMOR IMAGING MULTIPLE AREAS (Explode Set),$966.00,,
Nuclear Medicine Services,TUMOR IMAGING WHOLE BODY,$815.00,,
Nutrition Services,FOLLOW-UP MEDICAL NUTRITION THERAPY-EACH 15 MINUTES,$71.00,,
Nutrition Services,GROUP DIABETIC SELF MANAGEMENT TRAINING PER 1/2 HR,$82.00,,
Nutrition Services,GROUP DIABETIC SELF MANAGEMENT TRAINING-ADULT-MEDICAID/DAY,$244.00,,
Nutrition Services,INDIVIDUAL DIABETIC SELF MANAGEMENT TRAINING PER 1/2 HOUR,$129.00,,
Nutrition Services,INDIVIDUAL DIABETIC SELF MANAGEMENT TRAINING-ADULT-MEDICAID/DAY,$253.00,,
Nutrition Services,INDIVIDUAL DIABETIC SELF MANAGEMENT TRAINING-CHILD-MEDICAID/DAY,$253.00,,
Nutrition Services,INITIAL MEDICAL NUTRITION THERAPY EACH 15 MINUTES,$84.00,,
Nutrition Services,MEDICAL NUTRITION THERAPY - GROUP - 30 MINUTES,$62.00,,
Nutrition Services,NUTRITION COUNSELING - PREGNANT/POST-PARTUM - MEDICAID,$147.00,,
Nutrition Services,PULMONARY NUTRITION THERAPY - INITIAL,$199.00,,
Nutrition Services,PULMONARY NUTRITION THERAPY - SUBSEQUENT - 1/2 HOUR,$86.00,,
Nutrition Services,SUBSEQUENT GROUP MEDICAL NUTRITION THERAPY-30 MINUTES,$62.00,,
Nutrition Services,SUBSEQUENT INDIVIDUAL MEDICAL NUTRITION THERAPY EACH 15 MINUTES,$62.00,,
Observation Services,ER HOLD OBSERVATION - PER HOUR,$63.00,,
Observation Services,OBSERVATION SERVICE (MED/SURG - MATERNITY - OB)  PER HOUR,$171.00,,
Observation Services,OBSERVATION SERVICE-CVICU - PER HOUR,$337.00,,
Observation Services,OBSERVATION SERVICE-ICU -  PER HOUR,$307.00,,
Observation Services,OBSERVATION SERVICE-NICU -  PER HOUR,$159.00,,
Observation Services,OBSERVATION SERVICE-PSYCH -  PER HOUR,$157.00,,
Observation Services,OBSERVATION SERVICE-STEPDOWN - PER HOUR,$185.00,,
Observation Services,OBSERVATION-DIRECT ADMISSION,$288.00,,
Occupational Therapy Services,ABC NO SHOW VISIT CHARGE - OCCUPATIONAL THERAPY (SPECIAL CONTRACT),$10.00,,
Occupational Therapy Services,ABC VISIT CHARGE - OCCUPATIONAL THERAPY SERVICES (SPECIAL CONTRACT),$100.00,,
Occupational Therapy Services,ACTIVITY OF DAILY LIVING SKILLS-GO,$137.00,,
Occupational Therapy Services,APPLICATION INFRARED TO ONE OR MORE BODY AREAS - GO (ANODYNE),$27.00,,
Occupational Therapy Services,APPLICATION MULTI-LAYER COMPRESSION SYSTEM - BELOW KNEE - INCLUDES ANKLE & FOOT IF DONE - BILATERAL,$420.00,,
Occupational Therapy Services,APPLICATION MULTI-LAYER COMPRESSION SYSTEM - BELOW KNEE - INCLUDES ANKLE & FOOT IF DONE- UNILATERAL,$210.00,,
Occupational Therapy Services,APPLICATION MULTI-LAYER COMPRESSION SYSTEM - UPPER ARM-FOREARM-HAND-FINGERS - UNILATERAL - GO,$210.00,,
Occupational Therapy Services,APPLICATION SPLINT LONG ARM-OT-GO,$233.00,,
Occupational Therapy Services,AQUATIC THERAPEUTIC EXERCISE - EACH 15 MINUTES - GO,$135.00,,
Occupational Therapy Services,AQUATIC THERAPEUTIC EXERCISE-GO (OCC MED),$91.00,,
Occupational Therapy Services,ASSISTIVE TECHNOLOGY ASSESS /15 MINUTES,$108.00,,
Occupational Therapy Services,CLINICAL DRIVING EVALUATION - HIGH COMPLEXITY,$320.00,,
Occupational Therapy Services,CLINICAL DRIVING EVALUATION - LOW COMPLEXITY,$320.00,,
Occupational Therapy Services,CLINICAL DRIVING EVALUATION - MODERATE COMPLEXITY,$320.00,,
Occupational Therapy Services,COGNITIVE INTEGRATION-EACH UNIT-GO (OCC MED),$57.00,,
Occupational Therapy Services,COGNITIVE INTEGRATION-GO,$119.00,,X
Occupational Therapy Services,COGNITIVE PERFORMANCE TESTING FACE TO FACE INTERPRET & PREPARE REPORT - PER HOUR-GO,$212.00,,
Occupational Therapy Services,COGNITIVE SKILLS DEVELOPMENT - GO,$123.00,,
Occupational Therapy Services,COMM./WORK REINTEGRATION-UNIT,$92.00,,
Occupational Therapy Services,COMMUNITY SCHOOL REINTEGRATION-W/DEV-GO,$130.00,,
Occupational Therapy Services,COMMUNITY WORK REINTEGRATION-GO,$119.00,,X
Occupational Therapy Services,CONTRAST BATHS-GO,$81.00,,X
Occupational Therapy Services,CONTRAST BATHS-GO (OCC MED),$38.00,,
Occupational Therapy Services,DEBRIDEMENT SELECTIVE - EACH ADDITIONAL 20 SQ.CM. OR PART THEREOF - GO (OCC MED),$55.00,,
Occupational Therapy Services,DEBRIDEMENT SELECTIVE - FIRST 20 SQ. CM. OR LESS  - GO (OCC MED),$166.00,,
Occupational Therapy Services,DHULMER NO SHOW VISIT CHARGE - OCCUPATIONAL THERAPY  (SPECIAL CONTRACT),$10.00,,
Occupational Therapy Services,DHULMER VISIT CHARGE - OCCUPATIONAL THERAPY (SPECIAL CONTRACT),$100.00,,
Occupational Therapy Services,DYNAMIC SPLINT APPLICATION-FINGER-GO,$143.00,,
Occupational Therapy Services,DYNAMIC SPLINT-APPLICATION SHORT ARM-GO,$266.00,,
Occupational Therapy Services,ELEC-STIM/UNATTENDED-15 MIN-GO,$77.00,,
Occupational Therapy Services,ELECTRICAL STIMULATION - ATTENDED - EACH 15 MINUTES - GO,$77.00,,
Occupational Therapy Services,ELECTRICAL STIMULATION UNATTENDED-15 MIN - GO (OCC MED),$35.00,,
Occupational Therapy Services,FLUIDOTHERAPY/WHIRLPOOL - GO,$105.00,,
Occupational Therapy Services,FLUIDOTHERAPY/WHIRLPOOL DRY-GO (OCC MED),$49.00,,
Occupational Therapy Services,FUNCTIONAL CAPACITY EVALUATION-PER UNIT-GO,$82.00,,
Occupational Therapy Services,GROUP THERAPY - GO (OCC MED),$44.00,,
Occupational Therapy Services,IONTOPHORESIS - EACH 15 MINUTES - GO (OCC MED),$67.00,,
Occupational Therapy Services,IONTOPHORESIS-EA 15 MIN-OT-GO,$115.00,,
Occupational Therapy Services,MANSFIELD MEMORIAL HOMES VISIT CHARGE - OT (SPECIAL CONTRACT),$100.00,,
Occupational Therapy Services,MANUAL THERAPY TECHNIQUES-GO,$119.00,,X
Occupational Therapy Services,MANUAL THERAPY TECHNIQUES-GO (OCC MED),$64.00,,
Occupational Therapy Services,MECHANICAL TRACTION/UNIT - GO,$62.00,,
Occupational Therapy Services,MECHANICAL TRACTION/UNIT - GO (OCC MED),$36.00,,
Occupational Therapy Services,NEUROMUSCULAR RE-EDUCATION-EACH UNIT-GO (OCC MED),$71.00,,
Occupational Therapy Services,NEUROMUSCULAR RE-EDUCATION-GO,$119.00,,X
Occupational Therapy Services,OCCUPATIONAL THERAPY EVALUATION - HIGH COMPLEXITY,$314.00,,
