Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Venous sampling (eg rennis),UHHS RMC,9791,RMC Cath Lab,Tech,"2,563.00"
Venture wire control catheter,UHHS RMC,16612,RMC Cath Lab,Tech,"1,704.00"
Veripath guiding catheter (Guidant),UHHS RMC,14363,RMC Cath Lab,Tech,220
Verity ADX XL DR St Jude,UHHS RMC,15046,RMC Cath Lab,Tech,"14,920.00"
Vetebral Augmentation Access Kit,UHHS RMC,34827,RMC Cath Lab,Tech,"1,350.00"
Viabahn stent 10cm Gore VBC071002,UHHS RMC,18371,RMC Cath Lab,Tech,"7,454.00"
Viabahn stent 5cm Gore VBC070502,UHHS RMC,18372,RMC Cath Lab,Tech,"6,213.00"
Viance Crossing Catheter 0.014 x 150 cm,UHHS RMC,41442,RMC Cath Lab,Tech,"5,100.00"
Viatrac plus catheter (Guidant),UHHS RMC,14361,RMC Cath Lab,Tech,821
Victory DR,UHHS RMC,15557,RMC Cath Lab,Tech,"19,050.00"
Victory SR,UHHS RMC,15559,RMC Cath Lab,Tech,"16,413.00"
Victory XL DR,UHHS RMC,15561,RMC Cath Lab,Tech,"18,789.00"
ViewFlex plus catheter,UHHS RMC,20789,RMC Cath Lab,Tech,"5,995.00"
Viperslide lubricant CSI VPR SLD,UHHS RMC,24467,RMC Cath Lab,Tech,218
ViperWire guide wire CSI GW FRM,UHHS RMC,24468,RMC Cath Lab,Tech,218
Visi pro stent < 27 mm EV3 PXB350717080,UHHS RMC,18369,RMC Cath Lab,Tech,"2,998.00"
Visi pro stent 27mm and > EV3 PXB350727080,UHHS RMC,18368,RMC Cath Lab,Tech,"5,995.00"
Vision stent,UHHS RMC,8129,RMC Cath Lab,Tech,"4,152.00"
Vitality AVT DR,UHHS RMC,8136,RMC Cath Lab,Tech,"68,217.00"
Volcano Vision PV Catheter,UHHS RMC,53422,RMC Cath Lab,Tech,"2,175.00"
Voyagr RX balloon 19139620,UHHS RMC,15076,RMC Cath Lab,Tech,971
VSI Catheter Turnpike 5x150 5643,UHHS RMC,41883,RMC Cath Lab,Tech,"2,085.00"
VSI Catheter Turnpike LP 5x135 soft 5638,UHHS RMC,41884,RMC Cath Lab,Tech,"2,085.00"
VSI Catheter Turnpike SPI 135 soft 5640,UHHS RMC,41885,RMC Cath Lab,Tech,"2,085.00"
VSI D STAT Flowable Hemostat,UHHS RMC,40820,RMC Cath Lab,Tech,411
Watchman Access System,UHHS RMC,41967,RMC Cath Lab,Tech,"3,000.00"
Watchman LAA Closure Device,UHHS RMC,41966,RMC Cath Lab,Tech,"51,000.00"
Wholey wire mallincrodt,UHHS RMC,18438,RMC Cath Lab,Tech,269
Wrench Accessory Kit St Jude,UHHS RMC,31010,RMC Cath Lab,Tech,246
Xience IRB stent Abbott G050050/S122,UHHS RMC,20707,RMC Cath Lab,Tech,"5,941.00"
Xience Prime Stent,UHHS RMC,33531,RMC Cath Lab,Tech,"5,110.00"
Xience stent abbott,UHHS RMC,18441,RMC Cath Lab,Tech,"4,822.00"
Xpert stent (Guidant),UHHS RMC,14366,RMC Cath Lab,Tech,"5,109.00"
Xpet stent Abbott 8214001,UHHS RMC,18365,RMC Cath Lab,Tech,"4,224.00"
Z med II Balloon BBraun,UHHS RMC,20702,RMC Cath Lab,Tech,"1,676.00"
Zenith AAA endograft iliac legex,UHHS RMC,15614,RMC Cath Lab,Tech,"22,082.00"
Zenith AAA endograft main body,UHHS RMC,15648,RMC Cath Lab,Tech,"22,082.00"
Zephyr XL DR (St Jude 5826),UHHS RMC,16186,RMC Cath Lab,Tech,"9,395.00"
Zephyr XL SR (St Jude 5626),UHHS RMC,16187,RMC Cath Lab,Tech,"8,393.00"
Zilver PTX DES 80 to 100mm,UHHS RMC,53503,RMC Cath Lab,Tech,"5,385.00"
Coumadin Clinic,UHHS RMC,16763,RMC Coumadin Clinic,Tech,50
Home PT/INR monitor educ/blood samp/demo,UHHS RMC,22171,RMC Coumadin Clinic,Tech,483
INR (Prothrombin),UHHS RMC,3987,RMC Coumadin Clinic,Tech,49
3D rendering w indi workst,UHHS RMC,13316,RMC CT Scan,Tech,884
3D rendering wo indi workstation,UHHS RMC,13315,RMC CT Scan,Tech,728
Abd paracentesis diag/ther w/imag guid,UHHS RMC,33806,RMC CT Scan,Tech,"2,117.00"
Ablation renal tumor(s) unilateral perc,UHHS RMC,21325,RMC CT Scan,Tech,"9,880.00"
Ablation thx 1 or more bone tumors w/imag guid,UHHS RMC,24523,RMC CT Scan,Tech,"5,047.00"
Abscess fistula sinus trct S&I,UHHS RMC,9828,RMC CT Scan,Tech,935
Abscess tube change,UHHS RMC,19,RMC CT Scan,Tech,"3,794.00"
Amica Introducer 16Gx75mm IN16075N,UHHS RMC,55150,RMC CT Scan,Tech,225
Amica Microwave Antenna APK1415T19,UHHS RMC,55149,RMC CT Scan,Tech,"7,485.00"
Angiodynamic Benston,UHHS RMC,29224,RMC CT Scan,Tech,29
Angiodynamic Guidewire 3mm,UHHS RMC,3557,RMC CT Scan,Tech,28
Angiodynamic Rosen,UHHS RMC,29225,RMC CT Scan,Tech,27
Angiotech Chiba Needle 20x15cm,UHHS RMC,29220,RMC CT Scan,Tech,26
Angiotech Co-Axial Skater Introd Sys,UHHS RMC,27603,RMC CT Scan,Tech,273
Angiotech Introducer Needle,UHHS RMC,55153,RMC CT Scan,Tech,240
Angiotech Pigtail cath-skater one stick (6FR;8FR;10FR;12FR),UHHS RMC,1251,RMC CT Scan,Tech,262
Angiotech Skater Centesis 20cm,UHHS RMC,29221,RMC CT Scan,Tech,43
Appl Of Prosthetic Device,UHHS RMC,558,RMC CT Scan,Tech,"2,727.00"
Applied Med Gastrostomy Kit,UHHS RMC,30493,RMC CT Scan,Tech,318
Apriomed/Radi Bonopty Biopsy penetration,UHHS RMC,5449,RMC CT Scan,Tech,358
Arrow pneumothorax kit,UHHS RMC,6276,RMC CT Scan,Tech,235
Arthrocentesis asp/inj small joint/bursa wo US guide,UHHS RMC,1858,RMC CT Scan,Tech,606
Arthrocentesis aspir/inj intermediate joint/bursa wo US guid,UHHS RMC,1857,RMC CT Scan,Tech,602
Aspir Inj Renal Cyst Pelv Perc,UHHS RMC,608,RMC CT Scan,Tech,"2,652.00"
Auto registration headset,UHHS RMC,18152,RMC CT Scan,Tech,94
Bard Biopsy Needle Monoply Core 18Gx16CM,UHHS RMC,36805,RMC CT Scan,Tech,96
Biopsy Bone Trocar/Needle Deep,UHHS RMC,878,RMC CT Scan,Tech,"2,912.00"
Biopsy Deep Axillary Nodes,UHHS RMC,879,RMC CT Scan,Tech,"5,798.00"
Biopsy Lymph Nodes Superficial,UHHS RMC,881,RMC CT Scan,Tech,"4,420.00"
Biopsy muscle percutaneous needle,UHHS RMC,1047,RMC CT Scan,Tech,"1,647.00"
Biopsy Of Liver  Needle Prctn,UHHS RMC,8441,RMC CT Scan,Tech,"2,085.00"
Biopsy pelvis/hip deep,UHHS RMC,883,RMC CT Scan,Tech,"4,395.00"
Biopsy Prostate Needle/Punch,UHHS RMC,884,RMC CT Scan,Tech,"2,886.00"
Biopsy Soft Tissue Neck/Head,UHHS RMC,886,RMC CT Scan,Tech,"4,316.00"
Biosentry Tract Sealant System 768022019S,UHHS RMC,55148,RMC CT Scan,Tech,825
Boston Scientific Amplatz Curved,UHHS RMC,3556,RMC CT Scan,Tech,51
Boston Scientific Amplatz Straight,UHHS RMC,29226,RMC CT Scan,Tech,76
Boston Scientific Nephrostomy Cath (8FR; 10FR; 12FR; 14FR),UHHS RMC,1250,RMC CT Scan,Tech,221
Bx bone trocar/needle suprfcl,UHHS RMC,1044,RMC CT Scan,Tech,"2,184.00"
BX Lung Percutaneous Needle,UHHS RMC,1046,RMC CT Scan,Tech,"1,674.00"
Bx Pancreas Percutaneous Needle,UHHS RMC,1048,RMC CT Scan,Tech,"2,548.00"
BX Pleura Percutaneous Needle,UHHS RMC,1049,RMC CT Scan,Tech,"2,548.00"
Bx/excis lymph node(s) by needle superficial,UHHS RMC,31244,RMC CT Scan,Tech,"1,705.00"
Card Hlth Coaxial Temno bx needle MCN,UHHS RMC,29247,RMC CT Scan,Tech,118
Card Hlth Coaxial Temno Bx needle T/CCT,UHHS RMC,29256,RMC CT Scan,Tech,129
Card Hlth Temno Bx needle TT2,UHHS RMC,29257,RMC CT Scan,Tech,98
Card Hlthcare Temno Biopsy Needle TT3,UHHS RMC,29249,RMC CT Scan,Tech,90
Cardiac scoring,UHHS RMC,9859,RMC CT Scan,Tech,99
Cardinal Healthcare Coaxial Temno biopsy needle,UHHS RMC,29228,RMC CT Scan,Tech,141
Cardinal Healthcare Coaxial Temno biopsy needle CTTxxx,UHHS RMC,5456,RMC CT Scan,Tech,150
Cardinal Healthcare Drainage Tray,UHHS RMC,2590,RMC CT Scan,Tech,168
Cardinal Healthcare Temno Biopsy Needle,UHHS RMC,29227,RMC CT Scan,Tech,86
Cardinal Healthcare Temno Biopsy Needle Txxx,UHHS RMC,5458,RMC CT Scan,Tech,126
Chemical Pleurodisis,UHHS RMC,1379,RMC CT Scan,Tech,"2,595.00"
Chest Abd Pel Low Dose Screen,UHHS RMC,9860,RMC CT Scan,Tech,153
Chest Ablation Pulmonary Tumor(s),UHHS RMC,24520,RMC CT Scan,Tech,"3,005.00"
Chng Prc Tube/Drain Cth W/Cntr,UHHS RMC,9815,RMC CT Scan,Tech,"1,130.00"
Chst Abd Pel Screen W Card Sco,UHHS RMC,9861,RMC CT Scan,Tech,153
Contrast inj abscess/cyst via  tube,UHHS RMC,20,RMC CT Scan,Tech,421
Cook Chiba Needle (20x15cm; 20x20cm),UHHS RMC,5455,RMC CT Scan,Tech,24
Cook Gastro Suture Anchor Set G04474,UHHS RMC,55152,RMC CT Scan,Tech,273
Cook Guidewire 7.5mm,UHHS RMC,29223,RMC CT Scan,Tech,27
Cook Vessel Dilator (12F),UHHS RMC,29222,RMC CT Scan,Tech,20
Cook Vessel Dilator (5F - 10F; 14F),UHHS RMC,2374,RMC CT Scan,Tech,20
Cook Vinyl connecting tubing,UHHS RMC,8126,RMC CT Scan,Tech,26
Cook YUEH 10cm/15cm,UHHS RMC,5452,RMC CT Scan,Tech,52
Coviden/Mallinckrodt Syringes Injector 130ml,UHHS RMC,4,RMC CT Scan,Tech,58
Coviden/Mallinckrodt Syringes Injector 200ml,UHHS RMC,7,RMC CT Scan,Tech,41
Cryoablation pulmonary tumors & extension,UHHS RMC,38875,RMC CT Scan,Tech,"4,066.00"
Cryolife bioglue deliv syst BG35105US,UHHS RMC,16276,RMC CT Scan,Tech,"2,862.00"
CT  Chest Screening with Cardiac Scoring,UHHS RMC,9863,RMC CT Scan,Tech,99
CT abdomen & pelvis w and w/o contrast,UHHS RMC,32001,RMC CT Scan,Tech,"3,640.00"
CT abdomen and pelvis w/contrast material(s),UHHS RMC,32000,RMC CT Scan,Tech,"3,484.00"
CT abdomen and pelvis w/o contrast material,UHHS RMC,31999,RMC CT Scan,Tech,"3,380.00"
Ct Abdomen w wo contrast,UHHS RMC,9681,RMC CT Scan,Tech,"2,863.00"
CT abdomen with contrast material,UHHS RMC,9680,RMC CT Scan,Tech,"2,742.00"
CT abdomen without contrast,UHHS RMC,9679,RMC CT Scan,Tech,"2,406.00"
CT angiography neck with contrast,UHHS RMC,9524,RMC CT Scan,Tech,"2,777.00"
CT Bone Mineral Density Axial,UHHS RMC,17363,RMC CT Scan,Tech,959
CT cervical spine w/contrast,UHHS RMC,9579,RMC CT Scan,Tech,"2,422.00"
CT cervical spine w/wo contrast,UHHS RMC,9580,RMC CT Scan,Tech,"2,852.00"
CT Cervical spine wo contrast,UHHS RMC,9578,RMC CT Scan,Tech,"2,193.00"
CT Chest w contrast,UHHS RMC,9554,RMC CT Scan,Tech,"2,441.00"
CT Chest wo contrast,UHHS RMC,9553,RMC CT Scan,Tech,"2,123.00"
CT chest wo w contrast,UHHS RMC,9555,RMC CT Scan,Tech,"2,555.00"
CT Colonography,UHHS RMC,29258,RMC CT Scan,Tech,"2,982.00"
CT drainage pelvic abscess per,UHHS RMC,18198,RMC CT Scan,Tech,"1,773.00"
CT For Sterotactic Localizatn,UHHS RMC,16174,RMC CT Scan,Tech,"1,893.00"
CT Guidance needle biopsy,UHHS RMC,9844,RMC CT Scan,Tech,"2,280.00"
CT guide for/monitoring parenchymal ablation,UHHS RMC,21343,RMC CT Scan,Tech,"1,792.00"
CT guided ablation,UHHS RMC,1854,RMC CT Scan,Tech,"2,888.00"
CT Guided Arthrocent;Lrg Joint,UHHS RMC,1856,RMC CT Scan,Tech,782
CT Head w contrast,UHHS RMC,9512,RMC CT Scan,Tech,"2,090.00"
CT Head wo contrast,UHHS RMC,9511,RMC CT Scan,Tech,"1,756.00"
CT Head wo w contrast,UHHS RMC,9513,RMC CT Scan,Tech,"2,276.00"
CT Head W-Wo Incl Post Proc,UHHS RMC,9523,RMC CT Scan,Tech,"3,126.00"
CT heart coronary arteries,UHHS RMC,29262,RMC CT Scan,Tech,"3,134.00"
CT heart for evaluation of cardiac structure and morphology,UHHS RMC,29260,RMC CT Scan,Tech,"4,028.00"
CT heart w/contrast material cardiac function,UHHS RMC,29261,RMC CT Scan,Tech,"3,380.00"
CT heart w/o contrast w/quant eval calc,UHHS RMC,29259,RMC CT Scan,Tech,"3,224.00"
CT Limited localized follow up,UHHS RMC,9855,RMC CT Scan,Tech,898
CT lumbar spine w/contrast,UHHS RMC,9585,RMC CT Scan,Tech,"2,555.00"
CT lumbar spine w/wo contrast,UHHS RMC,9586,RMC CT Scan,Tech,"2,539.00"
CT Lumbar spine wo contrast,UHHS RMC,9584,RMC CT Scan,Tech,"2,424.00"
CT lwr extrm w contrast,UHHS RMC,9663,RMC CT Scan,Tech,"2,169.00"
CT lwr extrm w wo contrast,UHHS RMC,9664,RMC CT Scan,Tech,"2,261.00"
CT lwr extrm wo contrast,UHHS RMC,9662,RMC CT Scan,Tech,"1,918.00"
CT Maxillofacial area w wo cnt,UHHS RMC,9519,RMC CT Scan,Tech,"2,201.00"
CT Maxillofacial area wo cont,UHHS RMC,9517,RMC CT Scan,Tech,"1,821.00"
CT Maxillofacila area w cntrst,UHHS RMC,9518,RMC CT Scan,Tech,"2,123.00"
CT Neck w contrast,UHHS RMC,9521,RMC CT Scan,Tech,"2,418.00"
CT Neck w wo contrast,UHHS RMC,9522,RMC CT Scan,Tech,"2,450.00"
CT Neck wo contrast,UHHS RMC,9520,RMC CT Scan,Tech,"1,941.00"
CT Orbit sella ear w wo cntrst,UHHS RMC,9516,RMC CT Scan,Tech,"2,321.00"
CT Orbit sella ear wo contrast,UHHS RMC,9514,RMC CT Scan,Tech,"1,956.00"
CT Orbit sellar ear w contrast,UHHS RMC,9515,RMC CT Scan,Tech,"2,077.00"
CT Pelvis w contrast,UHHS RMC,9601,RMC CT Scan,Tech,"2,390.00"
CT pelvis w/o & w contrast/further sections,UHHS RMC,9602,RMC CT Scan,Tech,"2,628.00"
CT Pelvis wo contrast,UHHS RMC,9600,RMC CT Scan,Tech,"1,946.00"
CT perfusion w/contrast CBF,UHHS RMC,28424,RMC CT Scan,Tech,"2,556.00"
CT Thoracic spine wo contrast,UHHS RMC,9581,RMC CT Scan,Tech,"2,047.00"
CT Thoracin spine w wo contrast,UHHS RMC,9583,RMC CT Scan,Tech,"2,600.00"
CT throacic spine w/contrast,UHHS RMC,9582,RMC CT Scan,Tech,"2,422.00"
CT upr extrm w contrast,UHHS RMC,9632,RMC CT Scan,Tech,"2,255.00"
Ct upr extrm w wo contrast,UHHS RMC,9633,RMC CT Scan,Tech,"3,108.00"
CT upr extrm wo contrast,UHHS RMC,9631,RMC CT Scan,Tech,"2,058.00"
CTA abd aorta w/wo inc post pr,UHHS RMC,9736,RMC CT Scan,Tech,"3,800.00"
CTA Abd&Pelv w/contr incl non contr imag,UHHS RMC,33862,RMC CT Scan,Tech,"3,640.00"
CTA Abdomen w wo incl post PR,UHHS RMC,9682,RMC CT Scan,Tech,"3,386.00"
CTA Chest w wo contrast,UHHS RMC,9556,RMC CT Scan,Tech,"3,005.00"
CTA lower extremity,UHHS RMC,9665,RMC CT Scan,Tech,"2,525.00"
CTA Pelvis W-Wo Incl Post Proc,UHHS RMC,9599,RMC CT Scan,Tech,"3,380.00"
CTA upper extremity,UHHS RMC,9634,RMC CT Scan,Tech,"2,309.00"
CVAD blood draw,UHHS RMC,8381,RMC CT Scan,Tech,92
Declot by thromobolytic agent of VAD or catheter guidance in,UHHS RMC,32549,RMC CT Scan,Tech,579
Destruction malignant lesion any method,UHHS RMC,38876,RMC CT Scan,Tech,"1,334.00"
Destructn/celiac plexus w/neur,UHHS RMC,1977,RMC CT Scan,Tech,"3,752.00"
Drain pouch set supplies,UHHS RMC,2585,RMC CT Scan,Tech,55
Endocare Cryoablation Probe,UHHS RMC,29234,RMC CT Scan,Tech,"3,270.00"
Exchange perc biliary drainage catheter,UHHS RMC,1385,RMC CT Scan,Tech,"2,288.00"
Fine needle aspiration w/imag guide (CT Scan),UHHS RMC,3105,RMC CT Scan,Tech,676
Fluoro guide for CVP,UHHS RMC,9818,RMC CT Scan,Tech,"1,265.00"
Fluoroscopy up to one hour,UHHS RMC,21342,RMC CT Scan,Tech,532
Galil IceRod+ FPRPR3508,UHHS RMC,35419,RMC CT Scan,Tech,"3,750.00"
I & D submucosal abscess rectum,UHHS RMC,21333,RMC CT Scan,Tech,"3,273.00"
Image guide drain fluid collection by cath peritoneal or ret,UHHS RMC,37961,RMC CT Scan,Tech,"4,446.00"
Image guide drain fluid collection by cath viseral perc,UHHS RMC,37960,RMC CT Scan,Tech,"4,637.00"
Image guide drain fluid collection transvaginal or trans rec,UHHS RMC,37962,RMC CT Scan,Tech,"4,249.00"
Inj anes t/e cervical/thoracc sngl level,UHHS RMC,25741,RMC CT Scan,Tech,"1,711.00"
Inj Anesth Agent  Sciatic Nerv,UHHS RMC,3958,RMC CT Scan,Tech,"1,945.00"
Inj proc mylography and/or CT lumbar,UHHS RMC,9481,RMC CT Scan,Tech,"1,288.00"
Inj Sinus Tract-Diagnostic,UHHS RMC,3974,RMC CT Scan,Tech,"1,078.00"
IV hydration each additional hour,UHHS RMC,17693,RMC CT Scan,Tech,218
IV hydration initial up to 1 hour,UHHS RMC,17692,RMC CT Scan,Tech,323
K C Tube Gastrostomy 010020,UHHS RMC,38785,RMC CT Scan,Tech,110
KC Mic Key low profile Jejenual feeding tube 14FR 3.5,UHHS RMC,36799,RMC CT Scan,Tech,984
KC Mic Key low profile Jejenual feeding tube 18FR 3.5,UHHS RMC,55154,RMC CT Scan,Tech,984
Laur Med Bone Biopsy Kit KBD 11/15,UHHS RMC,29251,RMC CT Scan,Tech,451
Laur Med Coaxial Bone biopsy kit KBC 11/15,UHHS RMC,29252,RMC CT Scan,Tech,518
Laur Med Hard Bone Biopsy Kit KBP 11/15,UHHS RMC,29253,RMC CT Scan,Tech,587
Laur Med Long Drill ML 11/15,UHHS RMC,29255,RMC CT Scan,Tech,246
Laur Med Perforating Cannula Drill KTP 11/15,UHHS RMC,29254,RMC CT Scan,Tech,327
Laurane Medical Biopsy Needle,UHHS RMC,29243,RMC CT Scan,Tech,189
Laurane Medical Biopsy Needle CD 11/10,UHHS RMC,5448,RMC CT Scan,Tech,46
Laurane Medical Bone Biopsy Kit,UHHS RMC,29235,RMC CT Scan,Tech,423
Laurane Medical Coaxial Bone biopsy kit,UHHS RMC,29237,RMC CT Scan,Tech,491
Laurane Medical Hard Bone Biopsy Kit,UHHS RMC,29239,RMC CT Scan,Tech,560
Laurane Medical Long Drill,UHHS RMC,29244,RMC CT Scan,Tech,205
Laurane Medical Perforating Cannula Drill,UHHS RMC,29241,RMC CT Scan,Tech,300
Laurane Medical Perforating Cannula Stylet,UHHS RMC,29246,RMC CT Scan,Tech,213
Limited Sinus Imaging,UHHS RMC,38836,RMC CT Scan,Tech,821
LOCM 100-199 mg/ml per iodine/ml,UHHS RMC,17211,RMC CT Scan,Tech,3
LOCM 200-299 mg/ml iodine/ml,UHHS RMC,17212,RMC CT Scan,Tech,3
LOCM 300-399 mg/ml iodine/ml,UHHS RMC,17213,RMC CT Scan,Tech,3
LOCM 400 or > mg/ml iod conc per ml,UHHS RMC,13305,RMC CT Scan,Tech,3
Low dose chest CT for lung screening w/o contrast,UHHS RMC,32841,RMC CT Scan,Tech,125
Low Dose CT Lung Ca Screening,UHHS RMC,9862,RMC CT Scan,Tech,125
Merit Medical Stayfix dressing supply,UHHS RMC,6073,RMC CT Scan,Tech,30
Mod sedat different prov  from proc ea addl 15 min,UHHS RMC,42503,RMC CT Scan,Tech,69
Mod sedat different prov  from proc init 15 min < 5 yrs old,UHHS RMC,42501,RMC CT Scan,Tech,648
Mod sedat different prov  from proc init 15 min >5 yrs old,UHHS RMC,42502,RMC CT Scan,Tech,660
Mod sedat same prov  perf proc ea addl 15 min,UHHS RMC,42500,RMC CT Scan,Tech,70
Mod sedat same prov perf proc init 15 min < 5 yrs old,UHHS RMC,42498,RMC CT Scan,Tech,910
Mod sedat same prov perf proc init 15 min > 5 yrs old,UHHS RMC,42499,RMC CT Scan,Tech,660
Myelography via lumbar inj inc s&i cervical,UHHS RMC,39337,RMC CT Scan,Tech,"3,198.00"
Myelography via lumbar inj incl radiological s & i thoracic,UHHS RMC,39338,RMC CT Scan,Tech,"3,198.00"
Myelography via lumbar inj includ radio S&I 2 or more region,UHHS RMC,39341,RMC CT Scan,Tech,"3,198.00"
Myelography via lumbar inj includ radiological S&I lumbosacr,UHHS RMC,39340,RMC CT Scan,Tech,"3,198.00"
Nanoknife Probe Monopolar electrodes,UHHS RMC,42640,RMC CT Scan,Tech,"7,206.00"
Needle Intro Co-axial,UHHS RMC,5450,RMC CT Scan,Tech,59
Paracentesis w/o imag guidance,UHHS RMC,33786,RMC CT Scan,Tech,"2,451.00"
Perc Bx Abdmon/Retroperitoneal,UHHS RMC,12986,RMC CT Scan,Tech,"1,560.00"
Perc vertebroplasty (biopsy incl) 1 vert w/imag,UHHS RMC,39335,RMC CT Scan,Tech,"2,888.00"
Perc vertebroplasty 1 vert cervicothoracic w/imag,UHHS RMC,39333,RMC CT Scan,Tech,"4,064.00"
Perc vertebroplasty 1 vert lumbosacral w/imag,UHHS RMC,39334,RMC CT Scan,Tech,"3,970.00"
Percutaneous Radioablation Kidney tumor(s),UHHS RMC,24522,RMC CT Scan,Tech,"3,925.00"
Percutaneous Radioablation Liver Tumor(s),UHHS RMC,24521,RMC CT Scan,Tech,"3,005.00"
Peritoneal lavage incl image guid when performed,UHHS RMC,33807,RMC CT Scan,Tech,"2,763.00"
Placement needles/caths into muscle/soft tissue for subq,UHHS RMC,37710,RMC CT Scan,Tech,"3,191.00"
Placement needles/caths into pelvic organs/genitalia,UHHS RMC,37709,RMC CT Scan,Tech,"6,916.00"
Pleural drainage perc w/insert cath w/imaging,UHHS RMC,35787,RMC CT Scan,Tech,"2,470.00"
Pneumonocentesis,UHHS RMC,6275,RMC CT Scan,Tech,"1,593.00"
Punct Asp Abs Hemato Bulla Cst,UHHS RMC,6601,RMC CT Scan,Tech,824
Rad Guide Perc Drain-Absc/Spec,UHHS RMC,9817,RMC CT Scan,Tech,"1,765.00"
Renal Bx Percutns Trocar/Ndl,UHHS RMC,6739,RMC CT Scan,Tech,"2,972.00"
Replace duod/J tube percutaneous,UHHS RMC,38617,RMC CT Scan,Tech,"1,451.00"
RF Ablation Probe,UHHS RMC,6771,RMC CT Scan,Tech,"1,795.00"
Rita Medical RF Ablation Probe,UHHS RMC,18,RMC CT Scan,Tech,"5,982.00"
Screen CT/Coronary Calcificatn,UHHS RMC,9864,RMC CT Scan,Tech,153
Screening CT Virtual Colonography,UHHS RMC,36316,RMC CT Scan,Tech,207
Snare Kit Amplatz Gooseneck 10x120,UHHS RMC,55151,RMC CT Scan,Tech,960
Supply angiographic tray,UHHS RMC,527,RMC CT Scan,Tech,239
Thoracentesis for aspiration,UHHS RMC,7628,RMC CT Scan,Tech,"2,075.00"
Thoracentesis for aspiration,UHHS RMC,7628,RMC CT Scan,Tech,"2,075.00"
Thoracentesis Insert Tube in Radiology,UHHS RMC,7632,RMC CT Scan,Tech,"1,055.00"
Transrectal drainage of pelvic abscess,UHHS RMC,7838,RMC CT Scan,Tech,"2,237.00"
Tube Thoracostomy W/Wo Seal,UHHS RMC,7985,RMC CT Scan,Tech,"3,002.00"
Tyco Healthcare RF Ablation Probe cool tip,UHHS RMC,29233,RMC CT Scan,Tech,"3,612.00"
Tyco Healthcare spinal needle,UHHS RMC,5453,RMC CT Scan,Tech,11
DSMT Group Per 30 Min,UHHS RMC,17424,RMC Diabetic Clinic,Tech,93
DSMT Train Individ Per 30 Min,UHHS RMC,17423,RMC Diabetic Clinic,Tech,136
MNT Group each 30 mins,UHHS RMC,36909,RMC Diabetic Clinic,Tech,61
MNT initial assess individual w/patient ea 15 minutes,UHHS RMC,32063,RMC Diabetic Clinic,Tech,62
MNT Reassess Change DX Grp 30 min,UHHS RMC,36911,RMC Diabetic Clinic,Tech,70
MNT Reassess Change Dx Ind 15 min,UHHS RMC,36910,RMC Diabetic Clinic,Tech,70
MNT re-assessment individual w/patient each 15 min,UHHS RMC,32064,RMC Diabetic Clinic,Tech,62
Abdomen cmplt decub and or erect,UHHS RMC,9677,RMC Diagnostic Rad,Tech,587
Abdomen complete acute series,UHHS RMC,9678,RMC Diagnostic Rad,Tech,764
Abdomen single anteroposterior,UHHS RMC,9675,RMC Diagnostic Rad,Tech,285
Abomen AP and Addl oblique and cone,UHHS RMC,9676,RMC Diagnostic Rad,Tech,493
Abscess fistula sinus trct S&I,UHHS RMC,9828,RMC Diagnostic Rad,Tech,935
Acromioclaviculr joints bilat,UHHS RMC,9621,RMC Diagnostic Rad,Tech,520
Addl/repeat chole,UHHS RMC,18128,RMC Diagnostic Rad,Tech,260
Ankle 2 views,UHHS RMC,9657,RMC Diagnostic Rad,Tech,474
Ankle arthrogram,UHHS RMC,18124,RMC Diagnostic Rad,Tech,"1,632.00"
Ankle complete min 3 views,UHHS RMC,9658,RMC Diagnostic Rad,Tech,560
Arthrocentesis aspiring major joint/bursa without US guide,UHHS RMC,8298,RMC Diagnostic Rad,Tech,770
Aspir Inj Renal Cyst Pelv Perc,UHHS RMC,608,RMC Diagnostic Rad,Tech,"2,652.00"
Bilry Endoscpy via t tube w dil wo stent,UHHS RMC,9470,RMC Diagnostic Rad,Tech,"2,782.00"
Bilry Endoscpy Via T-Tube;W/Di,UHHS RMC,9471,RMC Diagnostic Rad,Tech,"4,993.00"
Biopsy Deep Axillary Nodes,UHHS RMC,879,RMC Diagnostic Rad,Tech,"5,798.00"
Biopsy muscle percutaneous needle,UHHS RMC,1047,RMC Diagnostic Rad,Tech,"1,647.00"
Body Composition DEXA,UHHS RMC,39846,RMC Diagnostic Rad,Tech,"1,082.00"
Bone age studies,UHHS RMC,8516,RMC Diagnostic Rad,Tech,364
Bone density (Dexa scan) V F A,UHHS RMC,18141,RMC Diagnostic Rad,Tech,534
Bone length studies (orthoroentgenogram  scanogram),UHHS RMC,8517,RMC Diagnostic Rad,Tech,407
Both knees standing anteropost,UHHS RMC,9653,RMC Diagnostic Rad,Tech,415
Breast bx ea addl les includ sterotactic guide,UHHS RMC,37964,RMC Diagnostic Rad,Tech,"4,388.00"
Breast bx ea addl lesion including US guide,UHHS RMC,37947,RMC Diagnostic Rad,Tech,"4,140.00"
Breast bx includ placemnt clip & US guide 1st lesion,UHHS RMC,37946,RMC Diagnostic Rad,Tech,"4,603.00"
Breast bx include placemnt clip & stereotactic guide 1st les,UHHS RMC,37963,RMC Diagnostic Rad,Tech,"4,939.00"
Bronchography unilateral,UHHS RMC,18119,RMC Diagnostic Rad,Tech,761
