Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Atlas Gold Balloon 24mm/120,UHHS GRH,52596,GRH Cath Lab,Tech,"1,290.00"
Atlas II Plus DR St Jude V268,UHHS GRH,15044,GRH Cath Lab,Tech,"34,063.00"
Atlas II VR St Jude V168,UHHS GRH,15047,GRH Cath Lab,Tech,"34,063.00"
Attain Ability Plus LH Lead Medtronic,UHHS GRH,33128,GRH Cath Lab,Tech,"6,006.00"
Attain Command Medtronic,UHHS GRH,22070,GRH Cath Lab,Tech,622
Attain hybrid (Medtronics),UHHS GRH,21338,GRH Cath Lab,Tech,545
Attain Prevail deflectable sheath,UHHS GRH,682,GRH Cath Lab,Tech,"2,535.00"
Attain select II,UHHS GRH,22917,GRH Cath Lab,Tech,518
Avinger Wildcat CTO Catheter,UHHS GRH,34126,GRH Cath Lab,Tech,"5,682.00"
Balkin sheath (Cook G10383),UHHS GRH,16362,GRH Cath Lab,Tech,186
Bard 170mm Lifestent EX071703CS,UHHS GRH,21249,GRH Cath Lab,Tech,"6,813.00"
Bard 20mmx4.5cm true dilation balloon valvuloplasty cath (11,UHHS GRH,39308,GRH Cath Lab,Tech,"2,394.00"
Bard 5.0mm x 100mm Lutonix .035 drug coated balloon PTA cath,UHHS GRH,39989,GRH Cath Lab,Tech,"4,200.00"
Bard 5.0mm x 120mm Lutonix .035 drug coated balloon PTA cath,UHHS GRH,39990,GRH Cath Lab,Tech,"4,650.00"
Bard 5.0mm x 150mm Lutonix .035 drug coated balloon PTA cath,UHHS GRH,39991,GRH Cath Lab,Tech,"5,100.00"
Bard 6.0x100 Lutonix .035 drug coated balloon pta cath130cm,UHHS GRH,39307,GRH Cath Lab,Tech,"4,800.00"
Bard 6.5 FR x 75 cm shaft   Atlas PTA Dilatation Balloon Cat,UHHS GRH,41727,GRH Cath Lab,Tech,885
Bard Crosser Atherectomy Catheter CRU014SA,UHHS GRH,39837,GRH Cath Lab,Tech,"2,295.00"
Bard Dorado pta balloon (>100mm) DR135720,UHHS GRH,20679,GRH Cath Lab,Tech,736
Bard Dorado pta balloon (100mm or <) DR135510,UHHS GRH,20676,GRH Cath Lab,Tech,545
Bard ELuminexx stent (20-60mm) ZBM07060,UHHS GRH,20674,GRH Cath Lab,Tech,"3,407.00"
Bard ELuminexx stent (80-120mm) ZBM08100,UHHS GRH,20680,GRH Cath Lab,Tech,"4,224.00"
Bard Equistream,UHHS GRH,34762,GRH Cath Lab,Tech,990
Bard Flair Stent,UHHS GRH,34760,GRH Cath Lab,Tech,"1,894.00"
Bard Flair Stent Straight,UHHS GRH,34759,GRH Cath Lab,Tech,"6,881.00"
Bard fluency stent (40-6-mm) FTL07060,UHHS GRH,20677,GRH Cath Lab,Tech,"6,255.00"
Bard fluency stent (80mm) FTM08080,UHHS GRH,20678,GRH Cath Lab,Tech,"6,800.00"
Bard G2 filter system RF310F,UHHS GRH,20673,GRH Cath Lab,Tech,"3,298.00"
Bard LifeStar Stent,UHHS GRH,34761,GRH Cath Lab,Tech,"1,979.00"
Bard Lifestent (100-200mm) EX071001CD,UHHS GRH,20682,GRH Cath Lab,Tech,"5,178.00"
Bard Lifestent (150mm) EX071501CD,UHHS GRH,20683,GRH Cath Lab,Tech,"6,268.00"
Bard Lifestent (20-80mm) EX070201CD,UHHS GRH,20681,GRH Cath Lab,Tech,"3,815.00"
Bard Opti Plast pta balloon XT7564,UHHS GRH,20675,GRH Cath Lab,Tech,391
Bard Power PICC,UHHS GRH,39817,GRH Cath Lab,Tech,575
Bard Seeker Crosser Catheter,UHHS GRH,34500,GRH Cath Lab,Tech,"5,262.00"
Bard Snare Loop,UHHS GRH,42549,GRH Cath Lab,Tech,840
Bard Usher Catheter,UHHS GRH,34499,GRH Cath Lab,Tech,886
Bard Valeo biliary stent EV08261CD,UHHS GRH,20672,GRH Cath Lab,Tech,"2,998.00"
Bardport titanium implanted port 0602240,UHHS GRH,18378,GRH Cath Lab,Tech,658
Baylis Needle,UHHS GRH,42294,GRH Cath Lab,Tech,"1,485.00"
Bbraun Tyshak II PTV balloon dilatation cath,UHHS GRH,31016,GRH Cath Lab,Tech,"1,423.00"
Biliary Brush Biopsy,UHHS GRH,33092,GRH Cath Lab,Tech,"3,143.00"
Biliary Drainage Catheter G09497 Cook,UHHS GRH,33148,GRH Cath Lab,Tech,214
Biliary Duct Stricture Dilatation without Stent,UHHS GRH,33093,GRH Cath Lab,Tech,"2,782.00"
Bilry Endoscpy Via T-Tube;W/Di,UHHS GRH,9471,GRH Cath Lab,Tech,"4,993.00"
Biopsy Bone Trocar/Needle Deep,UHHS GRH,878,GRH Cath Lab,Tech,"2,912.00"
Biopsy Of Liver  Needle Prctn,UHHS GRH,8441,GRH Cath Lab,Tech,"2,085.00"
Bioptome,UHHS GRH,888,GRH Cath Lab,Tech,"1,110.00"
Blood Transfusion,UHHS GRH,33934,GRH Cath Lab,Tech,884
Bone Biopsy Needle Set G36406,UHHS GRH,36234,GRH Cath Lab,Tech,275
Bost Sci Cross Boss Catheter 135cm,UHHS GRH,38983,GRH Cath Lab,Tech,"2,685.00"
Bost Sci Fathom 14  260cm x 10cm,UHHS GRH,39818,GRH Cath Lab,Tech,"1,848.00"
Bost Sci Fathom Wire 180cm,UHHS GRH,53423,GRH Cath Lab,Tech,"1,020.00"
Bost Sci Interlock Coil,UHHS GRH,33352,GRH Cath Lab,Tech,"3,530.00"
Bost Sci Safari small per shaped TAVR/TAVI wire (260cm),UHHS GRH,39309,GRH Cath Lab,Tech,900
Bost Sci Stingray Catheter,UHHS GRH,38984,GRH Cath Lab,Tech,"3,750.00"
Bost Sci Stingray Guidewire 180cm,UHHS GRH,38985,GRH Cath Lab,Tech,825
Bost Sci Wallstent H965404120,UHHS GRH,33367,GRH Cath Lab,Tech,"3,015.00"
Boston scientific altrua 20 pacemaker dual chamber,UHHS GRH,18341,GRH Cath Lab,Tech,"11,990.00"
Boston scientific altrua 20 pacemaker single chamber,UHHS GRH,18338,GRH Cath Lab,Tech,"12,263.00"
Boston scientific altrua 40 pacemaker dual chamber,UHHS GRH,18342,GRH Cath Lab,Tech,"14,988.00"
Boston scientific altrua 40 pacemaker single chamber,UHHS GRH,18337,GRH Cath Lab,Tech,"13,625.00"
Boston scientific altrua 60 pacemaker dual chamber,UHHS GRH,18339,GRH Cath Lab,Tech,"15,942.00"
Boston scientific altrua 60 pacemaker single chamber,UHHS GRH,18336,GRH Cath Lab,Tech,"14,579.00"
Boston Scientific Altrua longevity pacemaker,UHHS GRH,18340,GRH Cath Lab,Tech,"15,942.00"
Boston Scientific Rotaglide Lubricant 20ml Vial,UHHS GRH,39339,GRH Cath Lab,Tech,347
Brachial sheath 5cm,UHHS GRH,932,GRH Cath Lab,Tech,48
Brachiocephalic trunk and branches atherectomy  each vessel,UHHS GRH,31972,GRH Cath Lab,Tech,"12,958.00"
Brist tip interventional sheath,UHHS GRH,948,GRH Cath Lab,Tech,93
Brite Tip 23cm Sheath,UHHS GRH,53424,GRH Cath Lab,Tech,64
Bx bone trocar/needle suprfcl,UHHS GRH,1044,GRH Cath Lab,Tech,"2,184.00"
C7 Dragonfly Imag Cath (LightLab),UHHS GRH,29699,GRH Cath Lab,Tech,"3,679.00"
Cable Extensions St Jude,UHHS GRH,31008,GRH Cath Lab,Tech,82
Capsure Fix Novus,UHHS GRH,11718,GRH Cath Lab,Tech,"1,427.00"
Cardiac output susequential,UHHS GRH,17297,GRH Cath Lab,Tech,198
Cardioassist method of circulatory assist internal,UHHS GRH,20699,GRH Cath Lab,Tech,"8,156.00"
CardioMEMS HF System,UHHS GRH,39690,GRH Cath Lab,Tech,"60,000.00"
Cardiopulmonary resuscitation,UHHS GRH,9123,GRH Cath Lab,Tech,"1,144.00"
Cardiovascular functn eval w/tilt table,UHHS GRH,9202,GRH Cath Lab,Tech,"2,034.00"
Cardioversion external in Cath Lab,UHHS GRH,15465,GRH Cath Lab,Tech,"2,100.00"
CARTO 3 Reference Patch Biosense Webster,UHHS GRH,30533,GRH Cath Lab,Tech,"1,031.00"
Cath plcmnt venous syst 1st order branch,UHHS GRH,1248,GRH Cath Lab,Tech,"3,070.00"
Catheter diagnostic,UHHS GRH,11705,GRH Cath Lab,Tech,36
Catheter insertion into LV  no coronaries,UHHS GRH,31950,GRH Cath Lab,Tech,"17,338.00"
Catheter special size diagnostic,UHHS GRH,1252,GRH Cath Lab,Tech,162
Catheter Swan Ganz,UHHS GRH,1253,GRH Cath Lab,Tech,300
Celsius 8mm ablation catheter Biosense Webster,UHHS GRH,25746,GRH Cath Lab,Tech,"2,589.00"
CenterCross Ultra,UHHS GRH,52874,GRH Cath Lab,Tech,"2,985.00"
Certus pressure wire - Radi Med Syst 12006,UHHS GRH,15125,GRH Cath Lab,Tech,"2,099.00"
CESSJ Therapy cath removal,UHHS GRH,35830,GRH Cath Lab,Tech,"6,027.00"
CESSJ Therapy cath removal,UHHS GRH,35830,GRH Cath Lab,Tech,"6,027.00"
Change G Tube all inclusive,UHHS GRH,34314,GRH Cath Lab,Tech,"1,510.00"
Change gastrostomy tube w/o imaging or endo,UHHS GRH,31393,GRH Cath Lab,Tech,"1,563.00"
Change ureterostomy tube/externally accessible ureteral sten,UHHS GRH,31308,GRH Cath Lab,Tech,"2,854.00"
Chocolate Touch Drug Coated Ballon IDE# G160085,UHHS GRH,53411,GRH Cath Lab,Tech,0.01
Cholecather drainage,UHHS GRH,42555,GRH Cath Lab,Tech,220
Cineradiography,UHHS GRH,15486,GRH Cath Lab,Tech,598
Clarivein Catheter 65018E4S,UHHS GRH,54040,GRH Cath Lab,Tech,"2,100.00"
ClosureFast,UHHS GRH,34415,GRH Cath Lab,Tech,"2,534.00"
Coagulation time activated,UHHS GRH,8876,GRH Cath Lab,Tech,162
Coda balloon,UHHS GRH,15616,GRH Cath Lab,Tech,"1,031.00"
Cognis RF HE Bost Sci,UHHS GRH,18943,GRH Cath Lab,Tech,"66,082.00"
Complete replace PICC thru same venous access,UHHS GRH,15689,GRH Cath Lab,Tech,"2,511.00"
Concerto Coil,UHHS GRH,42553,GRH Cath Lab,Tech,"2,022.00"
Confient ICD Boston Scientific,UHHS GRH,17208,GRH Cath Lab,Tech,"46,325.00"
Congenital intravascular doppler velocity and or pressure,UHHS GRH,31932,GRH Cath Lab,Tech,"4,370.00"
Conquest balloon Bard CQ7564,UHHS GRH,18370,GRH Cath Lab,Tech,696
Constellation catheter Boston Scientific,UHHS GRH,20807,GRH Cath Lab,Tech,"5,871.00"
Consulta DRT-P Medtronic,UHHS GRH,32720,GRH Cath Lab,Tech,"22,018.00"
Consulta Medtronic D224TRK,UHHS GRH,18890,GRH Cath Lab,Tech,"60,837.00"
Contak renewal 3 HE RF,UHHS GRH,15518,GRH Cath Lab,Tech,"61,994.00"
Contak renewal 3 RF,UHHS GRH,15520,GRH Cath Lab,Tech,"61,313.00"
Contrast inj abscess/cyst via  tube,UHHS GRH,20,GRH Cath Lab,Tech,421
Conversion of G to G-J tube at time other than initial G tub,UHHS GRH,30601,GRH Cath Lab,Tech,"2,179.00"
Convert external biliary drain cath to internal-external inc,UHHS GRH,40479,GRH Cath Lab,Tech,"2,027.00"
Convert nephrostomy cath-nephroureteral cath perc,UHHS GRH,40470,GRH Cath Lab,Tech,"1,612.00"
Cook 10Fr x 30cm  Percutaneous Pigtail Nephrostomy Set (0800,UHHS GRH,41730,GRH Cath Lab,Tech,436
Cook 90cm ansel sheath G48188,UHHS GRH,20671,GRH Cath Lab,Tech,355
Cook 9Fr x 100cm  32mm x 30cc Balloon  CODA Balloon Catheter,UHHS GRH,41728,GRH Cath Lab,Tech,"1,251.00"
Cook Advance 135cm PTA balloon,UHHS GRH,41724,GRH Cath Lab,Tech,540
Cook Advance 170cm PTA balloon,UHHS GRH,41725,GRH Cath Lab,Tech,"1,185.00"
Cook Catheter CXI G50001,UHHS GRH,53287,GRH Cath Lab,Tech,566
Cook Catheter Mac Lock G9450x,UHHS GRH,36380,GRH Cath Lab,Tech,247
Cook Celect IVC filter G48373,UHHS GRH,18360,GRH Cath Lab,Tech,"4,585.00"
Cook Coil Nester 14 G269xx,UHHS GRH,19444,GRH Cath Lab,Tech,367
Cook IVC filter retrival device G13287,UHHS GRH,18361,GRH Cath Lab,Tech,707
Cook Med Coil Hilal G04523,UHHS GRH,42758,GRH Cath Lab,Tech,120
Cook Med Coil Hilal G04622,UHHS GRH,42759,GRH Cath Lab,Tech,120
Cook Micropuncture set with Nitinol wire 4fr/5fr G47942,UHHS GRH,24530,GRH Cath Lab,Tech,105
Cook Multipurpose Drainage Catheter,UHHS GRH,33099,GRH Cath Lab,Tech,200
Cook Stent Zilver ZIB5,UHHS GRH,42804,GRH Cath Lab,Tech,"4,500.00"
Cook Zilver PTX DES 120mm,UHHS GRH,53504,GRH Cath Lab,Tech,"5,985.00"
Cook Zilver PTX DES 40mm,UHHS GRH,53501,GRH Cath Lab,Tech,"3,525.00"
Cook Zilver PTX DES 60mm,UHHS GRH,53502,GRH Cath Lab,Tech,"4,485.00"
Cope Nephroureterostomy Stent G48176,UHHS GRH,33237,GRH Cath Lab,Tech,278
Cordis bare metal stent,UHHS GRH,17331,GRH Cath Lab,Tech,"4,095.00"
Cordis Max LD Balloon Catheter,UHHS GRH,31452,GRH Cath Lab,Tech,"1,031.00"
Cordis Palmaz Blue transhepatic biliary stent,UHHS GRH,21247,GRH Cath Lab,Tech,"3,235.00"
Cordis Palmaz XL transhepatic biliary stent P4010,UHHS GRH,21248,GRH Cath Lab,Tech,"3,609.00"
"Cordis PowerFlex P3 .035"" PTA Balloon Catheter (80cm)",UHHS GRH,33407,GRH Cath Lab,Tech,409
Cordis sleek PTA dilatation catheter 425 3512X,UHHS GRH,21251,GRH Cath Lab,Tech,"1,036.00"
Cordis Smart Flex Biliary Stent System 120cm,UHHS GRH,36774,GRH Cath Lab,Tech,"2,490.00"
Coronary guidewire other,UHHS GRH,11630,GRH Cath Lab,Tech,227
Corox OTW BP Biotronik,UHHS GRH,20808,GRH Cath Lab,Tech,"4,905.00"
Corox OTW Lead Biotronik,UHHS GRH,32638,GRH Cath Lab,Tech,"5,497.00"
Corox OTW lead Biotronik 346542,UHHS GRH,16239,GRH Cath Lab,Tech,"5,968.00"
Corox OTW S BP Biotronik,UHHS GRH,20809,GRH Cath Lab,Tech,"4,905.00"
CPS aim cannulator and subselector,UHHS GRH,15521,GRH Cath Lab,Tech,754
CPS direct SL lead delivery system,UHHS GRH,15522,GRH Cath Lab,Tech,"1,756.00"
CPS II Aim SL inner sheath St Jude,UHHS GRH,30142,GRH Cath Lab,Tech,682
CPS II Direct SL inner sheath St Jude,UHHS GRH,30143,GRH Cath Lab,Tech,"1,635.00"
CPS II Universal Slitter St Jude,UHHS GRH,30149,GRH Cath Lab,Tech,137
CPS Luminary,UHHS GRH,15523,GRH Cath Lab,Tech,"2,994.00"
CPS Venture catheter,UHHS GRH,15524,GRH Cath Lab,Tech,"2,006.00"
Crosser CTO Recanalization Catheter,UHHS GRH,34199,GRH Cath Lab,Tech,"7,180.00"
CTO,UHHS GRH,35588,GRH Cath Lab,Tech,"37,414.00"
Current Accel DR St Jude CD2215,UHHS GRH,30147,GRH Cath Lab,Tech,"37,197.00"
Current Accel VR St Jude CD1215,UHHS GRH,30148,GRH Cath Lab,Tech,"37,197.00"
Current DR RF (St Jude 2207),UHHS GRH,16462,GRH Cath Lab,Tech,"54,500.00"
Current Plus DR St Jude,UHHS GRH,27988,GRH Cath Lab,Tech,"35,425.00"
Current Plus VR St Jude,UHHS GRH,27987,GRH Cath Lab,Tech,"35,425.00"
Current RF VR St Jude,UHHS GRH,19094,GRH Cath Lab,Tech,"34,063.00"
Current VR RF ICD St.Jude 120736,UHHS GRH,18376,GRH Cath Lab,Tech,"45,440.00"
Cutting balloon,UHHS GRH,11585,GRH Cath Lab,Tech,"3,427.00"
Cylos DR 349799,UHHS GRH,15054,GRH Cath Lab,Tech,"15,219.00"
Cylos DR T 349806,UHHS GRH,15053,GRH Cath Lab,Tech,"18,501.00"
Cylos VR 349811,UHHS GRH,15055,GRH Cath Lab,Tech,"13,130.00"
Cypher drug eluting stents,UHHS GRH,1883,GRH Cath Lab,Tech,"7,626.00"
D Stat Vascular Solutions,UHHS GRH,20692,GRH Cath Lab,Tech,140
Declot by thromobolytic agent of VAD or catheter guidance in,UHHS GRH,32549,GRH Cath Lab,Tech,579
Defibrilator combo patches,UHHS GRH,17342,GRH Cath Lab,Tech,64
Delayed placemt of dist or prox extention inc S&I,UHHS GRH,53720,GRH Cath Lab,Tech,"7,083.00"
Denali Vena Cava Filter Femoral,UHHS GRH,40588,GRH Cath Lab,Tech,"3,000.00"
Dermabound,UHHS GRH,15078,GRH Cath Lab,Tech,121
Destruction lumbar/sacrum single level,UHHS GRH,28420,GRH Cath Lab,Tech,"3,546.00"
Dextrus lead (Guidant),UHHS GRH,21336,GRH Cath Lab,Tech,"2,113.00"
Dextrus leads 4135/4136,UHHS GRH,17350,GRH Cath Lab,Tech,"1,635.00"
DF 1 Y adapter Medtronic,UHHS GRH,21341,GRH Cath Lab,Tech,260
Diagnostic bone marrow biopsy(ies) and aspirations,UHHS GRH,53667,GRH Cath Lab,Tech,"3,292.00"
Diagnostic wire,UHHS GRH,2218,GRH Cath Lab,Tech,38
Diamondback atherectomy device CSI,UHHS GRH,24466,GRH Cath Lab,Tech,"8,979.00"
Dilatation of Biliary Duct Stricture Radiological S&I,UHHS GRH,33096,GRH Cath Lab,Tech,"2,311.00"
Dilation Nephrostomy Ureters,UHHS GRH,9727,GRH Cath Lab,Tech,"2,439.00"
Dilator,UHHS GRH,2372,GRH Cath Lab,Tech,33
Diskography cervical or thoracic,UHHS GRH,12989,GRH Cath Lab,Tech,"3,406.00"
Diskography Lumbar S&I,UHHS GRH,9615,GRH Cath Lab,Tech,"3,316.00"
Doppler flowire catheter,UHHS GRH,2536,GRH Cath Lab,Tech,"2,569.00"
Doppler needle,UHHS GRH,2537,GRH Cath Lab,Tech,413
Drainage Catheter Exchange/Change S&I,UHHS GRH,33101,GRH Cath Lab,Tech,"1,420.00"
Driver stent - Medtronic,UHHS GRH,15123,GRH Cath Lab,Tech,"2,836.00"
Drug administration that includes hemodynamic measurements,UHHS GRH,31961,GRH Cath Lab,Tech,"4,413.00"
DSYS Rapido Lead Delivery System Bost Sci,UHHS GRH,31007,GRH Cath Lab,Tech,"2,453.00"
Dual chamber perm pacemaker w/transvenous electrodes,UHHS GRH,15412,GRH Cath Lab,Tech,"15,704.00"
Dual lumen 7fr Cv catheter Bard 0600570,UHHS GRH,19234,GRH Cath Lab,Tech,292
Dual lumen catheter endologix DL3590,UHHS GRH,18181,GRH Cath Lab,Tech,614
Duodeca Nav 20 Pole Catheter Biosense Webster,UHHS GRH,30532,GRH Cath Lab,Tech,"2,943.00"
Duo-Flow 11.5 Fr x 20 cm  Double Lumen   XTP Cath Set,UHHS GRH,41732,GRH Cath Lab,Tech,"1,155.00"
Duostat hemostatic valve,UHHS GRH,2602,GRH Cath Lab,Tech,230
DuraMax Chronic Hemodialysis Catheter,UHHS GRH,33648,GRH Cath Lab,Tech,750
Durata lead St Jude,UHHS GRH,17207,GRH Cath Lab,Tech,"12,263.00"
Durata SJ4 St Jude,UHHS GRH,27990,GRH Cath Lab,Tech,"12,263.00"
Dynalink stent 100mm (Guidant),UHHS GRH,14359,GRH Cath Lab,Tech,"3,461.00"
Dynalink stent 20-80mm (Guidant),UHHS GRH,14358,GRH Cath Lab,Tech,"3,132.00"
Each additional bypass graft,UHHS GRH,35586,GRH Cath Lab,Tech,"40,273.00"
Each additional CTO,UHHS GRH,35589,GRH Cath Lab,Tech,"24,863.00"
Each additional vessel open,UHHS GRH,16360,GRH Cath Lab,Tech,"4,626.00"
Each additional vessel treated,UHHS GRH,53721,GRH Cath Lab,Tech,"7,083.00"
Eagle eye gold/revolution IVUS catheter (Volcano),UHHS GRH,19272,GRH Cath Lab,Tech,"1,840.00"
Easytrak lead delivery system,UHHS GRH,2607,GRH Cath Lab,Tech,"3,509.00"
Echocardiography transthoracic 2D w/M,UHHS GRH,9152,GRH Cath Lab,Tech,"1,820.00"
ECMO/ECLS daily management ea day veno arterial,UHHS GRH,40829,GRH Cath Lab,Tech,"4,285.00"
ECMO/ECLS provided by physician initiation veno arterial,UHHS GRH,40828,GRH Cath Lab,Tech,"4,370.00"
Edwards LifeSci(CCO/Sv02/VIP) Swan-Ganz Catheter,UHHS GRH,32101,GRH Cath Lab,Tech,"1,023.00"
Edwards Lifestent,UHHS GRH,15731,GRH Cath Lab,Tech,"5,413.00"
EKG 12 lead tracing,UHHS GRH,9142,GRH Cath Lab,Tech,289
EKOS Mach 4 E Catheter,UHHS GRH,32100,GRH Cath Lab,Tech,"7,890.00"
EKOSONIC Endovascular Device,UHHS GRH,40598,GRH Cath Lab,Tech,"8,385.00"
Empira Balloon,UHHS GRH,35228,GRH Cath Lab,Tech,375
Endeavor stent (Medtronic),UHHS GRH,16664,GRH Cath Lab,Tech,"5,995.00"
Endolum bx uret and/or renal pelvis non-endo incl imag guid,UHHS GRH,40471,GRH Cath Lab,Tech,"1,612.00"
Endomyocardial biopsy,UHHS GRH,9161,GRH Cath Lab,Tech,"8,845.00"
Endotak/Reliance ICD lead,UHHS GRH,11636,GRH Cath Lab,Tech,"21,892.00"
Endovas decend aorta wo lt subclavian S&I,UHHS GRH,21195,GRH Cath Lab,Tech,"2,763.00"
Endovas repair AAA using MBP,UHHS GRH,15490,GRH Cath Lab,Tech,"15,106.00"
Endovas repair thoracic aorta w/lt subclavian S&I,UHHS GRH,21194,GRH Cath Lab,Tech,"2,763.00"
Endovasc extension prox to renal arteries inc S&I,UHHS GRH,53719,GRH Cath Lab,Tech,"7,083.00"
Endovasc intracranial admin incl cath place/angio init vasc,UHHS GRH,40459,GRH Cath Lab,Tech,"2,851.00"
Endovasc intracranial admin not thrombolysis arterial includ,UHHS GRH,40460,GRH Cath Lab,Tech,364
Endovasc repair Iliac-iliac tube inc exten/ S&I  Non-rupture,UHHS GRH,53717,GRH Cath Lab,Tech,"1,808.00"
Endovasc repair Iliac-iliac tube inc exten/ S&I  Ruptured,UHHS GRH,53718,GRH Cath Lab,Tech,"1,808.00"
Endovasc repair infrarenal Ao-Ao Tube inc exten/ S&I  Ruptur,UHHS GRH,53712,GRH Cath Lab,Tech,"3,172.00"
Endovasc repair infrarenal Ao-AoTube inc exten/S&I  Non-rupt,UHHS GRH,53711,GRH Cath Lab,Tech,"3,172.00"
Endovasc repair infrarenal Aorta/BI-iliac inc exten/ S&I  Ru,UHHS GRH,53716,GRH Cath Lab,Tech,"15,106.00"
Endovasc repair infrarenal Aorta/UNI-iliac inc exten/ S&I  N,UHHS GRH,53713,GRH Cath Lab,Tech,"3,172.00"
Endovasc repair infrarenal Aorta/UNI-iliac inc exten/ S&I  R,UHHS GRH,53714,GRH Cath Lab,Tech,"15,106.00"
Endovasc repair of infrarenal aorta and or iliac artery by d,UHHS GRH,53715,GRH Cath Lab,Tech,"15,106.00"
Endovasc repair thoracic aneurysm,UHHS GRH,42545,GRH Cath Lab,Tech,"15,106.00"
Endovasc repair w/prosth Iliac/Aorta S&I,UHHS GRH,15473,GRH Cath Lab,Tech,"2,218.00"
Endovascular repair aorta S&I,UHHS GRH,15472,GRH Cath Lab,Tech,"3,172.00"
Endovascular repair Iliac S&I,UHHS GRH,17356,GRH Cath Lab,Tech,"1,808.00"
Endovascular repair of AAA,UHHS GRH,15489,GRH Cath Lab,Tech,"15,106.00"
Endovascular repair of infrarenal abdmoinal aortic aneurysm,UHHS GRH,18182,GRH Cath Lab,Tech,"14,267.00"
Endovenous ablation therapy laser addl veins separate site s,UHHS GRH,30125,GRH Cath Lab,Tech,"6,375.00"
Endovenous ablation therapy laser first vein treated,UHHS GRH,30124,GRH Cath Lab,Tech,"6,885.00"
Endovenous ablation therapy radio addl vein separate site,UHHS GRH,30123,GRH Cath Lab,Tech,"4,392.00"
Endovenous ablation therapy radiofrequency first vein treate,UHHS GRH,30122,GRH Cath Lab,Tech,"8,484.00"
Enpulse 31,UHHS GRH,2698,GRH Cath Lab,Tech,"21,476.00"
Ep eval icd (dft & sensing) @ implant/replace (leads only),UHHS GRH,15414,GRH Cath Lab,Tech,"4,524.00"
Epic II DR St Jude V258,UHHS GRH,15045,GRH Cath Lab,Tech,"64,155.00"
Epic II VR St Jude V158,UHHS GRH,15048,GRH Cath Lab,Tech,"47,742.00"
Epidural blood patch,UHHS GRH,13180,GRH Cath Lab,Tech,"1,602.00"
Essentials Kit - Boston Scientific,UHHS GRH,15129,GRH Cath Lab,Tech,104
EV 3 Turbohawk LS M,UHHS GRH,34169,GRH Cath Lab,Tech,"10,492.00"
EV3 Concerto Coil Helix NVxxxxHELIX,UHHS GRH,42755,GRH Cath Lab,Tech,"2,022.00"
EV3 Concerto Coil Helix PVxxxxHELIX,UHHS GRH,42756,GRH Cath Lab,Tech,"2,022.00"
EV3 Enteer Re Entry Balloon Catheter ATK 3.75x20mmx135cm,UHHS GRH,36770,GRH Cath Lab,Tech,"4,350.00"
"EV3 Enteer Standard Guidewire .014""/300cm",UHHS GRH,36771,GRH Cath Lab,Tech,750
EV3 gooseneck snare kit GN2500,UHHS GRH,19339,GRH Cath Lab,Tech,870
EV3 Marksman Catheter,UHHS GRH,34898,GRH Cath Lab,Tech,"3,073.00"
EV3 Pipeline Embolization Device FA77,UHHS GRH,34895,GRH Cath Lab,Tech,"37,469.00"
EV3 Reflex Catheter,UHHS GRH,34897,GRH Cath Lab,Tech,"4,483.00"
EV3 Stent Carotid Protégé Tapr SECX/135,UHHS GRH,34869,GRH Cath Lab,Tech,"5,400.00"
EV3 Viance CTO Catheter,UHHS GRH,36772,GRH Cath Lab,Tech,"5,100.00"
Eval icd leads (dft) @ implant/replace w test of generator,UHHS GRH,15415,GRH Cath Lab,Tech,"3,640.00"
Evercross Balloon,UHHS GRH,52600,GRH Cath Lab,Tech,255
Evia DR-T,UHHS GRH,30355,GRH Cath Lab,Tech,"15,260.00"
Evia DR-T System,UHHS GRH,30357,GRH Cath Lab,Tech,"17,985.00"
Evia SR-T,UHHS GRH,30358,GRH Cath Lab,Tech,"11,700.00"
Evia SR-T System,UHHS GRH,30359,GRH Cath Lab,Tech,"12,263.00"
Exceed stent 100mm (Guidant),UHHS GRH,14365,GRH Cath Lab,Tech,"3,792.00"
Exceed stent 20-80mm (Guidant),UHHS GRH,14364,GRH Cath Lab,Tech,"3,132.00"
Exchange biliary drain cath perc include cholangography,UHHS GRH,1384,GRH Cath Lab,Tech,"1,710.00"
Exchange perc biliary drainage catheter,UHHS GRH,1385,GRH Cath Lab,Tech,"2,288.00"
Export aspiration catheter,UHHS GRH,18502,GRH Cath Lab,Tech,"2,347.00"
Ext Cannula Declot W/Balloon Cath,UHHS GRH,2950,GRH Cath Lab,Tech,"2,462.00"
Ext Cannula Declot Wo/Balloon Cath,UHHS GRH,2951,GRH Cath Lab,Tech,"3,860.00"
Extrem vein needle/intracath unilateral,UHHS GRH,15456,GRH Cath Lab,Tech,"1,716.00"
EZ steer bi directional Celsius 8mm Biosense Webster,UHHS GRH,22069,GRH Cath Lab,Tech,"2,998.00"
Fast patches,UHHS GRH,2988,GRH Cath Lab,Tech,137
Fem.Pop stent and atherectomy  unilateral  includes balloon,UHHS GRH,31940,GRH Cath Lab,Tech,"30,233.00"
Fem/Pop atherectomy  unilateral  includes balloon within sam,UHHS GRH,31938,GRH Cath Lab,Tech,"24,154.00"
Fem/Pop balloon  unilateral,UHHS GRH,31937,GRH Cath Lab,Tech,"13,574.00"
Fem/Pop stent  unilateral includes balloon within same vesse,UHHS GRH,31939,GRH Cath Lab,Tech,"24,128.00"
