Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
HISTOPLASMA ABS CF MYCELI,UHHS EMC,10845,AVON LAB PURCH SVC,Tech,69
HISTOPLASMA ABS CF YEAST,UHHS EMC,10846,AVON LAB PURCH SVC,Tech,69
HISTOPLASMA ABS ID,UHHS EMC,10844,AVON LAB PURCH SVC,Tech,69
HISTOPLASMA AG URINE,UHHS EMC,10614,AVON LAB PURCH SVC,Tech,64
HISTOPLASMA ANTIGEN SERUM,UHHS EMC,10613,AVON LAB PURCH SVC,Tech,64
HIV,UHHS EMC,10255,AVON LAB PURCH SVC,Tech,125
HIV 1 GENOTYPING,UHHS EMC,10615,AVON LAB PURCH SVC,Tech,"1,036.00"
HIV 1 RNA QUANT PCR,UHHS EMC,10523,AVON LAB PURCH SVC,Tech,464
HIV 1 ULTRA RNA QNT PCR,UHHS EMC,16279,AVON LAB PURCH SVC,Tech,464
HIV 1 2 COMBINED AB W/RFX,UHHS EMC,10616,AVON LAB PURCH SVC,Tech,69
HIV 1 2 COMBO AG/AB,UHHS EMC,16857,AVON LAB PURCH SVC,Tech,112
HIV-1 AB CONFIRM,UHHS EMC,16855,AVON LAB PURCH SVC,Tech,73
HIV-1 AB CONFIRMATION W/B,UHHS EMC,10748,AVON LAB PURCH SVC,Tech,99
HIV-2 AB CONFIRM,UHHS EMC,16856,AVON LAB PURCH SVC,Tech,83
HIV-2 AB W/RFX TO SUPPLEMENTAL,UHHS EMC,14861,AVON LAB PURCH SVC,Tech,83
HIV-2 AB  SUPPLEMENTAL,UHHS EMC,15769,AVON LAB PURCH SVC,Tech,83
HLA B27,UHHS EMC,10293,AVON LAB PURCH SVC,Tech,155
HLA GENOTYPE,UHHS EMC,16011,AVON LAB PURCH SVC,Tech,620
HLA-A29 DETERMINATION,UHHS EMC,17376,AVON LAB PURCH SVC,Tech,324
HLA-B51 DETERMINATION,UHHS EMC,17377,AVON LAB PURCH SVC,Tech,324
HLA-B57:01 ABACAVIR SENS,UHHS EMC,17398,AVON LAB PURCH SVC,Tech,422
HLA-DQA1,UHHS EMC,17153,AVON LAB PURCH SVC,Tech,640
HLA-DQB1,UHHS EMC,17154,AVON LAB PURCH SVC,Tech,640
HLA-DQB1 02:01 (DQ2),UHHS EMC,17512,AVON LAB PURCH SVC,Tech,510
HLA-DQB1 02:02 (DQ2),UHHS EMC,17511,AVON LAB PURCH SVC,Tech,510
HLA-DQB1 03:02 (DQ8),UHHS EMC,17513,AVON LAB PURCH SVC,Tech,510
HOMOCYSTEINE  TOTAL,UHHS EMC,17250,AVON LAB PURCH SVC,Tech,78
HOMOGENIZATION,UHHS EMC,10739,AVON LAB PURCH SVC,Tech,25
HPV 16 AND 18 GENOTYPES,UHHS EMC,16893,AVON LAB PURCH SVC,Tech,187
HPV DNA PROBE,UHHS EMC,10243,AVON LAB PURCH SVC,Tech,331
HPV GENOTYPE 16,UHHS EMC,15794,AVON LAB PURCH SVC,Tech,187
HPV GENOTYPE 18,UHHS EMC,15795,AVON LAB PURCH SVC,Tech,187
HSV CULT IMMUNOCYTO,UHHS EMC,16281,AVON LAB PURCH SVC,Tech,106
HSV I & II ABS IGG,UHHS EMC,10470,AVON LAB PURCH SVC,Tech,100
HSV I & II ABS IGM,UHHS EMC,10437,AVON LAB PURCH SVC,Tech,176
HSV IgM AB,UHHS EMC,15721,AVON LAB PURCH SVC,Tech,87
HSV PCR TYPE 1,UHHS EMC,16970,AVON LAB PURCH SVC,Tech,200
HSV PCR TYPE 2,UHHS EMC,16969,AVON LAB PURCH SVC,Tech,200
HSV TISSUE CULTURE,UHHS EMC,10856,AVON LAB PURCH SVC,Tech,104
HSV TYPE 1,UHHS EMC,10471,AVON LAB PURCH SVC,Tech,44
HSV TYPE 1 GLYCOL IGG CSF,UHHS EMC,10559,AVON LAB PURCH SVC,Tech,88
HSV TYPE 2,UHHS EMC,10831,AVON LAB PURCH SVC,Tech,44
HSV TYPE 2 GLYCOL IGG CSF,UHHS EMC,10560,AVON LAB PURCH SVC,Tech,87
HTLV I/II CONFIRM,UHHS EMC,10628,AVON LAB PURCH SVC,Tech,99
HTLV TYPE I/II AB W/REFLX,UHHS EMC,10618,AVON LAB PURCH SVC,Tech,72
HUMAN ANTI-MOUSE AB (HAMA),UHHS EMC,16660,AVON LAB PURCH SVC,Tech,183
HUMAN EPIDIDYMIS PROT 4,UHHS EMC,14859,AVON LAB PURCH SVC,Tech,287
HUMAN INSULIN ANTIBODIES,UHHS EMC,14959,AVON LAB PURCH SVC,Tech,87
HUMAN METAPNEUMOVIRUS BY DFA,UHHS EMC,16022,AVON LAB PURCH SVC,Tech,123
HUMORAL II PN SEVO 12F,UHHS EMC,10341,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 14,UHHS EMC,10233,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 18C,UHHS EMC,10342,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 19F,UHHS EMC,10344,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 23F,UHHS EMC,10345,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 5,UHHS EMC,10334,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 6B,UHHS EMC,10335,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 7F,UHHS EMC,10818,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 8,UHHS EMC,10338,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 9N,UHHS EMC,10817,AVON LAB PURCH SVC,Tech,69
HUMORAL II PN SEVO 9V,UHHS EMC,10340,AVON LAB PURCH SVC,Tech,69
HVA  LIVER,UHHS EMC,16177,AVON LAB PURCH SVC,Tech,63
HYDROCARB & OXY VOLATILES,UHHS EMC,14961,AVON LAB PURCH SVC,Tech,203
IA-2 ANTIBODY,UHHS EMC,10579,AVON LAB PURCH SVC,Tech,106
IBUPROFEN,UHHS EMC,10562,AVON LAB PURCH SVC,Tech,87
IGE,UHHS EMC,10256,AVON LAB PURCH SVC,Tech,106
IGF BINDING PROTEIN 3,UHHS EMC,10682,AVON LAB PURCH SVC,Tech,73
IGF-1 INSULIN GROW FACT 2,UHHS EMC,17890,AVON LAB PURCH SVC,Tech,210
IGF-1 INSULIN GROW FACT I,UHHS EMC,10251,AVON LAB PURCH SVC,Tech,78
IGH B CELL,UHHS EMC,17176,AVON LAB PURCH SVC,Tech,667
IGK B CELL,UHHS EMC,17175,AVON LAB PURCH SVC,Tech,883
IHC QUAL EACH AB,UHHS EMC,16572,AVON LAB PURCH SVC,Tech,453
IMIPRAMINE+DESIMIPRAMINE,UHHS EMC,10296,AVON LAB PURCH SVC,Tech,96
IMMUNO ASSAY FOR ANALYTE,UHHS EMC,14953,AVON LAB PURCH SVC,Tech,71
IMMUNOASSAY ANALYTE N/SPC,UHHS EMC,10730,AVON LAB PURCH SVC,Tech,128
IMMUNOASSAY ANALYTE Q/NS,UHHS EMC,10733,AVON LAB PURCH SVC,Tech,128
IMMUNOASSAY FOR ANALYTE QUAL,UHHS EMC,16010,AVON LAB PURCH SVC,Tech,193
IMMUNOASSAY INF AGENT AB  QNT.,UHHS EMC,15180,AVON LAB PURCH SVC,Tech,69
IMMUNOASSAY QUANT. BY RIA,UHHS EMC,14858,AVON LAB PURCH SVC,Tech,77
IMMUNODI QT IGD,UHHS EMC,10257,AVON LAB PURCH SVC,Tech,171
IMMUNOFIX ELECTROPHORESIS,UHHS EMC,10756,AVON LAB PURCH SVC,Tech,140
IMMUNOFIXATION ELEC GEL,UHHS EMC,10491,AVON LAB PURCH SVC,Tech,128
IMMUNOFIXATION ELECTRO  FLUID,UHHS EMC,17715,AVON LAB PURCH SVC,Tech,154
IMMUNOGLOB G CSF,UHHS EMC,10779,AVON LAB PURCH SVC,Tech,68
IMMUNOGLOBULIN G-SUB- 1,UHHS EMC,10822,AVON LAB PURCH SVC,Tech,59
IMMUNOGLOBULIN G-SUB- 2,UHHS EMC,10823,AVON LAB PURCH SVC,Tech,59
IMMUNOGLOBULIN G-SUB- 3,UHHS EMC,10824,AVON LAB PURCH SVC,Tech,59
IMMUNOGLOBULIN G-SUB- 4,UHHS EMC,10825,AVON LAB PURCH SVC,Tech,59
IMMUNOGLOBULIN  IGA,UHHS EMC,10838,AVON LAB PURCH SVC,Tech,71
IMMUNOGLOBULIN  IGG,UHHS EMC,10839,AVON LAB PURCH SVC,Tech,71
IMMUNOGLOBULIN  IGM,UHHS EMC,10840,AVON LAB PURCH SVC,Tech,70
IN SITU HYBRIDIZA EA ADD SINGLE,UHHS EMC,16839,AVON LAB PURCH SVC,Tech,225
INFECTIOUS AGENT AMPL PROBE EACH,UHHS EMC,16714,AVON LAB PURCH SVC,Tech,174
INFLUENZA A AND B PCR,UHHS EMC,17494,AVON LAB PURCH SVC,Tech,364
INFLUENZA A ANTIBODY IGG,UHHS EMC,10442,AVON LAB PURCH SVC,Tech,85
INFLUENZA A ANTIBODY IGM,UHHS EMC,10588,AVON LAB PURCH SVC,Tech,85
INFLUENZA A DFA,UHHS EMC,10361,AVON LAB PURCH SVC,Tech,20
INFLUENZA B ANTIBODY IGG,UHHS EMC,10443,AVON LAB PURCH SVC,Tech,85
INFLUENZA B ANTIBODY IGM,UHHS EMC,10584,AVON LAB PURCH SVC,Tech,85
INFLUENZA B DFA,UHHS EMC,10362,AVON LAB PURCH SVC,Tech,20
INHIBIN A,UHHS EMC,17629,AVON LAB PURCH SVC,Tech,87
INHIBIN B,UHHS EMC,16971,AVON LAB PURCH SVC,Tech,214
INHIBITOR ASSAY  PTT,UHHS EMC,16057,AVON LAB PURCH SVC,Tech,85
INSULIN GROWTH,UHHS EMC,17378,AVON LAB PURCH SVC,Tech,82
INSULIN RANDOM,UHHS EMC,10316,AVON LAB PURCH SVC,Tech,100
INSULIN  120 MINUTES,UHHS EMC,14955,AVON LAB PURCH SVC,Tech,100
INSULIN  30 MINUTES,UHHS EMC,14958,AVON LAB PURCH SVC,Tech,100
INSULIN  60 MINUTES,UHHS EMC,14957,AVON LAB PURCH SVC,Tech,100
INSULIN  90 MINUTES,UHHS EMC,14956,AVON LAB PURCH SVC,Tech,100
INSULIN  FASTING,UHHS EMC,16968,AVON LAB PURCH SVC,Tech,95
INSULIN  FREE,UHHS EMC,14954,AVON LAB PURCH SVC,Tech,100
INTERLEUKIN BY MAFD,UHHS EMC,14948,AVON LAB PURCH SVC,Tech,128
INTRINSIC FACTOR BLOCK AB,UHHS EMC,10315,AVON LAB PURCH SVC,Tech,83
IODINE,UHHS EMC,16384,AVON LAB PURCH SVC,Tech,77
IRON  LIVER,UHHS EMC,16176,AVON LAB PURCH SVC,Tech,75
ISLET CELL AB IGG,UHHS EMC,10563,AVON LAB PURCH SVC,Tech,106
JAK2 (JANUS KINASE2),UHHS EMC,15447,AVON LAB PURCH SVC,Tech,682
JAK2 EXON 12 MUTATION PCR,UHHS EMC,17888,AVON LAB PURCH SVC,Tech,419
JC (JOHN CUNNINGHAM) VIRUS,UHHS EMC,15455,AVON LAB PURCH SVC,Tech,390
JO-1B  IGG,UHHS EMC,10617,AVON LAB PURCH SVC,Tech,104
KEPPRA (LEVETIRACETAM),UHHS EMC,10209,AVON LAB PURCH SVC,Tech,87
KETAMINE,UHHS EMC,16178,AVON LAB PURCH SVC,Tech,106
KRAS GENE (MUTATION) ANALYSIS,UHHS EMC,16727,AVON LAB PURCH SVC,Tech,678
LACOSAMIDE,UHHS EMC,16386,AVON LAB PURCH SVC,Tech,151
LACTATE (LACTIC ACID),UHHS EMC,15315,AVON LAB PURCH SVC,Tech,70
LAMELLAR BODY COUNTS,UHHS EMC,10718,AVON LAB PURCH SVC,Tech,94
LAMOTRIGINE,UHHS EMC,16030,AVON LAB PURCH SVC,Tech,82
LAMOTRIGRIGINE,UHHS EMC,10356,AVON LAB PURCH SVC,Tech,87
LDH ISOEMZYMES,UHHS EMC,10537,AVON LAB PURCH SVC,Tech,215
LDH TOTAL LD,UHHS EMC,10625,AVON LAB PURCH SVC,Tech,66
LEAD BLOOD VENOUS,UHHS EMC,10810,AVON LAB PURCH SVC,Tech,112
LEAD INDUSTRIAL PNL,UHHS EMC,10753,AVON LAB PURCH SVC,Tech,67
LEAD  URINE,UHHS EMC,14166,AVON LAB PURCH SVC,Tech,66
LECITHIN SPHINGOMYELIN LS,UHHS EMC,16182,AVON LAB PURCH SVC,Tech,121
LEGIONELLA ANTIBODY,UHHS EMC,10317,AVON LAB PURCH SVC,Tech,72
LEGIONELLA ANTIGEN URINE,UHHS EMC,10462,AVON LAB PURCH SVC,Tech,109
LEGIONELLA PCR,UHHS EMC,16500,AVON LAB PURCH SVC,Tech,174
LEGIONELLA PNEU AMP PROBE,UHHS EMC,10734,AVON LAB PURCH SVC,Tech,170
LEGIONELLA SPEC CULTURE,UHHS EMC,10545,AVON LAB PURCH SVC,Tech,46
LEPTOSPIRA AB,UHHS EMC,16035,AVON LAB PURCH SVC,Tech,67
LEPTOSPIRA CULTURE,UHHS EMC,16633,AVON LAB PURCH SVC,Tech,113
LEUCINE AMINO (LAP),UHHS EMC,16179,AVON LAB PURCH SVC,Tech,53
LEUK/LYMPH EA ADD' MARKER,UHHS EMC,10436,AVON LAB PURCH SVC,Tech,61
LEUK/LYMPH FL/CY 1ST MRKR,UHHS EMC,10432,AVON LAB PURCH SVC,Tech,193
LEUK/LYMPH INTRP 16 OR +,UHHS EMC,10435,AVON LAB PURCH SVC,Tech,100
LEUK/LYMPH INTRP 2-8 MRK,UHHS EMC,15748,AVON LAB PURCH SVC,Tech,59
LEUK/LYMPH INTRP 9-15 MRK,UHHS EMC,10434,AVON LAB PURCH SVC,Tech,59
LEUKEMIA/LYMPHOMA B/M,UHHS EMC,10433,AVON LAB PURCH SVC,Tech,193
LEUKOCYTE ALKALINE PHOS,UHHS EMC,10374,AVON LAB PURCH SVC,Tech,159
LH,UHHS EMC,10904,AVON LAB PURCH SVC,Tech,134
LIPASE - FLUID,UHHS EMC,16840,AVON LAB PURCH SVC,Tech,31
LIPID PROFILE SEND OUT,UHHS EMC,10197,AVON LAB PURCH SVC,Tech,93
LIPOPROTEIN (A),UHHS EMC,10201,AVON LAB PURCH SVC,Tech,174
LIPOPROTEIN LP (A),UHHS EMC,15676,AVON LAB PURCH SVC,Tech,181
LIPOPROTEIN PHOS A2 PLAC,UHHS EMC,10303,AVON LAB PURCH SVC,Tech,129
LISTERIA AB,UHHS EMC,16078,AVON LAB PURCH SVC,Tech,50
LISTERIA AB  CSF,UHHS EMC,16082,AVON LAB PURCH SVC,Tech,50
LIVER KIDNEY MICROSOME AB,UHHS EMC,10439,AVON LAB PURCH SVC,Tech,177
LUNG FISH MANUAL TC (PROBE EA),UHHS EMC,16708,AVON LAB PURCH SVC,Tech,598
LYMPH5 %CD19 (B-CELLS),UHHS EMC,10826,AVON LAB PURCH SVC,Tech,61
LYMPHOCYTE CD4 ABSOLUTE,UHHS EMC,10208,AVON LAB PURCH SVC,Tech,97
LYMPHOCYTE MITO PROLIFER,UHHS EMC,13657,AVON LAB PURCH SVC,Tech,268
LYMPHOCYTE MITOGEN,UHHS EMC,16036,AVON LAB PURCH SVC,Tech,254
LYMPHOCYTIC CHOR LCM CSF,UHHS EMC,10597,AVON LAB PURCH SVC,Tech,82
LYSOZYME,UHHS EMC,16385,AVON LAB PURCH SVC,Tech,93
M/C DNA PROBE EA EG  FISH,UHHS EMC,10680,AVON LAB PURCH SVC,Tech,99
M/C INTERPHASE IN SITU H,UHHS EMC,10681,AVON LAB PURCH SVC,Tech,186
M/D ISOLATION/EXTRACTION,UHHS EMC,10393,AVON LAB PURCH SVC,Tech,85
M/D MUTATION/IDENTIFICATI,UHHS EMC,10646,AVON LAB PURCH SVC,Tech,5
M/P HLA CLASS II TYPING,UHHS EMC,15770,AVON LAB PURCH SVC,Tech,640
M/P LEVEL 1,UHHS EMC,15695,AVON LAB PURCH SVC,Tech,266
M/P UNLISTED MYD88 MUTATION,UHHS EMC,16571,AVON LAB PURCH SVC,Tech,422
MAGNESIUM FECAL,UHHS EMC,16180,AVON LAB PURCH SVC,Tech,64
MAGNESIUM  RBC,UHHS EMC,16054,AVON LAB PURCH SVC,Tech,59
MANGANESE  SERUM,UHHS EMC,10260,AVON LAB PURCH SVC,Tech,135
MATERNAL SCN 3 (AFP  uE3  hCG),UHHS EMC,16101,AVON LAB PURCH SVC,Tech,264
MATERNAL SCN 4 (AFP  uE3  hCG  DIA),UHHS EMC,16100,AVON LAB PURCH SVC,Tech,344
MCARISOPRODOL MEPROBAMATE,UHHS EMC,16169,AVON LAB PURCH SVC,Tech,87
MEASLES (RUBEOLA) IGG,UHHS EMC,10771,AVON LAB PURCH SVC,Tech,85
MEASLES (RUBEOLA) IGM,UHHS EMC,10772,AVON LAB PURCH SVC,Tech,85
MEASLES RUBEOLA IGG CSF,UHHS EMC,10598,AVON LAB PURCH SVC,Tech,85
MEASLES RUBEOLA IGM CSF,UHHS EMC,10599,AVON LAB PURCH SVC,Tech,85
MEASLES RUBEOLA VRS CULT,UHHS EMC,16282,AVON LAB PURCH SVC,Tech,158
MENINGITIS/ENCEPHALITIS PNL PCR,UHHS EMC,17632,AVON LAB PURCH SVC,Tech,"1,784.00"
MEPERIDINE URINE QUANT,UHHS EMC,16915,AVON LAB PURCH SVC,Tech,190
MEPHOBARBITAL,UHHS EMC,10565,AVON LAB PURCH SVC,Tech,90
MEPROBAMATE,UHHS EMC,16168,AVON LAB PURCH SVC,Tech,89
MERCAPTOPURINE QNT,UHHS EMC,15265,AVON LAB PURCH SVC,Tech,87
MERCAPTOPURINE QUANT,UHHS EMC,10726,AVON LAB PURCH SVC,Tech,87
MERCURY,UHHS EMC,10261,AVON LAB PURCH SVC,Tech,85
MERCURY  URINE,UHHS EMC,14167,AVON LAB PURCH SVC,Tech,102
METABOLIC SCREEN (PKU),UHHS EMC,10324,AVON LAB PURCH SVC,Tech,183
METANEPHRINE URINE,UHHS EMC,10295,AVON LAB PURCH SVC,Tech,104
METANEPHRINES PLASMA,UHHS EMC,10494,AVON LAB PURCH SVC,Tech,183
METHANOL,UHHS EMC,10566,AVON LAB PURCH SVC,Tech,85
METHOTREXATE LEVEL,UHHS EMC,17846,AVON LAB PURCH SVC,Tech,31
METHSX METHSUXIMIDE +,UHHS EMC,16283,AVON LAB PURCH SVC,Tech,90
METHSX NORMETHSUXIMIDE,UHHS EMC,16284,AVON LAB PURCH SVC,Tech,87
METHYL AMPHAT (MDA  MDEA  MDMA),UHHS EMC,17032,AVON LAB PURCH SVC,Tech,93
METHYLMALONIC ACID(MMA),UHHS EMC,10497,AVON LAB PURCH SVC,Tech,87
MEXILETINE,UHHS EMC,16181,AVON LAB PURCH SVC,Tech,87
MIC AFB ID M TUBERC DNA P,UHHS EMC,14270,AVON LAB PURCH SVC,Tech,97
MIC AFB IDENTIFICATION BY MALDI,UHHS EMC,16716,AVON LAB PURCH SVC,Tech,153
MIC ANAEROBE CULTURE ID,UHHS EMC,17766,AVON LAB PURCH SVC,Tech,123
MIC ANAEROBE SUSC,UHHS EMC,14271,AVON LAB PURCH SVC,Tech,99
MIC ANAEROBIC CULTURE,UHHS EMC,17879,AVON LAB PURCH SVC,Tech,92
MIC BACTERIAL ID BY MALDI-TOF,UHHS EMC,16771,AVON LAB PURCH SVC,Tech,99
MIC CULTURE  PATHOGENIC ORGANISM,UHHS EMC,15266,AVON LAB PURCH SVC,Tech,106
MIC CULTURE  TB OR AFB,UHHS EMC,15252,AVON LAB PURCH SVC,Tech,192
MIC DEFINITIVE ID,UHHS EMC,14272,AVON LAB PURCH SVC,Tech,99
MIC DILUTION CONCENTRATION,UHHS EMC,15255,AVON LAB PURCH SVC,Tech,99
MIC DISK METHOD,UHHS EMC,15257,AVON LAB PURCH SVC,Tech,69
MIC DNA PROBE MYCOBACTERIUM TB,UHHS EMC,16728,AVON LAB PURCH SVC,Tech,97
MIC DNA SEQ AFB IDENTIFICATION,UHHS EMC,16772,AVON LAB PURCH SVC,Tech,441
MIC DNA SEQ BACTERIAL IDENTIFICATION,UHHS EMC,16770,AVON LAB PURCH SVC,Tech,441
MIC DNA SEQ FUNGAL IDENTIFICATION,UHHS EMC,16776,AVON LAB PURCH SVC,Tech,441
MIC ENZYME DETECTION,UHHS EMC,15258,AVON LAB PURCH SVC,Tech,26
MIC FLUORESCENT OR AFB STAIN,UHHS EMC,15254,AVON LAB PURCH SVC,Tech,121
MIC FUNGAL ID BY MALDI - TOF MS,UHHS EMC,16718,AVON LAB PURCH SVC,Tech,153
MIC FUNGAL MOLD ID,UHHS EMC,10693,AVON LAB PURCH SVC,Tech,69
MIC FUNGAL SUSCEPT EACH DRUG,UHHS EMC,17767,AVON LAB PURCH SVC,Tech,26
MIC GRAM STAIN,UHHS EMC,14854,AVON LAB PURCH SVC,Tech,55
MIC ID BY NA AMPLIFIED PROBE,UHHS EMC,15250,AVON LAB PURCH SVC,Tech,135
MIC ID BY NA DIRECT PROBE,UHHS EMC,15248,AVON LAB PURCH SVC,Tech,97
MIC ID BY NA SEQUENCE,UHHS EMC,15251,AVON LAB PURCH SVC,Tech,441
MIC ID BY PULSE FIELD TYPING,UHHS EMC,15260,AVON LAB PURCH SVC,Tech,35
MIC ID MAI DNA PROBE,UHHS EMC,15293,AVON LAB PURCH SVC,Tech,97
MIC ID MYCOB SP DNA PROBE,UHHS EMC,14853,AVON LAB PURCH SVC,Tech,97
MIC IDENTIFICATIONOTHER EA,UHHS EMC,15968,AVON LAB PURCH SVC,Tech,153
MIC MACROBROTH DILUTION,UHHS EMC,15249,AVON LAB PURCH SVC,Tech,67
MIC MYCO TB AMPLIFIED,UHHS EMC,15253,AVON LAB PURCH SVC,Tech,135
MIC STAPH  METH/R AMP PRB,UHHS EMC,15259,AVON LAB PURCH SVC,Tech,135
MIC SUSC ATYPICAL PANEL,UHHS EMC,14855,AVON LAB PURCH SVC,Tech,99
MIC SUSC MIC SINGLE DRUG,UHHS EMC,15294,AVON LAB PURCH SVC,Tech,99
MIC SUSC. AGAR DILUTION,UHHS EMC,15256,AVON LAB PURCH SVC,Tech,26
MIC SUSCEP MIC AGAR,UHHS EMC,15969,AVON LAB PURCH SVC,Tech,99
MIC SUSCEPTIBILITY AFB/NOCARDIA,UHHS EMC,16717,AVON LAB PURCH SVC,Tech,99
MIC SUSCEPTIBILITY BROTH DIL PNL,UHHS EMC,16774,AVON LAB PURCH SVC,Tech,99
MIC SUSCEPTIBILITY MYCOBAC TB,UHHS EMC,16773,AVON LAB PURCH SVC,Tech,67
MIC SUSCEPTIBILITY NORFERMENTER,UHHS EMC,16715,AVON LAB PURCH SVC,Tech,99
MIC SUSCEPTIBILITY YEAST,UHHS EMC,16729,AVON LAB PURCH SVC,Tech,99
MIC VIRUS ISO TISSUE CULT EA,UHHS EMC,15970,AVON LAB PURCH SVC,Tech,127
MIC YEAST IDENTIFICATION,UHHS EMC,16775,AVON LAB PURCH SVC,Tech,68
MICROPOLYSPORA FAENT,UHHS EMC,10836,AVON LAB PURCH SVC,Tech,68
MICROSPORIDA CONCENTRATN,UHHS EMC,16285,AVON LAB PURCH SVC,Tech,142
MICROSPORIDIA STAIN,UHHS EMC,10578,AVON LAB PURCH SVC,Tech,146
MITOCHONDRIAL ANTIBODY,UHHS EMC,10448,AVON LAB PURCH SVC,Tech,71
MOLECULAR PATHOLOGY LEVEL 5,UHHS EMC,16387,AVON LAB PURCH SVC,Tech,674
MONONUCLEAR CELL AG + QNT,UHHS EMC,14862,AVON LAB PURCH SVC,Tech,118
MOTOR ANNAIFATITER REFLEX,UHHS EMC,16286,AVON LAB PURCH SVC,Tech,87
MOTOR IFE,UHHS EMC,10496,AVON LAB PURCH SVC,Tech,62
MOTOR TOTAL PROTEIN,UHHS EMC,10495,AVON LAB PURCH SVC,Tech,17
MPL CONDON 515 MUTATION QNT,UHHS EMC,17889,AVON LAB PURCH SVC,Tech,"1,161.00"
MS ALBUMIN CSF,UHHS EMC,10421,AVON LAB PURCH SVC,Tech,70
MS ALBUMIN SERUM,UHHS EMC,10420,AVON LAB PURCH SVC,Tech,68
MS IGG CSF,UHHS EMC,10419,AVON LAB PURCH SVC,Tech,68
MS IGG SERUM,UHHS EMC,10418,AVON LAB PURCH SVC,Tech,68
MS MYELIN B PROTEIN CSF,UHHS EMC,10417,AVON LAB PURCH SVC,Tech,94
MS OLIGOCLONAL BANAS,UHHS EMC,10416,AVON LAB PURCH SVC,Tech,68
MTHFR (5 10 METHYLENET. REDUCT.),UHHS EMC,15448,AVON LAB PURCH SVC,Tech,274
MTHFR ISOLATION,UHHS EMC,10481,AVON LAB PURCH SVC,Tech,46
MUMPS ANTIBODY IGG,UHHS EMC,10304,AVON LAB PURCH SVC,Tech,160
MUMPS VIRUS AB IGG CSF,UHHS EMC,10600,AVON LAB PURCH SVC,Tech,160
MUMPS VIRUS AB IGM CSF,UHHS EMC,10601,AVON LAB PURCH SVC,Tech,160
MUMPS VIRUS ANTIBODY IGM,UHHS EMC,10319,AVON LAB PURCH SVC,Tech,160
MUMPS VIRUS CULTURE,UHHS EMC,16287,AVON LAB PURCH SVC,Tech,104
MYCOBACTERIUM TB AB,UHHS EMC,15270,AVON LAB PURCH SVC,Tech,53
MYCOPHENOLIC ACID,UHHS EMC,10635,AVON LAB PURCH SVC,Tech,87
MYCOPLASMA PNEU AB IgG,UHHS EMC,16080,AVON LAB PURCH SVC,Tech,62
MYCOPLASMA PNEU AB IgM,UHHS EMC,16081,AVON LAB PURCH SVC,Tech,62
MYCOPLASMA PNEUMO CULTURE,UHHS EMC,10323,AVON LAB PURCH SVC,Tech,125
MYCVOPLASMA PNEUMONIAE AMPLIFIED,UHHS EMC,16039,AVON LAB PURCH SVC,Tech,174
MYELIN BASIC PROTEIN CSF,UHHS EMC,10297,AVON LAB PURCH SVC,Tech,96
MYELIN GLYCO (MAG) AB IGM,UHHS EMC,10522,AVON LAB PURCH SVC,Tech,71
MYELOPEROXIDASC AB MPO,UHHS EMC,10236,AVON LAB PURCH SVC,Tech,99
MYELOPEROXIDASE STAIN,UHHS EMC,10567,AVON LAB PURCH SVC,Tech,246
MYOCARDIAL AB TITER,UHHS EMC,16288,AVON LAB PURCH SVC,Tech,87
MYOCARDIAL ANTIBODY,UHHS EMC,15094,AVON LAB PURCH SVC,Tech,104
MYOGLOBIN  URINE,UHHS EMC,10205,AVON LAB PURCH SVC,Tech,53
NAPROXEN,UHHS EMC,16289,AVON LAB PURCH SVC,Tech,87
NARCOLEPSY (HLA-DQB1-06-02) GENO,UHHS EMC,16769,AVON LAB PURCH SVC,Tech,510
NATURAL KILLER CELL T COUNT,UHHS EMC,14565,AVON LAB PURCH SVC,Tech,153
N-DESETHYL-AMIODARONE,UHHS EMC,14851,AVON LAB PURCH SVC,Tech,87
NEISSERIA GON (APTIMA),UHHS EMC,10301,AVON LAB PURCH SVC,Tech,196
NEISSERIA MENINGITIDES AB,UHHS EMC,16019,AVON LAB PURCH SVC,Tech,66
NELSSERIA MENINGITIDIS AB CSV,UHHS EMC,17765,AVON LAB PURCH SVC,Tech,94
NEPHELOMETRY KAPPA PNL,UHHS EMC,10755,AVON LAB PURCH SVC,Tech,82
NEPHELOMETRY LAMBDA PNL,UHHS EMC,10754,AVON LAB PURCH SVC,Tech,82
NEURONAL AB IGG HU RI YO,UHHS EMC,10632,AVON LAB PURCH SVC,Tech,71
NEURONAL NUC (HU  RI  YO  & AMP) BLOT,UHHS EMC,15763,AVON LAB PURCH SVC,Tech,71
NEURONAL NUC AB ANNA W/RF,UHHS EMC,10630,AVON LAB PURCH SVC,Tech,104
