Charge Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Tibial/Peroneal artery balloon each additional vessel,UHHS PMC,31945,PMC Cath Lab,Tech,"10,321.00"
Tibial/Peroneal artery balloon  unilateral  initial vessel,UHHS PMC,31941,PMC Cath Lab,Tech,"13,968.00"
Tibial/Peroneal artery stent and atherectomy each additional,UHHS PMC,31948,PMC Cath Lab,Tech,"36,617.00"
Tibial/Peroneal artery stent and atherectomy  unilateral  in,UHHS PMC,31944,PMC Cath Lab,Tech,"31,200.00"
Tibial/Peroneal artery stent each additional  unilateral  in,UHHS PMC,31947,PMC Cath Lab,Tech,"12,532.00"
Tibial/Peroneal artery stent  unilateral  includes balloon w,UHHS PMC,31943,PMC Cath Lab,Tech,"19,552.00"
Trac Back sled (Volcano),UHHS PMC,19273,PMC Cath Lab,Tech,273
Trans cath mitral vavle repair initial prosthesis,UHHS PMC,39363,PMC Cath Lab,Tech,"27,035.00"
Trans cath placemnt stent open or perc inc S&I initial vein,UHHS PMC,53106,PMC Cath Lab,Tech,"14,331.00"
Trans cath placemnt stent open/perc inc S&I ea addl vein,UHHS PMC,53107,PMC Cath Lab,Tech,"6,957.00"
Transcath delivery of fixation device (anchor  screw) inc S&,UHHS PMC,53722,PMC Cath Lab,Tech,"11,960.00"
Transcath mitral valve repair additional prosthesis,UHHS PMC,39364,PMC Cath Lab,Tech,"27,035.00"
Transcath place intra venous stent ea addl vein,UHHS PMC,37976,PMC Cath Lab,Tech,"10,504.00"
Transcath place radiation delivery devic,UHHS PMC,9128,PMC Cath Lab,Tech,"17,903.00"
Transcath placemnt intra arterl stent ea add art,UHHS PMC,37974,PMC Cath Lab,Tech,"9,984.00"
Transcath plcmt intravasc stent cerv carotid art w emb prot,UHHS PMC,20686,PMC Cath Lab,Tech,"13,914.00"
Transcath plcmt intravasc stent(s) cervical carotid art,UHHS PMC,20687,PMC Cath Lab,Tech,"11,318.00"
Transcath ther embol any meth,UHHS PMC,15470,PMC Cath Lab,Tech,"5,780.00"
Transesophageal Echo Complete,UHHS PMC,9154,PMC Cath Lab,Tech,"2,756.00"
Translum balloon angio intercran coronary dialysis circuit i,UHHS PMC,42005,PMC Cath Lab,Tech,"8,840.00"
Translum balloon angioplsty vein incl S&L (excl dialys) addl,UHHS PMC,42026,PMC Cath Lab,Tech,"7,122.00"
Translumin balloon angio excpt dial circuit initial vein,UHHS PMC,42007,PMC Cath Lab,Tech,"9,048.00"
Transseptal Needle w/Stylet 40720x,UHHS PMC,56340,PMC Cath Lab,Tech,582
Trapease permanant vena cava filter w/visease,UHHS PMC,7845,PMC Cath Lab,Tech,"5,685.00"
Trapper exchange device,UHHS PMC,7846,PMC Cath Lab,Tech,794
Trerotal perc thromb device rotat,UHHS PMC,15655,PMC Cath Lab,Tech,299
Trerotal perc thrombolytic device,UHHS PMC,15652,PMC Cath Lab,Tech,"1,493.00"
Tri Reme Medical chocolate PTA balloon catheter,UHHS PMC,35604,PMC Cath Lab,Tech,"2,461.00"
Trirem Med chocolate rx ptca balloon cath,UHHS PMC,39310,PMC Cath Lab,Tech,"2,625.00"
Turbo Elite Catheter 2.0x150 420006,UHHS PMC,56319,PMC Cath Lab,Tech,"8,100.00"
Turnpike Guiding Catheter 5 fr x 135 cm Hard Tip,UHHS PMC,41436,PMC Cath Lab,Tech,"2,085.00"
Turnpike Guiding Catheter 5fr x 135 cm soft ip Smooth Shaft,UHHS PMC,41437,PMC Cath Lab,Tech,"1,935.00"
Twin pass catheter,UHHS PMC,15628,PMC Cath Lab,Tech,882
Twin-Pass 3 fr Dual Access Catheter 0.014 OTW,UHHS PMC,41438,PMC Cath Lab,Tech,"1,044.00"
Ultimate Diagnostic Catheter 6Fr 6100381ULT4T40,UHHS PMC,56310,PMC Cath Lab,Tech,341
Ultra soft SV balloon,UHHS PMC,8004,PMC Cath Lab,Tech,"1,646.00"
Ultrasound catheter,UHHS PMC,8005,PMC Cath Lab,Tech,878
Ultraverse PTA Balloon,UHHS PMC,33573,PMC Cath Lab,Tech,587
Unifuse infusion catheter angiodynamics,UHHS PMC,18439,PMC Cath Lab,Tech,434
US guidance for vasculr access,UHHS PMC,15478,PMC Cath Lab,Tech,728
Vancomycin Inj 1gm,UHHS PMC,29628,PMC Cath Lab,Tech,25
Vancomycin per 500mg,UHHS PMC,15131,PMC Cath Lab,Tech,15
Vasc embolize/occlude artery,UHHS PMC,37978,PMC Cath Lab,Tech,"15,626.00"
Vasc embolize/occlude organ,UHHS PMC,37979,PMC Cath Lab,Tech,"16,640.00"
Vasc embolize/occlude venous,UHHS PMC,37977,PMC Cath Lab,Tech,"14,903.00"
Vasc Sol 7FR Multi Lumen Caths 6 in 7,UHHS PMC,33405,PMC Cath Lab,Tech,"1,077.00"
VascuGuard peripheral vascular patch graft (Synovis Surg Inn,UHHS PMC,22076,PMC Cath Lab,Tech,342
Vena Cava Filter Celect Platinum 7Frx65cm G34505,UHHS PMC,56161,PMC Cath Lab,Tech,"3,525.00"
VenaCure Kit,UHHS PMC,34197,PMC Cath Lab,Tech,"1,125.00"
VenaTech Perm IVC Filter,UHHS PMC,53144,PMC Cath Lab,Tech,"3,972.00"
Venogram renal unilateral,UHHS PMC,9776,PMC Cath Lab,Tech,"3,917.00"
Venogram sinus/jugular cath S&I,UHHS PMC,9780,PMC Cath Lab,Tech,"2,409.00"
Venograph renal bilateral select S&I,UHHS PMC,9777,PMC Cath Lab,Tech,"4,289.00"
Venography adrenal bilateral,UHHS PMC,9779,PMC Cath Lab,Tech,"2,563.00"
Venography adrenal unilateral select S&I,UHHS PMC,9778,PMC Cath Lab,Tech,"2,563.00"
Venography Epidural S&I,UHHS PMC,9783,PMC Cath Lab,Tech,"1,623.00"
Venography extremity bilat radio S&I,UHHS PMC,8510,PMC Cath Lab,Tech,"2,106.00"
Venography extremity unilat radio S&I,UHHS PMC,8509,PMC Cath Lab,Tech,"2,236.00"
Venography orbital radiological S&I,UHHS PMC,8511,PMC Cath Lab,Tech,"2,324.00"
Venous catheterization for selective organ blood sampling,UHHS PMC,8375,PMC Cath Lab,Tech,"2,782.00"
Venous sampling (eg rennis),UHHS PMC,9791,PMC Cath Lab,Tech,"2,563.00"
Venture wire control catheter,UHHS PMC,16612,PMC Cath Lab,Tech,"1,704.00"
Verapamil 5mg in 2ml,UHHS PMC,8094,PMC Cath Lab,Tech,9
Veripath guiding catheter (Guidant),UHHS PMC,14363,PMC Cath Lab,Tech,220
Vetebral Augmentation Access Kit,UHHS PMC,34827,PMC Cath Lab,Tech,"1,350.00"
Viabahn stent 10cm Gore VBC071002,UHHS PMC,18371,PMC Cath Lab,Tech,"7,454.00"
Viabahn stent 5cm Gore VBC070502,UHHS PMC,18372,PMC Cath Lab,Tech,"6,213.00"
Viance Crossing Catheter 0.014 x 150 cm,UHHS PMC,41442,PMC Cath Lab,Tech,"5,100.00"
Viatrac plus catheter (Guidant),UHHS PMC,14361,PMC Cath Lab,Tech,821
View Flex Xtra Ice Catheter 9Fr D087031,UHHS PMC,56332,PMC Cath Lab,Tech,"3,150.00"
Viperslide lubricant CSI VPR SLD,UHHS PMC,24467,PMC Cath Lab,Tech,218
ViperWire guide wire CSI GW FRM,UHHS PMC,24468,PMC Cath Lab,Tech,218
Visi pro stent < 27 mm EV3 PXB350717080,UHHS PMC,18369,PMC Cath Lab,Tech,"2,998.00"
Visi pro stent 27mm and > EV3 PXB350727080,UHHS PMC,18368,PMC Cath Lab,Tech,"5,995.00"
Vision stent,UHHS PMC,8129,PMC Cath Lab,Tech,"4,152.00"
Visipaque,UHHS PMC,8130,PMC Cath Lab,Tech,113
Vista brite tip guiding catheters includes 7F  8F  9F & 10F,UHHS PMC,8135,PMC Cath Lab,Tech,431
Vista britetip introducer guide (Cordis),UHHS PMC,16622,PMC Cath Lab,Tech,317
Vitisse Laser COS Catheter 4.7Fr 114009,UHHS PMC,56322,PMC Cath Lab,Tech,"6,900.00"
Vitisse Laser COS Catheter 8Fr 117016,UHHS PMC,56323,PMC Cath Lab,Tech,"6,900.00"
Volcano Corp Cathter 88900,UHHS PMC,37671,PMC Cath Lab,Tech,"2,850.00"
Volcano Vision PV Catheter,UHHS PMC,53422,PMC Cath Lab,Tech,"2,175.00"
Voyagr RX balloon 19139620,UHHS PMC,15076,PMC Cath Lab,Tech,971
VSI Catheter Turnpike 5x150 5643,UHHS PMC,41883,PMC Cath Lab,Tech,"2,085.00"
VSI Catheter Turnpike LP 5x135 soft 5638,UHHS PMC,41884,PMC Cath Lab,Tech,"2,085.00"
VSI Catheter Turnpike SPI 135 soft 5640,UHHS PMC,41885,PMC Cath Lab,Tech,"2,085.00"
VSI D STAT Flowable Hemostat,UHHS PMC,40820,PMC Cath Lab,Tech,411
Watchman Access System,UHHS PMC,41967,PMC Cath Lab,Tech,"3,000.00"
Watchman LAA Closure Device,UHHS PMC,41966,PMC Cath Lab,Tech,"51,000.00"
Wavemap or flow wire,UHHS PMC,8198,PMC Cath Lab,Tech,"2,022.00"
Wholey wire mallincrodt,UHHS PMC,18438,PMC Cath Lab,Tech,269
Wireguide HiWire Hydrophilic Stiff Angled Tip .035x260 G3629,UHHS PMC,56162,PMC Cath Lab,Tech,119
Wireguide HiWire Hydrophilic Stiff Straight Tip .035x260 G36,UHHS PMC,56164,PMC Cath Lab,Tech,142
Xience Alpine Everolimus Stent 2.75 1125275xx,UHHS PMC,56051,PMC Cath Lab,Tech,"2,925.00"
Xience Alpine Everolimus Stent 3.00 1125300xx,UHHS PMC,56052,PMC Cath Lab,Tech,"2,925.00"
Xience Alpine Everolimus Stent 3.50 1125350xx,UHHS PMC,56053,PMC Cath Lab,Tech,"2,925.00"
Xience Alpine Everolimus Stent 4.00 1125400xx,UHHS PMC,56054,PMC Cath Lab,Tech,"2,925.00"
Xience IRB stent Abbott G050050/S122,UHHS PMC,20707,PMC Cath Lab,Tech,"5,941.00"
Xience Prime Stent,UHHS PMC,33531,PMC Cath Lab,Tech,"5,110.00"
XIENCE Sierra Everolimus ECS 2.25 1550225xx,UHHS PMC,56055,PMC Cath Lab,Tech,"2,925.00"
XIENCE Sierra Everolimus ECS 2.50 1550250xx,UHHS PMC,56056,PMC Cath Lab,Tech,"2,925.00"
XIENCE Sierra Everolimus ECS 2.75 1550275xx,UHHS PMC,56057,PMC Cath Lab,Tech,"2,925.00"
XIENCE Sierra Everolimus ECS 3.00 1550300xx,UHHS PMC,56058,PMC Cath Lab,Tech,"2,925.00"
XIENCE Sierra Everolimus ECS 3.25 1550325xx,UHHS PMC,56059,PMC Cath Lab,Tech,"2,925.00"
XIENCE Sierra Everolimus ECS 3.50 155035008,UHHS PMC,56060,PMC Cath Lab,Tech,"2,925.00"
XIENCE Sierra Everolimus ECS 4.00 1550400xx,UHHS PMC,56061,PMC Cath Lab,Tech,"2,925.00"
Xience stent abbott,UHHS PMC,18441,PMC Cath Lab,Tech,"4,822.00"
Xpert stent (Guidant),UHHS PMC,14366,PMC Cath Lab,Tech,"5,109.00"
Xpet stent Abbott 8214001,UHHS PMC,18365,PMC Cath Lab,Tech,"4,224.00"
Z med II Balloon BBraun,UHHS PMC,20702,PMC Cath Lab,Tech,"1,676.00"
Zantac 50mg IV,UHHS PMC,8223,PMC Cath Lab,Tech,39
Zantac 50mg PO,UHHS PMC,8224,PMC Cath Lab,Tech,14
Zenith AAA endograft iliac legex,UHHS PMC,15614,PMC Cath Lab,Tech,"22,082.00"
Zilver PTX DES 80 to 100mm,UHHS PMC,53503,PMC Cath Lab,Tech,"5,385.00"
Zofran,UHHS PMC,8252,PMC Cath Lab,Tech,139
Abdom Paracentesis(diag/ther) wo imag,UHHS PMC,33815,PMC CDU,Tech,"1,420.00"
Admin influenza virus vaccine Nurse Unit,UHHS PMC,9362,PMC CDU,Tech,45
Admin pneumococcal vaccine Nurse Unit,UHHS PMC,9363,PMC CDU,Tech,45
Administration of Hep B nursing units,UHHS PMC,33570,PMC CDU,Tech,40
Bladder indwelling catheter insert foley,UHHS PMC,9472,PMC CDU,Tech,306
Bladder irrigation simple/lavage/instillation,UHHS PMC,22195,PMC CDU,Tech,409
Bladder straight catheterization for residual urine,UHHS PMC,21233,PMC CDU,Tech,230
Bone marrow aspiration only,UHHS PMC,8400,PMC CDU,Tech,"1,073.00"
Bone marrow biopsy needle or trocar,UHHS PMC,8401,PMC CDU,Tech,907
Cardioversion External OR/Nurse Unit,UHHS PMC,15668,PMC CDU,Tech,"2,413.00"
Diagnostic bone marrow biopsy(ies) and aspirations,UHHS PMC,53667,PMC CDU,Tech,"3,292.00"
Direct Refer to Observation,UHHS PMC,39794,PMC CDU,Tech,546
EKG 12 lead tracing,UHHS PMC,9142,PMC CDU,Tech,289
Extend Recovery on Nurs Unit 1st hr,UHHS PMC,18074,PMC CDU,Tech,925
ICU Stepdown / Tele Room Rate 206,UHHS PMC,12847,PMC CDU,Tech,"2,662.00"
ICU Stepdown/Telemetry Observ 1st hr,UHHS PMC,31834,PMC CDU,Tech,"1,331.00"
Insert nontunnel/PICC CV Cath 5 & >,UHHS PMC,16355,PMC CDU,Tech,"2,687.00"
Miscellaneous bedside procedure,UHHS PMC,18082,PMC CDU,Tech,"1,119.00"
Spinal puncture lumbar diag,UHHS PMC,8477,PMC CDU,Tech,"1,265.00"
Transfusion bld products on nursing unit,UHHS PMC,8373,PMC CDU,Tech,884
Tube thoracostomy (eg for abscess  hemothorax  empyema),UHHS PMC,8317,PMC CDU,Tech,"1,410.00"
Coumadin Clinic,UHHS PMC,16763,PMC Coumadin Clinic,Tech,50
Home PT/INR monitor educ/blood samp/demo,UHHS PMC,22171,PMC Coumadin Clinic,Tech,483
INR (Prothrombin),UHHS PMC,3987,PMC Coumadin Clinic,Tech,49
3D rendering w indi workst,UHHS PMC,13316,PMC CT Scan,Tech,884
3D rendering wo indi workstation,UHHS PMC,13315,PMC CT Scan,Tech,728
Abd paracentesis diag/ther w/imag guid,UHHS PMC,33806,PMC CT Scan,Tech,"2,117.00"
Ablation renal tumor(s) unilateral perc,UHHS PMC,21325,PMC CT Scan,Tech,"9,880.00"
Ablation thx 1 or more bone tumors w/imag guid,UHHS PMC,24523,PMC CT Scan,Tech,"5,047.00"
Ablatn 1 or more livr tumr per,UHHS PMC,9469,PMC CT Scan,Tech,"9,353.00"
Abscess fistula sinus trct S&I,UHHS PMC,9828,PMC CT Scan,Tech,935
Abscess tube change,UHHS PMC,19,PMC CT Scan,Tech,"3,794.00"
Amica Introducer 16Gx75mm IN16075N,UHHS PMC,55150,PMC CT Scan,Tech,225
Amica Microwave Antenna APK1415T19,UHHS PMC,55149,PMC CT Scan,Tech,"7,485.00"
Amplatz SuperStiff Guidewire 75cm,UHHS PMC,56587,PMC CT Scan,Tech,171
AMT Monarch Transsaping Gastrostomy Tube 12/14/18/20FR,UHHS PMC,36800,PMC CT Scan,Tech,233
Angiodynamic Benston,UHHS PMC,29224,PMC CT Scan,Tech,29
Angiodynamic Guidewire 3mm,UHHS PMC,3557,PMC CT Scan,Tech,28
Angiodynamic Rosen,UHHS PMC,29225,PMC CT Scan,Tech,27
Angiotech Chiba Needle 20x15cm,UHHS PMC,29220,PMC CT Scan,Tech,26
Angiotech Co-Axial Skater Introd Sys,UHHS PMC,27603,PMC CT Scan,Tech,273
Angiotech Introducer Needle,UHHS PMC,55153,PMC CT Scan,Tech,240
Angiotech Pigtail cath-skater one stick (6FR;8FR;10FR;12FR),UHHS PMC,1251,PMC CT Scan,Tech,262
Angiotech Skater Centesis 20cm,UHHS PMC,29221,PMC CT Scan,Tech,43
Appl Of Prosthetic Device,UHHS PMC,558,PMC CT Scan,Tech,"2,727.00"
Applied Med Gastrostomy Kit,UHHS PMC,30493,PMC CT Scan,Tech,318
Apriomed/Radi Bonopty Biopsy penetration,UHHS PMC,5449,PMC CT Scan,Tech,358
Arrow pneumothorax kit,UHHS PMC,6276,PMC CT Scan,Tech,235
Arthrocentesis asp/inj small joint/bursa wo US guide,UHHS PMC,1858,PMC CT Scan,Tech,606
Arthrocentesis aspir/inj intermediate joint/bursa wo US guid,UHHS PMC,1857,PMC CT Scan,Tech,602
Aspir Inj Renal Cyst Pelv Perc,UHHS PMC,608,PMC CT Scan,Tech,"2,652.00"
Bard Biopsy Needle Monoply Core 18Gx16CM,UHHS PMC,36805,PMC CT Scan,Tech,96
Biopsy Bone Trocar/Needle Deep,UHHS PMC,878,PMC CT Scan,Tech,"2,912.00"
Biopsy Deep Axillary Nodes,UHHS PMC,879,PMC CT Scan,Tech,"5,798.00"
Biopsy Lymph Nodes Superficial,UHHS PMC,881,PMC CT Scan,Tech,"4,420.00"
Biopsy muscle percutaneous needle,UHHS PMC,1047,PMC CT Scan,Tech,"1,647.00"
Biopsy Of Liver  Needle Prctn,UHHS PMC,8441,PMC CT Scan,Tech,"2,085.00"
Biopsy pelvis/hip deep,UHHS PMC,883,PMC CT Scan,Tech,"4,395.00"
Biopsy Prostate Needle/Punch,UHHS PMC,884,PMC CT Scan,Tech,"2,886.00"
Biopsy Soft Tissue Neck/Head,UHHS PMC,886,PMC CT Scan,Tech,"4,316.00"
Biosentry Tract Sealant System 768022019S,UHHS PMC,55148,PMC CT Scan,Tech,825
Bone Marrow Biopsy,UHHS PMC,36548,PMC CT Scan,Tech,"1,114.00"
Bone marrow BX bilateral w wo aspirate,UHHS PMC,13265,PMC CT Scan,Tech,"1,608.00"
Boston Scientific Amplatz Curved,UHHS PMC,3556,PMC CT Scan,Tech,51
Boston Scientific Amplatz Straight,UHHS PMC,29226,PMC CT Scan,Tech,76
Boston Scientific Nephrostomy Cath (8FR; 10FR; 12FR; 14FR),UHHS PMC,1250,PMC CT Scan,Tech,221
Bx bone trocar/needle suprfcl,UHHS PMC,1044,PMC CT Scan,Tech,"2,184.00"
BX Lung Percutaneous Needle,UHHS PMC,1046,PMC CT Scan,Tech,"1,674.00"
Bx Pancreas Percutaneous Needle,UHHS PMC,1048,PMC CT Scan,Tech,"2,548.00"
BX Pleura Percutaneous Needle,UHHS PMC,1049,PMC CT Scan,Tech,"2,548.00"
Bx Thyroid Percutaneous Core Needle,UHHS PMC,1050,PMC CT Scan,Tech,"1,420.00"
Bx/excis lymph node(s) by needle superficial,UHHS PMC,31244,PMC CT Scan,Tech,"1,705.00"
Card Hlth Coaxial Temno bx needle MCN,UHHS PMC,29247,PMC CT Scan,Tech,118
Card Hlth Coaxial Temno Bx needle T/CCT,UHHS PMC,29256,PMC CT Scan,Tech,129
Card Hlth Temno Bx needle TT2,UHHS PMC,29257,PMC CT Scan,Tech,98
Card Hlthcare Temno Biopsy Needle TT3,UHHS PMC,29249,PMC CT Scan,Tech,90
Cardiac scoring,UHHS PMC,9859,PMC CT Scan,Tech,99
Cardinal Healthcare Coaxial Temno biopsy needle,UHHS PMC,29228,PMC CT Scan,Tech,141
Cardinal Healthcare Coaxial Temno biopsy needle CTTxxx,UHHS PMC,5456,PMC CT Scan,Tech,150
Cardinal Healthcare Drainage Tray,UHHS PMC,2590,PMC CT Scan,Tech,168
Cardinal Healthcare Temno Biopsy Needle,UHHS PMC,29227,PMC CT Scan,Tech,86
Cardinal Healthcare Temno Biopsy Needle Txxx,UHHS PMC,5458,PMC CT Scan,Tech,126
Chemical Pleurodisis,UHHS PMC,1379,PMC CT Scan,Tech,"2,595.00"
Chemo CNS intrathecal w/lumbar punc,UHHS PMC,9309,PMC CT Scan,Tech,"1,697.00"
Chest Abd Pel Low Dose Screen,UHHS PMC,9860,PMC CT Scan,Tech,153
Chest Ablation Pulmonary Tumor(s),UHHS PMC,24520,PMC CT Scan,Tech,"3,005.00"
Chng Prc Tube/Drain Cth W/Cntr,UHHS PMC,9815,PMC CT Scan,Tech,"1,130.00"
Chst Abd Pel Screen W Card Sco,UHHS PMC,9861,PMC CT Scan,Tech,153
Contrast inj abscess/cyst via  tube,UHHS PMC,20,PMC CT Scan,Tech,421
Cook Chiba Needle (20x15cm; 20x20cm),UHHS PMC,5455,PMC CT Scan,Tech,24
Cook Gastro Suture Anchor Set G04474,UHHS PMC,55152,PMC CT Scan,Tech,273
Cook Guidewire 7.5mm,UHHS PMC,29223,PMC CT Scan,Tech,27
Cook Vessel Dilator (12F),UHHS PMC,29222,PMC CT Scan,Tech,20
Cook Vessel Dilator (5F - 10F; 14F),UHHS PMC,2374,PMC CT Scan,Tech,20
Cook Vinyl connecting tubing,UHHS PMC,8126,PMC CT Scan,Tech,26
Cook YUEH 10cm/15cm,UHHS PMC,5452,PMC CT Scan,Tech,52
Coviden/Mallinckrodt Syringes Injector 200ml,UHHS PMC,7,PMC CT Scan,Tech,41
Cryoablation pulmonary tumors & extension,UHHS PMC,38875,PMC CT Scan,Tech,"4,066.00"
Cryolife bioglue deliv syst BG35105US,UHHS PMC,16276,PMC CT Scan,Tech,"2,862.00"
CT  Chest Screening with Cardiac Scoring,UHHS PMC,9863,PMC CT Scan,Tech,99
CT abdomen & pelvis w and w/o contrast,UHHS PMC,32001,PMC CT Scan,Tech,"3,640.00"
CT abdomen and pelvis w/contrast material(s),UHHS PMC,32000,PMC CT Scan,Tech,"3,484.00"
CT abdomen and pelvis w/o contrast material,UHHS PMC,31999,PMC CT Scan,Tech,"3,380.00"
Ct Abdomen w wo contrast,UHHS PMC,9681,PMC CT Scan,Tech,"2,863.00"
CT abdomen with contrast material,UHHS PMC,9680,PMC CT Scan,Tech,"2,742.00"
CT abdomen without contrast,UHHS PMC,9679,PMC CT Scan,Tech,"2,406.00"
CT angiography neck with contrast,UHHS PMC,9524,PMC CT Scan,Tech,"2,777.00"
CT cervical spine w/contrast,UHHS PMC,9579,PMC CT Scan,Tech,"2,422.00"
CT cervical spine w/wo contrast,UHHS PMC,9580,PMC CT Scan,Tech,"2,852.00"
CT Cervical spine wo contrast,UHHS PMC,9578,PMC CT Scan,Tech,"2,193.00"
CT Chest w contrast,UHHS PMC,9554,PMC CT Scan,Tech,"2,441.00"
CT Chest wo contrast,UHHS PMC,9553,PMC CT Scan,Tech,"2,123.00"
CT chest wo w contrast,UHHS PMC,9555,PMC CT Scan,Tech,"2,555.00"
CT Colonography,UHHS PMC,29258,PMC CT Scan,Tech,"2,982.00"
CT For Sterotactic Localizatn,UHHS PMC,16174,PMC CT Scan,Tech,"1,893.00"
CT Guid Plcmnt Of Rad Thx Flds,UHHS PMC,15321,PMC CT Scan,Tech,"1,506.00"
CT Guidance needle biopsy,UHHS PMC,9844,PMC CT Scan,Tech,"2,280.00"
CT guide for/monitoring parenchymal ablation,UHHS PMC,21343,PMC CT Scan,Tech,"1,792.00"
CT guided ablation,UHHS PMC,1854,PMC CT Scan,Tech,"2,888.00"
CT Guided Arthrocent;Lrg Joint,UHHS PMC,1856,PMC CT Scan,Tech,782
CT Head w contrast,UHHS PMC,9512,PMC CT Scan,Tech,"2,090.00"
CT Head wo contrast,UHHS PMC,9511,PMC CT Scan,Tech,"1,756.00"
CT Head wo w contrast,UHHS PMC,9513,PMC CT Scan,Tech,"2,276.00"
CT Head W-Wo Incl Post Proc,UHHS PMC,9523,PMC CT Scan,Tech,"3,126.00"
CT heart coronary arteries,UHHS PMC,29262,PMC CT Scan,Tech,"3,134.00"
CT heart for evaluation of cardiac structure and morphology,UHHS PMC,29260,PMC CT Scan,Tech,"4,028.00"
CT heart w/contrast material cardiac function,UHHS PMC,29261,PMC CT Scan,Tech,"3,380.00"
CT heart w/o contrast w/quant eval calc,UHHS PMC,29259,PMC CT Scan,Tech,"3,224.00"
CT Limited localized follow up,UHHS PMC,9855,PMC CT Scan,Tech,898
CT lumbar spine w/contrast,UHHS PMC,9585,PMC CT Scan,Tech,"2,555.00"
CT lumbar spine w/wo contrast,UHHS PMC,9586,PMC CT Scan,Tech,"2,539.00"
CT Lumbar spine wo contrast,UHHS PMC,9584,PMC CT Scan,Tech,"2,424.00"
CT lwr extrm w contrast,UHHS PMC,9663,PMC CT Scan,Tech,"2,169.00"
CT lwr extrm w wo contrast,UHHS PMC,9664,PMC CT Scan,Tech,"2,261.00"
CT lwr extrm wo contrast,UHHS PMC,9662,PMC CT Scan,Tech,"1,918.00"
CT Maxillofacial area w wo cnt,UHHS PMC,9519,PMC CT Scan,Tech,"2,201.00"
CT Maxillofacial area wo cont,UHHS PMC,9517,PMC CT Scan,Tech,"1,821.00"
CT Maxillofacila area w cntrst,UHHS PMC,9518,PMC CT Scan,Tech,"2,123.00"
CT Neck w contrast,UHHS PMC,9521,PMC CT Scan,Tech,"2,418.00"
CT Neck w wo contrast,UHHS PMC,9522,PMC CT Scan,Tech,"2,450.00"
CT Neck wo contrast,UHHS PMC,9520,PMC CT Scan,Tech,"1,941.00"
CT Orbit sella ear w wo cntrst,UHHS PMC,9516,PMC CT Scan,Tech,"2,321.00"
CT Orbit sella ear wo contrast,UHHS PMC,9514,PMC CT Scan,Tech,"1,956.00"
CT Orbit sellar ear w contrast,UHHS PMC,9515,PMC CT Scan,Tech,"2,077.00"
CT Pelvis w contrast,UHHS PMC,9601,PMC CT Scan,Tech,"2,390.00"
CT pelvis w/o & w contrast/further sections,UHHS PMC,9602,PMC CT Scan,Tech,"2,628.00"
CT Pelvis wo contrast,UHHS PMC,9600,PMC CT Scan,Tech,"1,946.00"
CT perfusion w/contrast CBF,UHHS PMC,28424,PMC CT Scan,Tech,"2,556.00"
CT Thoracic spine wo contrast,UHHS PMC,9581,PMC CT Scan,Tech,"2,047.00"
CT Thoracin spine w wo contrast,UHHS PMC,9583,PMC CT Scan,Tech,"2,600.00"
CT throacic spine w/contrast,UHHS PMC,9582,PMC CT Scan,Tech,"2,422.00"
CT upr extrm w contrast,UHHS PMC,9632,PMC CT Scan,Tech,"2,255.00"
Ct upr extrm w wo contrast,UHHS PMC,9633,PMC CT Scan,Tech,"3,108.00"
CT upr extrm wo contrast,UHHS PMC,9631,PMC CT Scan,Tech,"2,058.00"
CTA abd aorta w/wo inc post pr,UHHS PMC,9736,PMC CT Scan,Tech,"3,800.00"
CTA Abd&Pelv w/contr incl non contr imag,UHHS PMC,33862,PMC CT Scan,Tech,"3,640.00"
CTA Abdomen w wo incl post PR,UHHS PMC,9682,PMC CT Scan,Tech,"3,386.00"
CTA Chest w wo contrast,UHHS PMC,9556,PMC CT Scan,Tech,"3,005.00"
CTA lower extremity,UHHS PMC,9665,PMC CT Scan,Tech,"2,525.00"
CTA Pelvis W-Wo Incl Post Proc,UHHS PMC,9599,PMC CT Scan,Tech,"3,380.00"
CTA upper extremity,UHHS PMC,9634,PMC CT Scan,Tech,"2,309.00"
CVAD blood draw,UHHS PMC,8381,PMC CT Scan,Tech,92
Declot by thromobolytic agent of VAD or catheter guidance in,UHHS PMC,32549,PMC CT Scan,Tech,579
Destrct  neurolytic agnt oth periph nrv,UHHS PMC,30687,PMC CT Scan,Tech,"2,196.00"
Destruction by neurolytic agent pudendal nerve,UHHS PMC,32842,PMC CT Scan,Tech,943
Destruction malignant lesion any method,UHHS PMC,38876,PMC CT Scan,Tech,"1,334.00"
Destructn/celiac plexus w/neur,UHHS PMC,1977,PMC CT Scan,Tech,"3,752.00"
Drain pouch set supplies,UHHS PMC,2585,PMC CT Scan,Tech,55
Endocare Cryoablation Probe,UHHS PMC,29234,PMC CT Scan,Tech,"3,270.00"
Endolum bx uret and/or renal pelvis non-endo incl imag guid,UHHS PMC,40471,PMC CT Scan,Tech,"1,612.00"
Exchange biliary drain cath perc include cholangography,UHHS PMC,1384,PMC CT Scan,Tech,"1,710.00"
Exchange perc biliary drainage catheter,UHHS PMC,1385,PMC CT Scan,Tech,"2,288.00"
Fine needle aspiration w/imag guide (CT Scan),UHHS PMC,3105,PMC CT Scan,Tech,676
Fluoro guide for CVP,UHHS PMC,9818,PMC CT Scan,Tech,"1,265.00"
